N	2gram	Tiupa_Vved	Hudozhes
163	в свою	5	3
164	человеческой жизни	4	3
165	и к	2	3
166	во всех	2	3
167	картины мира	12	3
168	это позиция	2	3
169	тем не	3	3
170	в культуре	2	3
171	а именно	3	3
172	из этих	5	3
173	связи с	2	3
174	и на	5	3
175	мог бы	2	3
176	с языком	2	3
177	тому как	3	3
178	если бы	10	3
179	в той	5	3
180	как раз	5	3
181	сути дела	4	3
182	и адресата	6	3
183	и того	3	3
184	подобно тому	3	3
185	не обязательно	2	3
186	или даже	2	3
187	несет в	4	3
188	таким образом	6	3
189	в таком	2	3
190	и сам	2	3
191	текста выступает	2	3
192	есть в	2	3
193	композиционных форм	2	3
194	в рассказе	15	3
195	и составляет	3	3
196	принадлежит к	3	3
197	как правило	6	3
198	в пределах	3	3
199	в одном	5	3
200	художественного целого	2	3
201	с одной	9	3
202	перед лицом	4	3
203	текста в	3	3
204	но он	2	3
205	имеет место	6	3
206	никогда не	6	2
207	с легкой	2	2
208	о том	7	2
209	в литературе	2	2
210	поскольку не	2	2
211	одна из	5	2
212	как в	8	2
213	начиная с	3	2
214	вненаходимости бахтин	2	2
215	и др	2	2
216	всей своей	4	2
217	тот кто	2	2
218	и это	2	2
219	еще один	3	2
220	создает эффект	2	2
221	могла бы	3	2
222	тому что	2	2
223	и потому	2	2
224	и маргариты	2	2
225	а для	2	2
226	значительной степени	2	2
227	коммуникативное событие	10	2
228	в молчание	2	2
229	речевой деятельности	2	2
230	идет о	3	2
231	вследствие этого	5	2
232	еще и	2	2
233	своего текста	2	2
234	столь же	3	2
235	в чем	2	2
236	что такое	23	2
237	или в	3	2
238	строго говоря	2	2
239	это своего	3	2
240	жизни на	2	2
241	о жизни	2	2
242	жизни в	5	2
243	было и	2	2
244	тем более	3	2
245	легкой руки	2	2
246	адресата а	2	2
247	времени в	3	2
248	не всегда	2	2
249	мира и	5	2
250	не все	2	2
251	вслед за	3	2
252	времени и	7	2
253	структуре текста	2	2
254	оно не	2	2
255	что она	2	2
256	с их	2	2
257	должен быть	3	2
258	быть и	2	2
259	для которого	4	2
260	не входит	2	2
261	дело не	2	2
262	и конец	2	2
263	не как	2	2
264	но она	2	2
265	с самим	2	2
266	значения и	2	2
267	могут служить	3	2
268	так же	2	2
269	об этом	5	2
270	и соответственно	4	2
271	может служить	4	2
272	свою очередь	5	2
273	писал бахтин	3	2
274	войне и	2	2
275	но на	2	2
276	в европейской	2	2
277	причастной вненаходимости	2	2
278	и по	3	2
279	между собой	2	2
280	всякий раз	2	2
281	он и	2	2
282	в итоге	4	2
283	в войне	2	2
284	отнюдь не	14	2
285	один из	3	2
286	в них	4	2
287	по себе	2	2
288	которая не	2	2
289	не вполне	4	2
290	и мире	2	2
291	речь идет	3	2
292	не могло	2	2
293	несмотря на	2	2
294	противном случае	2	2
295	классического реализма	2	2
296	ведет к	2	2
297	и рецептивного	2	2
298	по бахтину	2	2
299	роль в	2	2
300	к жизни	2	2
301	слова и	3	2
302	мира в	8	2
303	все это	3	2
304	с ними	2	2
305	между двумя	5	2
306	бы не	3	2
307	своей природе	2	2
308	что и	6	2
309	в противном	2	2
310	большей части	4	2
311	всей его	2	2
312	в значительной	2	2
313	от своего	2	2
314	не принадлежит	2	2
315	в году	2	2
316	художественного высказывания	2	2
317	одним из	5	2
318	не просто	2	2
319	к своему	2	2
320	более не	2	2
321	или напротив	3	2
322	новейшего времени	3	2
323	по мысли	5	2
324	нового времени	5	2
325	в случае	4	2
326	своей жизни	3	2
327	самом деле	6	2
328	в финале	4	2
329	и более	5	2
330	в нашем	9	2
331	в этой	2	2
332	мастера и	2	2
333	ни к	3	2
334	человеческих отношений	2	2
335	жизни то	2	2
336	по большей	4	2
337	а с	4	2
338	в текстах	2	2
339	в кадры	3	2
340	с ним	3	2
341	который в	5	2
342	для обозначения	2	2
343	в какой	4	2
344	начало и	2	2
345	и который	2	2
346	вследствие этой	2	2
347	в аспекте	3	2
348	заключается в	2	2
349	имеем дело	5	2
350	основе своей	2	2
351	на основе	2	2
352	у него	8	2
353	с человеком	2	2
354	не с	4	2
355	при всей	3	2
356	участок текста	2	2
357	здесь не	2	2
