N	2gram	Trubetskoy	Literetu
252	а лишь	3	2
253	у них	6	2
254	на долю	2	2
255	и при	6	2
256	при таком	2	2
257	на вопрос	4	2
258	в такой	4	2
259	всех других	2	2
260	и будет	2	2
261	тем как	2	2
262	что касается	6	2
263	тому что	2	2
264	к нему	2	2
265	она не	2	2
266	в общем	6	2
267	гораздо более	2	2
268	что развитие	2	2
269	со временем	2	2
270	все прочие	4	2
271	и без	5	2
272	есть культура	4	2
273	что на	2	2
274	тогда когда	3	2
275	же касается	2	2
276	жизнь и	3	2
277	в эти	3	2
278	по этому	2	2
279	на таких	2	2
280	и некоторые	2	2
281	лишь при	6	2
282	от культуры	5	2
283	с ними	2	2
284	по тем	2	2
285	между двумя	5	2
286	и по	3	2
287	что они	2	2
288	и ее	2	2
289	из таких	2	2
290	и более	2	2
291	от тех	3	2
292	этом случае	4	2
293	уже и	3	2
294	все то	2	2
295	не от	2	2
296	как сказано	4	2
297	бы в	3	2
298	культуре и	4	2
299	к которой	3	2
300	в результате	9	2
301	из этих	8	2
302	тем более	3	2
303	не более	2	2
304	до тех	2	2
305	иначе говоря	4	2
306	самих себя	3	2
307	для этой	2	2
308	та же	4	2
309	из двух	2	2
310	ибо в	4	2
311	него в	2	2
312	между собою	5	2
313	но даже	3	2
314	к той	2	2
315	как известно	3	2
316	культуры и	11	2
317	что по	3	2
318	есть в	2	2
319	что у	2	2
320	в котором	2	2
321	народ и	4	2
322	если это	2	2
323	освободиться от	3	2
324	со своими	2	2
325	культуры как	4	2
326	на почве	3	2
327	только не	2	2
328	так чтобы	2	2
329	можно назвать	3	2
330	так называемого	5	2
331	данный момент	4	2
332	в психологии	4	2
333	в таком	4	2
334	лишь тогда	2	2
335	во всем	3	2
336	что такой	2	2
337	в совершенно	3	2
338	на первый	2	2
339	существование в	2	2
