N	2gram	Propp_Russ	Tvorches
208	во многих	14	3
209	его с	4	3
210	из этих	6	3
211	и еще	2	3
212	не все	4	3
213	его как	2	3
214	к ней	4	3
215	в этот	19	3
216	кроме того	3	3
217	не является	2	3
218	только для	3	3
219	как по	2	3
220	ее в	7	3
221	для того	6	3
222	и их	4	3
223	у нас	11	3
224	на западе	2	3
225	не с	5	3
226	в жизни	2	3
227	на этот	3	3
228	с другим	2	3
229	что для	4	3
230	и к	3	3
231	на этом	6	3
232	несмотря на	4	3
233	в русском	4	3
234	вряд ли	2	3
235	и что	8	3
236	или в	7	3
237	в одном	4	3
238	данном случае	8	2
239	в таких	3	2
240	что ему	2	2
241	в доме	2	2
242	означает что	2	2
243	о чем	7	2
244	в тех	5	2
245	их на	5	2
246	и поэтому	3	2
247	но даже	2	2
248	а сами	2	2
249	в силу	2	2
250	сразу же	2	2
251	должен быть	2	2
252	чтобы вызвать	3	2
253	после этого	6	2
254	свою очередь	2	2
255	в одно	2	2
256	всякого рода	3	2
257	не противоречит	2	2
258	нас не	3	2
259	связано с	3	2
260	в руки	2	2
261	образом в	2	2
262	с тем	14	2
263	е годы	2	2
264	для этой	3	2
265	тому что	4	2
266	она не	4	2
267	мы наблюдаем	2	2
268	и м	22	2
269	ответ на	2	2
270	между прочим	2	2
271	настоящее время	3	2
272	смерти в	2	2
273	между собой	4	2
274	встречаются и	2	2
275	для них	5	2
276	того чтобы	6	2
277	это время	4	2
278	было бы	3	2
279	представляют собой	13	2
280	же в	5	2
281	связи с	6	2
282	в связи	4	2
283	он был	2	2
284	в качестве	5	2
285	во время	23	2
286	в двух	2	2
287	значение в	2	2
288	они живут	2	2
289	здесь мы	3	2
290	в честь	5	2
291	и и	2	2
292	но она	3	2
293	всех этих	2	2
294	некоторые из	2	2
295	что если	2	2
296	в данном	7	2
297	с другими	3	2
298	а к	3	2
299	во всех	6	2
300	по всей	4	2
301	из нее	2	2
302	тем не	3	2
303	в е	2	2
304	переход от	3	2
305	в глаза	3	2
306	сходство с	3	2
307	должен был	3	2
308	и потом	4	2
309	чем у	2	2
310	и о	4	2
311	чаще всего	3	2
312	в целях	4	2
313	жизнь и	2	2
314	н а	5	2
315	н г	2	2
316	через него	2	2
317	очень много	2	2
318	не имеет	9	2
319	за пределами	2	2
320	и здесь	3	2
321	их в	7	2
322	все что	2	2
323	г в	5	2
324	входит в	4	2
325	в эту	3	2
326	ко всему	2	2
327	в стороне	2	2
328	только как	2	2
329	или даже	3	2
330	не просто	3	2
331	как на	2	2
332	но ни	2	2
333	не к	3	2
334	не значит	2	2
335	из других	2	2
336	мы уже	2	2
