N	2gram	Vinokur_Ku	StatiiOP
194	в речи	5	8
195	одним из	2	8
196	совершенно не	4	8
197	п в	3	8
198	и о	3	8
199	заключается в	3	8
200	и более	3	8
201	не имеет	6	8
202	в которых	8	8
203	данном отношении	4	7
204	данном случае	2	7
205	том как	3	7
206	о чем	2	7
207	уже в	5	7
208	в это	3	7
209	конце концов	3	7
210	что все	6	7
211	гораздо более	6	7
212	и сейчас	3	7
213	того же	6	7
214	другое дело	2	7
215	во втором	2	7
216	что этот	2	7
217	уже о	2	7
218	а а	4	7
219	как это	6	7
220	тем более	2	7
221	в ее	2	7
222	русского языка	13	7
223	не все	4	7
224	и то	7	7
225	отличается от	2	7
226	мы находим	2	7
227	лишь в	6	7
228	еще не	10	7
229	отношению к	9	7
230	еще и	7	7
231	связан с	2	7
232	на этот	4	7
233	что для	3	7
234	по себе	10	7
235	не просто	7	7
236	этой области	3	7
237	но с	2	7
238	на почве	2	7
239	представление о	3	7
240	не мог	2	7
241	даже в	4	6
242	о которых	2	6
243	идет о	3	6
244	в себе	4	6
245	по отношению	9	6
246	ни одного	2	6
247	должен быть	8	6
248	из которых	3	6
249	том смысле	2	6
250	своего времени	2	6
251	по существу	9	6
252	и все	4	6
253	по крайней	11	6
254	что на	2	6
255	в известном	2	6
256	на его	3	6
257	языка и	16	6
258	в значении	2	6
259	же как	3	6
260	с его	4	6
261	крайней мере	11	6
262	одно из	3	6
263	что с	2	6
264	не трудно	8	6
265	и здесь	8	6
266	в особенности	6	6
267	же и	4	6
268	что я	4	6
269	этот вопрос	7	6
270	обратить внимание	4	6
271	этом смысле	8	6
272	в устах	3	6
273	что за	3	6
274	разумеется что	2	6
275	говорить о	5	6
276	тем же	2	6
277	свое время	4	5
278	на себя	3	5
279	на эту	2	5
280	этого рода	6	5
281	но если	2	5
282	не был	2	5
283	давно уже	2	5
284	и далее	3	5
285	это и	6	5
286	что именно	2	5
287	в свое	4	5
288	том же	3	5
289	точку зрения	2	5
290	и потому	6	5
291	не так	2	5
292	не приходится	2	5
293	а то	2	5
294	в сторону	2	5
295	если б	2	5
296	одной стороны	2	5
297	что не	10	5
298	же касается	4	5
299	один из	8	5
300	можно ли	6	5
301	конечно и	3	5
302	при этом	6	5
303	в тех	4	5
304	в числе	2	5
305	в сущности	11	5
306	не на	4	5
307	до того	2	5
308	должна быть	6	5
309	что эти	4	5
310	в москве	2	5
311	хотя и	7	5
312	не потому	6	5
313	или иного	5	5
314	во многих	3	5
315	того или	6	5
316	в духе	3	5
317	утверждать что	2	5
318	то это	3	5
319	по пути	2	5
320	всех этих	4	5
321	на это	3	5
322	не как	2	5
323	большое значение	2	5
324	целый ряд	8	5
325	как будто	2	5
326	с одной	3	5
327	после того	3	5
328	том чтобы	9	5
329	вообще не	2	5
330	ее в	2	5
331	столь же	2	5
332	и если	4	5
333	уже не	13	5
334	оно не	5	5
335	во многом	2	5
336	если не	4	5
337	о значении	2	5
338	конечно не	3	5
339	и только	2	5
340	в слове	3	5
341	без всякого	2	5
342	этого вопроса	3	4
343	очевидно что	4	4
344	не могут	5	4
345	в форме	3	4
346	ставит себе	2	4
347	на этом	4	4
348	нисколько не	6	4
349	что оно	6	4
350	и у	3	4
351	и эти	3	4
352	казалось бы	5	4
353	не всегда	4	4
354	как можно	2	4
355	как у	2	4
356	на долю	3	4
357	не знает	4	4
358	всего в	2	4
359	смысле этого	5	4
360	в такой	2	4
361	которые в	2	4
362	но как	2	4
363	общего с	2	4
364	мере в	7	4
365	так или	3	4
366	они не	4	4
367	тех пор	2	4
368	состоит в	4	4
369	и без	2	4
370	а потому	6	4
371	что его	2	4
372	в прямом	2	4
373	я имею	2	4
374	ничего общего	2	4
375	и тогда	4	4
376	в связи	4	4
377	е в	3	4
378	что было	2	4
379	это есть	2	4
380	в первом	3	4
381	этого термина	4	4
382	этого слова	8	4
383	должны быть	4	4
384	на язык	4	4
385	как мы	2	4
386	именно поэтому	2	4
387	да и	5	4
388	очень часто	2	4
389	относится к	3	4
390	если в	2	4
391	для этого	6	4
392	нет в	2	4
393	разумеется не	5	4
394	сами по	2	4
395	есть в	6	4
396	я уже	2	4
397	и он	4	4
398	же это	2	4
399	бы и	6	4
400	бы на	4	4
401	только что	2	4
402	как о	2	4
403	и их	2	4
404	это просто	3	4
405	а именно	4	4
406	в последнем	2	4
407	тому же	2	4
408	ср еще	2	4
409	в ряде	2	4
410	связанные с	3	4
411	языка не	5	4
412	но для	4	4
413	меньше всего	2	4
414	не для	2	4
415	а на	3	4
416	языка в	14	4
417	в смысле	2	4
418	или в	5	4
419	в таком	3	4
420	быть не	2	4
421	или иначе	4	4
422	для которых	2	4
423	и именно	3	4
424	будто бы	3	4
425	чем в	3	4
426	все более	2	3
427	перед нами	4	3
428	в первую	5	3
429	или иной	3	3
430	е не	2	3
431	точно также	2	3
432	на который	2	3
433	той мере	6	3
434	это действительно	2	3
435	вопроса о	7	3
436	п а	2	3
437	связанных с	2	3
438	с той	2	3
439	от того	5	3
440	как к	2	3
441	или же	3	3
442	не хочет	2	3
443	слово в	2	3
444	тогда когда	7	3
445	он должен	2	3
446	так называемая	2	3
447	в одно	2	3
448	к своему	2	3
449	что нет	2	3
450	видно что	2	3
451	или менее	3	3
452	быть в	2	3
453	себе в	3	3
454	ведь и	2	3
455	образом в	3	3
456	о котором	4	3
457	как я	2	3
458	к этой	3	3
459	ли в	3	3
460	на том	4	3
461	и прочие	2	3
462	может служить	4	3
463	и как	3	3
464	даже и	5	3
465	так в	2	3
466	не говоря	3	3
467	смысле слова	3	3
468	языка но	3	3
469	здесь не	5	3
470	то не	2	3
471	что когда	3	3
472	первую очередь	3	3
473	говоря уже	2	3
474	свидетельствуют о	2	3
475	этом случае	4	3
476	в наше	3	3
477	бы в	8	3
478	чтобы в	2	3
479	то и	4	3
480	любовь к	2	3
481	в нашей	4	3
482	и дело	2	3
483	от этого	4	3
484	однако и	2	3
485	только потому	13	3
486	и уже	2	3
487	борьбы с	2	3
488	наше время	3	3
489	не раз	3	3
490	смысле что	2	3
491	что значит	2	3
492	формы в	2	3
493	слова с	2	3
494	несколько слов	3	3
495	свое выражение	2	3
496	за рамки	3	3
497	больше всего	3	3
498	здесь дело	2	3
499	можно считать	2	3
500	не значит	2	3
501	слова в	7	3
502	когда он	4	3
503	не хочу	2	3
504	в свою	4	3
505	с большой	2	3
506	смысл этого	2	3
507	здесь совершенно	2	3
508	но что	3	3
509	языка к	2	3
510	в русском	14	3
511	то или	3	3
512	или иное	2	3
513	то ни	2	3
514	е как	5	3
515	более или	3	3
516	что так	3	3
517	отношения к	2	3
518	ряде случаев	2	3
519	на основе	2	3
520	с помощью	12	3
521	в системе	3	3
522	вследствие того	2	2
523	через посредство	3	2
524	не должно	2	2
525	п и	2	2
526	в таких	7	2
527	в иных	3	2
528	тем самым	5	2
529	для самого	3	2
530	следует еще	3	2
531	никаких оснований	2	2
532	его к	5	2
533	различие между	2	2
534	не имеют	3	2
535	нуждается в	5	2
536	мой взгляд	2	2
537	например что	2	2
538	те или	2	2
539	именно так	2	2
540	такие случаи	2	2
541	такова что	2	2
542	что их	2	2
543	примером может	2	2
544	а это	5	2
545	а во-вторых	2	2
546	в настоящее	2	2
547	в рамках	5	2
548	ли не	4	2
549	но есть	2	2
550	о языке	8	2
551	к такому	2	2
552	не надо	4	2
553	пишет он	4	2
554	ни были	3	2
555	выражение в	4	2
556	тех кто	2	2
557	были бы	2	2
558	от себя	3	2
559	или о	2	2
560	свою очередь	4	2
561	и при	3	2
562	зрения в	2	2
563	так называемым	2	2
564	показать что	2	2
565	отличие от	3	2
566	этой статьи	2	2
567	мы знаем	3	2
568	нужно было	3	2
569	мы видели	3	2
570	здесь следует	2	2
571	к вопросу	4	2
572	для этой	2	2
573	то она	2	2
574	на этой	4	2
575	дело что	2	2
576	но только	5	2
577	а только	10	2
578	с полным	2	2
579	капитанской дочки	2	2
580	жизнь в	2	2
581	на себе	10	2
582	на такие	2	2
583	а если	5	2
584	что можно	4	2
585	ту же	6	2
586	принадлежит в	2	2
587	история литературы	2	2
588	видеть что	3	2
589	настоящее время	2	2
590	к слову	2	2
591	пр но	2	2
592	имею в	2	2
593	с языком	2	2
594	точно так	4	2
595	для них	2	2
596	что история	2	2
597	в разных	2	2
598	еще одно	3	2
599	большей части	2	2
600	и когда	2	2
601	в зависимости	7	2
602	тогда как	2	2
603	хотелось бы	2	2
604	было в	2	2
605	и может	3	2
606	иных случаях	3	2
607	но вот	3	2
608	в обычном	3	2
609	что если	4	2
610	тот же	7	2
611	только тогда	4	2
612	но уже	6	2
613	что нужно	2	2
614	но зато	2	2
615	это особенно	2	2
616	о роли	2	2
617	и от	2	2
618	всего что	2	2
619	никак не	5	2
620	же до	3	2
621	в контексте	2	2
622	речи а	3	2
623	ср например	3	2
624	когда мы	3	2
625	утверждать будто	2	2
626	тех же	2	2
627	время в	2	2
628	потребность в	3	2
629	так сказать	5	2
630	не знаю	2	2
631	и еще	4	2
632	только к	2	2
633	в наши	2	2
634	по преимуществу	3	2
635	фактов и	2	2
636	этой почве	2	2
637	чтобы создать	2	2
638	на мой	2	2
639	дело с	2	2
640	чуть ли	3	2
641	как правило	2	2
642	втором случае	2	2
643	взглянуть на	2	2
644	зависимости от	9	2
645	языка на	2	2
646	превращается в	4	2
647	так называемой	2	2
648	д и	3	2
649	и вот	4	2
650	по мере	3	2
651	слова как	5	2
652	язык в	7	2
653	между собою	3	2
654	это положение	2	2
655	чаще всего	2	2
656	она стала	2	2
657	в пределах	8	2
658	в отличие	3	2
659	указания на	3	2
660	следовало бы	2	2
661	что только	2	2
662	с историей	2	2
663	хочу сказать	3	2
664	языка это	5	2
665	не случайно	7	2
666	далеко не	2	2
667	несомненно не	2	2
668	ср также	5	2
669	за собой	2	2
670	по большей	2	2
671	справедливо указывает	2	2
672	соответствии с	5	2
673	кто в	5	2
674	указывает что	3	2
675	где нет	2	2
676	доказать что	3	2
677	роль в	6	2
678	к г	2	2
679	совершенно ясно	2	2
680	свидетельствует о	3	2
681	этой книге	3	2
682	глаза на	2	2
683	в случае	2	2
684	как не	4	2
685	мы в	3	2
686	с их	3	2
687	чтобы показать	2	2
688	здесь только	2	2
689	только о	3	2
690	речи на	2	2
691	в живом	2	2
692	последнее время	3	2
693	иной раз	2	2
694	в том-то	2	2
695	по своим	2	2
696	слов о	2	2
697	на все	3	2
