N	2gram	Losev_Dial	Komedia
264	по своей	5	4
265	не всегда	2	4
266	ничем не	4	4
267	или менее	5	4
268	к сожалению	2	4
269	по сравнению	2	4
270	все его	3	4
271	времени в	2	4
272	его не	7	4
273	сравнению с	2	4
274	сомневаться в	2	4
275	что же	5	4
276	же как	3	4
277	что с	2	4
278	е в	3	4
279	например в	2	4
280	в основе	4	4
281	как известно	3	4
282	в состоянии	2	4
283	обоих случаях	2	4
284	хотя в	3	4
285	из этого	2	4
286	одно из	2	4
287	то и	3	4
288	с их	2	4
289	я не	9	4
290	стороны и	4	4
291	и их	5	4
292	времени и	10	4
293	такой же	2	4
294	следует что	2	4
295	далеко не	2	4
296	их в	2	4
297	с которым	2	4
298	что мы	3	4
299	мог бы	3	4
300	в той	4	4
301	что эта	5	4
302	все равно	7	4
303	важно что	3	4
304	если мы	3	3
305	нет ни	4	3
306	и потому	6	3
307	не могут	4	3
308	указывает на	3	3
309	от него	4	3
310	нисколько не	7	3
311	в одной	4	3
312	вплоть до	3	3
313	и притом	7	3
314	не раз	2	3
315	с той	2	3
316	не был	3	3
317	должен быть	2	3
318	что именно	3	3
319	на все	2	3
320	же можно	2	3
321	только на	3	3
322	из жизни	2	3
323	а с	2	3
324	видно что	2	3
325	мы в	2	3
326	от этого	5	3
327	она не	10	3
328	они не	3	3
329	или по	2	3
330	с другом	2	3
331	на себе	3	3
332	в голову	2	3
333	идет речь	2	3
334	он с	2	3
335	почти не	3	3
336	в виде	2	3
337	с ними	4	3
338	и когда	5	3
339	также что	2	3
340	сходство в	2	3
341	на всю	6	3
342	только как	3	3
343	они были	2	3
344	могла бы	2	3
345	в эпоху	2	3
346	если она	4	3
347	в храме	2	3
348	ли это	4	3
349	его с	6	3
350	ее на	2	3
351	на что	3	3
352	и эта	3	3
353	и уже	4	3
354	друг с	2	3
355	мы находим	7	3
356	стало быть	17	3
357	в разной	3	3
358	для своего	3	3
359	как о	2	3
360	совершенно не	13	3
361	не мешает	8	3
362	чем не	2	3
363	и из	6	3
364	жизнь и	5	3
365	и более	7	3
366	не с	5	3
367	можно найти	2	3
368	отношения к	3	3
369	более или	5	3
370	или на	3	3
371	связанные с	3	3
372	если это	3	3
373	будто бы	3	3
374	время и	2	3
375	по себе	39	3
376	ко всему	3	3
377	относится к	2	3
378	в один	3	3
379	является не	3	3
380	в таком	4	3
381	и есть	20	3
382	во всем	3	3
383	не к	2	3
384	образом и	3	2
385	находим в	2	2
386	еще и	4	2
387	в каком	10	2
388	перед нами	3	2
389	она должна	2	2
390	с тех	2	2
391	как можно	2	2
392	как же	8	2
393	помнить что	2	2
394	и следовательно	7	2
395	с целью	3	2
396	еще раз	2	2
397	человека и	2	2
398	а потом	9	2
399	не как	4	2
400	что здесь	4	2
401	никак не	6	2
402	из всего	2	2
403	об отношении	6	2
404	к выводу	2	2
405	это только	3	2
406	во времени	4	2
407	у них	3	2
408	и при	3	2
409	это как	3	2
410	дает нам	2	2
411	нас не	2	2
412	мере в	3	2
413	что даже	2	2
414	и очень	2	2
415	того что	6	2
416	со всеми	2	2
417	со всей	2	2
418	только потому	4	2
419	в душе	8	2
420	что все	2	2
421	общего с	6	2
422	судить о	2	2
423	думаю что	4	2
424	в общем	2	2
425	гораздо более	3	2
426	или его	2	2
427	была бы	4	2
428	жизнь в	2	2
429	зависимости от	2	2
430	в античном	2	2
431	что это?	2	2
432	которые были	2	2
433	пока не	2	2
434	меня и	2	2
435	этой точки	2	2
436	разной степени	2	2
437	и та	8	2
438	точно так	3	2
439	мы видим	6	2
440	в зависимости	2	2
441	и до	2	2
442	все эти	4	2
443	почти всегда	4	2
444	и может	7	2
445	должна быть	5	2
446	повседневной жизни	2	2
447	что эти	3	2
448	и можно	3	2
449	бы и	4	2
450	это еще	2	2
451	у вас	2	2
452	по одному	4	2
453	то в	8	2
454	как например	2	2
455	времени а	3	2
456	с другими	2	2
457	не знаю	3	2
458	но это	12	2
459	в противоположность	6	2
460	и так	2	2
461	только с	3	2
462	с ней	2	2
463	о котором	2	2
464	дело не	3	2
465	на свете	5	2
466	а о	2	2
467	сказал что	3	2
468	остается только	2	2
469	как не	4	2
470	я и	3	2
471	превращается в	2	2
472	на земле	3	2
473	которой не	3	2
474	от их	2	2
475	себе не	7	2
476	понимать как	2	2
477	но они	2	2
478	отношении к	3	2
479	как только	4	2
480	она и	2	2
481	не должен	2	2
482	со своими	2	2
483	для него	2	2
484	почти все	2	2
485	не будучи	3	2
486	в жизни	3	2
487	это уже	2	2
488	чтобы понять	3	2
489	и является	2	2
490	то мы	2	2
491	ее в	2	2
492	не будет	2	2
493	точек зрения	3	2
494	надо считать	2	2
495	другой пример	2	2
496	на нем	2	2
497	хотя это	3	2
498	в смысле	5	2
499	каждом из	2	2
500	вещей и	5	2
501	не отличаются	2	2
502	того кто	2	2
503	этом смысле	4	2
504	к самому	3	2
505	хочет быть	2	2
506	как она	7	2
507	ко мне	2	2
508	говорит о	6	2
509	и жизнь	2	2
510	бы ни	3	2
511	мы уже	8	2
512	на первый	2	2
513	есть для	2	2
514	и только	5	2
515	же и	11	2
516	если же	2	2
517	от которой	2	2
518	и всякий	3	2
519	без всякого	3	2
