N	2gram	Propp_Isto	Freidism
122	увидим что	3	5
123	что и	11	5
124	ее в	8	5
125	в более	6	5
126	в своих	4	5
127	это не	8	5
128	той же	2	5
129	того чтобы	3	5
130	не было	2	5
131	в ее	4	5
132	с ними	4	5
133	в себя	3	5
134	вместе с	26	5
135	данном случае	2	4
136	человека в	5	4
137	одна из	6	4
138	и вообще	3	4
139	в таких	3	4
140	дает нам	2	4
141	его к	3	4
142	так же	14	4
143	но это	10	4
144	в развитии	2	4
145	в другом	2	4
146	в этот	2	4
147	тем не	6	4
148	на него	10	4
149	если бы	5	4
150	и может	2	4
151	мы увидим	6	4
152	в основном	5	4
153	это только	2	4
154	не всегда	9	4
155	только на	2	4
156	в последнем	2	4
157	у него	7	4
158	как в	11	4
159	к ней	2	4
160	в своем	3	4
161	борьбы с	3	4
162	и оно	2	4
163	в котором	2	4
164	связанные с	5	4
165	потому что	18	4
166	этот вопрос	2	4
167	что оно	4	4
168	главным образом	2	4
169	полагают что	2	4
170	по себе	2	4
171	в целом	4	4
172	должны быть	2	4
173	этом мы	2	4
174	мы и	3	4
175	это и	3	4
176	в истории	7	4
177	в данном	3	4
178	не дает	2	4
179	и то	5	3
180	с этими	3	3
181	в свой	3	3
182	и смерть	2	3
183	этот мотив	10	3
184	не будем	6	3
185	ступенях развития	2	3
186	к себе	3	3
187	и даже	4	3
188	и как	5	3
189	и таким	2	3
190	видели что	2	3
191	на место	2	3
192	на все	2	3
193	а как	3	3
194	он был	2	3
195	одним из	4	3
196	и при	3	3
197	этого не	2	3
198	представления и	2	3
199	такой же	3	3
200	или как	3	3
201	связано с	7	3
202	как на	3	3
203	чаще всего	3	3
204	себе и	2	3
205	сих пор	7	3
206	явление в	2	3
207	на этот	2	3
208	на этой	5	3
209	о том	11	3
210	это уже	2	3
211	и она	3	3
212	они не	5	3
213	при анализе	2	3
214	того же	3	3
215	человека с	2	3
216	все его	2	3
217	центр тяжести	2	3
218	к его	2	3
219	их в	7	3
220	на себя	4	3
221	но для	4	3
222	приводит к	2	3
223	и этим	6	3
224	в одном	2	3
225	что мы	4	3
226	в них	3	3
227	уже в	4	3
228	формы и	3	3
229	себя в	6	3
230	которой он	2	3
231	находится в	2	3
232	сейчас же	2	3
233	между двумя	7	3
234	говорит о	4	3
235	мы видим	12	3
236	из него	3	3
237	не совсем	6	3
238	когда он	7	3
239	и есть	3	3
240	и сам	2	3
241	под влиянием	2	3
242	них не	2	3
243	до сих	7	3
244	во сне	5	3
245	в связь	2	2
246	в книге	3	2
247	вопрос о	5	2
248	к этой	3	2
249	нет в	2	2
250	о которых	4	2
251	в различных	3	2
252	нас к	10	2
253	а также	5	2
254	то в	2	2
255	но эти	4	2
256	к этим	3	2
257	ли это	2	2
258	его с	3	2
259	тому назад	2	2
260	время в	2	2
261	в одной	5	2
262	таких случаях	2	2
263	когда человек	2	2
264	превращается в	10	2
265	все другие	2	2
266	такого рода	2	2
267	это было	2	2
268	не как	5	2
269	вспомним что	2	2
270	его и	2	2
271	не имели	3	2
272	также в	2	2
273	есть и	3	2
274	в мифах	9	2
275	то мы	3	2
276	или же	6	2
277	друг друга	5	2
278	должен быть	2	2
279	а на	2	2
280	но так	3	2
281	при помощи	11	2
282	и тем	7	2
283	он должен	2	2
284	находятся в	2	2
285	в некоторых	6	2
286	к своему	2	2
287	и другие	5	2
288	а именно	8	2
289	для нас	6	2
290	их не	3	2
291	в течение	2	2
292	его не	3	2
293	человек может	2	2
294	с одной	7	2
295	должна быть	3	2
296	а с	2	2
297	образом в	3	2
298	очень много	2	2
299	о нем	3	2
300	всех людей	3	2
301	от этого	6	2
302	думать что	2	2
303	в него	5	2
304	силу и	2	2
305	не имеет	4	2
306	относится к	3	2
307	в америке	5	2
308	также и	2	2
309	же что	2	2
310	с другой	11	2
311	он в	3	2
312	зависит от	4	2
313	только одна	3	2
314	даже если	2	2
315	социальной жизни	3	2
316	входит в	5	2
317	на которой	4	2
318	но все	8	2
319	одной стороны	7	2
320	такие представления	2	2
321	тогда когда	3	2
322	из которых	7	2
323	представляет собой	8	2
324	такое же	3	2
325	но как	2	2
326	же он	2	2
327	на них	2	2
328	мог бы	2	2
329	но если	2	2
330	то или	2	2
331	ли он	2	2
332	но когда	3	2
333	там где	11	2
334	же как	12	2
335	но вместе	4	2
336	из этого	3	2
337	и уже	2	2
338	на более	2	2
339	что с	2	2
340	связаны с	3	2
341	в качестве	13	2
342	в дальнейшем	6	2
343	и они	5	2
344	что при	5	2
345	или иное	2	2
346	в нашей	2	2
347	будто бы	2	2
348	ясно что	5	2
