N	2gram	Trubetskoy	Myslijsy
190	от друга	2	6
191	главным образом	3	6
192	друг другу	2	6
193	и к	6	6
194	для всех	6	6
195	в их	4	6
196	в виде	3	6
197	что с	2	6
198	да и	3	6
199	при котором	3	6
200	жизни и	4	6
201	у него	2	6
202	лишь в	3	6
203	мы уже	2	6
204	для нее	2	5
205	бы для	2	5
206	но даже	2	5
207	были бы	2	5
208	а с	2	5
209	время когда	2	5
210	можно было	4	5
211	состоит в	2	5
212	при таких	4	5
213	если в	6	5
214	одна из	3	5
215	том чтобы	3	5
216	на которой	2	5
217	этот вопрос	2	5
218	о которых	3	5
219	не подлежит	2	5
220	в области	2	5
221	этого не	2	5
222	что может	3	5
223	на том	3	5
224	в начале	2	5
225	том случае	4	5
226	или от	2	5
227	в течение	2	5
228	отношении к	2	5
229	конечно не	5	5
230	не к	2	5
231	следовательно и	2	4
232	данном случае	3	4
233	в другом	3	4
234	то ни	4	4
235	том и	2	4
236	будет ли	2	4
237	но совершенно	2	4
238	все они	3	4
239	отказаться от	4	4
240	точке зрения	3	4
241	ни в	2	4
242	что бы	3	4
243	из этого	3	4
244	он должен	5	4
245	есть и	2	4
246	проявляется в	2	4
247	по этому	2	4
248	это есть	2	4
249	бы то	4	4
250	но она	2	4
251	стремление к	7	4
252	в некоторых	2	4
253	отношения к	2	4
254	она может	3	3
255	нисколько не	2	3
256	могут не	2	3
257	это только	2	3
258	значило бы	2	3
259	одной из	3	3
260	и человек	2	3
261	для них	3	3
262	и состоит	2	3
263	для этого	3	3
264	время в	2	3
265	и наконец	2	3
266	себе и	4	3
267	их не	2	3
268	чтобы понять	2	3
269	на такой	2	3
270	как будто	2	3
271	именно на	2	3
272	это потому	2	3
273	ясно что	2	3
274	но для	2	3
275	даже не	2	3
276	видеть в	2	3
277	к этой	4	3
278	большинстве случаев	2	3
279	признать что	6	3
280	это в	2	3
281	в результате	2	3
282	случае если	3	3
283	ее в	2	3
284	в большинстве	3	3
285	он сам	3	3
286	существование в	2	3
287	что действительно	2	2
288	факт что	2	2
289	людей и	2	2
290	будет не	2	2
291	любви к	2	2
292	ни к	7	2
293	тому чтобы	4	2
294	ни одна	3	2
295	себя от	3	2
296	быть и	2	2
297	если они	2	2
298	только к	3	2
299	понять что	2	2
300	целый ряд	2	2
301	принадлежат к	2	2
302	и должно	2	2
303	их к	2	2
304	а во-вторых	2	2
305	может только	3	2
306	только с	2	2
307	все члены	2	2
308	такое стремление	2	2
309	народа и	2	2
310	своего народа	6	2
311	всех этих	3	2
312	себя в	4	2
313	отличается от	2	2
314	его и	2	2
315	и деятельности	2	2
316	же образом	2	2
317	знаем что	3	2
318	к чему	2	2
319	из которых	5	2
320	а следовательно	3	2
