N	2gram	Propp_Isto	Myshleni
396	том как	3	8
397	образом в	2	8
398	еще один	3	8
399	и тогда	3	8
400	связан с	4	8
401	при помощи	2	7
402	и вместе	2	7
403	у них	2	7
404	представления о	8	7
405	этому поводу	2	7
406	здесь в	4	7
407	должна быть	5	7
408	с ними	2	7
409	а также	2	7
410	именно потому	2	7
411	самое что	3	7
412	заключить что	2	7
413	мы обратимся	2	7
414	в разных	2	7
415	всех этих	4	7
416	его и	6	7
417	не существует	2	7
418	как процесс	2	7
419	но по	3	7
420	развития на	2	7
421	имеет свою	2	7
422	в жизни	2	7
423	на него	7	7
424	но они	6	7
425	вывод что	2	7
426	ничем не	2	7
427	говорили что	3	7
428	знаем что	9	7
429	бы мы	2	6
430	что здесь	9	6
431	значение и	2	6
432	это было	2	6
433	что иное	3	6
434	в тот	3	6
435	роль в	3	6
436	происходит в	3	6
437	на другой	2	6
438	это означает	2	6
439	говорит о	2	6
440	или даже	3	6
441	которые могут	3	6
442	уже не	3	6
443	еще и	2	6
444	иное как	3	6
445	и эти	4	6
446	всего в	2	6
447	но так	3	6
448	дело в	3	6
449	предположить что	2	6
450	момент когда	4	6
451	тот момент	3	6
452	раз и	3	6
453	этот момент	3	6
454	что их	3	6
455	этого явления	4	6
456	одна из	4	6
457	образом мы	3	6
458	мы постараемся	2	6
459	нужно было	2	6
460	очень часто	7	6
461	и мы	2	6
462	к ней	3	6
463	не что	3	6
464	увидим ниже	5	6
465	оно может	2	6
466	к чему	4	6
467	то мы	6	5
468	видит в	2	5
469	у нее	4	5
470	после того	2	5
471	если это	3	5
472	это так	6	5
473	наталкивается на	2	5
474	вопрос в	2	5
475	совершенно ясно	3	5
476	же что	2	5
477	не дает	2	5
478	есть только	3	5
479	это представление	3	5
480	идет по	2	5
481	не видит	3	5
482	в область	4	5
483	о связи	2	5
484	так называемая	3	5
485	в него	2	5
486	только с	4	5
487	эти слова	3	5
488	себя в	2	5
489	оно в	2	5
490	ее на	2	5
491	к ним	4	5
492	ведет к	2	5
493	из ряда	2	5
494	в данной	2	5
495	заметить что	2	5
496	другими словами	8	5
497	нигде не	2	5
498	может иметь	2	5
499	видим что	13	5
500	именно это	2	5
501	мы хотим	2	5
502	он делает	2	5
503	был бы	4	5
504	всего сказанного	2	5
505	на первых	2	5
506	встречается в	3	5
507	никто не	3	5
508	или на	7	5
509	в стороне	4	5
510	поэтому он	2	5
511	ни один	8	5
512	нашли что	2	5
513	на более	6	5
514	это значение	2	5
515	дело не	8	5
516	рассматривать как	2	5
517	не просто	5	5
518	в форме	3	5
519	кроме того	3	5
520	однако не	2	5
521	и вот	2	4
522	образов и	2	4
523	а потом	4	4
524	на пути	2	4
525	эта мысль	3	4
526	а как	2	4
527	просто как	2	4
528	так например	7	4
529	с того	3	4
530	в меньшей	2	4
531	однако в	2	4
532	почти не	4	4
533	эти формы	3	4
534	в дальнейшем	6	4
535	на нее	3	4
536	время в	2	4
537	так сказать	3	4
538	исходит из	3	4
539	чистом виде	2	4
540	идет речь	2	4
541	вступает в	2	4
542	различные формы	2	4
543	и если	4	4
544	означает что	4	4
545	его не	3	4
546	составные части	2	4
547	должны будем	4	4
548	приведенных выше	2	4
549	чтобы понять	3	4
550	когда она	3	4
551	и когда	4	4
552	бы то	2	4
553	хотя в	3	4
554	также в	2	4
555	в середине	3	4
556	ни было	2	4
557	уяснить себе	2	4
558	меньшей мере	2	4
559	основной вопрос	2	4
560	свет на	4	4
561	может оказаться	3	4
562	на эту	3	4
563	как о	2	4
564	они говорят	2	4
565	а именно	5	4
566	связи со	2	4
567	себя и	2	4
568	к которой	2	4
569	превращается в	4	4
570	то здесь	2	4
571	и со	2	4
572	в целях	3	4
573	то он	2	4
574	есть и	2	4
575	путь к	2	4
576	только после	3	4
577	как будто	7	4
578	это одно	2	4
579	в очень	4	4
580	одним словом	4	4
581	нас не	3	4
582	в обратном	2	4
583	от этих	2	4
584	была бы	2	4
585	ему в	3	4
586	с которой	2	4
587	и говорит	2	4
588	здесь не	5	4
589	влечет за	2	4
590	также не	2	4
591	то это	9	4
592	уже на	2	4
593	начинается с	3	4
594	не было	3	4
595	в некоторых	4	4
596	конечно не	2	4
597	это делает	2	3
598	он видит	3	3
599	и должен	3	3
600	эту точку	2	3
601	к своему	3	3
602	в ту	2	3
603	показал как	2	3
604	поставить вопрос	2	3
605	целое и	2	3
606	бы быть	4	3
607	при таком	2	3
608	и часто	4	3
609	предположение что	2	3
610	по смыслу	2	3
611	спросить себя	3	3
612	именно на	2	3
613	вот как	2	3
614	связанных с	2	3
615	соответствии с	2	3
616	заставляют нас	3	3
617	после этого	5	3
618	специального исследования	2	3
619	и становятся	2	3
620	к сожалению	3	3
621	на это	3	3
622	что ее	2	3
623	надо сказать	4	3
624	она все	2	3
625	но уже	3	3
626	он и	3	3
627	как таковая	2	3
628	по его	3	3
629	мы также	3	3
630	в изложении	2	3
631	в книге	4	3
632	как можно	2	3
633	происходит не	2	3
634	некоторое время	3	3
635	это явление	4	3
636	не содержит	2	3
637	сделать это	3	3
638	этой мысли	2	3
639	не так	2	3
640	а для	2	3
641	не могла	2	3
642	же не	3	3
643	ли он	3	3
644	первых порах	2	3
645	во многих	2	3
646	вопросом о	2	3
647	это происходит	3	3
648	пути от	2	3
649	с целью	2	3
650	только из	2	3
651	имеем в	4	3
652	не знаем	3	3
653	эта связь	4	3
654	подобного рода	2	3
655	за то	3	3
656	и именно	2	3
657	к таким	2	3
658	можно видеть	2	3
659	чтобы они	2	3
660	это приводит	2	3
661	в это	2	3
662	в глаза	2	3
663	весь ход	2	3
664	подойти к	2	3
665	о нем	5	3
666	видно из	2	3
667	случаях как	3	3
668	живет в	3	3
669	уже сейчас	2	3
670	эти факты	2	3
671	да и	3	3
672	могла бы	3	3
673	говорит в	2	3
674	выше мы	6	3
675	то ни	2	3
676	в прошлом	2	3
677	еще одну	3	3
678	уже у	2	3
679	и оно	2	3
680	связаны друг	2	3
681	об этой	2	3
682	не соответствует	3	3
683	и пр	11	3
684	нами как	2	3
685	в большинстве	4	3
686	важно отметить	2	3
687	так чтобы	3	3
688	только о	2	3
689	быть не	2	3
690	этих случаях	11	3
691	более ранних	5	2
692	дело происходит	2	2
693	уже с	2	2
694	которые можно	2	2
695	большинстве случаев	4	2
696	это дело	4	2
697	и социальной	3	2
698	обстоит дело	4	2
699	проникнуть в	3	2
700	а есть	2	2
701	и они	5	2
702	вопрос почему	2	2
703	над ними	2	2
704	правда и	2	2
705	еще до	2	2
706	должно было	4	2
707	так то	2	2
708	нам важно	3	2
709	мы сейчас	2	2
710	себе не	2	2
711	легко может	2	2
712	как явление	2	2
713	ни к	3	2
714	силу и	2	2
715	можно говорить	2	2
716	за него	2	2
717	часто бывает	2	2
718	стороны его	2	2
719	пути в	4	2
720	уже видели	4	2
721	в которую	3	2
722	в таких	4	2
723	оно и	2	2
724	вплоть до	2	2
725	для исследователя	2	2
726	бы так	2	2
727	относится и	2	2
728	не всегда	9	2
729	этого не	6	2
730	в руки	4	2
731	а то	2	2
732	и конец	2	2
733	есть еще	3	2
734	они сами	2	2
735	войти в	2	2
736	говорят что	5	2
737	на стадии	2	2
738	очень многих	3	2
739	вследствие этого	2	2
740	делает он	2	2
741	здесь он	2	2
742	этом он	2	2
743	на природу	2	2
744	их не	3	2
745	особенно часто	3	2
746	представлений о	4	2
747	воздействовать на	2	2
748	что исследователи	2	2
749	в иной	9	2
750	однако это	3	2
751	в чистом	2	2
752	они должны	3	2
753	все еще	3	2
754	в точности	3	2
755	только у	2	2
756	а если	2	2
757	и она	4	2
758	животных но	2	2
759	иметь в	2	2
760	указанием на	2	2
761	вяжется с	3	2
762	и т	39	2
763	дает нам	3	2
764	что от	2	2
765	себе а	2	2
766	его как	2	2
767	мысль о	2	2
768	становится ясным	2	2
769	так если	2	2
770	не должен	8	2
771	в понятие	2	2
772	что происходит	2	2
773	здесь нет	2	2
774	не совсем	5	2
775	не более	2	2
776	не раньше	3	2
777	не делает	2	2
778	он находится	2	2
779	но этим	2	2
780	даже не	2	2
781	к себе	2	2
782	это может	2	2
783	он дает	2	2
784	здесь на	2	2
785	для изучения	6	2
786	при которой	2	2
787	на себя	2	2
788	нет ничего	2	2
789	здесь же	2	2
790	бы привести	2	2
791	и вызывает	3	2
792	на них	2	2
793	бы дать	3	2
794	надо иметь	2	2
795	он был	3	2
796	но она	2	2
797	там и	3	2
798	он знал	2	2
799	говоря что	2	2
800	мы привели	2	2
801	другой вопрос	2	2
802	не обладает	3	2
803	попадают в	4	2
804	и должно	3	2
805	и так	3	2
806	разве не	2	2
807	можно назвать	3	2
808	же и	3	2
