N	2gram	Bakhtin_Pr	Stilisti
131	можно сказать	3	4
132	сказать что	9	3
133	на самом	5	3
134	это не	13	3
135	слова но	2	3
136	том что	15	3
137	в начале	3	3
138	и эта	3	3
139	но для	2	3
140	перед нами	8	3
141	словом и	2	3
142	о своем	2	3
143	об этом	4	3
144	и слово	6	3
145	и даже	4	3
146	этого слова	3	3
147	от того	4	3
148	и здесь	5	3
149	социальной жизни	2	3
150	в устах	2	3
151	роль в	2	3
152	конце концов	7	3
153	в виду	2	3
154	в том	17	3
155	в частности	2	3
156	еще не	11	3
157	вследствие этого	2	3
158	совершенно не	2	3
159	его и	4	3
160	как в	10	3
161	и вот	4	3
162	не знает	5	3
163	к той	2	3
164	только он	2	3
165	для него	23	3
166	не становится	5	3
167	то он	3	3
168	не так	3	3
169	как предмет	3	3
170	и для	5	3
171	нет и	4	3
172	ни на	2	3
173	сознания не	3	3
174	что у	5	3
175	в котором	6	3
176	их в	8	3
177	заметить что	2	3
178	и само	2	3
179	зрения на	12	3
180	ответ на	2	3
181	что оно	2	3
182	как таковой	2	3
183	выражение в	6	3
184	если не	2	3
185	между ними	4	3
186	из которых	3	3
187	из них	8	3
188	для нас	3	3
189	несмотря на	7	3
190	жизни и	21	3
191	что и	10	3
192	в ее	4	3
193	и уже	3	3
194	все эти	12	3
195	конечно не	7	3
196	что было	4	3
197	перед ним	2	3
198	отношения к	4	3
199	между тем	5	3
200	в основе	6	3
201	здесь мы	3	3
202	до конца	11	2
203	в каком	2	2
204	в отношении	3	2
205	для этого	4	2
206	вопрос о	4	2
207	все то	5	2
208	и потому	9	2
209	как например	2	2
210	которые в	2	2
211	с этим	2	2
212	бытия в	3	2
213	относится к	2	2
214	с другими	11	2
215	мы имеем	2	2
216	из этих	2	2
217	но как	4	2
218	человека и	2	2
219	в первой	3	2
220	бы и	6	2
221	должно быть	4	2
222	и нет	2	2
223	к этому	6	2
224	эти три	2	2
225	по отношению	17	2
226	с самим	3	2
227	отношение к	4	2
228	да ведь	4	2
229	друг друга	10	2
230	есть не	3	2
231	из всего	2	2
232	себе все	2	2
233	слово в	3	2
234	я и	2	2
235	кроме того	3	2
236	но эта	4	2
237	тем что	5	2
238	человека в	8	2
239	бы не	3	2
240	этом отношении	7	2
241	в их	5	2
242	другого человека	4	2
243	в кругозор	8	2
244	ее с	3	2
245	в этих	5	2
246	что он	16	2
247	ничем не	2	2
248	и сам	5	2
249	должна была	4	2
250	понимания и	2	2
251	отношению к	17	2
252	себе и	3	2
253	сих пор	3	2
254	его не	2	2
255	в пределах	13	2
256	в какой	2	2
257	как одно	3	2
258	который мы	2	2
259	со всех	2	2
260	в жизни	7	2
261	в мире	10	2
262	на этот	2	2
263	но не	13	2
264	про себя	3	2
265	к нему	13	2
266	видим что	2	2
267	он говорит	3	2
268	не из	3	2
269	в своих	5	2
270	даже и	2	2
271	не есть	2	2
272	этот вопрос	3	2
273	о них	2	2
274	в которых	2	2
275	ни один	5	2
276	вся действительность	2	2
277	находит свое	2	2
278	однако в	2	2
279	и он	3	2
280	место в	2	2
281	для них	3	2
282	смысл его	2	2
283	ли он	2	2
284	сознании человека	2	2
285	и ивана	2	2
286	не было	5	2
287	смысле этого	2	2
288	как не	9	2
289	здесь не	2	2
290	но это	7	2
291	и сознание	2	2
292	голоса и	2	2
293	в своей	17	2
294	каждом слове	2	2
295	или даже	2	2
296	или в	2	2
297	таким же	4	2
298	был бы	6	2
299	войти в	2	2
300	он не	11	2
301	друг другу	3	2
302	в дальнейшем	2	2
303	с ним	13	2
304	тот же	4	2
305	вовсе не	13	2
306	у себя	3	2
