N	2gram	Tiupa_Vved	Myslijsy
222	как он	2	6
223	друг от	2	6
224	на его	2	6
225	могло бы	4	6
226	в своей	10	6
227	должна быть	3	6
228	в этой	2	6
229	никак не	2	6
230	в мире	9	6
231	при таком	2	6
232	в речи	3	6
233	от их	2	6
234	у нас	4	6
235	на нее	2	6
236	то он	2	6
237	от друга	2	6
238	и к	2	6
239	к которому	2	6
240	в их	2	6
241	между двумя	5	6
242	в сущности	3	6
243	да и	3	6
244	восприятия и	2	6
245	как оно	2	6
246	к ним	4	6
247	хотя в	2	6
248	об этом	5	6
249	которые могут	2	6
250	а именно	3	6
251	не могло	2	6
252	же самое	2	6
253	заключается в	2	6
254	но на	2	6
255	мог бы	2	6
256	жизни и	8	6
257	у него	8	6
258	лишь в	4	6
259	и сами	2	6
260	но он	2	6
261	от своего	2	5
262	а с	4	5
263	можно было	2	5
264	они не	3	5
265	состоит в	23	5
266	однако в	9	5
267	ее не	2	5
268	если в	3	5
269	одна из	5	5
270	нет ничего	2	5
271	мертвых душ	4	5
272	отношение к	5	5
273	том чтобы	2	5
274	входит в	2	5
275	о которых	2	5
276	которое в	4	5
277	в нашем	9	5
278	даже в	3	5
279	перед нами	13	5
280	не подлежит	2	5
281	и у	2	5
282	что до	2	5
283	в области	5	5
284	этого не	2	5
285	человеческой жизни	4	5
286	ответ на	2	5
287	не столько	5	5
288	с языком	2	5
289	когда в	2	5
290	значительной степени	2	5
291	но при	7	5
292	мы имеем	8	5
293	а к	3	5
294	в начале	3	5
295	времени и	7	5
296	человека в	2	5
297	одним из	5	5
298	не по	4	5
299	в течение	2	5
300	в какой	4	5
301	на этот	2	5
302	и здесь	2	5
303	в той	5	5
304	можно назвать	2	5
305	не к	4	5
306	данном случае	15	4
307	бы мы	2	4
308	начиная с	3	4
309	в другом	2	4
310	от сознания	2	4
311	здесь как	2	4
312	к своему	2	4
313	а его	3	4
314	но так	2	4
315	не один	2	4
316	не на	3	4
317	не имели	2	4
318	все они	2	4
319	не мог	2	4
320	эти слова	2	4
321	еще более	2	4
322	и затем	2	4
323	в противном	2	4
324	или даже	2	4
325	не вполне	4	4
326	ничего не	3	4
327	противном случае	2	4
328	не знает	2	4
329	по своему	3	4
330	и оно	2	4
331	ему в	2	4
332	в голову	2	4
333	одного из	3	4
334	на другой	2	4
335	имеет место	6	4
336	но она	2	4
337	нашего времени	2	4
338	стороны и	4	4
339	и действия	2	4
340	этом отношении	7	4
341	ведет к	2	4
342	что касается	5	4
343	слова при	2	4
344	первый взгляд	3	3
345	ни о	2	3
346	она может	2	3
347	и ее	2	3
348	мы и	2	3
349	должен быть	3	3
350	к ее	3	3
351	это только	3	3
352	от себя	2	3
353	же касается	2	3
354	отличие от	11	3
355	и др	2	3
356	здесь мы	2	3
357	слово это	2	3
358	для них	3	3
359	как для	3	3
360	для этого	2	3
361	сводятся к	2	3
362	до этого	2	3
363	еще до	2	3
364	которая не	2	3
365	и наконец	2	3
366	ни с	2	3
367	значения и	2	3
368	как будто	6	3
369	о которой	4	3
370	ясно что	2	3
371	которое может	2	3
372	в одной	2	3
373	в приведенном	2	3
374	как это	2	3
375	дело с	4	3
376	а то	2	3
377	а мы	2	3
378	здесь не	2	3
379	жизни то	2	3
380	для обозначения	2	3
381	в результате	5	3
382	должен был	2	3
383	а слово	2	3
384	как о	2	3
385	и стало	3	3
386	которое по	3	3
387	которое не	2	3
388	или иначе	2	3
389	жизни не	2	3
390	на первый	3	3
391	однако не	2	3
392	еще и	2	2
393	ее и	2	2
394	здесь может	2	2
395	из трех	2	2
396	во времени	2	2
397	роль в	2	2
398	потому не	2	2
399	на друга	2	2
400	начинается с	2	2
401	к различным	3	2
402	тоже не	2	2
403	но несомненно	2	2
404	ни к	3	2
405	теперь уже	2	2
406	времени в	3	2
407	которая в	3	2
408	произведение в	2	2
409	исходя из	4	2
410	принадлежит к	3	2
411	чувствует что	2	2
412	который в	5	2
413	этом не	2	2
414	большей части	4	2
415	быть и	2	2
416	тех же	2	2
417	по выражению	3	2
418	с их	2	2
419	целый ряд	2	2
420	каждого из	2	2
421	принадлежат к	4	2
422	сознания в	4	2
423	должны были	3	2
424	пространство и	2	2
425	по своей	4	2
426	как у	3	2
427	было и	2	2
428	с человеком	2	2
429	тому же	6	2
430	со своей	4	2
431	ближе к	3	2
432	раз и	2	2
433	отделаться от	2	2
434	и после	2	2
435	к своей	2	2
436	в сфере	7	2
437	о любви	4	2
438	его собственной	2	2
439	при всей	3	2
440	еще один	3	2
441	едва ли	4	2
442	а на	4	2
443	сознания не	2	2
444	связано с	3	2
445	как субъект	2	2
446	может служить	4	2
447	на разных	2	2
448	обращается к	2	2
449	не зависит	2	2
450	не принадлежит	2	2
451	и представляет	4	2
452	себя в	4	2
453	если она	2	2
454	дело не	2	2
455	с ее	3	2
456	тут же	3	2
457	и сам	2	2
458	обратимся к	2	2
459	друг на	2	2
460	его сознании	2	2
461	всей своей	4	2
462	точек зрения	2	2
463	ключ к	2	2
464	к его	5	2
465	всякий раз	2	2
466	личной жизни	2	2
467	не могу	2	2
468	или точнее	2	2
469	как его	2	2
470	по своим	3	2
471	этих случаях	2	2
472	имеем дело	5	2
