N	2gram	Losev_Dial	Myshleni
223	значит что	25	15
224	что если	4	15
225	от этого	5	15
226	со всеми	2	15
227	представить себе	2	15
228	хотя бы	6	15
229	отличается от	3	15
230	вообще не	2	15
231	как она	7	15
232	является не	3	15
233	ничего не	19	15
234	на все	2	15
235	и это	6	15
236	в них	4	15
237	и является	2	15
238	точку зрения	3	14
239	только тогда	9	14
240	точка зрения	3	14
241	что для	3	14
242	что эти	3	14
243	что у	3	14
244	учения о	2	14
245	из этого	2	14
246	со всей	2	14
247	это значит	18	14
248	это есть	13	14
249	когда мы	3	14
250	в первую	2	14
251	но что	10	14
252	связанные с	3	14
253	одно и	8	14
254	о чем	4	14
255	об этом	7	14
256	она не	10	13
257	но все	5	13
258	в меру	5	13
259	в виде	2	13
260	точно так	3	13
261	с ней	2	13
262	как они	2	13
263	человека и	2	13
264	в состоянии	2	13
265	они не	3	13
266	отнюдь не	13	13
267	к его	2	13
268	если в	5	13
269	стороны и	4	13
270	с другими	2	13
271	были бы	3	12
272	и потому	6	12
273	в ее	3	12
274	никак не	6	12
275	тем не	3	12
276	но только	6	12
277	даже в	6	12
278	это и	6	12
279	к другу	2	12
280	несмотря на	12	12
281	это мы	6	12
282	в ней	4	12
283	только к	2	12
284	с их	2	12
285	еще более	3	12
286	на первый	2	12
287	ясно что	11	12
288	в одной	4	12
289	только на	3	12
290	к нему	12	12
291	за пределы	4	12
292	мог бы	3	12
293	тому же	3	12
294	но он	3	12
295	на самом	5	11
296	в каком	10	11
297	в конце	5	11
298	одно из	2	11
299	а только	5	11
300	что этот	3	11
301	мы всегда	2	11
302	друг другу	4	11
303	мы будем	2	11
304	есть не	8	11
305	и при	3	11
306	например в	2	11
307	раз в	2	11
308	мы увидим	2	11
309	в один	3	11
310	гораздо более	3	11
311	что на	2	11
312	нуждается в	6	11
313	или менее	5	11
314	больше того	5	11
315	не знает	2	11
316	ничего общего	4	11
317	не по	2	11
318	есть в	2	11
319	отношения к	3	11
320	нами выше	2	10
321	и слова	3	10
322	относится к	2	10
323	с той	2	10
324	что такое	13	10
325	о которых	2	10
326	или иной	4	10
327	вслед за	2	10
328	речь идет	2	10
329	как с	2	10
330	но для	2	10
331	указывает на	3	10
332	что как	2	10
333	и у	2	10
334	речь как	2	10
335	и может	7	10
336	учение о	11	10
337	чем он	2	10
338	что именно	3	10
339	само по	7	9
340	также и	7	9
341	он может	3	9
342	еще в	2	9
343	мы говорим	6	9
344	но эта	4	9
345	связано с	2	9
346	друг к	2	9
347	хотя и	4	9
348	и он	6	9
349	сама по	12	9
350	совершенно не	13	9
351	мы в	2	9
352	как только	4	9
353	в системе	2	9
354	и притом	7	9
355	в тех	2	9
356	что уже	3	9
357	оно есть	5	9
358	не то	9	9
359	более или	5	9
360	по одному	4	9
361	должны быть	2	9
362	то как	3	9
363	та же	6	9
364	понятно что	2	9
365	оно не	2	9
366	но с	4	9
367	и до	2	9
368	той или	11	9
369	что же	5	9
370	не с	5	9
371	должен быть	2	9
372	говорить о	9	9
373	или в	2	9
374	нисколько не	7	8
375	же самого	2	8
376	совершенно в	2	8
377	форм и	2	8
378	действительности и	4	8
379	что не	13	8
380	которая не	2	8
381	во время	2	8
382	себе и	5	8
383	еще на	3	8
384	со стороны	2	8
385	в современной	2	8
386	главным образом	2	8
387	и др	2	8
388	почти всегда	4	8
389	более и	2	8
390	не как	4	8
391	уже и	5	8
392	все равно	7	8
393	и из	6	8
394	сам по	8	8
395	во внимание	2	8
396	что я	5	8
397	только и	5	8
398	убедиться в	2	8
399	только то	7	8
400	и тогда	4	8
401	о котором	2	8
402	отношении к	3	8
403	и вместе	2	7
404	у них	3	7
405	здесь в	3	7
406	должна быть	5	7
407	с ними	4	7
408	образом и	3	7
409	в разных	6	7
410	в общем	2	7
411	с теми	2	7
412	же в	2	7
413	всех этих	4	7
414	из нее	2	7
415	не существует	8	7
416	он сам	6	7
417	в таком	4	7
418	с первого	2	7
419	общего с	6	7
420	содержит в	6	7
421	в жизни	3	7
422	сознания и	8	7
423	на него	2	7
424	но они	2	7
425	без всякого	3	7
426	вывод что	2	7
427	ничем не	4	7
428	мере в	3	7
429	его с	6	7
430	случае не	4	7
431	знаем что	2	7
432	бы мы	2	6
433	в каждом	4	6
434	что здесь	4	6
435	только один	2	6
436	является как	2	6
437	и вообще	10	6
438	это было	4	6
439	что иное	4	6
440	обоих случаях	2	6
441	как таковой	6	6
442	находим в	2	6
443	она должна	2	6
444	том смысле	4	6
445	как например	2	6
446	происходит в	2	6
447	и больше	2	6
448	раз навсегда	2	6
449	говорит о	6	6
450	бы и	4	6
451	потому и	2	6
452	точек зрения	3	6
453	смысле что	3	6
454	уже не	3	6
455	еще и	4	6
456	иное как	4	6
457	и эти	2	6
458	но так	2	6
459	ни на	8	6
460	и о	4	6
461	раз и	2	6
462	что их	2	6
463	а это	2	6
464	по способу	2	6
465	не остается	2	6
466	нет и	2	6
467	только потому	4	6
468	и мы	8	6
469	не говорит	4	6
470	к ней	4	6
471	ли оно	2	6
472	не что	4	6
473	с которым	2	6
474	в различных	2	6
475	когда оно	2	5
476	от него	4	5
477	но всегда	2	5
478	то мы	2	5
479	предметы в	2	5
480	это как	3	5
481	когда они	3	5
482	к самому	3	5
483	своей собственной	2	5
484	и состоит	2	5
485	первого взгляда	2	5
486	все они	2	5
487	как у	3	5
488	эти последние	3	5
489	без этого	4	5
490	если это	3	5
491	есть только	9	5
492	не потому	5	5
493	эти два	4	5
494	в него	2	5
495	только с	3	5
496	все его	3	5
497	и другого	3	5
498	себя в	2	5
499	ее на	2	5
500	к ним	3	5
501	в противоположность	6	5
502	который не	2	5
503	сходство с	2	5
504	содержат в	2	5
505	сами по	4	5
506	говоря о	2	5
507	заметить что	2	5
508	другими словами	2	5
509	конце концов	4	5
510	быть в	5	5
511	может иметь	6	5
512	об одном	3	5
513	а потому	3	5
514	того и	3	5
515	никто не	2	5
516	или на	3	5
517	человеческого сознания	2	5
518	бы все	2	5
519	принять во	2	5
520	из всего	2	5
521	есть нечто	16	5
522	всегда и	4	5
523	дело не	3	5
524	новые и	2	5
525	что по	3	5
526	есть все	2	5
527	свою собственную	2	5
528	сейчас же	3	5
529	только как	3	5
530	не просто	19	5
531	кроме того	2	5
532	и вот	10	4
533	по направлению	3	4
534	а потом	9	4
535	просто как	2	4
536	почти не	3	4
537	и та	8	4
538	нельзя сказать	4	4
539	со всем	2	4
540	в дальнейшем	6	4
541	в одну	8	4
542	на всю	6	4
543	и осмысления	2	4
544	или не	5	4
545	на нее	2	4
546	как более	2	4
547	свой смысл	2	4
548	но совершенно	2	4
549	думать что	3	4
550	идет речь	2	4
551	стороны в	2	4
552	не идет	2	4
553	и остается	2	4
554	и если	5	4
555	в одно	5	4
556	его не	7	4
557	быть может	5	4
558	мне кажется	2	4
559	можно ли	3	4
560	чтобы понять	3	4
561	и когда	5	4
562	и я	3	4
563	есть то	2	4
564	хотя в	3	4
565	о своих	2	4
566	но ведь	2	4
567	ни было	2	4
568	что есть	2	4
569	выражения в	2	4
570	и начинает	2	4
571	много раз	3	4
572	в абсолютной	2	4
573	должны сказать	2	4
574	может оказаться	2	4
575	не к	2	4
576	для нее	2	4
577	как о	2	4
578	не могу	9	4
579	а именно	3	4
580	по линии	2	4
581	и эта	3	4
582	превращается в	2	4
583	или как	2	4
584	то он	2	4
585	есть и	11	4
586	разница между	2	4
587	как будто	7	4
588	и становится	2	4
589	в очень	3	4
590	нас не	2	4
591	по которому	2	4
592	в корне	2	4
593	ничего нового	2	4
594	или по	2	4
595	была бы	4	4
596	жизни и	9	4
597	также не	2	4
598	то это	6	4
599	следовательно не	2	4
600	ничто не	3	4
601	не было	7	4
602	конечно не	9	4
603	другого рода	2	3
604	с чем	2	3
605	как из	3	3
606	в новую	2	3
607	которой не	3	3
608	здесь как	2	3
609	как же	8	3
610	существенно не	2	3
611	о мире	2	3
612	она есть	12	3
613	как ни	3	3
614	не иметь	2	3
615	на ту	2	3
616	наоборот в	2	3
617	и часто	3	3
618	та или	4	3
619	двух планов	2	3
620	тех или	5	3
621	по смыслу	2	3
622	он находит	2	3
623	но к	2	3
624	эти вопросы	3	3
625	я могу	2	3
626	представлять себе	2	3
627	есть ли	3	3
628	после этого	3	3
629	в отдельности	3	3
630	как я	3	3
631	одна и	5	3
632	далее в	2	3
633	к сожалению	2	3
634	и совершенно	4	3
635	следует за	2	3
636	и можно	3	3
637	это еще	2	3
638	же это	6	3
639	и еще	4	3
640	сразу и	3	3
641	если она	4	3
642	а главное	2	3
643	как нечто	5	3
644	что касается	3	3
645	но уже	3	3
646	даже если	4	3
647	он и	2	3
648	как таковая	2	3
649	чтобы убедиться	2	3
650	взгляд на	3	3
651	как можно	2	3
652	или нет	6	3
653	без всяких	2	3
654	он мог	2	3
655	может и	5	3
656	что даже	2	3
657	даны в	4	3
658	зрения и	2	3
659	и сейчас	3	3
660	оно должно	2	3
661	же не	4	3
662	имеет никакого	3	3
663	это все	2	3
664	и потом	2	3
665	не стоит	2	3
666	с целью	3	3
667	далеко не	2	3
668	он на	2	3
669	если же	2	3
670	момент в	2	3
671	для меня	5	3
672	против этого	2	3
673	о чем-то	3	3
674	ведь это	3	3
675	судить о	2	3
676	дальше и	2	3
677	он с	2	3
678	или иная	4	3
679	вещи не	2	3
680	чем она	2	3
681	да и	11	3
682	могла бы	2	3
683	действительно в	2	3
684	остается только	2	3
685	и оно	2	3
686	об этой	2	3
687	и пр	7	3
688	или иначе	3	3
689	стало быть	17	3
690	так чтобы	2	3
691	же время	9	3
692	только о	3	3
693	мира и	2	3
694	этой линии	2	2
695	не больше	5	2
696	относиться к	3	2
697	смысла от	2	2
698	другу как	3	2
699	состоит из	3	2
700	уже с	2	2
701	ни вообще	2	2
702	как результат	2	2
703	для чего	2	2
704	сомневаться в	2	2
705	не мешает	8	2
706	не бывает	2	2
707	поэзии и	4	2
708	а есть	4	2
709	и они	3	2
710	для той	2	2
711	учение об	3	2
712	самом же	2	2
713	о своем	2	2
714	будем говорить	2	2
715	так то	2	2
716	силу своей	2	2
717	себе не	7	2
718	ни к	2	2
719	когда я	2	2
720	или другой	7	2
721	можно говорить	2	2
722	стороны не	4	2
723	наконец мы	2	2
724	но я	4	2
725	это можно	2	2
726	или хотя	2	2
727	на точку	2	2
728	не быть	3	2
729	хотя это	3	2
730	будет в	2	2
731	не указывает	2	2
732	и почти	6	2
733	что всякая	2	2
734	вплоть до	3	2
735	же есть	3	2
736	суть не	2	2
737	не всегда	2	2
738	отличное от	2	2
739	в другое	2	2
740	на примерах	2	2
741	именно как	2	2
742	это будет	2	2
743	которое в	2	2
744	вещи и	5	2
745	с нею	3	2
746	том или	2	2
747	убедиться что	2	2
748	говорят что	4	2
749	каждая вещь	2	2
750	обе стороны	3	2
751	деле же	2	2
752	лишь как	3	2
753	в мире	3	2
754	явлений и	3	2
755	на природу	2	2
756	или наоборот	2	2
757	зрения самого	2	2
758	не понимают	2	2
759	какие же	2	2
760	вещь не	3	2
761	во времени	4	2
762	тут надо	4	2
763	и этого	2	2
764	значение может	2	2
765	однако это	2	2
766	себе как	3	2
767	не дают	2	2
768	им самим	2	2
769	что ни	3	2
770	от всего	2	2
771	поэтому если	2	2
772	они были	2	2
773	для своего	3	2
774	следует что	2	2
775	и идеи	3	2
776	считать что	3	2
777	бы просто	2	2
778	в определенном	2	2
779	почему это	2	2
780	не будет	2	2
781	тем или	2	2
782	иметь в	4	2
783	но вот	5	2
784	и т	31	2
785	есть самое	4	2
786	дает нам	2	2
787	что более	2	2
788	можно только	4	2
789	его личности	2	2
790	себе а	2	2
791	и структуру	2	2
792	время не	3	2
793	нечто совершенно	3	2
794	которое как	2	2
795	мысль о	2	2
796	как не	4	2
797	оно всегда	2	2
798	не должен	2	2
799	мы получаем	4	2
800	личности и	2	2
801	и ему	2	2
802	на свете	5	2
803	на что	3	2
804	даже не	4	2
805	не раз	2	2
806	это может	4	2
807	следовательно в	2	2
808	он всегда	3	2
809	и очень	2	2
810	от всякой	2	2
811	бы она	2	2
812	говорим что	3	2
813	тотчас же	2	2
814	но она	4	2
815	необходимо чтобы	2	2
816	это или	2	2
817	не нужно	2	2
818	и уже	4	2
819	личности в	2	2
820	от самого	3	2
821	и должно	3	2
822	ее к	2	2
823	и так	2	2
824	этом совершенно	2	2
825	в акте	2	2
826	на нем	2	2
827	время и	2	2
828	того кто	2	2
829	нет еще	3	2
830	ко всему	3	2
831	же может	2	2
832	же деле	2	2
833	совершенно невозможно	2	2
834	бы ни	3	2
835	и нигде	4	2
836	же и	11	2
837	и значит	4	2
838	а просто	2	2
