N	2gram	Vygotskiy_	Literetu
228	приводит к	2	4
229	на этом	11	4
230	в сторону	2	4
231	жизни а	2	4
232	перед ним	2	4
233	вовсе не	8	4
234	из этого	7	4
235	и что	45	4
236	таким образом	35	4
237	и есть	7	4
238	отношения к	2	4
239	на самом	9	3
240	вопрос о	6	3
241	ничего не	4	3
242	части романа	2	3
243	в действительности	2	3
244	и потому	8	3
245	для его	2	3
246	так же	19	3
247	но как	3	3
248	с чем	3	3
249	о чем	4	3
250	по себе	13	3
251	тех пор	2	3
252	в отношении	2	3
253	искусства как	5	3
254	не раз	2	3
255	области искусства	3	3
256	есть не	7	3
257	нет в	2	3
258	нам представляется	2	3
259	т п	5	3
260	а с	7	3
261	о нем	3	3
262	и о	5	3
263	над ним	2	3
264	в душе	2	3
265	стороны и	5	3
266	следующим образом	2	3
267	в сознании	2	3
268	они не	3	3
269	но только	3	3
270	той или	2	3
271	произведение в	2	3
272	в образах	2	3
273	там где	6	3
274	же как	4	3
275	того чтобы	43	3
276	и до	4	3
277	все эти	5	3
278	он был	3	3
279	во время	4	3
280	должна быть	2	3
281	искусство в	2	3
282	из его	4	3
283	и т	12	3
284	тот же	5	3
285	ее в	2	3
286	на нее	2	3
287	да и	4	3
288	еще один	2	3
289	относится к	2	3
290	и от	2	3
291	взгляд на	2	3
292	как например	2	3
293	можно было	6	3
294	не так	4	3
295	дело в	4	3
296	художественного произведения	3	3
297	мысль о	5	3
298	если бы	21	3
299	превращается в	2	3
300	в особенности	3	3
301	был бы	8	3
302	героя и	9	3
303	в этих	3	3
304	все равно	3	3
305	себе не	2	3
306	речь в	2	3
307	не могло	2	3
308	в какой	5	3
309	что для	6	3
310	за ним	3	3
311	в ту	2	3
312	не имеет	2	3
313	и является	2	3
314	этой цели	3	3
315	целом ряде	2	3
316	он говорит	5	3
317	что такое	2	3
318	он в	3	3
319	искусства в	7	3
320	когда он	10	3
321	не есть	4	3
322	отношения между	3	3
323	если не	2	3
324	из которых	5	3
325	жизни с	3	3
326	и того	2	3
327	мы в	3	3
328	и уже	4	3
329	не просто	6	3
330	же самое	13	3
331	с ним	4	3
332	мы и	2	3
333	он все	2	2
334	перед нами	5	2
335	не станем	2	2
336	не для	4	2
337	могло быть	2	2
338	от него	5	2
339	еще раз	2	2
340	это будет	2	2
341	в понимании	2	2
342	сам не	2	2
343	и где	2	2
344	и каждый	2	2
345	должен быть	3	2
346	в прозе	2	2
347	это и	7	2
348	а как	3	2
349	героя в	3	2
350	и при	3	2
351	при таком	4	2
352	была бы	4	2
353	что может	2	2
354	его не	2	2
355	к его	2	2
356	совершается в	3	2
357	тем как	2	2
358	так например	5	2
359	для понимания	3	2
360	бы на	2	2
361	и искусство	2	2
362	в него	5	2
363	что касается	4	2
364	тому что	11	2
365	за то	3	2
366	искусство и	4	2
367	для читателя	2	2
368	гораздо более	3	2
369	могло бы	4	2
370	но мы	4	2
371	даже и	2	2
372	что на	6	2
373	в полной	2	2
374	ответ на	5	2
375	с которой	2	2
376	жизнь и	2	2
377	по этому	5	2
378	в сферу	2	2
379	и говорит	4	2
380	в центре	2	2
381	что нам	3	2
382	о ней	2	2
383	в нас	15	2
384	что они	11	2
385	этом случае	2	2
386	своего героя	3	2
387	и другими	2	2
388	и другим	2	2
389	может и	2	2
390	во внешнем	2	2
391	полагал что	2	2
392	здесь мы	2	2
393	одно и	3	2
394	сказать что	14	2
395	по поводу	6	2
396	кажется что	2	2
397	все то	6	2
398	никак не	10	2
399	он как	2	2
400	и мы	28	2
401	бы в	7	2
402	как нам	2	2
403	оно в	2	2
404	к которой	4	2
405	в нашей	5	2
406	в результате	6	2
407	из этих	4	2
408	и наоборот	2	2
409	по мнению	6	2
410	на это	3	2
411	в это	2	2
412	до тех	2	2
413	что художник	3	2
414	пор пока	2	2
415	та же	6	2
416	из двух	3	2
417	что есть	3	2
418	на протяжении	2	2
419	где мы	3	2
420	что по	3	2
421	легко и	2	2
422	нет и	2	2
423	что у	7	2
424	раз в	4	2
425	их не	2	2
426	в котором	5	2
427	мы вместе	3	2
428	еще более	2	2
429	если это	4	2
430	оно не	2	2
431	внимание зрителя	2	2
432	со своим	2	2
433	романа и	2	2
434	как все	4	2
435	и было	2	2
436	всякий раз	6	2
437	чтобы он	2	2
438	только не	5	2
439	не можем	8	2
440	мог бы	3	2
441	которое в	2	2
442	внимание на	4	2
443	так чтобы	2	2
444	в той	3	2
445	и теперь	2	2
446	и татьяны	3	2
447	но еще	3	2
448	в психологии	3	2
449	в таком	4	2
450	искусства с	5	2
451	и хотя	3	2
452	жизни но	3	2
453	во всем	3	2
454	в совершенно	6	2
455	к своей	3	2
456	на первый	2	2
457	мы имеем	10	2
458	но он	6	2
