N	2gram	Vinokur_Ku	VeschiIm
268	в котором	4	4
269	это так	2	4
270	на этом	4	4
271	главным образом	3	4
272	или менее	3	4
273	находится в	2	4
274	смысле и	2	4
275	сводится к	3	4
276	же время	4	4
277	он не	4	4
278	однако не	9	4
279	а следовательно	2	4
280	перед нами	4	3
281	к одному	2	3
282	этого вопроса	3	3
283	но можно	2	3
284	именем и	2	3
285	но как	2	3
286	не является	2	3
287	же есть	2	3
288	вопроса о	7	3
289	но даже	3	3
290	в другом	2	3
291	и а	2	3
292	то мы	4	3
293	и эти	3	3
294	казалось бы	5	3
295	или о	2	3
296	я имею	2	3
297	это все	2	3
298	в частности	6	3
299	может и	2	3
300	нужно было	3	3
301	а с	3	3
302	по существу	9	3
303	мы видели	3	3
304	бы на	4	3
305	но оно	2	3
306	к тому	8	3
307	ли в	3	3
308	а только	10	3
309	была бы	5	3
310	одной стороны	2	3
311	другой стороны	12	3
312	различие между	2	3
313	если не	4	3
314	в целом	5	3
315	же как	3	3
316	тогда как	2	3
317	заключается в	3	3
318	было в	2	3
319	и может	3	3
320	в истории	3	3
321	не все	4	3
322	могла бы	2	3
323	тем более	2	3
324	в собственном	2	3
325	от этого	4	3
326	в науке	4	3
327	но уже	6	3
328	только что	2	3
329	превращается в	4	3
330	для того	23	3
331	как в	6	3
332	свое выражение	2	3
333	с одной	3	3
334	не мог	2	3
335	но все	5	3
336	сами по	2	3
337	у него	3	3
338	не имеет	6	3
339	в своих	2	3
340	в самой	6	3
341	я в	2	3
342	чтобы быть	2	3
343	выражение в	4	3
344	из которых	3	3
345	с прочими	2	3
346	для всякой	2	3
347	на язык	4	3
348	свидетельствует о	3	3
349	однако в	2	3
350	но еще	4	3
351	или в	5	3
352	он есть	3	3
353	отношения к	2	3
354	но он	2	3
355	данном случае	2	2
356	свое время	4	2
357	тем самым	5	2
358	когда оно	2	2
359	следовательно и	2	2
360	тому что	3	2
361	явлений в	2	2
362	о чем	2	2
363	еще раз	2	2
364	общения и	2	2
365	именно так	2	2
366	здесь как	3	2
367	не как	2	2
368	в это	3	2
369	наряду с	2	2
370	не был	2	2
371	в одно	2	2
372	очевидно что	4	2
373	звуков и	2	2
374	слово в	2	2
375	конце концов	3	2
376	в виду	7	2
377	тех кто	2	2
378	на все	3	2
379	от слова	3	2
380	это только	5	2
381	что если	4	2
382	в свое	4	2
383	точку зрения	2	2
384	смысл в	2	2
385	то она	2	2
386	быть в	2	2
387	раз к	2	2
388	мере в	7	2
389	бы сказать	3	2
390	одно из	3	2
391	языка как	7	2
392	не так	2	2
393	словесной природе	2	2
394	на этой	4	2
395	гораздо более	6	2
396	уже в	5	2
397	своей собственной	3	2
398	нам не	5	2
399	ту же	6	2
400	а потому	6	2
401	так в	2	2
402	что на	2	2
403	смысл может	2	2
404	всяком случае	8	2
405	а а	4	2
406	к такому	2	2
407	же касается	4	2
408	не столько	2	2
409	нуждается в	5	2
410	на более	3	2
411	например что	2	2
412	связи с	8	2
413	это дает	2	2
414	в связи	4	2
415	не на	4	2
416	в первом	3	2
417	что эти	4	2
418	в состоянии	2	2
419	но зато	2	2
420	еще один	3	2
421	а также	3	2
422	утверждать что	2	2
423	я уже	2	2
424	здесь не	5	2
425	только к	2	2
426	к этому	4	2
427	о котором	4	2
428	по преимуществу	3	2
429	это было	2	2
430	язык есть	7	2
431	переход от	4	2
432	исходит из	2	2
433	смысле что	2	2
434	как не	4	2
435	в возможности	3	2
436	разумеется и	2	2
437	этом отношении	8	2
438	но ведь	3	2
439	понимать как	2	2
440	себе и	3	2
441	обе эти	4	2
442	когда и	2	2
443	лишь как	3	2
444	же и	4	2
445	связан с	2	2
446	том чтобы	9	2
447	есть лишь	3	2
448	конечно и	3	2
449	не случайно	7	2
450	далеко не	2	2
451	можно говорить	4	2
452	этом в	2	2
453	именно в	7	2
454	в слове	3	2
455	слова в	7	2
456	когда он	4	2
457	другое дело	2	2
458	но для	4	2
459	приводит к	3	2
460	что между	2	2
461	о которых	2	2
462	в более	2	2
463	для нас	6	2
464	факты и	2	2
465	и на	8	2
466	совершенно ясно	2	2
467	о значении	2	2
468	и того	2	2
469	только как	3	2
470	и уже	2	2
471	конечно не	3	2
472	только о	3	2
473	из предыдущего	2	2
474	как будто	2	2
475	но с	2	2
476	этом смысле	8	2
477	той же	5	2
478	во втором	2	2
479	учение о	4	2
480	с его	4	2
481	на основе	2	2
482	тем же	2	2
