N	2gram	Bakhtin_Pr	FransuaR
610	ко всем	2	5
611	и самое	2	5
612	в несколько	2	5
613	сравнению с	6	5
614	а за	2	5
615	слова в	3	5
616	если мы	5	5
617	бы и	3	5
618	и стал	2	5
619	он сам	5	5
620	что было	2	5
621	в слове	2	5
622	а следовательно	2	5
623	на основе	4	5
624	и всегда	2	5
625	мире и	2	5
626	всех других	2	5
627	на священные	2	5
628	себя и	3	5
629	средневековой литературы	2	5
630	которой мы	3	5
631	во многих	2	5
632	по сравнению	6	5
633	в строгом	3	5
634	в собственном	3	5
635	же он	2	5
636	но уже	2	5
637	из одного	2	5
638	и из	3	5
639	карнавала в	3	5
640	раз и	2	5
641	все в	3	5
642	этих явлений	2	5
643	между этими	2	5
644	у шекспира	2	5
645	в друга	2	5
646	всем этим	2	5
647	слово в	5	5
648	у сервантеса	2	5
649	вообще в	2	5
650	мы в	2	5
651	мы имеем	4	5
652	жизнью в	2	5
653	на свете	2	5
654	значение имеет	2	5
655	человека в	6	5
656	к миру	2	5
657	направлен на	2	5
658	не к	3	5
659	на то	2	5
660	но там	2	5
661	в область	2	4
662	в каждом	5	4
663	действительности и	2	4
664	рассказ о	2	4
665	значение для	5	4
666	иногда в	2	4
667	ни грана	4	4
668	обычной жизни	6	4
669	нельзя сказать	2	4
670	нем только	2	4
671	вернемся в	2	4
672	речи как	2	4
673	ад и	2	4
674	понять и	2	4
675	но если	4	4
676	и сервантеса	3	4
677	здесь перед	3	4
678	но к	4	4
679	о себе	2	4
680	на которой	2	4
681	я не	6	4
682	слов о	3	4
683	на карнавальной	2	4
684	в античной	3	4
685	оно и	2	4
686	есть с	2	4
687	кажется что	3	4
688	существенное влияние	2	4
689	при всех	2	4
690	к этой	3	4
691	и символы	2	4
692	смех это	2	4
693	них в	3	4
694	при изображении	2	4
695	и отдельных	2	4
696	карнавал в	2	4
697	для правильного	3	4
698	да еще	2	4
699	но ведь	3	4
700	что касается	2	4
701	официальной и	2	4
702	при всем	3	4
703	удельный вес	2	4
704	карнавального смеха	2	4
705	если же	5	4
706	определяющее влияние	4	4
707	романа но	3	4
708	но для	2	4
709	характерное для	2	4
710	непосредственное влияние	2	4
711	и притом	2	4
712	что уже	2	4
713	и времени	2	4
714	площади в	2	4
715	о которых	2	4
716	же не	2	4
717	здесь также	2	4
718	тексты и	2	4
719	строгом смысле	2	4
720	продолжает жить	2	4
721	быть и	2	4
722	еще недостаточно	3	4
723	в чисто	2	4
724	карнавальным мироощущением	7	4
725	его жизни	2	4
726	но вся	2	4
727	этот вопрос	3	4
728	видеть и	3	4
729	из своей	3	4
730	что я	2	4
731	мы и	4	4
732	в очень	2	4
733	выраженный карнавальный	2	4
734	если в	2	4
735	и человека	5	4
736	силой и	2	4
737	и тем	4	4
738	др все	2	4
739	мир наизнанку	5	4
740	появляется и	2	4
741	карнавал не	2	4
742	продолжают жить	2	4
743	и некоторые	2	4
744	parodia sacra	2	4
745	еще довольно	2	4
746	обычной колеи	2	4
747	и той	4	4
748	там и	2	4
749	в словах	2	4
750	к ней	3	4
751	из своих	3	4
752	единство и	2	4
753	прямо на	2	4
754	в смысле	2	4
755	время и	3	4
756	по себе	3	4
757	традиции и	2	4
758	собственном смысле	3	4
759	утрачивает свою	2	3
760	при всей	3	3
761	положений и	3	3
762	друг от	2	3
763	смысле этого	3	3
764	является одним	2	3
765	она не	4	3
766	они играют	2	3
767	пародии и	2	3
768	я видел	3	3
769	до минимума	3	3
770	его творчестве	4	3
771	на равных	2	3
772	односторонней серьезности	3	3
773	устной речи	2	3
774	фамильярного контакта	9	3
775	образы карнавала	2	3
776	очень широко	2	3
777	не о	2	3
778	много и	3	3
779	больших и	2	3
780	будем говорить	2	3
781	мы говорим	2	3
782	уже отмечали	2	3
783	напомним что	2	3
784	от друга	2	3
785	даже прямо	2	3
786	на литературу	3	3
787	это один	2	3
788	указывает на	2	3
789	очень характерны	3	3
790	в беседе	2	3
791	в произведениях	2	3
792	для других	2	3
793	здесь следовательно	3	3
794	не всегда	3	3
795	всюду где	2	3
796	смерть в	2	3
797	ко второму	2	3
798	видения и	3	3
799	жизни на	2	3
800	и совершенно	3	3
801	его творчества	12	3
802	значение имеют	2	3
803	этом мы	3	3
804	рождение и	2	3
805	в литературу	5	3
806	одной плоскости	2	3
807	к человеку	2	3
808	но при	2	3
809	они могут	3	3
810	с ней	4	3
811	и конечно	2	3
812	он является	2	3
813	основе этого	2	3
814	человек в	2	3
815	жизненной колеи	2	3
816	почти во	3	3
817	платона и	2	3
818	стадии своего	2	3
819	к одному	2	3
820	обычной жизненной	4	3
821	слова но	3	3
822	имеет и	2	3
823	как человек	2	3
824	этого романа	3	3
825	и формы	2	3
826	наряду с	6	3
827	и тут	2	3
828	они должны	3	3
829	углом зрения	4	3
830	здесь конечно	5	3
831	а для	2	3
832	глубже и	3	3
833	все здесь	3	3
834	между двумя	4	3
835	сохраняется и	2	3
836	именно поэтому	2	3
837	слово и	2	3
838	эти два	3	3
839	и элементы	4	3
840	этой сцены	3	3
841	органически сочетаются	2	3
842	по своим	2	3
843	проникнуть в	2	3
844	или на	3	3
845	или иных	2	3
846	как своего	2	3
847	античности и	5	3
848	редуцированного смеха	3	3
849	со своей	2	3
850	в другие	4	3
851	всей мировой	3	3
852	все более	2	3
853	особый тип	2	3
854	этом смысле	5	3
855	остается в	2	3
856	и через	5	3
857	что именно	2	3
858	амбивалентность и	2	3
859	может стать	4	3
860	совершаются в	2	3
861	и создает	3	3
862	котором он	2	3
863	всегда и	3	3
864	это своего	2	3
865	смерть тебе	2	3
866	эти жанры	3	3
867	из ведущих	5	3
868	тех или	2	3
869	два месяца	2	3
870	и уже	2	3
871	истории и	2	3
872	к самой	2	3
873	то это	4	3
874	которые не	2	3
875	себя самого	3	3
876	и строго	2	3
877	в обряде	2	3
878	и тон	2	3
879	всей своей	2	3
880	он часто	2	3
881	сочетаются с	2	3
882	традиция в	2	3
883	более глубокое	3	3
884	не боится	2	3
885	мы все	2	3
886	карнавальный смех	9	3
887	веселой относительности	3	3
888	и карнавальной	2	3
889	этих двух	5	3
890	литературе эпохи	3	3
891	говорили в	2	3
892	ровно ничего	2	3
893	карнавала и	7	2
894	и развенчаний	3	2
895	мы должны	4	2
896	и поэтому	2	2
897	были ему	2	2
898	жанров и	2	2
899	с самим	7	2
900	иногда и	3	2
901	последующие эпохи	2	2
902	односторонней и	2	2
903	совершается в	2	2
904	человеческой мысли	4	2
905	никак нельзя	2	2
906	в зоне	3	2
907	а только	2	2
908	внешней и	2	2
909	из величайших	3	2
910	от своей	2	2
911	своей природе	4	2
912	главного героя	2	2
913	форме и	2	2
914	необходимо еще	3	2
915	его с	2	2
916	и развенчания	2	2
917	нем нет	3	2
918	в карнавальную	3	2
919	по мере	3	2
920	очень характерна	2	2
921	линии развития	4	2
922	за всеми	4	2
923	несколько подробнее	2	2
924	и дидро	4	2
925	строго говоря	2	2
926	за него	2	2
927	соответствии с	2	2
928	и карнавального	3	2
929	развиваться в	2	2
930	раз подчеркнуть	2	2
931	единого и	2	2
932	некоторых других	2	2
933	приходит на	2	2
934	резко усиливается	2	2
935	под углом	3	2
936	и оценить	2	2
937	выше и	2	2
938	на некоторых	5	2
939	характерная для	4	2
940	менипповой сатире	2	2
941	и обновляется	3	2
942	если оно	3	2
943	и характер	2	2
944	так называемая	2	2
945	т.п это	2	2
946	этого жанра	17	2
947	именно как	3	2
948	человеческой жизни	3	2
949	условиях и	2	2
950	и самые	2	2
951	с карнавальной	2	2
952	к слову	3	2
953	на самой	4	2
954	он остается	2	2
955	или косвенно	2	2
956	в двух	3	2
957	с традициями	2	2
958	себе самому	7	2
959	протяжении тысячелетий	2	2
960	и действительно	3	2
961	в пародийных	2	2
962	и жизнь	2	2
963	нам кажется	4	2
964	и прямо	2	2
965	а главное	3	2
966	и мышления	2	2
967	близки к	2	2
968	о тех	2	2
969	они все	2	2
970	где в	2	2
971	это положение	2	2
972	силы и	2	2
973	и внутренней	2	2
974	в жизнь	2	2
975	и свой	2	2
976	характерна для	4	2
977	самой границе	3	2
978	в самых	2	2
979	развенчаний и	3	2
980	или наоборот	3	2
981	жанры и	4	2
982	фамильярный контакт	3	2
983	так можно	2	2
984	полюса становления	2	2
985	коснемся еще	2	2
986	какой-то мере	5	2
987	художественной литературы	2	2
988	или к	2	2
989	дан в	3	2
990	особенно конечно	2	2
991	одному из	2	2
992	загробного царства	2	2
993	очень ярко	2	2
994	знает что	2	2
995	не проникает	2	2
996	равных правах	2	2
997	должны быть	2	2
998	широком смысле	3	2
999	некоторых из	2	2
1000	любовь к	4	2
1001	не исключает	2	2
1002	языка а	2	2
1003	которую они	2	2
1004	отличается от	2	2
1005	о влиянии	2	2
1006	знаком с	2	2
1007	развенчание и	2	2
1008	или точнее	2	2
1009	и мог	2	2
1010	в античности	6	2
1011	прежде чем	2	2
1012	на особую	2	2
1013	пафосом смен	2	2
1014	и человеческих	2	2
1015	вся жизнь	4	2
1016	характер но	2	2
1017	тон и	2	2
1018	очень хорошо	3	2
1019	оба этих	3	2
1020	всеми другими	2	2
1021	внекарнавальной жизни	4	2
1022	широкое и	2	2
1023	мироощущение и	2	2
1024	которые мы	3	2
1025	героя в	2	2
1026	это все	2	2
1027	здесь очень	2	2
1028	и иногда	2	2
1029	себе самом	2	2
1030	на свой	2	2
1031	если б	7	2
1032	его формы	2	2
1033	вольного фамильярного	2	2
1034	ярко проявляется	2	2
1035	своей обычной	2	2
1036	главное в	2	2
1037	еще одного	3	2
1038	дальнейшем развитии	3	2
1039	находится на	2	2
1040	элементы в	2	2
1041	некоторое время	2	2
1042	особенности его	2	2
1043	и жизни	3	2
1044	преисподней с	2	2
1045	строй и	2	2
1046	уже у	3	2
1047	всего его	2	2
1048	и смешного	2	2
1049	сущности почти	2	2
1050	диалога в	2	2
1051	это также	2	2
1052	в последних	2	2
1053	человеческих отношений	2	2
1054	более широкое	2	2
1055	жизни а	2	2
1056	органически сочетается	4	2
1057	на высшее	3	2
1058	смысле и	3	2
1059	впервые появляется	2	2
1060	с какою	2	2
