N	2gram	Bakhtin_Fr	Vladivir
363	он стал	3	3
364	том числе	4	3
365	очень часто	2	3
366	в свет	3	3
367	была у	2	3
368	с ними	4	3
369	в литературе	10	3
370	это в	4	3
371	дело не	3	3
372	в противоположность	2	3
373	особенно в	6	3
374	с их	5	3
375	о своем	2	3
376	к тем	2	3
377	в заключение	4	3
378	как о	2	3
379	одним из	2	3
380	влияние на	2	3
381	как известно	3	3
382	в мире	6	3
383	думать что	2	3
384	мир и	2	3
385	в состоянии	2	3
386	все что	4	3
387	будто бы	2	3
388	у меня	2	3
389	этой книги	2	3
390	не понимает	4	3
391	смысле но	2	3
392	к жизни	2	3
393	далеки от	2	3
394	не были	3	3
395	в подлинном	2	3
396	как будто	2	3
397	начала и	8	3
398	один и	3	3
399	быть и	2	3
400	за это	2	2
401	к одному	2	2
402	здесь с	3	2
403	всего этого	2	2
404	не подлежит	4	2
405	мы пока	2	2
406	и сама	2	2
407	что уже	2	2
408	еще раз	2	2
409	только для	6	2
410	одна из	3	2
411	он дает	3	2
412	что из	2	2
413	или же	2	2
414	по адресу	2	2
415	чего он	2	2
416	но именно	3	2
417	в эпоху	18	2
418	xviii века	6	2
419	своего времени	5	2
420	и вы	4	2
421	же он	2	2
422	со всеми	5	2
423	образом в	3	2
424	для всей	2	2
425	не находит	2	2
426	в произведении	3	2
427	стороны и	2	2
428	без всякой	2	2
429	на том	2	2
430	они не	4	2
431	но оно	2	2
432	были и	4	2
433	рядом с	5	2
434	жизнью и	4	2
435	мира и	4	2
436	одного из	3	2
437	было ни	3	2
438	он так	2	2
439	никакому сомнению	2	2
440	из этой	3	2
441	в ее	5	2
442	той или	2	2
443	первый раз	2	2
444	было в	2	2
445	например в	2	2
446	этого слова	3	2
447	своего развития	2	2
448	что каждая	2	2
449	в основе	7	2
450	почти все	2	2
451	жизни с	2	2
452	этот момент	2	2
453	на их	4	2
454	их как	2	2
455	приведем еще	2	2
456	они были	4	2
457	имеет в	2	2
458	но эти	4	2
459	в нашей	2	2
460	его творчества	2	2
461	но дело	4	2
462	хотя в	2	2
463	париже и	2	2
464	его произведения	2	2
465	в первой	3	2
466	менее всего	2	2
467	о котором	2	2
468	поэтому и	4	2
469	от этого	2	2
470	и тот	4	2
471	дело с	2	2
472	них не	2	2
473	в первый	2	2
474	ко второму	2	2
475	все они	5	2
476	и их	5	2
477	второй половины	3	2
478	сих пор	6	2
479	во всей	3	2
480	это с	2	2
481	за то	2	2
482	язык и	2	2
483	поэтому в	2	2
484	вы не	4	2
485	в другой	2	2
486	же они	2	2
487	должны быть	2	2
488	которые он	2	2
489	выражение в	2	2
490	подлежит никакому	2	2
491	на такой	2	2
492	это самое	2	2
493	кто хотел	2	2
494	то его	2	2
495	в той	7	2
496	здесь и	6	2
497	что эта	2	2
498	и перед	2	2
499	и после	2	2
500	в себя	2	2
501	относится к	2	2
502	все в	2	2
503	жизнь в	3	2
504	до сих	6	2
