N	2gram	Vygotskiy_	Problemy
185	сама по	3	7
186	и их	5	7
187	такой же	3	7
188	во всех	4	7
189	на этот	7	7
190	но на	4	7
191	уже говорили	3	7
192	как его	2	7
193	в себя	2	7
194	идет о	5	6
195	все те	2	6
196	как он	7	6
197	на вопрос	6	6
198	отличие от	3	6
199	а с	8	6
200	по существу	8	6
201	должна была	2	6
202	для этого	7	6
203	с этим	8	6
204	словом и	3	6
205	в начале	2	6
206	можно было	6	6
207	во всем	4	6
208	зависимости от	8	6
209	внутренней речи	14	6
210	превращается в	3	6
211	и вот	3	6
212	но ведь	2	6
213	но для	2	6
214	друг друга	5	6
215	в отличие	3	6
216	и пр	2	6
217	и только	2	6
218	слова как	3	6
219	в этой	13	6
220	на то	11	6
221	он может	2	6
222	в своих	6	6
223	этот вопрос	6	6
224	в другой	2	6
225	в которых	6	6
226	на этом	3	6
227	жизни и	2	6
228	в основе	9	6
229	как на	5	6
230	отношения к	3	6
231	но с	3	6
232	нисколько не	2	5
233	и то	3	5
234	или иной	3	5
235	другого как	2	5
236	с таким	8	5
237	к которому	4	5
238	не хочет	2	5
239	он как	4	5
240	том же	4	5
241	его мысль	3	5
242	ту сторону	2	5
243	со всеми	2	5
244	с тем	8	5
245	тому что	6	5
246	в общем	5	5
247	в чем	5	5
248	один из	3	5
249	лежит в	3	5
250	что может	5	5
251	в такой	4	5
252	в зависимости	8	5
253	мы не	13	5
254	той или	3	5
255	функции в	4	5
256	в ее	3	5
257	те же	2	5
258	про себя	2	5
259	в речи	3	5
260	на протяжении	3	5
261	человека с	3	5
262	подобно тому	2	5
263	именно в	8	5
264	когда он	5	5
265	не могу	3	5
266	тому как	3	5
267	же что	2	5
268	по ту	2	5
269	слова на	2	5
270	сам по	3	5
271	с собой	5	5
272	высшей степени	7	5
273	в высшей	7	5
274	в ней	2	5
275	вместе с	14	5
276	бы с	3	4
277	и понимания	2	4
278	стороны и	3	4
279	тому чтобы	2	4
280	мысли в	6	4
281	от того	7	4
282	мысль не	3	4
283	под влиянием	3	4
284	он должен	4	4
285	это как	2	4
286	из которых	6	4
287	он хочет	2	4
288	смысле этого	6	4
289	не то	3	4
290	мы видели	8	4
291	от них	2	4
292	теперь в	2	4
293	в эту	4	4
294	и речь	5	4
295	только с	2	4
296	и говорит	2	4
297	по мере	5	4
298	остается в	2	4
299	что оно	6	4
300	к слову	6	4
301	то это	2	4
302	находится в	2	4
303	протяжении всего	2	4
304	связи с	7	4
305	мир в	2	4
306	в первом	2	4
307	во всей	8	4
308	понятно что	2	4
309	типа и	2	4
310	в первой	3	4
311	одно и	2	4
312	время как	4	4
313	что с	6	4
314	то и	4	4
315	внутреннюю речь	4	4
316	в словах	3	4
317	всех этих	2	4
318	в которой	6	4
319	с ее	3	4
320	но этот	3	4
321	его внутренней	3	4
322	в свете	5	4
323	только что	7	4
324	к другу	3	4
325	как если	3	4
326	что если	3	4
327	об этом	6	4
328	и мысли	2	4
329	этом отношении	6	4
330	с этой	7	4
331	образом как	3	4
332	нами в	3	4
333	именно потому	2	4
334	речи и	41	4
335	то он	3	4
336	также и	2	4
337	поэтому в	3	4
338	речи как	11	4
339	все что	4	4
340	само по	3	4
341	образом и	4	4
342	и если	4	4
343	если не	3	4
344	друг к	2	4
345	таким же	4	4
346	за собой	4	4
347	мы и	3	4
348	данном случае	5	3
349	или даже	2	3
350	или к	3	3
351	о чем	2	3
352	человека и	6	3
353	является как	2	3
354	которые в	2	3
355	не способен	2	3
356	на которой	4	3
357	по своей	9	3
358	которых мы	2	3
359	есть нечто	2	3
360	целом ряде	2	3
361	что говорит	2	3
362	мы знаем	3	3
363	что даже	2	3
364	бы сказать	3	3
365	увидим что	2	3
366	социальных форм	2	3
367	значение для	3	3
368	слову и	2	3
369	он говорит	2	3
370	могли бы	10	3
371	что этот	2	3
372	и само	2	3
373	что на	2	3
374	является для	6	3
375	между собой	5	3
376	всего в	3	3
377	нуждается в	2	3
378	того чтобы	23	3
379	а затем	5	3
380	между двумя	2	3
381	связи между	3	3
382	внутренняя речь	7	3
383	и по	3	3
384	можно сказать	6	3
385	должны быть	2	3
386	еще один	2	3
387	признать что	3	3
388	в других	2	3
389	ее в	3	3
390	того как	6	3
391	мы видим	7	3
392	и вообще	2	3
393	направлено на	2	3
394	с которыми	2	3
395	и мы	3	3
396	одной из	4	3
397	как например	2	3
398	в сознании	2	3
399	в данном	5	3
400	только то	2	3
401	из этих	6	3
402	а к	2	3
403	говорить о	4	3
404	и еще	2	3
405	дело в	3	3
406	на одном	3	3
407	то время	5	3
408	как такового	2	3
409	значение в	4	3
410	который не	2	3
411	не является	16	3
412	и при	2	3
413	и есть	2	3
414	что его	6	3
415	мы можем	11	3
416	из тех	3	3
417	не с	2	3
418	он является	3	3
419	на нее	2	3
420	связан с	5	3
421	этими двумя	2	3
422	сам с	4	3
423	не удалось	2	3
424	раз в	3	3
425	почти на	2	3
426	его мысли	5	3
427	к внутренней	6	3
428	пути и	2	3
429	в смысле	2	3
430	если мы	8	3
431	речь и	7	3
432	которых он	3	3
433	как таковой	2	3
434	но что	3	3
435	внешнего мира	2	3
436	только не	2	3
437	которой он	2	3
438	говорит сам	2	3
439	в один	4	3
440	и делает	2	3
441	ту же	3	3
442	находиться в	2	3
443	мы будем	2	3
444	без всякого	2	3
445	слов с	3	3
446	к речи	2	2
447	в книге	3	2
448	ибо все	2	2
449	все более	4	2
450	между отдельными	3	2
451	во все	3	2
452	также не	2	2
453	на речь	2	2
454	из всех	3	2
455	к этим	3	2
456	указывает на	4	2
457	и функции	4	2
458	его на	3	2
459	одну из	4	2
460	для всего	3	2
461	позволяет ему	2	2
462	не потому	2	2
463	этой точки	2	2
464	вот что	2	2
465	к этому	7	2
466	должны были	6	2
467	эти черты	2	2
468	должен быть	6	2
469	того в	2	2
470	воздерживается от	2	2
471	и эти	2	2
472	построение в	2	2
473	и других	4	2
474	свою очередь	3	2
475	одном из	3	2
476	тогда когда	8	2
477	друг от	4	2
478	мы говорили	4	2
479	к сожалению	2	2
480	речь как	3	2
481	речь не	3	2
482	одно из	3	2
483	эти три	2	2
484	от этого	4	2
485	по сравнению	10	2
486	которой она	2	2
487	на том	2	2
488	из которого	2	2
489	заметить что	3	2
490	показать что	7	2
491	которая в	2	2
492	личности не	3	2
493	с которой	2	2
494	как впрочем	2	2
495	ответ на	4	2
496	и идеи	2	2
497	в значительной	2	2
498	этих двух	4	2
499	отношение между	5	2
500	отнюдь не	2	2
501	между этими	7	2
502	смысле слова	6	2
503	ибо как	2	2
504	действительно не	4	2
505	каждая из	2	2
506	же как	8	2
507	ней в	2	2
508	когда она	2	2
509	живым существом	2	2
510	со всем	2	2
511	почти всегда	2	2
512	же это	2	2
513	очень хорошо	2	2
514	случае не	2	2
515	в противоположность	3	2
516	не возникает	2	2
517	к его	3	2
518	мысли но	3	2
519	прямо и	2	2
520	нашей работы	8	2
521	значительной степени	2	2
522	независимо от	10	2
523	не слово	3	2
524	с речью	2	2
525	ее на	4	2
526	в раннем	2	2
527	месте и	2	2
528	его построения	2	2
529	бы к	3	2
530	но даже	2	2
531	человек с	3	2
532	всех тех	6	2
533	с ней	3	2
534	мы привели	2	2
535	речи в	17	2
536	стало быть	2	2
537	целый ряд	6	2
538	что здесь	2	2
539	мысль как	2	2
540	что как	4	2
541	нигде не	3	2
542	в заключение	4	2
543	от друга	4	2
544	в качестве	12	2
545	а следовательно	2	2
546	результате такого	2	2
547	для того	19	2
548	в истории	7	2
549	а именно	2	2
550	для нас	4	2
551	не столько	4	2
552	речь в	4	2
553	не могло	5	2
554	с одной	14	2
555	в какой	5	2
556	только его	3	2
557	но тем	3	2
558	не имеет	5	2
559	и является	2	2
560	единство сознания	2	2
561	всей своей	2	2
562	своей структуре	2	2
563	всей его	5	2
564	от всех	3	2
565	не к	3	2
566	в нашем	3	2
567	что для	8	2
568	мысль что	6	2
569	столь же	8	2
570	ничем не	3	2
571	приводит его	2	2
572	в свою	4	2
573	сказать так	2	2
574	на первом	2	2
575	мысль и	5	2
576	и взаимодействие	2	2
577	в категориях	2	2
578	более резкой	2	2
579	здесь и	3	2
580	в стороне	2	2
581	из этого	6	2
582	является не	2	2
583	же самое	4	2
584	один и	2	2
585	и речи	45	2
586	что сам	2	2
587	на их	2	2
588	чем он	3	2
589	с помощью	16	2
