N	2gram	Trubetskoy	KulturaY
230	следовательно и	2	3
231	культурной жизни	2	3
232	помнить что	2	3
233	но мы	3	3
234	на эту	2	3
235	в настоящее	2	3
236	во многих	2	3
237	в россии	6	3
238	и вместе	2	3
239	всю свою	2	3
240	конце концов	3	3
241	том же	2	3
242	его и	2	3
243	лучшем случае	3	3
244	тому чтобы	4	3
245	настоящее время	2	3
246	естественно что	2	3
247	большинстве случаев	2	3
248	представить себе	2	3
249	в начале	2	3
250	котором идет	2	3
251	тем чтобы	3	3
252	во время	2	3
253	даже не	2	3
254	признать что	6	3
255	если в	6	3
256	но она	2	3
257	тогда как	2	3
258	чтобы в	2	3
259	случае если	3	3
260	сама по	2	3
261	в других	2	3
262	но даже	2	3
263	она может	3	3
264	только с	2	3
265	при отсутствии	2	3
266	для него	6	3
267	идет речь	4	3
268	понять что	2	3
269	и сейчас	3	3
270	знаем что	3	3
271	все что	4	3
272	в большинстве	3	3
273	так чтобы	3	3
274	то ни	4	3
275	в некоторых	2	3
276	таким же	3	3
277	бы то	4	3
278	при котором	3	3
279	из всех	2	2
280	путь к	4	2
281	от него	2	2
282	для нее	2	2
283	приходит к	3	2
284	одному из	2	2
285	есть и	2	2
286	быть и	2	2
287	вся эта	2	2
288	он должен	5	2
289	они будут	2	2
290	друг от	2	2
291	от нас	2	2
292	одной из	3	2
293	любви к	2	2
294	же образом	2	2
295	указывает на	2	2
296	культуры в	3	2
297	к такому	2	2
298	и те	2	2
299	по этому	2	2
300	для них	3	2
301	жизни и	4	2
302	у других	2	2
303	ее в	2	2
304	одна из	3	2
305	возможно лишь	4	2
306	любовь к	2	2
307	только к	3	2
308	и тот	2	2
309	за последнее	2	2
310	в роде	2	2
311	это разумеется	2	2
312	отказаться от	4	2
313	когда они	4	2
314	отношении к	2	2
315	в глазах	2	2
316	не должен	2	2
317	что только	2	2
318	касается до	2	2
319	не будет	7	2
320	за то	2	2
321	их не	2	2
322	на почве	2	2
323	зависит от	2	2
324	во что	3	2
325	свою задачу	2	2
326	от друга	2	2
327	на которой	2	2
328	а следовательно	3	2
329	речь шла	2	2
330	лишь к	4	2
331	не можем	2	2
332	он будет	4	2
333	разумеется что	2	2
334	является не	2	2
335	всю эту	2	2
336	друг другу	2	2
337	это потому	2	2
338	во всем	4	2
339	в совершенно	4	2
