N	2gram	Potebnia_M	Problemy
238	друг друга	6	6
239	слово как	5	6
240	и только	5	6
241	в этой	3	6
242	на то	6	6
243	он может	2	6
244	в своих	2	6
245	в другой	3	6
246	в которых	5	6
247	жизни и	3	6
248	конечно не	2	6
249	как на	6	6
250	отношения к	2	6
251	слов в	6	5
252	и то	13	5
253	если б	9	5
254	крайней мере	8	5
255	с таким	3	5
256	есть и	3	5
257	он как	2	5
258	том же	2	5
259	слова но	3	5
260	была бы	5	5
261	по своему	2	5
262	с тем	9	5
263	но так	3	5
264	тому что	6	5
265	того же	5	5
266	в чем	6	5
267	один из	7	5
268	в такой	2	5
269	мы не	17	5
270	того и	2	5
271	в ее	3	5
272	в последнем	4	5
273	те же	6	5
274	все то	3	5
275	его как	3	5
276	в глаза	2	5
277	то есть	53	5
278	та же	3	5
279	в речи	4	5
280	между собою	13	5
281	по крайней	8	5
282	зрения и	2	5
283	нет и	2	5
284	человека с	2	5
285	подобно тому	3	5
286	именно в	5	5
287	а между	6	5
288	тому как	6	5
289	же что	8	5
290	сам по	9	5
291	я и	3	5
292	в ней	11	5
293	вместе с	22	5
294	тем не	7	4
295	нет ни	2	4
296	в каждой	4	4
297	на предмет	2	4
298	слова не	2	4
299	слово может	7	4
300	и слова	4	4
301	при всей	2	4
302	мысли в	2	4
303	сознании и	4	4
304	от того	10	4
305	его внутреннюю	2	4
306	мысль не	3	4
307	он должен	2	4
308	в одно	8	4
309	или менее	6	4
310	смысле этого	9	4
311	не то	6	4
312	мы видели	5	4
313	для понимания	5	4
314	от них	4	4
315	как предмет	2	4
316	в эту	4	4
317	но только	3	4
318	а то	2	4
319	более или	6	4
320	на себе	3	4
321	и без	9	4
322	по мере	12	4
323	что оно	12	4
324	к слову	3	4
325	то это	9	4
326	на котором	4	4
327	находится в	5	4
328	связи с	6	4
329	в первом	5	4
330	эти слова	2	4
331	я как	5	4
332	входят в	3	4
333	одно и	7	4
334	время как	3	4
335	что с	2	4
336	то и	10	4
337	они могут	2	4
338	это в	2	4
339	в словах	3	4
340	самосознания и	2	4
341	в которой	9	4
342	это было	3	4
343	от другого	3	4
344	но этот	2	4
345	его за	2	4
346	только что	12	4
347	что если	5	4
348	об этом	4	4
349	бы не	6	4
350	и мысли	2	4
351	этом отношении	2	4
352	с этой	2	4
353	времени и	2	4
354	другому и	2	4
355	сами по	3	4
356	то он	2	4
357	что такое	2	4
358	все что	4	4
359	само по	6	4
360	образом и	3	4
361	и если	4	4
362	оно не	7	4
363	не есть	24	4
364	со своим	2	4
365	если не	6	4
366	все в	3	4
367	перестает быть	5	4
368	бы ни	6	4
369	таким же	2	4
370	со словом	6	4
371	данном случае	3	3
372	следовательно и	2	3
373	во времени	2	3
374	есть только	9	3
375	человека и	8	3
376	в приведенном	3	3
377	к другим	4	3
378	на которой	4	3
379	о слове	2	3
380	не я	3	3
381	есть нечто	6	3
382	к чему	2	3
383	этого не	3	3
384	от ее	2	3
385	что даже	5	3
386	увидим что	2	3
387	же нам	3	3
388	это последнее	4	3
389	ко второму	2	3
390	на который	2	3
391	мысли о	6	3
392	он говорит	3	3
393	вне себя	3	3
394	могли бы	3	3
395	что этот	2	3
396	него самого	3	3
397	так в	4	3
398	что на	3	3
399	эту минуту	4	3
400	и та	5	3
401	совсем не	2	3
402	того чтобы	5	3
403	между двумя	5	3
404	и по	5	3
405	же в	3	3
406	и внутреннюю	2	3
407	можно сказать	4	3
408	этом случае	2	3
409	должны быть	3	3
410	обращается к	2	3
411	признать что	2	3
412	в других	3	3
413	ее в	2	3
414	того как	10	3
415	мы видим	3	3
416	и вообще	4	3
417	есть то	3	3
418	и мы	3	3
419	одной из	3	3
420	как например	2	3
421	в сознании	36	3
422	в данном	3	3
423	из этих	10	3
424	а к	4	3
425	себе а	4	3
426	говорить о	6	3
427	на одном	2	3
428	то время	7	3
429	сказать о	2	3
430	за собою	4	3
431	а может	2	3
432	слове и	6	3
433	если и	2	3
434	и при	5	3
435	и есть	4	3
436	у нас	2	3
437	себе не	6	3
438	себе что	2	3
439	словом как	2	3
440	что его	3	3
441	мы можем	13	3
442	не с	4	3
443	на нее	2	3
444	есть в	6	3
445	несколько раз	2	3
446	но уже	2	3
447	или наоборот	2	3
448	в смысле	4	3
449	если мы	2	3
450	но что	4	3
451	только не	5	3
452	не из	4	3
453	в один	4	3
454	в таком	6	3
455	именно на	2	3
456	в различных	2	3
457	и эта	2	3
458	в большей	3	3
459	не дает	2	3
460	находиться в	3	3
461	без всякого	2	3
462	и сами	2	3
463	тем же	6	3
464	чем в	2	3
465	художественный образ	2	2
466	все более	2	2
467	указывает на	8	2
468	она так	2	2
469	а и	5	2
470	его на	3	2
471	образ а	2	2
472	и сама	2	2
473	самого себя	3	2
474	или поздно	2	2
475	предполагает что	4	2
476	такая же	2	2
477	об одном	2	2
478	не потому	2	2
479	одного и	2	2
480	к этому	3	2
481	но есть	3	2
482	или же	8	2
483	сравнительно с	6	2
484	входящих в	2	2
485	же слово	2	2
486	и других	3	2
487	бы оно	2	2
488	не всегда	5	2
489	от своего	2	2
490	здесь как	3	2
491	ни одно	2	2
492	свою очередь	6	2
493	его внутренняя	2	2
494	одном из	4	2
495	тогда когда	20	2
496	друг от	2	2
497	по которому	7	2
498	в образе	4	2
499	человека а	2	2
500	себе в	2	2
501	содержание его	3	2
502	предмет и	2	2
503	то оно	4	2
504	внутренняя жизнь	2	2
505	этой мысли	2	2
506	одно из	6	2
507	самое слово	4	2
508	в душе	17	2
509	входящий в	2	2
510	от этого	2	2
511	рано или	2	2
512	самый предмет	2	2
513	одно только	3	2
514	другой и	2	2
515	в поэзии	4	2
516	слово это	2	2
517	не образ	2	2
518	как она	2	2
519	заметить что	7	2
520	к сознанию	4	2
521	иначе и	3	2
522	с которой	2	2
523	для создания	2	2
524	ответ на	3	2
525	не могла	2	2
526	мы его	2	2
527	такое же	5	2
528	этом последнем	2	2
529	с нею	5	2
530	и говорить	2	2
531	на слово	2	2
532	нельзя сказать	5	2
533	тогда и	3	2
534	становится для	2	2
535	имеет значение	6	2
536	до того	5	2
537	образом в	4	2
538	далее и	2	2
539	на языке	2	2
540	со всех	3	2
541	к его	2	2
542	и слияние	2	2
543	мысли но	3	2
544	произведения не	2	2
545	и между	4	2
546	или не	3	2
547	значительной степени	2	2
548	независимо от	10	2
549	его жизни	2	2
550	не все	5	2
551	но даже	3	2
552	бы быть	3	2
553	чем теперь	2	2
554	самого слова	2	2
555	художественного произведения	6	2
556	еще до	3	2
557	котором мы	2	2
558	мы ее	2	2
559	оно ни	2	2
560	теперь не	2	2
561	было в	6	2
562	стало быть	4	2
563	целый ряд	2	2
564	одна и	2	2
565	единство и	2	2
566	известно что	4	2
567	что как	4	2
568	из нее	2	2
569	и вполне	2	2
570	от друга	2	2
571	и быть	3	2
572	для того	8	2
573	ее с	2	2
574	в истории	2	2
575	и каждое	2	2
576	иметь в	2	2
577	для нас	40	2
578	не столько	2	2
579	отказаться от	2	2
580	от одного	5	2
581	к ней	7	2
582	не могло	3	2
583	с одной	8	2
584	на пути	2	2
585	в какой	3	2
586	после того	2	2
587	образ в	2	2
588	непосредственно в	2	2
589	лучше сказать	3	2
590	но тем	4	2
591	иначе как	2	2
592	не имеет	10	2
593	прежде чем	2	2
594	не к	4	2
595	что для	5	2
596	мысль что	4	2
597	столь же	8	2
598	лежащие в	2	2
599	представляется нам	2	2
600	ему не	2	2
601	и следует	2	2
602	над всеми	3	2
603	жизни не	3	2
604	в свою	6	2
605	души в	2	2
606	себе все	2	2
607	мысль и	2	2
608	настоящего времени	3	2
609	во многом	3	2
610	и того	2	2
611	от нее	2	2
612	только как	9	2
613	не об	2	2
614	человек не	4	2
615	из него	4	2
616	не следует	6	2
617	же самое	3	2
618	эти последние	3	2
619	быть не	4	2
620	них не	4	2
621	но оно	6	2
622	один и	2	2
623	впрочем и	2	2
624	а потому	8	2
