N	2gram	Bakhtin_Pr	Problema
602	для такого	2	3
603	нем и	2	3
604	всем этим	2	3
605	изображения и	6	3
606	не входит	3	3
607	быть в	2	3
608	на ее	2	3
609	не столько	3	3
610	для их	2	3
611	к той	2	3
612	сознания с	3	3
613	с ними	3	3
614	вот почему	3	3
615	мы видим	5	3
616	и смерти	7	3
617	в первой	3	3
618	конечно в	2	3
619	всего что	2	3
620	с такими	2	3
621	котором мы	2	3
622	потому и	2	3
623	мысли и	5	3
624	русской литературе	2	3
625	самим собою	3	3
626	мир и	6	3
627	смысле как	2	3
628	в процессе	4	3
629	и всех	2	3
630	чтобы его	2	3
631	я и	2	3
632	что было	4	3
633	второго порядка	2	3
634	место в	2	3
635	себе еще	2	3
636	в совершенно	2	3
637	этой действительности	2	3
638	и могут	2	2
639	есть а	2	2
640	в плане	5	2
641	образом но	2	2
642	а и	2	2
643	не совпадает	2	2
644	все те	2	2
645	идею в	3	2
646	этих условиях	2	2
647	подходит к	5	2
648	ни были	2	2
649	от себя	2	2
650	в момент	4	2
651	в один	2	2
652	но у	5	2
653	то оно	3	2
654	является одним	2	2
655	образом уже	2	2
656	слова а	3	2
657	точка зрения	14	2
658	ни одного	4	2
659	у тургенева	2	2
660	сам он	5	2
661	самом и	4	2
662	для самого	2	2
663	в романах	15	2
664	то чем	3	2
665	какой бы	2	2
666	и эта	3	2
667	слово о	8	2
668	к нам	2	2
669	самой структуре	2	2
670	и вот	4	2
671	братьях карамазовых	3	2
672	он уже	2	2
673	всеми своими	2	2
674	как у	4	2
675	и со	3	2
676	в рассказе	3	2
677	самый факт	2	2
678	том и	2	2
679	его жизни	2	2
680	точке зрения	5	2
681	за собой	3	2
682	мыслится и	2	2
683	друг в	3	2
684	на которой	2	2
685	отношения между	3	2
686	вступает в	5	2
687	на почве	5	2
688	есть если	2	2
689	роль в	2	2
690	же что	5	2
691	у меня	4	2
692	не дает	4	2
693	в художественной	4	2
694	здесь с	3	2
695	об этих	2	2
696	остается в	2	2
697	по отношению	17	2
698	в произведениях	5	2
699	или же	2	2
700	за счет	2	2
701	слово в	3	2
702	у вас	4	2
703	в другое	3	2
704	героя в	9	2
705	идея в	4	2
706	друга и	2	2
707	для понимания	5	2
708	как например	2	2
709	сливается с	6	2
710	они могут	2	2
711	в едином	6	2
712	только чисто	2	2
713	они и	3	2
714	не давая	2	2
715	все его	4	2
716	которые были	3	2
717	преступления и	2	2
718	говорит об	2	2
719	из подполья	14	2
720	предисловии к	2	2
721	сознание и	7	2
722	с одним	2	2
723	он остается	2	2
724	большинстве случаев	3	2
725	о двух	2	2
726	если уж	2	2
727	ивана карамазова	9	2
728	в обычном	3	2
729	не возникает	2	2
730	ее как	3	2
731	то перед	2	2
732	подход к	2	2
733	вывод из	2	2
734	бы как	2	2
735	словом и	2	2
736	друга но	2	2
737	в драме	5	2
738	в изображении	2	2
739	героев и	7	2
740	отношению к	17	2
741	в братьях	3	2
742	лишь как	6	2
743	него не	4	2
744	со своими	6	2
745	не кто	2	2
746	человек в	2	2
747	чтобы быть	2	2
748	эти идеи	3	2
749	слова в	4	2
750	что я	2	2
751	и свою	2	2
752	произведения и	2	2
753	ли вы	4	2
754	их и	3	2
755	автора в	4	2
756	был не	2	2
757	не из	3	2
758	произведения в	2	2
759	совпадает с	3	2
760	с собою	3	2
761	форму и	2	2
762	данного произведения	2	2
763	своих героев	5	2
764	достоевского все	2	2
765	говорили в	2	2
766	подчеркнуть что	4	2
