N	2gram	Bakhtin_KF	Myshleni
233	могло бы	4	6
234	уже не	7	6
235	как его	4	6
236	лежат в	3	6
237	его на	2	6
238	как к	2	6
239	и эти	2	6
240	дело в	2	6
241	раз и	2	6
242	этот момент	7	6
243	а это	2	6
244	не остается	2	6
245	нет и	3	6
246	и мы	2	6
247	действительности в	2	6
248	всей своей	2	6
249	к чему	3	6
250	от него	3	5
251	но всегда	2	5
252	для другого	4	5
253	бы он	2	5
254	и весь	4	5
255	все они	2	5
256	всей его	2	5
257	ближе к	3	5
258	не дает	3	5
259	не потому	2	5
260	деятельности и	2	5
261	в него	2	5
262	в контексте	5	5
263	только с	3	5
264	и другого	3	5
265	содержания и	2	5
266	себя в	8	5
267	научного мышления	2	5
268	к ним	4	5
269	менее всего	6	5
270	котором мы	3	5
271	нигде не	3	5
272	быть в	4	5
273	может иметь	2	5
274	был бы	3	5
275	если я	2	5
276	этих моментов	2	5
277	дело не	2	5
278	на первом	2	5
279	только как	4	5
280	а следовательно	3	5
281	для которого	3	4
282	а как	2	4
283	бы оно	2	4
284	и развивается	2	4
285	и та	3	4
286	со всем	5	4
287	рядом с	3	4
288	в определенной	2	4
289	думать что	2	4
290	стороны в	3	4
291	вступает в	3	4
292	мысль как	2	4
293	в контекст	2	4
294	из него	4	4
295	всем его	3	4
296	чего не	2	4
297	можно ли	2	4
298	совсем не	2	4
299	и когда	2	4
300	и я	6	4
301	из его	3	4
302	бы то	2	4
303	постольку поскольку	2	4
304	но ведь	5	4
305	ни было	4	4
306	что есть	2	4
307	ее от	2	4
308	для нее	9	4
309	не могу	3	4
310	не из	2	4
311	себя и	5	4
312	что значит	2	4
313	смысловое содержание	6	4
314	того или	3	4
315	к которой	2	4
316	и эта	2	4
317	или как	2	4
318	тем как	3	4
319	в корне	3	4
320	ему в	2	4
321	здесь не	3	4
322	жизни и	8	4
323	не было	8	4
324	конечно не	7	4
325	и должен	2	3
326	случае мы	2	3
327	это значило	2	3
328	в ту	2	3
329	говорим о	2	3
330	бы быть	5	3
331	из себя	11	3
332	поскольку она	2	3
333	именно на	2	3
334	я могу	5	3
335	соответствии с	2	3
336	для выражения	2	3
337	ее как	2	3
338	одна и	2	3
339	только это	2	3
340	действительно ли	2	3
341	себя как	2	3
342	и совершенно	3	3
343	и просто	2	3
344	различия в	2	3
345	он и	2	3
346	в соответствии	2	3
347	что за	2	3
348	всех других	2	3
349	даны в	2	3
350	и этот	3	3
351	а для	2	3
352	и само	2	3
353	ним и	3	3
354	это единство	3	3
355	и единство	3	3
356	имеем в	2	3
357	это целое	2	3
358	сводится к	2	3
359	и именно	2	3
360	момент в	7	3
361	для меня	22	3
362	в это	2	3
363	ведь это	2	3
364	к теоретическому	2	3
365	о нем	4	3
366	конечно в	2	3
367	или иного	3	3
368	могла бы	4	3
369	то ни	2	3
370	бы не	3	3
371	он ни	2	3
372	и пр	3	3
373	в единое	2	3
374	смысле и	2	3
375	же время	2	3
376	быть не	2	3
377	мира и	4	3
378	и принципиально	2	2
379	этих предметов	2	2
380	познания но	2	2
381	но здесь	3	2
382	ни одна	2	2
383	других людей	3	2
384	ни к	2	2
385	когда я	3	2
386	жить и	2	2
387	но я	2	2
388	места в	4	2
389	и навсегда	2	2
390	это можно	2	2
391	в категориях	4	2
392	но ни	2	2
393	не быть	3	2
394	ее до	2	2
395	выход из	2	2
396	отсюда следует	2	2
397	мир в	12	2
398	войти в	3	2
399	контекста в	2	2
400	отношению ко	4	2
401	вследствие этого	2	2
402	не следует	2	2
403	лишь как	3	2
404	в мире	8	2
405	и действительно	6	2
406	действительной жизни	3	2
407	логические отношения	2	2
408	этим путем	2	2
409	себе как	2	2
410	всякий предмет	2	2
411	где он	3	2
412	я должен	7	2
413	для этой	3	2
414	и она	2	2
415	не будет	2	2
416	не имеем	3	2
417	и свой	2	2
418	себе а	2	2
419	его как	5	2
420	другого и	2	2
421	ибо это	2	2
422	всех своих	4	2
423	всех его	2	2
424	в теоретическом	2	2
425	не должен	3	2
426	здесь нет	3	2
427	чтобы быть	2	2
428	сознания как	2	2
429	к себе	2	2
430	ибо все	3	2
431	в единстве	8	2
432	в конкретной	3	2
433	в принципе	2	2
434	в действительном	6	2
435	каждый отдельный	2	2
436	а все	3	2
437	котором он	3	2
438	стороны ее	2	2
439	с этого	2	2
440	т.е что	2	2
441	не нужно	2	2
442	смысле в	2	2
443	нее в	2	2
444	разве не	2	2
445	в акте	3	2
446	на нем	2	2
447	время и	5	2
448	или иным	2	2
449	ни у	2	2
450	ко всему	5	2
451	в действительной	4	2
452	может дать	3	2
453	данный момент	3	2
454	лишь постольку	2	2
