N	2gram	Bakhtin_Fr	RusskieA
277	говорит о	2	3
278	здесь не	3	3
279	самом же	3	3
280	имели место	3	3
281	и его	24	3
282	по его	3	3
283	как на	4	3
284	в большинстве	2	3
285	из основных	2	3
286	до сих	7	3
287	во все	2	2
288	в заключение	2	2
289	к этим	2	2
290	и следовательно	3	2
291	например на	2	2
292	в себе	7	2
293	от него	2	2
294	на эту	2	2
295	и вообще	5	2
296	в духе	9	2
297	но даже	2	2
298	в конце	3	2
299	отношение к	9	2
300	и наконец	2	2
301	одним из	4	2
302	между ними	4	2
303	в новой	2	2
304	в частности	6	2
305	и за	2	2
306	самом деле	3	2
307	его от	2	2
308	игры и	2	2
309	подойти к	2	2
310	себе в	2	2
311	образом в	3	2
312	смех на	3	2
313	о смехе	8	2
314	в него	2	2
315	эти и	2	2
316	при всех	2	2
317	только с	3	2
318	веселье и	2	2
319	в ту	2	2
320	с другом	2	2
321	в церкви	2	2
322	мы наблюдаем	3	2
323	ко всему	2	2
324	он пишет	2	2
325	в более	4	2
326	людей и	2	2
327	точка зрения	3	2
328	и без	4	2
329	одной стороны	2	2
330	он так	2	2
331	между прочим	2	2
332	с нею	2	2
333	здесь в	14	2
334	не были	4	2
335	мы видим	2	2
336	себя и	2	2
337	под влиянием	3	2
338	в дальнейшем	10	2
339	можно сказать	4	2
340	интерес к	2	2
341	из своей	2	2
342	для него	12	2
343	относится к	4	2
344	в риме	2	2
345	с его	9	2
346	сказать что	12	2
347	на всю	4	2
348	на тех	2	2
349	он не	3	2
350	эта же	2	2
351	и он	3	2
352	в начале	4	2
353	дело в	2	2
354	особенно в	2	2
355	в новое	5	2
356	и даже	10	2
357	мы можем	2	2
358	друг с	2	2
359	со смехом	2	2
360	целый ряд	2	2
361	пелись в	2	2
362	этом отношении	5	2
363	не является	4	2
364	совершенно не	5	2
365	в пределах	3	2
366	быть только	3	2
367	как известно	2	2
368	в жизни	7	2
369	ни с	3	2
370	и так	2	2
371	смертью и	2	2
372	и нового	5	2
373	в чем	2	2
374	оно не	2	2
375	и начало	3	2
376	на некоторых	2	2
377	но на	3	2
378	были связаны	5	2
379	литературы в	4	2
380	на что	3	2
381	веселый и	4	2
382	и действительно	2	2
383	раз и	2	2
384	этой же	2	2
385	и особенно	4	2
386	в народной	2	2
387	у него	2	2
388	в нашем	3	2
389	но эта	2	2
390	народного творчества	3	2
