N	2gram	Vygotskiy_	VeschiIm
118	в сущности	13	7
119	я не	4	7
120	сама по	3	7
121	слова и	5	7
122	тем что	7	7
123	с этой	7	7
124	сравнению с	9	7
125	без всякого	2	7
126	никогда не	8	6
127	в каком	3	6
128	вопрос о	11	6
129	что является	3	6
130	независимо от	10	6
131	для себя	7	6
132	когда мы	2	6
133	и все	7	6
134	больше того	5	6
135	в нем	2	6
136	между ними	2	6
137	должны быть	2	6
138	и до	5	6
139	в своей	7	6
140	как мы	11	6
141	одно и	2	6
142	и вообще	2	6
143	в данном	5	6
144	можно было	6	6
145	дело в	3	6
146	в сфере	4	6
147	этот вопрос	6	6
148	их в	6	6
149	мы говорим	2	6
150	несмотря на	6	6
151	жизни и	2	6
152	с точки	34	6
153	как только	3	6
154	в одном	5	6
155	и если	4	5
156	мы должны	11	5
157	должен быть	6	5
158	и мы	3	5
159	звук и	2	5
160	свою очередь	3	5
161	ничем не	3	5
162	действительности и	4	5
163	вместе с	14	5
164	как это	6	5
165	точка зрения	3	5
166	тогда когда	8	5
167	то это	2	5
168	мы находим	7	5
169	один из	3	5
170	мы видим	7	5
171	в его	16	5
172	со всем	2	5
173	хотя и	2	5
174	для этого	7	5
175	же это	2	5
176	во всех	4	5
177	в которой	6	5
178	мысли и	7	5
179	об этом	6	5
180	как о	2	5
181	в жизни	2	5
182	подобно тому	2	5
183	что у	3	5
184	от всех	3	5
185	что для	8	5
186	все что	4	5
187	в свою	4	5
188	вообще и	2	5
189	только не	2	5
190	тому как	3	5
191	чем же	2	5
192	она должна	4	4
193	так же	18	4
194	к себе	2	4
195	в силу	8	4
196	в конце	2	4
197	я должен	2	4
198	об отношении	15	4
199	что именно	3	4
200	при помощи	2	4
201	в их	5	4
202	так и	12	4
203	только тогда	4	4
204	который мы	3	4
205	что все	8	4
206	в этой	13	4
207	то время	5	4
208	этой точки	2	4
209	не то	3	4
210	его на	3	4
211	того чтобы	23	4
212	в качестве	12	4
213	тот же	7	4
214	во всяком	6	4
215	когда она	2	4
216	в основе	9	4
217	и от	4	4
218	само по	3	4
219	с этим	8	4
220	только то	2	4
221	и еще	2	4
222	с самим	2	4
223	мы можем	11	4
224	на него	3	4
225	и вот	3	4
226	по своей	9	4
227	и более	6	4
228	что только	2	4
229	время как	4	4
230	учения об	2	4
231	в котором	6	4
232	если это	2	4
233	образом и	4	4
234	на этом	3	4
235	не существует	4	4
236	главным образом	2	4
237	общение в	2	4
238	может не	4	4
239	находится в	2	4
240	как таковая	2	4
241	есть прежде	2	4
242	сам по	3	4
243	же время	2	4
244	он не	11	4
245	и сам	2	4
246	о которой	2	4
247	собственном смысле	8	4
248	а следовательно	2	4
249	и понимания	2	3
250	от его	5	3
251	перед нами	7	3
252	из того	7	3
253	не является	16	3
254	человека и	6	3
255	вопроса о	3	3
256	но даже	2	3
257	в другом	7	3
258	при переходе	2	3
259	и эти	2	3
260	по самому	2	3
261	к ее	2	3
262	казалось бы	8	3
263	оба эти	3	3
264	в виде	3	3
265	в частности	8	3
266	на действительность	5	3
267	на ее	2	3
268	а с	8	3
269	с вещами	2	3
270	по существу	8	3
271	мы видели	8	3
272	только с	2	3
273	к тому	10	3
274	и само	2	3
275	с в	4	3
276	что вещи	2	3
277	с которой	2	3
278	одной стороны	15	3
279	другой стороны	10	3
280	если не	3	3
281	в целом	29	3
282	же как	8	3
283	вот почему	5	3
284	заключается в	12	3
285	той или	3	3
286	содержится в	2	3
287	в истории	7	3
288	к личности	2	3
289	могла бы	2	3
290	ту или	2	3
291	тем более	7	3
292	в собственном	8	3
293	от этого	4	3
294	говорит что	9	3
295	те кто	2	3
296	только что	7	3
297	превращается в	3	3
298	для того	19	3
299	как в	7	3
300	этот метод	2	3
301	нас в	2	3
302	с одной	14	3
303	к пониманию	3	3
304	или другой	2	3
305	понимание и	2	3
306	случае не	2	3
307	всех прочих	2	3
308	но все	3	3
309	у него	2	3
310	не имеет	5	3
311	видели что	6	3
312	чем мы	3	3
313	в своих	6	3
314	в самой	4	3
315	чтобы быть	2	3
316	без этого	2	3
317	стало быть	2	3
318	из которых	6	3
319	не можем	3	3
320	на язык	2	3
321	мы получили	2	3
322	из этого	6	3
323	из основных	3	3
324	другой вопрос	2	3
325	или в	2	3
326	бы что	4	3
327	как нечто	2	3
328	отношения к	3	3
329	не к	3	3
330	этих двух	4	3
331	отрыве от	2	3
332	мы будем	2	3
333	мы уже	7	3
334	данном случае	5	2
335	тем самым	8	2
336	к действительности	13	2
337	тому что	6	2
338	к этим	3	2
339	о чем	2	2
340	для всего	3	2
341	общения и	3	2
342	наряду с	3	2
343	которые мы	2	2
344	едва ли	5	2
345	и таким	2	2
346	воздерживается от	2	2
347	очевидно что	4	2
348	в виду	5	2
349	но эта	3	2
350	на все	5	2
351	как он	7	2
352	что если	3	2
353	и со	2	2
354	точку зрения	8	2
355	на две	3	2
356	на двух	3	2
357	на вопрос	6	2
358	до всякого	2	2
359	бы сказать	3	2
360	о логических	2	2
361	как чисто	3	2
362	одно из	3	2
363	этой основной	5	2
364	со всей	7	2
365	на этой	2	2
366	он говорит	2	2
367	разум и	2	2
368	с другом	6	2
369	уже в	8	2
370	становится на	2	2
371	ту же	3	2
372	что на	2	2
373	всяком случае	5	2
374	между собой	5	2
375	не столько	4	2
376	понятий и	4	2
377	нуждается в	2	2
378	действительность в	3	2
379	а затем	5	2
380	связи с	7	2
381	действительность но	2	2
382	в связи	3	2
383	же точно	10	2
384	в первом	2	2
385	в применении	2	2
386	что эти	3	2
387	признать что	3	2
388	в первой	3	2
389	и который	4	2
390	на их	2	2
391	в состоянии	2	2
392	вопрос об	8	2
393	еще один	2	2
394	к его	3	2
395	что эта	7	2
396	ее на	4	2
397	как совершенно	3	2
398	в начале	2	2
399	сознания и	4	2
400	свое имя	2	2
401	это мышление	2	2
402	к этому	7	2
403	с ней	3	2
404	о котором	3	2
405	бы к	3	2
406	с развитием	4	2
407	бы даже	2	2
408	друг с	6	2
409	переход от	5	2
410	стороны и	3	2
411	что здесь	2	2
412	сознательно и	2	2
413	этом отношении	6	2
414	но ведь	2	2
415	раз в	3	2
416	одного из	4	2
417	под именем	2	2
418	меня на	2	2
419	себе и	3	2
420	обе эти	4	2
421	самый вопрос	2	2
422	моментов в	2	2
423	в научной	2	2
424	на нее	2	2
425	именно потому	2	2
426	связан с	5	2
427	есть все	2	2
428	том чтобы	6	2
429	поэтому в	3	2
430	учения о	8	2
431	этом в	2	2
432	именно в	8	2
433	зависит от	2	2
434	в слове	2	2
435	слова в	2	2
436	когда он	5	2
437	и к	9	2
438	функции и	7	2
439	только от	2	2
440	но для	2	2
441	приводит к	8	2
442	но на	4	2
443	что между	4	2
444	о которых	4	2
445	в более	3	2
446	для нас	4	2
447	факты и	2	2
448	и на	8	2
449	ближе к	2	2
450	то он	3	2
451	которую мы	6	2
452	сущности это	2	2
453	он сам	3	2
454	с собой	5	2
455	с но	9	2
456	является не	2	2
457	и делает	2	2
458	во всем	4	2
459	один и	2	2
460	но с	3	2
461	очень хорошо	2	2
462	этом смысле	3	2
463	той же	4	2
464	мы говорили	4	2
465	учение о	4	2
466	с его	7	2
467	на основе	7	2
