N	2gram	Savitsky_E	FransuaR
170	и со	3	9
171	что на	2	9
172	не имеет	4	9
173	в которых	3	9
174	же в	2	9
175	известной степени	3	9
176	мы можем	3	9
177	но на	3	9
178	с этой	6	8
179	с тем	3	8
180	от этого	5	8
181	начало в	2	8
182	если бы	2	8
183	ведь и	2	8
184	одном из	2	8
185	всего в	2	8
186	но с	2	8
187	ко всему	2	8
188	точка зрения	2	7
189	и та	2	7
190	в свою	3	7
191	в виде	5	7
192	во всяком	3	7
193	к ним	3	7
194	в таком	3	7
195	в развитии	2	7
196	этой культуры	2	7
197	думать что	8	7
198	и если	2	7
199	от них	3	7
200	представление о	2	7
201	в некоторых	2	7
202	притом в	2	7
203	свою очередь	2	6
204	человеческой культуры	2	6
205	не дает	3	6
206	ее в	3	6
207	могут быть	2	6
208	для них	2	6
209	а именно	2	6
210	в будущее	2	6
211	идеологии и	2	6
212	его на	2	6
213	но по	2	6
214	между прочим	7	6
215	уже и	3	6
216	хотя бы	15	6
217	как будто	2	6
218	во многом	2	6
219	себе в	3	6
220	происходит в	2	6
221	и отчасти	2	5
222	тем самым	5	5
223	и человеческой	2	5
224	тогда когда	2	5
225	должна быть	2	5
226	тем более	4	5
227	друг с	3	5
228	когда он	3	5
229	в другой	2	5
230	не является	3	5
231	чем в	4	5
232	есть не	2	5
233	с другими	2	5
234	с другом	3	5
235	на язык	2	5
236	имеет в	2	5
237	и этот	2	5
238	ни было	4	5
239	сравнению с	2	5
240	бы и	3	5
241	всяком случае	3	5
242	он сам	2	5
243	и только	3	5
244	на основе	2	5
245	но даже	4	5
246	во втором	2	5
247	в применении	3	5
248	во многих	4	5
249	по сравнению	2	5
250	применении к	3	5
251	вообще не	3	5
252	то в	4	5
253	стороны и	6	5
254	же как	5	5
255	независимо от	4	5
256	не к	2	5
257	на то	6	5
258	с более	3	4
259	культуры но	2	4
260	в известном	3	4
261	ее от	2	4
262	но если	5	4
263	эти последние	2	4
264	стороны в	2	4
265	кажется что	2	4
266	дело идет	2	4
267	что эти	2	4
268	меньше чем	2	4
269	же к	2	4
270	также в	2	4
271	заключается в	2	4
272	и сейчас	2	4
273	и притом	4	4
274	и существенно	2	4
275	заметить что	2	4
276	своему характеру	2	4
277	второй половине	2	4
278	этот вопрос	2	4
279	если в	2	4
280	и тем	3	4
281	и некоторые	3	4
282	человеческого рода	2	4
283	бы ни	3	4
284	к ней	4	4
285	в культуре	3	4
286	чем на	2	4
287	ни на	3	4
288	в смысле	9	4
289	по себе	4	4
290	в каком	4	3
291	друг от	2	3
292	относятся к	2	3
293	она не	2	3
294	всего человечества	2	3
295	в полной	4	3
296	и наиболее	2	3
297	именно потому	2	3
298	которое в	2	3
299	от друга	2	3
300	и того	2	3
301	моря и	3	3
302	европейской культуры	3	3
303	со стороны	5	3
304	ссылаться на	2	3
305	на уровне	2	3
306	даже при	2	3
307	и другая	2	3
308	бы то	4	3
309	имеет место	2	3
310	не из	3	3
311	в прошлом	3	3
312	всего к	2	3
313	лежат в	4	3
314	из того	2	3
315	в силу	2	3
316	наряду с	2	3
317	и тут	2	3
318	между собой	2	3
319	участие в	2	3
320	не будет	3	3
321	войны и	2	3
322	то ни	4	3
323	какой бы	2	3
324	по своим	3	3
325	которого мы	2	3
326	на своем	3	3
327	которую мы	5	3
328	но еще	2	3
329	все более	9	3
330	этом смысле	3	3
331	к природе	2	3
332	и мы	3	3
333	в сферу	2	3
334	не есть	2	3
335	при помощи	2	2
336	как же	2	2
337	мы должны	2	2
338	ними и	2	2
339	и поэтому	2	2
340	тем в	3	2
341	в стороне	3	2
342	известном смысле	3	2
343	их из	2	2
344	к той	2	2
345	чем больше	2	2
346	это так	3	2
347	вслед за	6	2
348	долгое время	2	2
349	не дают	2	2
350	одна и	2	2
351	г по	2	2
352	мира то	2	2
353	можно ли	3	2
354	мира но	2	2
355	что если	2	2
356	нам кажется	7	2
357	в какой	2	2
358	бы совершенно	2	2
359	мог бы	2	2
360	с в	2	2
361	и таким	2	2
362	и чем	2	2
363	свои пределы	2	2
364	именно к	2	2
365	можем сказать	2	2
366	культуры не	2	2
367	и рядом	2	2
368	только к	2	2
369	море и	2	2
370	или точнее	2	2
371	в сторону	2	2
372	не более	3	2
373	мира не	2	2
374	есть ли	2	2
375	и народов	3	2
376	не можем	2	2
377	культуры с	2	2
378	более поздние	2	2
379	но также	2	2
380	что к	2	2
381	приближается к	3	2
382	культурной жизни	4	2
