N	2gram	Trubetskoy	Psycholo
483	а к	2	3
484	которые могут	2	3
485	это обстоятельство	2	3
486	на земле	3	3
487	него в	2	3
488	отношению к	11	3
489	это конечно	2	3
490	рассматривать как	2	3
491	он считает	2	3
492	или иначе	5	3
493	быть и	5	3
494	образом как	2	3
495	что оба	2	3
496	то ни	4	3
497	в высшей	2	3
498	для этой	2	2
499	другими словами	2	2
500	основано на	5	2
501	очень мало	2	2
502	с более	3	2
503	следовательно и	2	2
504	не надо	3	2
505	они должны	3	2
506	разобраться в	2	2
507	на этой	3	2
508	во втором	2	2
509	к своим	2	2
510	представляет собою	2	2
511	при том	2	2
512	ясно как	2	2
513	в вопросе	2	2
514	но вместе	2	2
515	эта часть	2	2
516	что многие	2	2
517	то с	2	2
518	как для	3	2
519	тех же	2	2
520	на каждом	2	2
521	что такой	2	2
522	что стоит	2	2
523	как при	2	2
524	лучше и	3	2
525	между собою	5	2
526	представляет из	5	2
527	же мало	2	2
528	эти последние	2	2
529	тем сильнее	2	2
530	не вполне	3	2
531	в общей	2	2
532	на такой	2	2
533	же что	2	2
534	в степени	3	2
535	для всякого	2	2
536	его собственной	5	2
537	для самого	2	2
538	те черты	2	2
539	не играет	2	2
540	сказали что	3	2
541	вытекают из	2	2
542	по своей	7	2
543	давно уже	2	2
544	и т.д	4	2
545	нет в	2	2
546	не от	2	2
547	у взрослого	3	2
548	только те	3	2
549	надо понимать	2	2
550	в пользу	5	2
551	от нее	2	2
552	ко всему	2	2
553	между этими	2	2
554	и некоторые	2	2
555	знаем и	2	2
556	различия между	3	2
557	мы сказали	4	2
558	эти мысли	3	2
559	этот процесс	2	2
560	нечего и	3	2
561	с общим	2	2
562	промежуток времени	2	2
563	от них	2	2
564	в начале	3	2
565	по происхождению	2	2
566	все его	2	2
567	входящих в	2	2
568	вследствие этого	3	2
569	а для	2	2
570	лишь тогда	2	2
571	этими двумя	2	2
572	ни для	2	2
573	в англию	2	2
574	в европейской	4	2
575	должны рассматриваться	2	2
576	пор не	5	2
577	друг друга	2	2
578	представления об	2	2
579	данный момент	4	2
580	так или	5	2
581	таким же	3	2
582	вопросе о	2	2
583	является ли	3	2
584	а следовательно	2	2
