N	2gram	Vygotskiy_	Mirosoze
287	для нас	14	3
288	со всеми	2	3
289	из него	4	3
290	во всех	4	3
291	не с	2	3
292	есть по	2	3
293	на этот	2	3
294	с другим	2	3
295	своему значению	2	3
296	он может	2	3
297	только один	2	3
298	в одном	9	3
299	всякий раз	6	3
300	со своей	3	3
301	всяком случае	6	3
302	и всегда	2	3
303	роль в	2	3
304	но когда	2	3
305	это был	2	3
306	только одно	3	3
307	но с	2	3
308	и всю	2	3
309	и всякий	2	3
310	он все	4	2
311	очень трудно	2	2
312	на самом	3	2
313	это верно	2	2
314	в каком	8	2
315	все более	4	2
316	в плане	4	2
317	в действительности	3	2
318	из всех	3	2
319	его к	2	2
320	тому чтобы	4	2
321	если в	2	2
322	не имеют	4	2
323	нисколько не	3	2
324	есть только	3	2
325	в повести	2	2
326	оказывается что	2	2
327	нас на	2	2
328	и каждый	2	2
329	бы его	2	2
330	и других	5	2
331	от своего	2	2
332	не надо	2	2
333	к своему	2	2
334	после этого	5	2
335	начала и	2	2
336	самом деле	33	2
337	но сам	2	2
338	своей жизни	2	2
339	была бы	5	2
340	смысле этого	5	2
341	о нем	2	2
342	на которую	2	2
343	бросается в	2	2
344	она была	5	2
345	от этой	2	2
346	того же	4	2
347	тем самым	4	2
348	могли бы	6	2
349	к самому	4	2
350	этот случай	2	2
351	и без	2	2
352	на той	2	2
353	начинает с	3	2
354	совершенно другой	4	2
355	дано в	4	2
356	с такой	7	2
357	когда она	4	2
358	с необычайной	5	2
359	связи с	2	2
360	или от	2	2
361	в сущности	16	2
362	был не	2	2
363	и ее	4	2
364	во время	4	2
365	во всей	3	2
366	столь же	5	2
367	этого слова	5	2
368	много в	2	2
369	бы сказать	4	2
370	в обычном	2	2
371	их в	4	2
372	между двумя	3	2
373	относится к	2	2
374	на всю	2	2
375	с которыми	2	2
376	не могли	5	2
377	что если	6	2
378	когда мы	5	2
379	более и	4	2
380	бы быть	2	2
381	у нее	2	2
382	это было	4	2
383	наше время	2	2
384	бы это	5	2
385	перед собой	2	2
386	и часто	2	2
387	в глаза	3	2
388	целый ряд	6	2
389	мире в	2	2
390	находятся в	2	2
391	только для	3	2
392	ее в	7	2
393	что ничего	2	2
394	для нашей	3	2
395	смысл и	8	2
396	и о	6	2
397	не по	3	2
398	но они	2	2
399	о мире	2	2
400	в какой	8	2
401	можно найти	2	2
402	он считает	2	2
403	этими двумя	2	2
404	быть не	2	2
405	с другой	8	2
406	что такое	2	2
407	ко второй	2	2
408	из себя	3	2
409	это совершенно	2	2
410	он ведет	2	2
411	том смысле	2	2
412	что за	4	2
413	что мы	6	2
414	от которых	2	2
415	по себе	5	2
416	и действительно	2	2
417	много раз	2	2
418	и который	2	2
419	сам по	2	2
420	и уже	5	2
421	что эта	8	2
422	и своим	2	2
423	к тем	3	2
424	она в	4	2
425	но эта	3	2
426	своих героев	4	2
427	такой степени	3	2
428	на свою	2	2
