N	2gram	Potebnia_M	Myshleni
493	бы мы	2	6
494	в каждом	6	6
495	с и	3	6
496	заключает в	10	6
497	только один	3	6
498	и вообще	4	6
499	это было	3	6
500	себе что	2	6
501	различие в	3	6
502	с другим	2	6
503	и понятие	2	6
504	идет от	2	6
505	представлений и	5	6
506	том смысле	6	6
507	как например	2	6
508	происходит в	2	6
509	на ее	2	6
510	на другой	2	6
511	бы и	4	6
512	более сложные	2	6
513	в живой	3	6
514	могло бы	2	6
515	смысле что	2	6
516	нечто такое	2	6
517	уже не	11	6
518	с в	4	6
519	указывают на	3	6
520	в отдельных	2	6
521	его на	3	6
522	слов в	6	6
523	в разговоре	2	6
524	словом как	2	6
525	но так	3	6
526	чем более	4	6
527	всеми остальными	3	6
528	в природе	3	6
529	предположить что	4	6
530	и о	6	6
531	от одной	3	6
532	положение что	2	6
533	и другим	2	6
534	а это	2	6
535	и связи	2	6
536	нет и	2	6
537	нужно было	2	6
538	себе в	2	6
539	может стать	3	6
540	только потому	8	6
541	он как	2	6
542	и мы	3	6
543	в словах	3	6
544	не говорит	2	6
545	к ней	7	6
546	от одного	5	6
547	с которым	3	6
548	к чему	2	6
549	в различных	2	6
550	когда оно	3	5
551	от него	2	5
552	внутреннее единство	2	5
553	слова но	3	5
554	к самому	2	5
555	и состоит	2	5
556	как у	2	5
557	после того	2	5
558	эти последние	3	5
559	свою мысль	2	5
560	формы в	3	5
561	это так	2	5
562	начале развития	2	5
563	же что	8	5
564	деятельность и	2	5
565	не дает	2	5
566	бы для	2	5
567	есть только	9	5
568	не потому	2	5
569	деятельности и	2	5
570	в свое	2	5
571	подлежащего и	2	5
572	мы только	2	5
573	что к	2	5
574	все его	2	5
575	и другого	2	5
576	нашей мысли	7	5
577	эти слова	2	5
578	от той	2	5
579	к ним	3	5
580	котором мы	2	5
581	мысль которая	2	5
582	в памяти	4	5
583	сами по	3	5
584	есть прежде	2	5
585	говоря о	5	5
586	заметить что	7	5
587	возможны только	3	5
588	другими словами	3	5
589	слово как	5	5
590	но даже	3	5
591	понятия мы	2	5
592	вообще и	2	5
593	об одном	2	5
594	мы назвали	2	5
595	а потому	8	5
596	был бы	2	5
597	того и	2	5
598	в новом	2	5
599	мысли есть	5	5
600	на первых	2	5
601	никто не	5	5
602	или на	2	5
603	прежде чем	2	5
604	каждой из	3	5
605	всем остальным	2	5
606	в ряду	7	5
607	самого слова	2	5
608	что сознание	4	5
609	указание на	2	5
610	связь и	2	5
611	есть нечто	6	5
612	когда в	2	5
613	на более	2	5
614	значительной степени	2	5
615	что должно	2	5
616	самого себя	3	5
617	что по	4	5
618	человека с	2	5
619	мысли которая	5	5
620	лежащие в	2	5
621	этой последней	2	5
622	слово есть	12	5
623	только как	9	5
624	в форме	2	5
625	в большей	3	5
626	связанное с	3	5
627	образов и	2	4
628	а потом	2	4
629	акт мысли	3	4
630	на пути	2	4
631	эта мысль	2	4
632	а как	2	4
633	бы оно	2	4
634	же слово	2	4
635	так например	3	4
636	слова от	3	4
637	только при	2	4
638	есть процесс	2	4
639	и та	5	4
640	такое же	5	4
641	нельзя сказать	5	4
642	как слово	4	4
643	именно то	2	4
644	рядом с	2	4
645	из виду	4	4
646	или не	3	4
647	на нее	2	4
648	время в	3	4
649	так сказать	6	4
650	до этого	2	4
651	думать что	6	4
652	заключенное в	2	4
653	как при	3	4
654	что одно	3	4
655	понятия о	6	4
656	что те	2	4
657	из него	4	4
658	находящихся в	2	4
659	и после	2	4
660	к одной	4	4
661	и если	4	4
662	в каждой	4	4
663	не подлежит	2	4
664	этим последним	4	4
665	в одно	8	4
666	его не	2	4
667	связанная с	3	4
668	нам не	2	4
669	быть может	7	4
670	должны будем	3	4
671	совсем не	2	4
672	и я	3	4
673	бы то	2	4
674	есть то	3	4
675	слов как	2	4
676	хотя в	3	4
677	и самое	3	4
678	ни было	2	4
679	что есть	3	4
680	переходит от	2	4
681	своей мысли	4	4
682	не к	4	4
683	ее от	2	4
684	и сама	2	4
685	как о	3	4
686	не из	4	4
687	сравнительно с	6	4
688	формы и	2	4
689	себя и	4	4
690	входят в	3	4
691	способен к	2	4
692	же словом	3	4
693	и эта	2	4
694	превращается в	3	4
695	при объяснении	2	4
696	то он	2	4
697	есть и	3	4
698	разница между	3	4
699	заставляет нас	3	4
700	на предмет	2	4
701	на который	2	4
702	одним словом	3	4
703	в приведенном	3	4
704	другого в	2	4
705	в сложном	2	4
706	тем как	4	4
707	по которому	7	4
708	непосредственно не	2	4
709	это последнее	4	4
710	одно только	3	4
711	или по	2	4
712	была бы	5	4
713	ему в	2	4
714	с которой	2	4
715	слова так	2	4
716	его только	2	4
717	жизни и	3	4
718	невозможно без	2	4
719	самое слово	4	4
720	то это	9	4
721	мысль в	3	4
722	то к	4	4
723	одно слово	6	4
724	уже на	2	4
725	этот предмет	2	4
726	можем не	2	4
727	языке и	4	4
728	влияния на	2	4
729	не было	12	4
730	языка в	6	4
731	конечно не	2	4
732	и сами	2	4
733	что сила	2	3
734	мысли то	5	3
735	а и	5	3
736	с чем	3	3
737	скажем что	2	3
738	следовательно и	2	3
739	здесь как	3	3
740	к своему	3	3
741	между его	2	3
742	из сказанного	3	3
743	в ту	2	3
744	живой речи	3	3
745	она есть	2	3
746	зависят от	2	3
747	слова для	4	3
748	в общих	2	3
749	в систему	2	3
750	бы быть	3	3
751	чем больше	3	3
752	наоборот в	2	3
753	мы относим	2	3
754	представления и	4	3
755	к нам	2	3
756	находиться в	3	3
757	из себя	3	3
758	и теперь	6	3
759	и затем	3	3
760	именно на	2	3
761	в языке	19	3
762	слово с	4	3
763	только от	7	3
764	нам возможность	2	3
765	было сказано	2	3
766	признаков и	3	3
767	одна и	2	3
768	сливается с	2	3
769	перейти от	2	3
770	тогда как	8	3
771	сравнить с	2	3
772	они могут	2	3
773	а к	4	3
774	такие же	2	3
775	на это	4	3
776	и мысли	2	3
777	звуком и	3	3
778	как нечто	3	3
779	общих чертах	2	3
780	но уже	2	3
781	же мало	2	3
782	без которого	2	3
783	и сказуемого	2	3
784	принять что	3	3
785	с пониманием	2	3
786	и без	9	3
787	для человека	8	3
788	некоторое время	3	3
789	эту последнюю	2	3
790	с не	2	3
791	одном из	4	3
792	от ее	2	3
793	что даже	5	3
794	этой мысли	2	3
795	видеть из	2	3
796	зрения и	2	3
797	не могла	2	3
798	на слово	2	3
799	вообще как	2	3
800	первых порах	2	3
801	значение не	4	3
802	во многих	3	3
803	это единство	2	3
804	слова есть	3	3
805	как средство	2	3
806	которого не	2	3
807	далеко не	5	3
808	только из	2	3
809	языка с	2	3
810	а вместе	2	3
811	от них	4	3
812	следует сказать	3	3
813	не знаем	5	3
814	эта связь	2	3
815	и хотя	3	3
816	при котором	2	3
817	многих других	2	3
818	можно видеть	6	3
819	для меня	5	3
820	ближайшим образом	3	3
821	в это	2	3
822	в глаза	2	3
823	не выражается	2	3
824	которым оно	2	3
825	находит в	2	3
826	ряду других	3	3
827	судить о	2	3
828	внутренней связи	2	3
829	нам кажется	7	3
830	не были	4	3
831	признаков в	3	3
832	и наоборот	5	3
833	старались показать	2	3
834	развития мысли	7	3
835	словом которое	3	3
836	ли мы	3	3
837	да и	2	3
838	могла бы	2	3
839	указывая на	2	3
840	для понимания	5	3
841	выше мы	4	3
842	приведенном выше	2	3
843	остается только	2	3
844	и оно	3	3
845	бы не	6	3
846	о предмете	2	3
847	со значением	2	3
848	этого последнего	4	3
849	в большинстве	2	3
850	стало быть	4	3
851	о значении	2	3
852	свойств и	2	3
853	на другие	7	3
854	же время	8	3
855	только о	2	3
856	быть не	4	3
857	как ее	2	2
858	о человеке	5	2
859	предполагает что	4	2
860	относиться к	2	2
861	это определение	2	2
862	большинстве случаев	2	2
863	может в	2	2
864	входящий в	2	2
865	всего остального	2	2
866	на которую	2	2
867	мысли о	6	2
868	не прямо	2	2
869	этом последнем	2	2
870	поэзии и	8	2
871	что внимание	2	2
872	мы различаем	2	2
873	них в	2	2
874	что чем	2	2
875	без слова	4	2
876	научной мысли	2	2
877	нашего языка	2	2
878	есть представление	7	2
879	еще до	3	2
880	не имели	2	2
881	этих слов	2	2
882	должно было	2	2
883	говорит нам	2	2
884	слове и	6	2
885	себе не	6	2
886	слова если	2	2
887	это можно	4	2
888	свое место	2	2
889	действительность и	2	2
890	на стороне	2	2
891	существует для	4	2
892	ему не	2	2
893	в таких	4	2
894	как теперь	2	2
895	звук и	5	2
896	более чем	2	2
897	за другим	4	2
898	не всегда	5	2
899	отличное от	4	2
900	этого не	3	2
901	влияние на	3	2
902	первое слово	3	2
903	что поэтому	2	2
904	известным образом	4	2
905	на свою	2	2
906	в предложении	2	2
907	каждое отдельное	3	2
908	а то	2	2
909	от нас	4	2
910	формы слова	3	2
911	сознание и	5	2
912	которое в	2	2
913	что каждое	2	2
914	с нею	5	2
915	есть еще	4	2
916	в тени	2	2
917	на мысль	7	2
918	так называемых	3	2
919	все то	3	2
920	что хотя	8	2
921	с каким	3	2
922	его за	2	2
923	и действия	2	2
924	не следует	6	2
925	в мире	3	2
926	явлений и	3	2
927	которое не	2	2
928	или наоборот	2	2
929	словом не	2	2
930	между людьми	2	2
931	себе этот	2	2
932	однако по	2	2
933	перестает быть	5	2
934	с прежним	4	2
935	все признаки	2	2
936	природы в	3	2
937	во времени	2	2
938	есть такая	3	2
939	художественное произведение	6	2
940	столько же	2	2
941	или с	2	2
942	что ни	3	2
943	от всего	4	2
944	повторяет в	2	2
945	состоит не	4	2
946	не будет	4	2
947	имеет для	8	2
948	иметь в	2	2
949	становится для	2	2
950	указанием на	3	2
951	быть названы	2	2
952	не имеем	3	2
953	же следует	2	2
954	и т	12	2
955	в сознание	16	2
956	понятием но	2	2
957	на чем	3	2
958	языка мы	3	2
959	и понятия	4	2
960	при понимании	4	2
961	дает нам	3	2
962	можно только	3	2
963	себе а	4	2
964	его как	3	2
965	о влиянии	2	2
966	мысль о	12	2
967	каждого из	2	2
968	его внутренняя	2	2
969	значение только	2	2
970	из одного	3	2
971	не об	2	2
972	а тем	3	2
973	слове как	2	2
974	всю совокупность	2	2
975	слово может	7	2
976	такая же	2	2
977	даже не	2	2
978	как совокупность	2	2
979	в единстве	2	2
980	мы тем	3	2
981	что различные	2	2
982	мысли а	5	2
983	сознании то	2	2
984	на той	2	2
985	если б	9	2
986	нет ничего	2	2
987	бы она	2	2
988	на них	2	2
989	с языком	3	2
990	себя от	2	2
991	и многие	3	2
992	что вообще	3	2
993	бы невозможно	3	2
994	себе представить	4	2
995	из сознания	3	2
996	этих признаков	2	2
997	с здесь	3	2
998	этого единства	2	2
999	на словах	2	2
1000	том случае	2	2
1001	случае если	2	2
1002	от другого	3	2
1003	говоря что	2	2
1004	в самое	2	2
1005	природе как	2	2
1006	никем не	2	2
1007	смысле в	3	2
1008	мысли не	5	2
1009	языком и	3	2
1010	время и	2	2
1011	того кто	2	2
1012	что первое	3	2
1013	содержание в	3	2
1014	можно назвать	2	2
1015	которое было	2	2
1016	которой оно	2	2
1017	бы ни	6	2
1018	указывать на	2	2
1019	же и	3	2
1020	того насколько	2	2
