N	2gram	Losev_Prob	StatiiOP
319	по своей	3	4
320	нет ни	4	4
321	не всегда	5	4
322	это произведение	3	4
323	еще в	6	4
324	этой поэмы	2	4
325	в романе	2	4
326	во времена	2	4
327	в такой	3	4
328	которые в	3	4
329	но как	3	4
330	общего с	2	4
331	мере в	4	4
332	так или	3	4
333	они не	3	4
334	он говорит	2	4
335	которые были	2	4
336	и без	5	4
337	что его	4	4
338	предисловии к	2	4
339	в образе	2	4
340	в поэме	3	4
341	ничего общего	6	4
342	и тогда	4	4
343	в связи	11	4
344	это есть	2	4
345	случае не	2	4
346	который в	10	4
347	как мы	5	4
348	эту тему	2	4
349	стиль трагедии	2	4
350	да и	5	4
351	если в	2	4
352	для этого	2	4
353	не могли	2	4
354	в эпоху	5	4
355	есть в	6	4
356	и он	5	4
357	в обоих	2	4
358	в значительной	3	4
359	на него	3	4
360	вообще нет	2	4
361	бы на	3	4
362	только что	2	4
363	и вполне	7	4
364	находим и	2	4
365	как о	6	4
366	и их	7	4
367	это просто	2	4
368	и другие	4	4
369	а именно	12	4
370	тому же	5	4
371	и так	3	4
372	и речи	2	4
373	все что	2	4
374	но для	2	4
375	меньше всего	2	4
376	это время	3	4
377	с которым	2	4
378	здесь нет	4	4
379	не для	2	4
380	значит что	3	4
381	в смысле	8	4
382	или в	7	4
383	в таком	4	4
384	у которого	2	4
385	или иначе	3	4
386	будто бы	5	4
387	перед нами	14	3
388	или иной	4	3
389	в драме	2	3
390	я с	2	3
391	и наконец	4	3
392	этого произведения	2	3
393	в других	5	3
394	или же	2	3
395	в стихотворении	28	3
396	всю свою	4	3
397	тогда когда	4	3
398	он должен	2	3
399	так называемая	2	3
400	но именно	2	3
401	в одно	6	3
402	к своему	3	3
403	видно что	2	3
404	у кюхельбекера	2	3
405	жил в	2	3
406	себе в	2	3
407	от них	2	3
408	о котором	4	3
409	ли в	2	3
410	это уже	4	3
411	и прочие	3	3
412	и как	10	3
413	разного рода	4	3
414	даже и	11	3
415	имеет ничего	2	3
416	не говоря	2	3
417	в трех	2	3
418	не то	4	3
419	смысле слова	12	3
420	совсем не	4	3
421	здесь не	12	3
422	не будет	4	3
423	но эта	2	3
424	говоря уже	2	3
425	и ее	2	3
426	том числе	2	3
427	бы то	4	3
428	к его	5	3
429	бы в	2	3
430	до нас	7	3
431	все время	5	3
432	то и	7	3
433	в сознании	3	3
434	но эти	2	3
435	и до	2	3
436	в нашей	3	3
437	гораздо больше	2	3
438	от этого	4	3
439	больше чем	2	3
440	смотреть на	2	3
441	и уже	2	3
442	бы не	4	3
443	борьбы с	2	3
444	не раз	4	3
445	россии в	2	3
446	и которые	3	3
447	если и	4	3
448	в рассказе	2	3
449	русской литературе	3	3
450	со всеми	5	3
451	является и	2	3
452	не хотел	2	3
453	что во	2	3
454	когда он	3	3
455	в свою	4	3
456	у меня	2	3
457	он и	5	3
458	это можно	2	3
459	от нее	2	3
460	то ни	4	3
461	не к	3	3
462	сам в	2	3
463	с помощью	2	3
464	за это	6	2
465	что от	3	2
466	в таких	2	2
467	тем самым	2	2
468	из всех	2	2
469	его к	2	2
470	для всех	2	2
471	нуждается в	2	2
472	есть только	4	2
473	в литературе	5	2
474	очень важно	2	2
475	в настоящее	7	2
476	едва ли	13	2
477	ли не	2	2
478	и вместе	3	2
479	которого он	2	2
480	проявляется в	3	2
481	свою очередь	2	2
482	и при	2	2
483	характерное для	2	2
484	не больше	2	2
485	тем как	2	2
486	он хочет	2	2
487	действительности и	4	2
488	и ни	4	2
489	по своему	3	2
490	мы видели	2	2
491	и совершенно	2	2
492	на этой	2	2
493	борьбу с	3	2
494	но только	5	2
495	а только	5	2
496	с полным	2	2
497	жизнь в	3	2
498	а если	4	2
499	на первом	3	2
500	настоящее время	7	2
501	он с	2	2
502	в комментарии	3	2
503	видит в	3	2
504	жизнь и	6	2
505	по содержанию	2	2
506	точно так	4	2
507	здесь является	2	2
508	для них	3	2
509	с такой	2	2
510	уже давно	2	2
511	с теми	3	2
512	хотелось бы	5	2
513	той или	5	2
514	это значит	3	2
515	и они	3	2
516	и можно	6	2
517	тот же	6	2
518	только тогда	3	2
519	читаем что	2	2
520	которая является	3	2
521	но уже	3	2
522	и от	7	2
523	никак не	10	2
524	только по	2	2
525	тут же	7	2
526	рассказ о	2	2
527	его с	2	2
528	время в	2	2
529	то он	2	2
530	мере не	5	2
531	с ней	3	2
532	по преимуществу	2	2
533	поэтому и	4	2
534	сам же	4	2
535	и критика	2	2
536	который как	2	2
537	сравнении с	4	2
538	в середине	2	2
539	знаком с	2	2
540	жизни в	7	2
541	ни было	2	2
542	где он	2	2
543	между собою	2	2
544	этот образ	3	2
545	в м	2	2
546	чем не	2	2
547	каждый раз	2	2
548	остановиться на	2	2
549	на тот	2	2
550	что только	3	2
551	этого стихотворения	2	2
552	он считает	2	2
553	не за	2	2
554	далеко не	6	2
555	говорится о	6	2
556	него не	2	2
557	не нашел	2	2
558	и другой	2	2
559	но к	2	2
560	за него	2	2
561	общества в	3	2
562	доказать что	2	2
563	мог бы	2	2
564	совершенно ясно	2	2
565	свидетельствует о	4	2
566	для искусства	3	2
567	сам по	3	2
568	на какой	2	2
569	только о	3	2
570	именно на	2	2
571	же самое	2	2
572	иной раз	4	2
573	свое собственное	2	2
574	меня в	4	2
575	все в	3	2
576	мы и	2	2
577	художественного творчества	10	2
578	указание на	2	2
