N	2gram	Bakhtin_Pr	Literetu
292	действительности в	2	2
293	за бортом	5	2
294	в значительной	2	2
295	не более	2	2
296	и эстетического	3	2
297	поступающего сознания	2	2
298	себя самого	4	2
299	ибо в	2	2
300	быть только	5	2
301	культуры и	3	2
302	нет и	3	2
303	есть лишь	3	2
304	от всех	4	2
305	творчества в	3	2
306	в эстетическом	3	2
307	в котором	2	2
308	человек в	2	2
309	слова в	7	2
310	поэт в	2	2
311	оно не	3	2
312	в большинстве	5	2
313	и духовного	2	2
314	на почве	3	2
315	художника и	5	2
316	не отменяет	2	2
317	не можем	2	2
318	раз и	2	2
319	языка в	3	2
320	в таком	3	2
321	во всем	2	2
322	на границах	5	2
323	на первый	2	2
324	имеем дело	3	2
325	мы имеем	2	2
326	на основе	6	2
327	но зато	2	2
