N	2gram	Bakhtin_fo	Myslijsy
472	строгом смысле	2	2
473	быть и	4	2
474	не могли	3	2
475	если они	2	2
476	бы он	2	2
477	тех же	2	2
478	времени с	3	2
479	лежит в	2	2
480	указать на	2	2
481	и эта	2	2
482	только к	3	2
483	с их	2	2
484	время не	2	2
485	этот мир	2	2
486	речи в	2	2
487	и образ	3	2
488	целый ряд	2	2
489	этим в	2	2
490	которой нет	2	2
491	понятно что	4	2
492	как у	2	2
493	и имеет	3	2
494	было и	4	2
495	буквальном смысле	2	2
496	с человеком	2	2
497	мы еще	5	2
498	от всех	2	2
499	тому же	2	2
500	имеем в	3	2
501	со своей	3	2
502	раз и	3	2
503	друг к	2	2
504	животных и	2	2
505	в это	5	2
506	и должно	2	2
507	к своей	2	2
508	каждый из	2	2
509	могло быть	5	2
510	внешнее и	2	2
511	в глаза	3	2
512	их к	3	2
513	эта особенность	2	2
514	на которые	2	2
515	для других	7	2
516	поэтому оно	2	2
517	его от	3	2
518	для которой	2	2
519	в буквальном	2	2
520	в прошлом	3	2
521	но конечно	3	2
522	и было	4	2
523	значение но	2	2
524	бы она	2	2
525	же как	2	2
526	тела в	3	2
527	и нет	2	2
528	с этими	2	2
529	и еще	3	2
530	этот процесс	5	2
531	всех этих	9	2
532	себя в	2	2
533	с ее	7	2
534	вне его	2	2
535	но дело	2	2
536	где он	2	2
537	и сам	2	2
538	его и	2	2
539	друг на	4	2
540	нет и	4	2
541	нас это	2	2
542	все ее	3	2
543	в отдельных	2	2
544	к другу	2	2
545	сказать в	2	2
546	в движение	3	2
547	не для	3	2
548	но когда	2	2
549	лишь один	2	2
550	что имеет	2	2
551	как его	3	2
552	жизни но	7	2
553	а следовательно	4	2
