N	2gram	Bakhtin_sl	Narrotol
364	отношение к	8	2
365	своего и	4	2
366	с установкой	4	2
367	но уже	2	2
368	автора и	6	2
369	точек зрения	8	2
370	он может	3	2
371	и чужого	4	2
372	а между	2	2
373	в последние	2	2
374	установкой на	4	2
375	в мировой	2	2
376	того же	7	2
377	или иначе	2	2
378	к чужому	9	2
379	национального языка	8	2
380	зрения на	9	2
381	вступает в	2	2
382	со своим	13	2
383	с которым	4	2
384	большей или	5	2
385	еще более	7	2
386	и внутренней	2	2
387	в других	4	2
388	из него	4	2
389	человек и	13	2
390	как только	4	2
391	мы и	2	2
392	в системе	2	2
393	с помощью	5	2
