N	2gram	Tiupa_Disk	Myslijsy
107	во всех	6	14
108	же время	9	14
109	и все	5	13
110	зависит от	2	13
111	не следует	4	13
112	и может	3	13
113	например в	4	13
114	из них	6	13
115	и его	4	13
116	никогда не	3	12
117	друг друга	2	12
118	одно из	4	12
119	мысли о	2	12
120	что же	4	12
121	что на	3	12
122	не то	2	12
123	все это	2	12
124	как мы	2	12
125	есть в	3	12
126	оно не	2	12
127	или менее	2	12
128	в чем	2	12
129	хотя и	3	12
130	другой стороны	5	12
131	в каждом	2	12
132	более или	2	12
133	возможно только	2	12
134	всяком случае	2	12
135	к одному	2	11
136	в силу	5	11
137	той же	2	11
138	в первом	4	11
139	и вообще	2	11
140	только на	2	11
141	указывает на	2	11
142	речи и	2	11
143	сами по	2	11
144	подобно тому	4	11
145	и это	3	11
146	одной стороны	12	10
147	бы быть	3	10
148	хотя бы	3	10
149	и от	2	10
150	не от	2	10
151	он не	4	10
152	и с	2	10
153	и есть	2	10
154	вопрос о	2	9
155	это было	2	9
156	и даже	4	9
157	на него	2	9
158	себе не	4	9
159	и о	4	9
160	далеко не	10	9
161	с точки	3	9
162	и того	6	9
163	самом деле	2	9
164	один из	3	9
165	в целом	5	9
166	языка с	2	9
167	можно сказать	7	9
168	одного и	5	9
169	что даже	2	8
170	так например	2	8
171	одно и	2	8
172	не как	5	8
173	но все	2	8
174	их в	2	8
175	именно в	5	8
176	в которых	5	8
177	внимание на	5	8
178	во всем	2	8
179	слова не	3	8
180	этом случае	3	8
181	говорить о	3	8
182	или в	2	8
183	не имеют	2	7
184	к другим	3	7
185	для себя	6	7
186	к мысли	2	7
187	одном из	2	7
188	самого начала	2	7
189	с самого	2	7
190	во втором	5	7
191	и во	2	7
192	себя и	2	7
193	место в	2	7
194	или не	2	7
195	его с	2	7
196	все эти	2	7
197	за пределы	2	7
198	с этой	2	7
199	в своих	6	7
200	не более	3	7
201	но как	2	7
202	не всегда	2	7
203	говорящего и	3	7
204	для понимания	2	7
205	было в	4	7
206	могла бы	2	7
207	в данном	9	7
208	к этому	4	7
209	о котором	2	7
210	в памяти	2	7
211	не с	4	7
212	в жизни	2	7
213	в виду	2	6
214	что ни	3	6
215	на его	4	6
216	не заключает	2	6
217	в ее	4	6
218	в своей	10	6
219	должна быть	2	6
220	в этой	5	6
221	в мире	9	6
222	из виду	4	6
223	в каждой	3	6
224	и к	4	6
225	для всех	2	6
226	к которому	2	6
227	в их	5	6
228	что с	2	6
229	и до	2	6
230	в сущности	3	6
231	нас в	2	6
232	да и	2	6
233	слово не	2	6
234	к ним	3	6
235	хотя в	3	6
236	об этом	3	6
237	не могло	2	6
238	же самое	2	6
239	заключается в	3	6
240	при котором	2	6
241	жизни и	2	6
242	в основании	3	6
243	человек не	2	6
244	лишь в	4	6
245	в процессе	6	5
246	а с	8	5
247	они не	2	5
248	состоит в	20	5
249	не говоря	2	5
250	однако в	3	5
251	если в	2	5
252	переход от	2	5
253	как не	3	5
254	отношение к	6	5
255	том чтобы	2	5
256	с понятием	2	5
257	входит в	2	5
258	в нашем	2	5
259	перед нами	4	5
260	не подлежит	2	5
261	понятие о	3	5
262	виду что	2	5
263	в области	3	5
264	стремится к	3	5
265	в произведении	3	5
266	на том	2	5
267	человеческой жизни	2	5
268	не столько	3	5
269	известной степени	3	5
270	значительной степени	3	5
271	но при	3	5
272	мы имеем	4	5
273	а к	3	5
274	в начале	2	5
275	времени и	5	5
276	человека в	6	5
277	одним из	2	5
278	в какой	2	5
279	но уже	3	5
280	время и	2	5
281	в той	2	5
282	можно назвать	2	5
283	к другому	3	5
284	не к	3	5
285	и понимание	2	5
286	данном случае	6	4
287	в другом	5	4
288	коего мы	2	4
289	к своему	2	4
290	то она	2	4
291	как нечто	2	4
292	имея в	3	4
293	не на	3	4
294	дело в	3	4
295	его как	3	4
296	не ограничивается	2	4
297	более чем	3	4
298	точке зрения	2	4
299	ни в	7	4
300	к содержанию	3	4
301	или даже	2	4
302	чтобы не	2	4
303	проявляется в	2	4
304	в науке	2	4
305	в наше	4	4
306	не знает	4	4
307	по своему	3	4
308	ему в	3	4
309	в голову	2	4
310	одного из	5	4
311	чего не	3	4
312	что будет	2	4
313	в значении	2	4
314	имеет место	4	4
315	с его	9	4
316	но она	3	4
317	нашего времени	2	4
318	только о	2	4
319	только то	2	4
320	стороны и	3	4
321	этом отношении	4	4
322	имеет свою	3	4
323	ведет к	6	4
324	общих чертах	2	4
325	что касается	2	4
326	из двух	5	4
327	обратить внимание	2	4
328	на этом	3	4
329	влияния на	2	4
330	я и	3	4
331	отношения к	2	4
332	ни о	2	3
333	различие между	3	3
334	и ее	5	3
335	а потом	2	3
336	должно было	2	3
337	самого говорящего	2	3
338	и прежде	2	3
339	в формах	2	3
340	же касается	4	3
341	отличие от	13	3
342	и др	3	3
343	одной из	4	3
344	об одном	4	3
345	и состоит	2	3
346	бы это	2	3
347	и наконец	2	3
348	я в	2	3
349	и относительно	2	3
350	в новом	2	3
351	как будто	3	3
352	в себя	7	3
353	в различных	2	3
354	которое может	2	3
355	в одной	4	3
356	но для	2	3
357	до известной	2	3
358	было сказано	2	3
359	в свое	3	3
360	как это	2	3
361	дело с	2	3
362	что делает	2	3
363	уже о	2	3
364	известного рода	5	3
365	большинстве случаев	2	3
366	говоря уже	2	3
367	для обозначения	4	3
368	это в	4	3
369	в результате	3	3
370	наше время	4	3
371	не должно	2	3
372	жизни не	2	3
373	в большинстве	3	3
374	настоящего времени	2	3
375	он сам	2	3
376	служит для	2	3
377	в разные	2	3
378	в форме	2	3
379	я с	2	2
380	свое время	3	2
381	в полном	2	2
382	по словам	4	2
383	роль в	10	2
384	ни одно	2	2
385	из уст	2	2
386	в современном	3	2
387	к различным	2	2
388	на ее	2	2
389	они были	2	2
390	для своего	3	2
391	в г	2	2
392	ни к	11	2
393	времени в	3	2
394	которая в	3	2
395	произведение в	2	2
396	исходя из	3	2
397	сомнение в	2	2
398	то с	2	2
399	того и	2	2
400	принадлежит к	3	2
401	приходит в	2	2
402	на языке	3	2
403	быть и	2	2
404	по выражению	3	2
405	указать на	3	2
406	с их	3	2
407	речи в	2	2
408	целый ряд	2	2
409	и возможность	2	2
410	которой нет	2	2
411	принадлежат к	3	2
412	обнаруживается в	2	2
413	сказать и	2	2
414	сознания в	2	2
415	по своей	15	2
416	или на	3	2
417	с человеком	3	2
418	как представляется	2	2
419	можно говорить	2	2
420	тому же	5	2
421	этом в	2	2
422	когда он	3	2
423	другого в	2	2
424	со своей	2	2
425	ближе к	2	2
426	оно живет	2	2
427	и другой	2	2
428	то ли	2	2
429	и должно	2	2
430	о любви	2	2
431	при всей	9	2
432	каждый из	2	2
433	лицу с	2	2
434	лицом к	2	2
435	своем распоряжении	2	2
436	значении этого	4	2
437	едва ли	2	2
438	уже было	2	2
439	это и	2	2
440	о нем	3	2
441	может и	4	2
442	как субъект	2	2
443	вследствие чего	2	2
444	может служить	2	2
445	и было	3	2
446	не имея	2	2
447	упускать из	2	2
448	и другого	2	2
449	них в	2	2
450	таковы например	2	2
451	в противоположность	6	2
452	и представляет	2	2
453	себя в	8	2
454	дело не	3	2
455	не нужно	2	2
456	с ее	3	2
457	отличается от	3	2
458	тут же	3	2
459	и сам	2	2
460	всей своей	2	2
461	к лицу	2	2
462	к его	5	2
463	к чему	2	2
464	всякий раз	2	2
465	к их	2	2
466	которое было	2	2
467	как его	2	2
468	жизни но	2	2
469	по своим	4	2
470	ни для	4	2
471	имеем дело	3	2
472	имеет своим	2	2
