N	2gram	Savitsky_E	Dialekti
129	как будто	2	10
130	точка зрения	2	9
131	и по	5	9
132	в истории	2	9
133	в этих	2	9
134	и более	2	9
135	в котором	2	9
136	в одном	2	9
137	или иной	4	9
138	и от	3	9
139	утверждать что	2	9
140	или по	2	9
141	же как	5	9
142	бы в	2	9
143	мы можем	3	9
144	и на	6	9
145	в отношении	32	8
146	не будет	3	8
147	не на	4	8
148	в этой	2	8
149	уже и	3	8
150	того или	4	8
151	с одной	8	8
152	даже в	4	8
153	при помощи	2	8
154	при условии	2	8
155	одна и	2	8
156	бы и	3	8
157	в сфере	3	8
158	этом смысле	3	8
159	как не	2	8
160	тем самым	5	7
161	не говоря	2	7
162	будет ли	2	7
163	тем что	3	7
164	думать что	8	7
165	со стороны	5	7
166	мира и	3	7
167	говоря уже	2	7
168	как в	3	7
169	заключается в	2	7
170	в мире	2	7
171	он сам	2	7
172	то ни	4	7
173	как на	3	7
174	только одно	2	7
175	на основании	2	6
176	с тем	3	6
177	того чтобы	6	6
178	то не	2	6
179	по своей	2	6
180	вообще не	3	6
181	она в	3	6
182	но с	2	6
183	вместе с	2	6
184	и прежде	3	6
185	по своему	7	6
186	одной стороны	8	6
187	этой точки	5	6
188	можно было	3	6
189	во всех	6	6
190	стороны и	6	6
191	ее в	3	6
192	мог бы	2	6
193	всяком случае	3	6
194	бы ни	3	6
195	из того	2	5
196	что на	2	5
197	и во	2	5
198	если в	2	5
199	по сравнению	2	5
200	ли это	3	5
201	но даже	4	5
202	только к	2	5
203	не является	3	5
204	и наконец	2	5
205	в своих	2	5
206	когда он	3	5
207	сравнению с	2	5
208	в области	11	5
209	в качестве	14	5
210	и еще	2	5
211	независимо от	4	5
212	к ней	4	5
213	в течение	5	5
214	отношении к	15	5
215	в сферу	2	5
216	в той	5	5
217	можем сказать	2	5
218	данном случае	2	4
219	его на	2	4
220	ведь и	2	4
221	на них	2	4
222	заметить что	2	4
223	в предыдущем	4	4
224	и эта	2	4
225	еще более	2	4
226	главным образом	2	4
227	помнить что	2	4
228	но именно	2	4
229	в общем	3	4
230	на себя	3	4
231	что эти	2	4
232	бы то	4	4
233	к ним	3	4
234	не нужно	2	4
235	этом отношении	3	4
236	такой же	2	4
237	не можем	2	4
238	же в	2	4
239	эти последние	2	4
240	представление о	2	4
241	очевидно что	3	3
242	тому чтобы	2	3
243	для нас	4	3
244	нас к	2	3
245	и чем	2	3
246	всего в	2	3
247	одной из	5	3
248	и этот	2	3
249	идет о	3	3
250	и сейчас	2	3
251	место в	3	3
252	ту или	3	3
253	целый ряд	2	3
254	или точнее	2	3
255	нельзя ли	3	3
256	чем больше	2	3
257	далеко не	2	3
258	или иную	3	3
259	в свою	3	3
260	стороны в	2	3
261	в которых	3	3
262	вслед за	6	3
263	если брать	2	3
264	не дают	2	3
265	происходит в	2	3
266	к природе	2	3
267	во всей	2	3
268	или иного	4	3
269	меньше чем	2	3
270	с другими	2	3
271	по преимуществу	2	3
272	не более	3	3
273	ни было	4	3
274	в какой	2	3
275	культуры и	2	3
276	не к	2	3
277	но на	3	3
278	ко всему	2	3
279	не дает	3	3
280	в некоторых	2	3
281	между тем	8	3
282	и отчасти	2	2
283	и поэтому	2	2
284	наряду с	2	2
285	или хотя	2	2
286	и других	2	2
287	свою очередь	2	2
288	поскольку речь	2	2
289	друг от	2	2
290	на месте	2	2
291	во втором	2	2
292	в полной	4	2
293	в процессе	4	2
294	по общему	3	2
295	дело в	3	2
296	их из	2	2
297	ее от	2	2
298	в некотором	4	2
299	и имеет	2	2
300	видим как	2	2
301	бы совершенно	2	2
302	от друга	2	2
303	поскольку он	2	2
304	этот вопрос	2	2
305	это так	3	2
306	в сторону	2	2
307	которое в	2	2
308	на своем	3	2
309	и теперь	2	2
310	в других	2	2
311	но еще	2	2
312	чем в	4	2
313	на одну	2	2
314	мира не	2	2
315	можно утверждать	2	2
316	то есть	6	2
317	во многих	4	2
318	связано с	3	2
319	во все	3	2
320	себе в	3	2
321	для понимания	2	2
322	от них	3	2
323	с другом	3	2
324	не уходит	2	2
325	в определенном	3	2
326	между ними	2	2
327	там где	3	2
328	имеет место	2	2
329	как оно	2	2
330	бороться с	2	2
331	в порядке	2	2
332	является ли	3	2
333	жизни в	3	2
334	друг с	3	2
335	на этот	2	2
336	во многом	2	2
337	в другой	2	2
338	но также	2	2
339	мира в	4	2
340	его собственная	2	2
