N	2gram	Vygotskiy_	Literetu
268	речь идет	4	3
269	а к	2	3
270	там где	8	3
271	же как	8	3
272	того чтобы	23	3
273	числе и	3	3
274	и до	5	3
275	все эти	6	3
276	те кто	2	3
277	в истории	7	3
278	свою очередь	3	3
279	всех своих	2	3
280	и еще	2	3
281	который в	7	3
282	тот же	7	3
283	ее в	3	3
284	на нее	2	3
285	еще один	2	3
286	и от	4	3
287	как например	2	3
288	только то	2	3
289	же это	2	3
290	ту или	2	3
291	можно было	6	3
292	сознания и	4	3
293	с действительностью	6	3
294	в первой	3	3
295	бы и	4	3
296	дело в	3	3
297	с их	2	3
298	с ней	3	3
299	мысли и	7	3
300	если бы	10	3
301	не удивительно	5	3
302	превращается в	3	3
303	также и	2	3
304	был бы	2	3
305	в этих	3	3
306	а для	2	3
307	речь в	4	3
308	не могло	5	3
309	в какой	5	3
310	что для	8	3
311	в ту	2	3
312	не имеет	5	3
313	и является	2	3
314	всей своей	2	3
315	целом ряде	2	3
316	он говорит	2	3
317	в чем	5	3
318	он в	6	3
319	когда он	5	3
320	отношения между	3	3
321	если не	3	3
322	из которых	6	3
323	решающее значение	2	3
324	всяком случае	5	3
325	к объективной	2	3
326	все что	4	3
327	говорить о	4	3
328	же самое	4	3
329	мира и	2	3
330	с ним	3	3
331	мы и	3	3
332	самому себе	2	2
333	перед нами	7	2
334	начиная с	2	2
335	в истинном	2	2
336	не станем	7	2
337	приходит к	4	2
338	который по	2	2
339	человека и	6	2
340	того кто	2	2
341	как явление	2	2
342	я должен	2	2
343	должен быть	6	2
344	остается в	2	2
345	об отношении	15	2
346	к ее	2	2
347	о природе	5	2
348	нас к	10	2
349	не остается	3	2
350	общественной жизни	3	2
351	и при	2	2
352	на вопрос	6	2
353	что может	5	2
354	его не	3	2
355	в такой	4	2
356	к его	3	2
357	а эти	2	2
358	для всей	3	2
359	речь не	3	2
360	ко всей	2	2
361	тому что	6	2
362	за то	2	2
363	она не	3	2
364	которой она	2	2
365	в общем	5	2
366	могло бы	2	2
367	все прочие	2	2
368	но мы	4	2
369	что на	2	2
370	тогда когда	8	2
371	ответ на	4	2
372	ключ к	2	2
373	с которой	2	2
374	по этому	4	2
375	а скорее	2	2
376	и говорит	2	2
377	исследования в	5	2
378	между двумя	2	2
379	что нам	3	2
380	и по	3	2
381	что они	5	2
382	и ее	9	2
383	и более	6	2
384	и другим	2	2
385	так называемых	2	2
386	одно и	2	2
387	сказать что	16	2
388	если говорить	2	2
389	по поводу	5	2
390	он как	4	2
391	и мы	3	2
392	бы в	5	2
393	значительной степени	2	2
394	с другими	5	2
395	в результате	7	2
396	равной мере	2	2
397	из этих	6	2
398	другом месте	6	2
399	тем более	7	2
400	свое имя	2	2
401	по мнению	2	2
402	человек с	3	2
403	который не	2	2
404	в значительной	2	2
405	значение в	4	2
406	иначе говоря	4	2
407	каждого из	2	2
408	из двух	3	2
409	ничего кроме	3	2
410	под именем	2	2
411	но даже	2	2
412	на протяжении	3	2
413	как известно	8	2
414	и судьба	2	2
415	что у	3	2
416	раз в	3	2
417	от всех	3	2
418	в котором	6	2
419	потребности в	2	2
420	при рассмотрении	2	2
421	что сам	2	2
422	если это	2	2
423	слова в	2	2
424	свою собственную	4	2
425	мысль в	2	2
426	нам остается	2	2
427	всякий раз	2	2
428	на первом	2	2
429	только не	2	2
430	не можем	3	2
431	можно назвать	2	2
432	и теперь	2	2
433	в борьбе	2	2
434	и который	4	2
435	он на	3	2
436	представлений о	2	2
437	в психологии	11	2
438	друг другу	4	2
439	на эту	2	2
440	эта мысль	3	2
441	во всем	4	2
442	в совершенно	5	2
443	целом и	6	2
444	на первый	3	2
445	чем он	3	2
446	мы имеем	2	2
447	на основе	7	2
