N	2gram	Bakhtin_Pr	Freidism
136	самого начала	5	5
137	конечно и	7	5
138	что и	4	5
139	ее в	4	5
140	в общем	2	5
141	в более	5	5
142	далеко не	4	5
143	в своих	4	5
144	в большинстве	9	5
145	это не	10	5
146	той же	6	5
147	в процессе	4	5
148	не было	5	5
149	в ее	3	5
150	с ними	2	5
151	он сам	5	5
152	и до	6	5
153	говорить о	2	5
154	в себя	8	5
155	вместе с	5	5
156	человека в	6	4
157	одна из	9	4
158	и вообще	3	4
159	все время	2	4
160	так же	4	4
161	но это	7	4
162	в развитии	5	4
163	в области	6	4
164	в собственном	3	4
165	второго периода	4	4
166	связанных с	2	4
167	мысли и	2	4
168	с ее	3	4
169	тем не	2	4
170	на него	2	4
171	все позволено	2	4
172	теперь мы	4	4
173	в виду	3	4
174	не всегда	3	4
175	но ведь	3	4
176	этой области	2	4
177	и истории	2	4
178	только на	3	4
179	у него	5	4
180	может стать	4	4
181	как в	10	4
182	к ней	3	4
183	в своем	2	4
184	только с	3	4
185	человека к	3	4
186	влияние на	14	4
187	по своему	6	4
188	органическое единство	2	4
189	а только	2	4
190	в котором	8	4
191	связанные с	3	4
192	потому что	9	4
193	именно в	3	4
194	о себе	2	4
195	этот вопрос	3	4
196	личности и	2	4
197	и т.п	42	4
198	главным образом	3	4
199	мы находим	8	4
200	отца с	2	4
201	смысле слова	2	4
202	по себе	3	4
203	в целом	3	4
204	нет и	3	4
205	зависимости от	3	4
206	отметить что	3	4
207	должны быть	2	4
208	этом мы	3	4
209	в зависимости	3	4
210	мы и	4	4
211	себя и	3	4
212	войти в	3	4
213	в истории	4	4
214	слова и	5	4
215	на язык	4	4
216	я не	6	4
217	не дает	3	4
218	конечно в	2	3
219	и то	2	3
220	и от	4	3
221	и притом	2	3
222	все то	4	3
223	в эпоху	12	3
224	в сознании	2	3
225	жизни в	4	3
226	нам уже	3	3
227	не будем	4	3
228	в результате	2	3
229	к себе	8	3
230	и даже	5	3
231	и тот	4	3
232	видели что	2	3
233	единство и	2	3
234	этих двух	5	3
235	на все	4	3
236	а как	4	3
237	одним из	6	3
238	и при	2	3
239	у нас	2	3
240	в центре	4	3
241	всем этим	2	3
242	себе и	2	3
243	и той	4	3
244	сих пор	8	3
245	наших дней	3	3
246	мы в	2	3
247	к человеку	2	3
248	в самых	2	3
249	значение в	4	3
250	от всех	2	3
251	на этой	2	3
252	о том	3	3
253	это уже	2	3
254	и она	2	3
255	они не	5	3
256	того же	5	3
257	человека с	3	3
258	все его	3	3
259	собственном смысле	3	3
260	уже приходилось	2	3
261	к его	2	3
262	остается в	2	3
263	и социальной	2	3
264	их в	3	3
265	на себя	3	3
266	которого оно	2	3
267	но для	2	3
268	для всех	2	3
269	и этим	3	3
270	в одном	4	3
271	что мы	2	3
272	в них	4	3
273	уже в	3	3
274	формы и	3	3
275	для них	2	3
276	раз и	2	3
277	мы конечно	2	3
278	между двумя	4	3
279	говорит о	2	3
280	мы видим	2	3
281	но во	2	3
282	когда он	2	3
283	в условиях	7	3
284	а следовательно	2	3
285	во всей	5	3
286	до сих	8	3
287	между тем	2	3
288	себе самом	2	3
289	на основе	4	3
290	во сне	7	3
291	да и	3	2
292	в широком	2	2
293	в отношении	3	2
294	к этой	3	2
295	следовательно и	2	2
296	о которых	2	2
297	или иной	2	2
298	и между	5	2
299	а также	4	2
300	всего этого	4	2
301	которую можно	4	2
302	нужно отметить	2	2
303	но эти	3	2
304	выпадает из	2	2
305	дело и	2	2
306	его с	2	2
307	время в	2	2
308	в одной	4	2
309	бы и	3	2
310	дело в	3	2
311	должно быть	4	2
312	и поэтому	2	2
313	к другим	4	2
314	самом же	2	2
315	бы в	2	2
316	превращается в	5	2
317	и символы	2	2
318	и через	5	2
319	это было	3	2
320	не как	5	2
321	с различными	2	2
322	отличается от	2	2
323	в конце	5	2
324	и смерти	3	2
325	и мысли	4	2
326	есть и	4	2
327	века в	4	2
328	друг друга	7	2
329	нужно сказать	2	2
330	и которая	2	2
331	что идея	2	2
332	это один	2	2
333	а на	2	2
334	и самое	2	2
335	связана с	3	2
336	и тем	4	2
337	все они	2	2
338	в некоторых	7	2
339	в их	7	2
340	но именно	4	2
341	к своему	4	2
342	и другие	14	2
343	в несколько	2	2
344	ничем не	3	2
345	опирается на	2	2
346	между собою	2	2
347	жизни а	2	2
348	и непрерывность	2	2
349	мы говорили	2	2
350	реальности и	2	2
351	которые мы	3	2
352	вся жизнь	4	2
353	образом в	2	2
354	о нем	2	2
355	для понимания	3	2
356	в мире	8	2
357	в подходе	2	2
358	и так	4	2
359	в него	4	2
360	в эту	3	2
361	значение для	5	2
362	также и	5	2
363	с другой	4	2
364	правда в	5	2
365	речи и	3	2
366	они и	3	2
367	этих явлений	2	2
368	он в	2	2
369	еще более	6	2
370	на которой	2	2
371	во многом	3	2
372	он и	2	2
373	в самое	3	2
374	этом смысле	5	2
375	жизнь в	4	2
376	из которых	2	2
377	и их	6	2
378	но как	2	2
379	же он	2	2
380	не то	3	2
381	подходе к	3	2
382	стороны жизни	2	2
383	на них	2	2
384	ведь если	2	2
385	но если	4	2
386	же деле	2	2
387	идеи и	5	2
388	вступить в	2	2
389	поэтому все	2	2
390	всех других	2	2
391	там где	3	2
392	и уже	2	2
393	и во	6	2
394	первого и	2	2
395	связаны с	3	2
396	могли бы	2	2
397	проникнуть в	2	2
398	его формы	2	2
399	как его	2	2
400	в дальнейшем	8	2
401	если же	5	2
402	не к	3	2
403	и они	4	2
404	рядом с	2	2
405	продолжает жить	2	2
406	ровно ничего	2	2
407	мы остановимся	5	2
408	вполне понятно	2	2
