N	2gram	Tiupa_Hudo	Myslijsy
140	один из	2	9
141	в целом	3	9
142	можно сказать	6	9
143	что она	2	9
144	одного и	3	9
145	одно и	3	8
146	не как	2	8
147	и более	2	8
148	в самой	2	8
149	их в	3	8
150	именно в	2	8
151	слова не	2	8
152	вслед за	2	8
153	говоря о	3	8
154	была бы	3	8
155	между ними	5	8
156	с ними	2	8
157	одно слово	3	8
158	художественное произведение	3	8
159	говорить о	4	8
160	или в	2	8
161	для себя	4	7
162	в искусстве	9	7
163	во втором	4	7
164	себя и	3	7
165	место в	5	7
166	все эти	2	7
167	за пределы	2	7
168	превращается в	2	7
169	с этой	3	7
170	но как	2	7
171	не всегда	2	7
172	на котором	2	7
173	для понимания	2	7
174	могла бы	2	7
175	в данном	4	7
176	сама по	2	7
177	не с	2	7
178	в жизни	3	7
179	этом смысле	3	7
180	несмотря на	2	7
181	в виду	5	6
182	в ее	6	6
183	в своей	7	6
184	в этой	2	6
185	в мире	24	6
186	художественного произведения	4	6
187	из виду	2	6
188	образом и	2	6
189	и к	3	6
190	к которому	4	6
191	в их	5	6
192	между двумя	2	6
193	я как	2	6
194	об этом	2	6
195	ни было	2	6
196	а именно	3	6
197	не могло	2	6
198	заключается в	2	6
199	но на	2	6
200	мог бы	3	6
201	при котором	2	6
202	в основании	2	6
203	у него	2	6
204	ни был	2	6
205	лишь в	7	6
206	но он	3	6
207	от своего	2	5
208	а с	2	5
209	состоит в	20	5
210	однако в	4	5
211	произведении искусства	2	5
212	из которого	4	5
213	одна из	2	5
214	но только	2	5
215	отношение к	7	5
216	вытекает из	2	5
217	входит в	4	5
218	в нашем	2	5
219	даже в	3	5
220	в области	8	5
221	что может	2	5
222	в произведении	3	5
223	человеческой жизни	3	5
224	не столько	7	5
225	с языком	3	5
226	известной степени	3	5
227	значительной степени	2	5
228	мы имеем	6	5
229	времени и	2	5
230	одним из	2	5
231	отношении к	3	5
232	в какой	2	5
233	субъекта и	3	5
234	в той	3	5
235	к другому	2	5
236	с чем	2	4
237	начиная с	2	4
238	в другом	4	4
239	к своему	2	4
240	то ни	2	4
241	не на	5	4
242	том и	2	4
243	другим и	2	4
244	но во	2	4
245	ни в	5	4
246	к содержанию	3	4
247	собственно говоря	2	4
248	из этого	2	4
249	в противном	2	4
250	или даже	3	4
251	не вполне	2	4
252	чтобы не	2	4
253	он должен	3	4
254	противном случае	2	4
255	не знает	4	4
256	по своему	3	4
257	этой точки	2	4
258	в связи	3	4
259	бы то	2	4
260	имеет место	3	4
261	с его	6	4
262	но она	2	4
263	внешнего мира	3	4
264	только о	2	4
265	ведет к	2	4
266	так или	4	4
267	на этом	2	4
268	я и	7	4
269	что можно	3	4
270	отношения к	4	4
271	и ее	3	3
272	в отношении	4	3
273	должен быть	2	3
274	и прежде	3	3
275	из тех	2	3
276	искусство есть	2	3
277	от себя	3	3
278	в формах	2	3
279	отличие от	7	3
280	и др	2	3
281	одной из	2	3
282	в известном	2	3
283	и состоит	3	3
284	сводятся к	3	3
285	во внутренней	2	3
286	которая не	2	3
287	говоря словами	5	3
288	искусства и	3	3
289	на свою	2	3
290	есть как	2	3
291	я в	13	3
292	значения и	2	3
293	в себя	4	3
294	до известной	2	3
295	как это	7	3
296	при чтении	2	3
297	известного рода	2	3
298	здесь не	2	3
299	случае не	2	3
300	жизни то	2	3
301	для обозначения	2	3
302	в пространстве	2	3
303	нас самих	2	3
304	человека с	3	3
305	ее в	2	3
306	или иначе	5	3
307	вопрос что	2	3
308	на мир	2	3
309	в форме	4	3
310	еще и	2	2
311	я с	5	2
312	наших глазах	2	2
313	во времени	4	2
314	к более	2	2
315	роль в	2	2
316	которого он	2	2
317	ни одно	2	2
318	духовной жизни	2	2
319	мы по	2	2
320	ни к	2	2
321	времени в	2	2
322	принадлежит к	3	2
323	на языке	3	2
324	который в	2	2
325	большей части	2	2
326	быть и	2	2
327	не сами	2	2
328	не могли	2	2
329	таких случаях	2	2
330	с их	2	2
331	и возможность	2	2
332	сознания в	4	2
333	по своей	7	2
334	было и	2	2
335	с человеком	2	2
336	от всех	2	2
337	имеем в	3	2
338	деятельности в	4	2
339	другого в	3	2
340	со своей	4	2
341	имеет дело	2	2
342	при всей	2	2
343	еще один	2	2
344	внешних предметов	2	2
345	могло быть	2	2
346	значении этого	4	2
347	в глаза	2	2
348	как совокупность	3	2
349	а на	5	2
350	это и	2	2
351	кто говорит	5	2
352	к нашему	2	2
353	произведений искусства	3	2
354	что каждый	2	2
355	может служить	2	2
356	о его	2	2
357	таковы например	2	2
358	я не	2	2
359	не принадлежит	2	2
360	существования в	2	2
361	в противоположность	3	2
362	себя в	8	2
363	дело не	2	2
364	с ее	6	2
365	подобных случаях	2	2
366	отличается от	2	2
367	слова как	5	2
368	никем не	2	2
369	и сам	3	2
370	человека к	3	2
371	всей своей	2	2
372	мы легко	2	2
373	к его	3	2
374	я думаю	2	2
375	произведения искусства	4	2
376	из которых	2	2
377	всякий раз	2	2
378	жизни но	2	2
379	и внешней	3	2
380	этих двух	2	2
381	ни для	2	2
382	имеем дело	2	2
383	не сама	2	2
384	в системе	3	2
