N	2gram	Potebnia_M	VeschiIm
231	и притом	3	4
232	в силу	7	4
233	отношение к	2	4
234	об отношении	5	4
235	что именно	5	4
236	при помощи	2	4
237	в их	2	4
238	и чем	3	4
239	так и	17	4
240	только тогда	13	4
241	что все	5	4
242	и оно	3	4
243	в этой	3	4
244	более или	6	4
245	то время	7	4
246	не то	6	4
247	его на	3	4
248	того чтобы	5	4
249	не было	12	4
250	тот же	2	4
251	во всяком	4	4
252	с ними	6	4
253	и от	5	4
254	слово и	4	4
255	тут же	2	4
256	само по	6	4
257	с этим	12	4
258	судить о	2	4
259	есть в	6	4
260	как оно	2	4
261	и эта	2	4
262	к ней	7	4
263	мы можем	13	4
264	на него	3	4
265	и о	6	4
266	но только	3	4
267	отношении к	3	4
268	ее образ	2	4
269	и более	4	4
270	что только	7	4
271	время как	3	4
272	в котором	7	4
273	есть уже	13	4
274	образом и	3	4
275	это так	2	4
276	не существует	5	4
277	явления и	2	4
278	или менее	6	4
279	равно как	2	4
280	находится в	5	4
281	есть прежде	2	4
282	сам по	9	4
283	же время	8	4
284	он не	4	4
285	собственном смысле	2	4
286	от его	2	3
287	ему не	2	3
288	перед нами	3	3
289	к одному	7	3
290	для человека	8	3
291	из того	2	3
292	для меня	5	3
293	но как	2	3
294	человека и	8	3
295	а потом	2	3
296	но даже	3	3
297	себе не	6	3
298	ни о	3	3
299	оба эти	2	3
300	в виде	3	3
301	только на	4	3
302	идеи и	2	3
303	на ее	2	3
304	нужно было	2	3
305	а с	4	3
306	мы видели	5	3
307	к нему	7	3
308	но оно	6	3
309	к тому	9	3
310	а только	7	3
311	была бы	5	3
312	с в	4	3
313	с которой	2	3
314	одной стороны	4	3
315	другой стороны	4	3
316	быть может	7	3
317	если не	6	3
318	нельзя сказать	5	3
319	есть еще	4	3
320	в целом	5	3
321	тогда как	8	3
322	заключается в	2	3
323	было в	6	3
324	и может	4	3
325	в истории	2	3
326	только один	3	3
327	или есть	2	3
328	не все	5	3
329	могла бы	2	3
330	тем более	9	3
331	к другой	4	3
332	в собственном	3	3
333	от этого	2	3
334	образ и	6	3
335	в науке	3	3
336	которые бы	2	3
337	но уже	2	3
338	только что	12	3
339	и самое	3	3
340	превращается в	3	3
341	для того	8	3
342	себе что	2	3
343	как в	17	3
344	нас в	3	3
345	с одной	8	3
346	но все	2	3
347	сами по	3	3
348	у него	3	3
349	не имеет	10	3
350	явлений и	3	3
351	в своих	2	3
352	то необходимо	2	3
353	стало быть	4	3
354	не можем	8	3
355	к другому	3	3
356	не говорит	2	3
357	бы ни	6	3
358	перестает быть	5	3
359	или в	4	3
360	на нас	4	3
361	как нечто	3	3
362	отношения к	2	3
363	а тем	3	3
364	не к	4	3
365	у меня	2	3
366	мы уже	5	3
367	но он	3	3
368	данном случае	3	2
369	в свой	2	2
370	как ее	2	2
371	тем самым	11	2
372	когда оно	3	2
373	следовательно и	2	2
374	тому что	6	2
375	указанием на	3	2
376	еще раз	2	2
377	здесь как	3	2
378	не как	3	2
379	в это	2	2
380	то есть	53	2
381	не я	3	2
382	которые мы	3	2
383	в одно	8	2
384	очевидно что	9	2
385	слово в	6	2
386	но эта	3	2
387	на все	3	2
388	это только	2	2
389	что если	5	2
390	в свое	2	2
391	на вопрос	2	2
392	но самое	2	2
393	одно из	6	2
394	человеческой мысли	3	2
395	совсем не	2	2
396	зрения и	2	2
397	он говорит	3	2
398	или по	2	2
399	вне себя	3	2
400	уже в	10	2
401	не из	4	2
402	нам не	2	2
403	а потому	8	2
404	так в	4	2
405	что на	3	2
406	нет ничего	2	2
407	всяком случае	3	2
408	а а	2	2
409	и та	5	2
410	не столько	2	2
411	может в	2	2
412	себя от	2	2
413	на более	2	2
414	например что	2	2
415	связи с	6	2
416	того и	2	2
417	в первом	5	2
418	что эти	3	2
419	признать что	2	2
420	в состоянии	5	2
421	ли мы	3	2
422	вопрос об	2	2
423	к его	2	2
424	самого себя	3	2
425	все то	3	2
426	слов а	2	2
427	мною в	3	2
428	первом случае	2	2
429	что эта	3	2
430	в начале	3	2
431	сознания и	2	2
432	его как	3	2
433	к этому	3	2
434	о котором	2	2
435	это было	3	2
436	язык есть	6	2
437	переход от	3	2
438	смысле что	2	2
439	человека в	2	2
440	этом отношении	2	2
441	находятся в	3	2
442	и быть	3	2
443	от одного	5	2
444	образ в	2	2
445	же и	3	2
446	на нее	2	2
447	том чтобы	4	2
448	есть выражение	3	2
449	далеко не	5	2
450	ними в	3	2
451	каждой из	3	2
452	той и	2	2
453	именно в	5	2
454	зависит от	7	2
455	в слове	41	2
456	слова в	7	2
457	и к	5	2
458	только от	7	2
459	но на	2	2
460	что между	2	2
461	к чему	2	2
462	в более	4	2
463	для нас	40	2
464	это можно	4	2
465	и на	5	2
466	не знаем	5	2
467	о значении	2	2
468	то он	2	2
469	и того	2	2
470	от нее	2	2
471	он сам	2	2
472	только как	9	2
473	конечно не	2	2
474	с но	3	2
475	или другое	2	2
476	есть для	7	2
477	только о	2	2
478	из предыдущего	2	2
479	во всем	2	2
480	один и	2	2
481	этом смысле	2	2
482	той же	6	2
483	тем же	6	2
