N	2gram	Tiupa_Vved	formyVre
218	нового времени	5	5
219	как его	2	5
220	той же	3	5
221	мы и	2	5
222	даже в	3	4
223	перед нами	13	4
224	так в	5	4
225	в одной	2	4
226	по себе	2	4
227	при всей	3	4
228	образ автора	2	4
229	по отношению	11	4
230	в другом	2	4
231	и т.д	6	4
232	что он	2	4
233	и о	4	4
234	как он	2	4
235	жизни на	2	4
236	как у	3	4
237	о которых	2	4
238	на друга	2	4
239	любви и	2	4
240	в тексте	11	4
241	жизни так	2	4
242	в чем	2	4
243	что не	2	4
244	другой стороны	3	4
245	на его	2	4
246	для них	3	4
247	принадлежит к	3	4
248	быть и	2	4
249	в данном	22	4
250	тем более	3	4
251	и смерти	2	4
252	и вот	3	4
253	у нас	4	4
254	все равно	2	4
255	вследствие этого	5	4
256	этом ряду	2	4
257	друг на	2	4
258	и более	5	4
259	всей его	2	4
260	в своих	5	4
261	жизни как	2	4
262	со своей	4	4
263	несмотря на	2	4
264	всяком случае	3	4
265	раз и	2	4
266	к жизни	2	4
267	же самое	2	4
268	в нашем	9	4
269	еще и	2	3
270	в соответствии	8	3
271	том как	4	3
272	вплоть до	2	3
273	а на	4	3
274	ни с	2	3
275	картины мира	12	3
276	точку зрения	2	3
277	как это	2	3
278	тому что	2	3
279	это уже	2	3
280	ему в	2	3
281	что на	4	3
282	не входит	2	3
283	но это	4	3
284	не столько	5	3
285	на разных	2	3
286	в аспекте	3	3
287	в центре	4	3
288	и затем	2	3
289	одна из	5	3
290	но она	2	3
291	бы в	4	3
292	но при	7	3
293	бы и	4	3
294	в данной	2	3
295	в значительной	2	3
296	по мере	2	3
297	и здесь	2	3
298	целый ряд	2	3
299	бы не	3	3
300	совершенно не	2	3
301	в течение	2	3
302	ни к	3	3
303	по своему	3	3
304	событий в	2	3
305	можно сказать	6	3
306	строго говоря	2	3
307	жизни не	2	3
308	в свою	5	3
309	что мы	2	3
310	внимание на	4	3
311	и есть	2	3
312	не к	4	3
313	в слове	4	3
314	однако не	2	3
315	не обязательно	2	3
316	не мог	2	3
317	не о	2	2
318	данном случае	15	2
319	начиная с	3	2
320	или даже	2	2
321	ее и	2	2
322	идет о	3	2
323	на себя	5	2
324	о жизни	2	2
325	если в	3	2
326	и притом	3	2
327	свою очередь	5	2
328	но одновременно	2	2
329	где в	3	2
330	должен быть	3	2
331	они неразрывно	2	2
332	героя в	3	2
333	возникает в	2	2
334	начинается с	2	2
335	из жизни	3	2
336	самом деле	6	2
337	слова но	2	2
338	из которой	2	2
339	от них	2	2
340	встречи с	4	2
341	к своей	2	2
342	картине мира	5	2
343	к нему	2	2
344	а только	3	2
345	могло бы	4	2
346	а мы	2	2
347	во втором	4	2
348	картина мира	17	2
349	и конец	2	2
350	в состав	5	2
351	говорить и	2	2
352	можно назвать	2	2
353	своей природе	2	2
354	за обедом	2	2
355	было в	2	2
356	на другой	2	2
357	без исключения	2	2
358	как для	3	2
359	жизни то	2	2
360	к данному	2	2
361	хода жизни	2	2
362	с их	2	2
363	мы видели	3	2
364	или не	3	2
365	мира а	2	2
366	тут же	3	2
367	то и	2	2
368	полноту и	2	2
369	его с	2	2
370	то он	2	2
371	в строгом	2	2
372	как оно	2	2
373	по аналогии	4	2
374	вернуться к	2	2
375	хотя в	2	2
376	приобретает в	2	2
377	появляется в	2	2
378	себя в	4	2
379	о котором	5	2
380	которые могут	2	2
381	и последующих	2	2
382	от их	2	2
383	как по	2	2
384	начало и	2	2
385	герой и	3	2
386	для нас	4	2
387	к своему	2	2
388	началом и	2	2
389	нашем случае	3	2
390	должна быть	3	2
391	не можем	2	2
392	с человеком	2	2
393	должны были	3	2
394	за пределами	3	2
395	что у	4	2
396	частности в	2	2
397	рассказывания в	7	2
398	соответствии с	8	2
399	не существует	3	2
400	еще в	3	2
401	вся жизнь	2	2
402	по природе	2	2
403	говорить о	5	2
404	высшей степени	2	2
405	пространство и	2	2
406	и сам	2	2
407	день и	2	2
408	сохраняется и	3	2
409	тому же	6	2
410	времени его	2	2
411	и после	2	2
412	природе своей	2	2
413	всех его	2	2
414	основе своей	2	2
415	и сами	2	2
416	подчеркнуть что	5	2
417	ясно что	2	2
