N	2gram	Propp_Isto	Dialekti
545	там где	11	2
546	считает что	2	2
547	мира а	2	2
548	не объясняет	3	2
549	это еще	3	2
550	нет в	2	2
551	но при	2	2
552	с этими	3	2
553	живая и	4	2
554	но дело	2	2
555	в целом	4	2
556	него и	6	2
557	на одном	2	2
558	на нее	3	2
559	с ней	2	2
560	которые не	2	2
561	мы увидим	6	2
562	человека в	5	2
563	это делается	6	2
564	его и	2	2
565	не видел	2	2
566	друг с	2	2
567	он является	2	2
568	на этот	2	2
569	ее к	2	2
570	часто это	2	2
571	человек в	2	2
572	к его	2	2
573	в другой	5	2
574	основана на	2	2
575	с которым	3	2
576	прибавить что	2	2
577	но когда	3	2
578	именно на	2	2
579	и сам	2	2
580	но оно	3	2
581	просто на	2	2
