N	2gram	Savitsky_E	Psycholo
107	не имеет	4	16
108	говорит о	3	16
109	в психологии	3	16
110	и к	3	16
111	и тем	3	16
112	же как	5	16
113	совершенно прав	2	16
114	в таком	3	16
115	и потому	5	15
116	не могут	2	15
117	далеко не	2	15
118	в частности	5	15
119	в них	3	15
120	во всех	6	15
121	в результате	3	15
122	не можем	2	15
123	что на	2	14
124	очевидно что	3	14
125	заключает в	3	14
126	должна быть	2	14
127	хотя бы	15	14
128	столь же	5	14
129	главным образом	2	14
130	само по	4	14
131	прежде всего	9	14
132	в области	11	14
133	бы в	2	14
134	этом отношении	3	14
135	такой же	2	14
136	к которым	5	14
137	всяком случае	3	14
138	или в	2	14
139	точка зрения	2	13
140	именно в	4	13
141	этот вопрос	2	13
142	отнюдь не	9	13
143	со стороны	5	13
144	в той	5	13
145	но если	5	12
146	и этот	2	12
147	идет о	3	12
148	того же	3	12
149	совершенно очевидно	2	12
150	в этих	2	12
151	в свою	3	12
152	этой точки	5	12
153	тогда когда	2	12
154	что эти	2	12
155	и с	2	12
156	и поэтому	2	11
157	и сейчас	2	11
158	не будет	3	11
159	по сравнению	2	11
160	утверждать что	2	11
161	ли это	3	11
162	думать что	8	11
163	сравнению с	2	11
164	и других	2	11
165	мы видели	3	11
166	есть в	2	11
167	на этот	2	11
168	данном случае	2	10
169	тому чтобы	2	10
170	не является	3	10
171	но как	2	10
172	в их	11	10
173	нам кажется	7	10
174	в данном	3	10
175	ее в	3	10
176	и от	3	10
177	вопрос о	4	9
178	тем самым	5	9
179	в силу	2	9
180	на основании	2	9
181	и та	2	9
182	и по	5	9
183	и наконец	2	9
184	не есть	2	9
185	в виде	5	9
186	по своему	7	9
187	с в	2	9
188	можно сказать	4	9
189	не к	2	9
190	в процессе	4	8
191	и таким	2	8
192	из всех	3	8
193	из того	2	8
194	именно потому	2	8
195	что же	2	8
196	и во	2	8
197	кажется что	2	8
198	и эта	2	8
199	стороны и	6	8
200	наряду с	2	8
201	и более	2	8
202	которую мы	5	8
203	представление о	2	8
204	бы и	3	8
205	в общем	3	8
206	с другом	3	8
207	место в	3	8
208	это значит	2	8
209	по преимуществу	2	8
210	к нему	2	8
211	друг с	3	8
212	ни на	3	8
213	бы совершенно	2	8
214	этом смысле	3	8
215	себе не	3	7
216	свою очередь	2	7
217	от этого	5	7
218	или вернее	2	7
219	того или	4	7
220	время в	3	7
221	дело в	3	7
222	которого мы	2	7
223	представляет собой	3	7
224	же в	2	7
225	она в	3	7
226	во все	3	7
227	в качестве	14	7
228	имеет место	2	7
229	к ним	3	7
230	в течение	5	7
231	в отношении	32	6
232	еще более	2	6
233	как не	2	6
234	в сторону	2	6
235	не дает	3	6
236	даже в	4	6
237	имеет в	2	6
238	для понимания	2	6
239	или иного	4	6
240	независимо от	4	6
241	к ней	4	6
242	заметить что	2	6
243	только одно	2	6
244	все более	9	5
245	в известных	2	5
246	нас к	2	5
247	между ними	2	5
248	и чем	2	5
249	в других	2	5
250	которое существует	2	5
251	между собой	2	5
252	в известном	3	5
253	которое в	2	5
254	если в	2	5
255	и теперь	2	5
256	то в	4	5
257	ее от	2	5
258	но даже	4	5
259	в другой	2	5
260	бы то	4	5
261	чем в	4	5
262	наше внимание	2	5
263	одна и	2	5
264	можно ли	3	5
265	во всей	2	5
266	и еще	2	5
267	хотя и	2	5
268	все другие	2	5
269	но еще	2	5
270	в смысле	9	5
271	в эту	2	5
272	с мы	2	5
273	также и	7	4
274	одном из	2	4
275	но по	2	4
276	обстоит дело	3	4
277	в истории	2	4
278	в применении	3	4
279	применении к	3	4
280	не на	4	4
281	чем больше	2	4
282	это так	3	4
283	и того	2	4
284	в стороне	3	4
285	в порядке	2	4
286	одной из	5	4
287	т е	9	4
288	отношении к	15	4
289	в пределах	25	4
290	в мире	2	4
291	мог бы	2	4
292	тем в	3	4
293	в некоторых	2	4
294	же время	14	4
295	как же	2	3
296	его на	2	3
297	техники и	4	3
298	ни было	4	3
299	и тут	2	3
300	друг от	2	3
301	выпадает на	2	3
302	участие в	2	3
303	не из	3	3
304	в полной	4	3
305	которые они	2	3
306	уже и	3	3
307	как нам	5	3
308	а также	7	3
309	какой бы	2	3
310	потребность в	3	3
311	по своим	3	3
312	к той	2	3
313	от друга	2	3
314	поскольку он	2	3
315	не более	3	3
316	но с	2	3
317	на одну	2	3
318	подходит к	2	3
319	и прежде	3	3
320	сказывается в	2	3
321	на долю	3	3
322	связано с	3	3
323	с а	2	3
324	всех прочих	2	3
325	и другая	2	3
326	дело идет	2	3
327	поскольку она	2	3
328	на них	2	3
329	тем более	4	3
330	на язык	2	3
331	и можно	2	3
332	он сам	2	3
333	с другими	2	3
334	бы ни	3	3
335	одну и	2	3
336	то ни	4	3
337	можем сказать	2	3
338	на основе	2	3
339	лежат в	4	2
340	жизни в	3	2
341	с более	3	2
342	или хотя	2	2
343	на всем	4	2
344	но именно	2	2
345	относятся к	2	2
346	всего в	2	2
347	в деле	3	2
348	и ту	2	2
349	ведь и	2	2
350	чем на	2	2
351	во втором	2	2
352	в не	2	2
353	для них	2	2
354	тому или	2	2
355	отметить что	3	2
356	следовало бы	2	2
357	во многих	4	2
358	ту или	3	2
359	только к	2	2
360	в значительной	2	2
361	или иному	2	2
362	окажется что	2	2
363	и со	3	2
364	же мало	2	2
365	эти последние	2	2
366	в сферу	2	2
367	вообще не	3	2
368	или иной	4	2
369	в будущем	3	2
370	есть ли	2	2
371	по своей	2	2
372	же к	2	2
373	только те	2	2
374	именно к	2	2
375	ко всему	2	2
376	в масштабе	2	2
377	к природе	2	2
378	и некоторые	3	2
379	той или	4	2
380	этот процесс	2	2
381	к нулю	2	2
382	в россии	5	2
383	исключительно в	2	2
384	от них	3	2
385	как оно	2	2
386	поскольку речь	2	2
387	не означает	2	2
388	в англию	2	2
389	в сфере	3	2
390	в европейской	2	2
391	более чем	2	2
392	является ли	3	2
