N	2gram	Tiupa_Narr	Myslijsy
129	сих пор	3	12
130	оно не	4	12
131	или менее	2	12
132	в чем	3	12
133	хотя и	8	12
134	другой стороны	2	12
135	более или	2	12
136	всяком случае	2	12
137	до сих	3	12
138	и притом	3	11
139	в силу	5	11
140	той же	2	11
141	того чтобы	7	11
142	в первом	4	11
143	только на	4	11
144	все что	4	11
145	если не	4	11
146	к нему	5	11
147	с нею	2	11
148	же в	6	11
149	к ней	3	11
150	сами по	2	11
151	подобно тому	4	11
152	и только	2	11
153	быть не	3	11
154	одной стороны	5	10
155	представить себе	3	10
156	том как	3	10
157	и для	4	10
158	хотя бы	4	10
159	в других	2	10
160	если же	2	10
161	тем же	3	10
162	тому что	4	10
163	так в	4	10
164	и от	3	10
165	бы в	2	10
166	он не	8	10
167	и с	3	10
168	в нее	2	9
169	не будет	2	9
170	не все	2	9
171	это было	3	9
172	и даже	4	9
173	на него	4	9
174	и о	4	9
175	далеко не	6	9
176	только от	2	9
177	с точки	2	9
178	и того	5	9
179	самом деле	4	9
180	один из	8	9
181	в целом	5	9
182	во время	2	9
183	можно сказать	11	9
184	что она	3	9
185	одного и	2	9
186	одно и	2	8
187	все равно	2	8
188	в глазах	7	8
189	и более	2	8
190	их в	4	8
191	именно в	5	8
192	только не	2	8
193	внимание на	7	8
194	вслед за	4	8
195	говоря о	2	8
196	между ними	3	8
197	с ними	5	8
198	и тогда	2	8
199	по его	3	8
200	или в	7	8
201	для себя	3	7
202	столько же	2	7
203	а как	2	7
204	она не	2	7
205	во втором	6	7
206	место в	3	7
207	или не	5	7
208	все эти	3	7
209	превращается в	2	7
210	с этой	3	7
211	что у	6	7
212	в своих	2	7
213	как она	2	7
214	один и	2	7
215	но как	3	7
216	что именно	2	7
217	не всегда	4	7
218	говорящего и	2	7
219	язык как	2	7
220	в данном	17	7
221	к этому	2	7
222	о котором	4	7
223	в памяти	2	7
224	в жизни	9	7
225	не существует	3	7
226	видно что	2	7
227	слов в	2	6
228	в виду	2	6
229	как он	3	6
230	могло бы	3	6
231	в ее	4	6
232	в своей	8	6
233	должна быть	2	6
234	в этой	8	6
235	никак не	5	6
236	в мире	8	6
237	в речи	5	6
238	у нас	4	6
239	на нее	2	6
240	и к	7	6
241	давно уже	2	6
242	в виде	2	6
243	между двумя	6	6
244	что с	2	6
245	в сущности	2	6
246	нас в	2	6
247	да и	5	6
248	к ним	2	6
249	об этом	8	6
250	которые могут	2	6
251	а именно	2	6
252	не могло	3	6
253	же самое	3	6
254	жизни и	7	6
255	и уже	4	6
256	у него	13	6
257	лишь в	3	6
258	и сами	2	6
259	но он	2	6
260	в процессе	2	5
261	для нее	2	5
262	а с	2	5
263	можно было	2	5
264	они не	3	5
265	состоит в	19	5
266	однако в	4	5
267	если в	2	5
268	одна из	5	5
269	глядя на	3	5
270	переход от	2	5
271	в некотором	2	5
272	с другим	2	5
273	что одно	2	5
274	отношение к	2	5
275	входит в	2	5
276	в нашем	4	5
277	перед нами	9	5
278	не подлежит	3	5
279	и у	4	5
280	лица и	2	5
281	в области	4	5
282	этого не	2	5
283	что может	2	5
284	в произведении	2	5
285	на том	2	5
286	человеческой жизни	3	5
287	ответ на	6	5
288	мы его	2	5
289	не столько	2	5
290	с языком	2	5
291	когда в	4	5
292	но при	5	5
293	мы имеем	6	5
294	а к	3	5
295	в начале	4	5
296	времени и	9	5
297	по мнению	2	5
298	человека в	2	5
299	одним из	2	5
300	не по	5	5
301	в какой	2	5
302	на этот	2	5
303	но уже	2	5
304	и здесь	3	5
305	субъекта и	2	5
306	в той	4	5
307	можно назвать	2	5
308	к другому	2	5
309	не к	4	5
310	данном случае	12	4
311	начиная с	3	4
312	в другом	5	4
313	от сознания	2	4
314	не могла	2	4
315	к своему	2	4
316	а его	3	4
317	как именно	2	4
318	дело в	2	4
319	его как	2	4
320	та же	2	4
321	более чем	2	4
322	с нами	2	4
323	не мог	7	4
324	собственно говоря	3	4
325	или даже	3	4
326	не вполне	3	4
327	ничего не	8	4
328	не знает	2	4
329	по своему	3	4
330	все его	4	4
331	и другая	2	4
332	ему в	2	4
333	одного из	6	4
334	на другой	6	4
335	в связи	3	4
336	имеет место	4	4
337	с его	6	4
338	и действия	2	4
339	сознания и	2	4
340	этом отношении	5	4
341	ведет к	3	4
342	что касается	3	4
343	того кто	2	4
344	со своим	2	4
345	не говорит	4	4
346	ни о	3	3
347	и сама	2	3
348	она может	2	3
349	и ее	3	3
350	а потом	2	3
351	мы и	2	3
352	к ее	3	3
353	в формах	2	3
354	быть в	2	3
355	отличие от	6	3
356	одной из	2	3
357	для одного	2	3
358	слово это	2	3
359	для них	2	3
360	в известном	4	3
361	не имел	2	3
362	перехода от	2	3
363	как для	2	3
364	об одном	2	3
365	и состоит	6	3
366	сводятся к	4	3
367	которая не	3	3
368	и наконец	2	3
369	от его	2	3
370	себе и	2	3
371	я в	7	3
372	его жизни	5	3
373	у меня	2	3
374	значения и	2	3
375	на стороне	3	3
376	как будто	4	3
377	в себя	3	3
378	о которой	3	3
379	ясно что	2	3
380	которое может	2	3
381	но для	5	3
382	первом случае	3	3
383	как это	7	3
384	утверждает что	2	3
385	так а	3	3
386	дело с	4	3
387	а то	2	3
388	здесь не	4	3
389	и когда	3	3
390	человек и	2	3
391	в двух	2	3
392	жизни то	2	3
393	для обозначения	2	3
394	в пространстве	3	3
395	на одном	2	3
396	в результате	4	3
397	как о	2	3
398	которое не	2	3
399	или иначе	2	3
400	он сам	4	3
401	в форме	7	3
402	однако не	2	3
403	во времени	9	2
404	еще раз	3	2
405	в следующем	2	2
406	по словам	2	2
407	роль в	4	2
408	потому не	2	2
409	на друга	2	2
410	из уст	2	2
411	людей и	2	2
412	к различным	2	2
413	на ее	2	2
414	внутренняя жизнь	2	2
415	для другого	2	2
416	ли в	2	2
417	но несомненно	2	2
418	времени в	3	2
419	которая в	2	2
420	этом последнем	2	2
421	в единство	2	2
422	исходя из	4	2
423	и самого	3	2
424	первый раз	2	2
425	нами не	2	2
426	который в	2	2
427	большей части	5	2
428	быть и	3	2
429	например мы	3	2
430	в первой	3	2
431	только к	3	2
432	ее из	2	2
433	каждого из	2	2
434	во второй	2	2
435	происходит это	2	2
436	сознания в	3	2
437	по своей	3	2
438	как у	6	2
439	было и	2	2
440	тому же	9	2
441	вне сознания	2	2
442	так у	2	2
443	со своей	3	2
444	раз и	2	2
445	и после	3	2
446	к своей	2	2
447	в сфере	2	2
448	при всей	5	2
449	каждый из	3	2
450	могло быть	2	2
451	когда же	2	2
452	едва ли	5	2
453	для других	3	2
454	а на	2	2
455	это и	2	2
456	кто говорит	2	2
457	на две	2	2
458	себе самом	2	2
459	о нем	5	2
460	связано с	2	2
461	только с	2	2
462	может служить	5	2
463	человека есть	2	2
464	же как	2	2
465	о его	3	2
466	обращается к	3	2
467	я не	5	2
468	слово то	2	2
469	они могут	2	2
470	и еще	2	2
471	и представляет	2	2
472	себя в	4	2
473	если она	3	2
474	дело не	3	2
475	от которого	3	2
476	с ее	3	2
477	слово но	2	2
478	теперь и	2	2
479	его внутренней	3	2
480	и сам	4	2
481	его и	2	2
482	видит в	3	2
483	друг на	2	2
484	похожи на	2	2
485	во сне	4	2
486	точек зрения	2	2
487	ключ к	2	2
488	к его	5	2
489	к чему	3	2
490	всякий раз	2	2
491	не могу	2	2
492	зависимости от	3	2
493	жизни но	3	2
494	по своим	2	2
495	этих двух	2	2
496	имеем дело	4	2
