N	2gram	Tiupa_Narr	Freidism
146	одна из	5	4
147	все время	2	4
148	характер и	3	4
149	так же	2	4
150	но это	2	4
151	в области	4	4
152	с ее	3	4
153	в другом	5	4
154	тем не	7	4
155	на него	4	4
156	этом отношении	5	4
157	если бы	9	4
158	в виду	2	4
159	не всегда	4	4
160	свою очередь	2	4
161	только на	4	4
162	у него	13	4
163	как в	9	4
164	к ней	3	4
165	между собой	3	4
166	в своем	7	4
167	только с	2	4
168	по своему	3	4
169	едва ли	5	4
170	в котором	3	4
171	потому что	7	4
172	именно в	5	4
173	о себе	2	4
174	а потому	2	4
175	и т.п	11	4
176	не существует	3	4
177	по себе	4	4
178	в целом	5	4
179	зависимости от	3	4
180	в зависимости	3	4
181	мы и	2	4
182	это и	2	4
183	в данном	17	4
184	я не	5	4
185	сводится к	10	4
186	и то	3	3
187	и от	3	3
188	и притом	3	3
189	и смерть	2	3
190	это сделать	2	3
191	читателя в	4	3
192	о них	5	3
193	в сознании	6	3
194	жизни в	7	3
195	конечном счете	4	3
196	в результате	4	3
197	к себе	11	3
198	и даже	4	3
199	тем же	3	3
200	иным как	2	3
201	и как	4	3
202	этих двух	2	3
203	а как	2	3
204	одним из	2	3
205	у нас	4	3
206	этого не	2	3
207	на две	2	3
208	в центре	4	3
209	связано с	2	3
210	как на	2	3
211	себе и	2	3
212	утверждает что	2	3
213	сих пор	3	3
214	в какой	2	3
215	на этот	2	3
216	из наиболее	6	3
217	и является	2	3
218	которое не	2	3
219	о том	5	3
220	это уже	3	3
221	они не	3	3
222	один и	2	3
223	того же	2	3
224	все его	4	3
225	другому человеку	2	3
226	освободиться от	2	3
227	жизни так	3	3
228	в конечном	6	3
229	оно не	4	3
230	к его	5	3
231	их в	4	3
232	на себя	5	3
233	но для	5	3
234	ответ на	6	3
235	приводит к	2	3
236	в одном	5	3
237	что мы	2	3
238	свести к	2	3
239	только не	2	3
240	себя в	4	3
241	сознания в	3	3
242	для них	2	3
243	которой он	4	3
244	раз и	2	3
245	между двумя	6	3
246	говорит о	3	3
247	и сам	4	3
248	в нашем	4	3
249	о которой	3	3
250	до сих	3	3
251	во втором	6	3
252	между тем	5	3
253	себе самом	2	3
254	во сне	4	3
255	да и	5	2
256	или иной	6	2
257	а также	11	2
258	то в	4	2
259	и сама	2	2
260	для нее	2	2
261	содержание сознания	4	2
262	дело в	2	2
263	бы в	2	2
264	превращается в	2	2
265	такого рода	17	2
266	дело не	3	2
267	и через	2	2
268	это было	3	2
269	за ними	3	2
270	его и	2	2
271	является его	2	2
272	также в	2	2
273	в отличие	6	2
274	в конце	4	2
275	как к	3	2
276	для себя	3	2
277	как по	2	2
278	друг друга	2	2
279	в следующем	2	2
280	однако и	5	2
281	а на	2	2
282	и тем	9	2
283	и служит	2	2
284	матери и	5	2
285	другого человека	2	2
286	в составе	2	2
287	в поле	3	2
288	человека как	2	2
289	может оказаться	2	2
290	но именно	3	2
291	к своему	2	2
292	а именно	2	2
293	для нас	2	2
294	опирается на	2	2
295	жизни а	4	2
296	отличие от	6	2
297	нас в	2	2
298	с одной	5	2
299	должна быть	2	2
300	вся жизнь	2	2
301	а с	2	2
302	о нем	5	2
303	от этих	3	2
304	в мире	8	2
305	в него	2	2
306	не имеет	3	2
307	также и	4	2
308	за пределами	3	2
309	с другой	6	2
310	они и	2	2
311	зависит от	3	2
312	исключительно в	3	2
313	даже если	2	2
314	при которой	3	2
315	входит в	2	2
316	а его	3	2
317	он и	2	2
318	одной стороны	5	2
319	личность не	3	2
320	представляет собой	21	2
321	но как	3	2
322	на другой	6	2
323	новое и	2	2
324	жизни но	3	2
325	ли он	2	2
326	же как	2	2
327	и уже	4	2
328	что с	2	2
329	первого и	2	2
330	в качестве	27	2
331	содержания сознания	2	2
332	не следует	3	2
333	в первом	4	2
334	же самое	3	2
335	если же	2	2
336	не к	4	2
337	как для	2	2
338	жизни то	2	2
339	мира в	4	2
340	чем он	3	2
341	будто бы	2	2
342	чем иным	2	2
343	ясно что	2	2
