N	2gram	Tiupa_Anal	Literetu
223	этой точки	2	5
224	что и	5	5
225	себя и	5	5
226	в сущности	10	5
227	в связи	2	5
228	я как	2	5
229	место в	3	5
230	размышляет о	2	5
231	хотя бы	4	5
232	литературного произведения	50	5
233	читателя в	3	5
234	по выражению	4	5
235	в словах	2	5
236	в равной	4	5
237	должно быть	2	5
238	тем не	3	5
239	как писал	3	5
240	и одновременно	4	5
241	эстетическое переживание	4	5
242	этого текста	2	5
243	ни было	4	5
244	в силу	4	5
245	не с	8	5
246	том чтобы	7	5
247	автора и	4	5
248	в себя	8	5
249	в нашем	3	5
250	и если	2	5
251	и к	5	5
252	об искусстве	2	5
253	быть не	3	5
254	не к	3	5
255	однако не	4	5
256	нуждается в	9	4
257	не является	3	4
258	только для	3	4
259	каждый из	3	4
260	как к	2	4
261	как совокупность	2	4
262	объект и	2	4
263	не всегда	4	4
264	от своего	3	4
265	к своему	2	4
266	только на	3	4
267	объекта и	3	4
268	и все	5	4
269	в облике	3	4
270	эстетического отношения	8	4
271	на его	4	4
272	в творческом	3	4
273	могли бы	2	4
274	которая в	3	4
275	могут быть	12	4
276	по этой	2	4
277	художественное творчество	2	4
278	исходя из	5	4
279	с позиции	2	4
280	хотя и	4	4
281	как мы	3	4
282	бы то	3	4
283	самим собою	2	4
284	одной из	2	4
285	и читателя	4	4
286	но при	2	4
287	нас самих	2	4
288	нет ничего	2	4
289	за пределы	6	4
290	к этому	2	4
291	сводится к	6	4
292	зависимость от	2	4
293	во второй	3	4
294	художественного целого	15	4
295	бы не	3	4
296	художественного мира	4	4
297	художественное произведение	5	4
298	для того	4	4
299	совершенно не	2	4
300	такой же	3	4
301	начале х	2	4
302	в пределах	11	4
303	не должен	2	4
304	один в	2	4
305	то он	3	4
306	е фарино	4	4
307	все они	2	4
308	можно сказать	6	4
309	на то	2	4
310	не исключают	2	4
311	приводит к	2	4
312	на этом	4	4
313	не оставляет	2	4
314	не могу	2	4
315	в сторону	6	4
316	не вполне	2	4
317	свидетельствует о	4	4
318	более чем	4	4
319	вовсе не	4	4
320	из этого	2	4
321	и что	2	4
322	то ни	3	4
323	по рассуждению	3	4
324	таким образом	5	4
325	и есть	3	4
326	силу своей	3	4
327	не мог	3	4
328	отношения к	4	4
329	оказывается не	2	4
330	героя как	2	4
331	на самом	2	3
332	вопрос о	2	3
333	ничего не	10	3
334	коммуникативных стратегий	2	3
335	в действительности	2	3
336	и потому	2	3
337	о чем	3	3
338	по себе	6	3
339	в полном	2	3
340	одну из	2	3
341	крайней мере	4	3
342	этого рода	2	3
343	в отношении	2	3
344	общения людей	2	3
345	художественную реальность	2	3
346	ответственности перед	3	3
347	отношение к	2	3
348	есть не	9	3
349	в первом	3	3
350	нам представляется	2	3
351	в ходе	5	3
352	восходящая к	3	3
353	том же	2	3
354	текста и	10	3
355	факторов художественного	9	3
356	т п	3	3
357	а с	3	3
358	себе в	2	3
359	о нем	4	3
360	и о	3	3
361	как уже	5	3
362	в сознании	6	3
363	читателем в	2	3
364	той или	8	3
365	времени в	4	3
366	и напротив	2	3
367	являет собой	4	3
368	из трех	2	3
369	произведение в	2	3
370	эстетического адресата	2	3
371	что же	3	3
372	речь идет	2	3
373	того чтобы	3	3
374	и до	3	3
375	все эти	3	3
376	и тогда	3	3
377	равной степени	2	3
378	он был	3	3
379	искусство в	2	3
380	из его	2	3
381	и т	3	3
382	как от	2	3
383	который в	3	3
384	тот же	2	3
385	ее в	2	3
386	человеческого я	3	3
387	это путь	2	3
388	да и	2	3
389	если в	3	3
390	другого я	2	3
391	к предмету	4	3
392	взгляд на	2	3
393	не становится	3	3
394	ним и	2	3
395	этой причине	2	3
396	текста как	2	3
397	в первой	2	3
398	не так	3	3
399	с их	2	3
400	из своих	2	3
401	художественного произведения	6	3
402	не сводится	2	3
403	мысль о	2	3
404	если бы	6	3
405	совокупность факторов	2	3
406	не удивительно	2	3
407	превращается в	3	3
408	также и	3	3
409	субъекта в	2	3
410	эстетического дискурса	10	3
411	в этих	3	3
412	все равно	2	3
413	себе не	2	3
414	вследствие этого	5	3
415	и состоит	5	3
416	по крайней	4	3
417	в какой	3	3
418	к объекту	3	3
419	художественного впечатления	24	3
420	в столь	2	3
421	творческий акт	2	3
422	за ним	2	3
423	восходит к	2	3
424	ни с	5	3
425	и является	4	3
426	а то	3	3
427	в роли	4	3
428	в чем	2	3
429	он в	5	3
430	искусства в	4	3
431	найти себя	2	3
432	не есть	8	3
433	отношения между	2	3
434	если не	2	3
435	из которых	4	3
436	произведения в	14	3
437	со своей	2	3
438	все что	3	3
439	и того	5	3
440	здесь не	2	3
441	говорить о	3	3
442	не просто	2	3
443	же самое	3	3
444	поскольку в	2	3
445	в глубине	2	3
446	с ним	6	3
447	писал в	2	3
448	свое время	3	2
449	в диалог	2	2
450	от него	2	2
451	роевого сознания	2	2
452	для нее	2	2
453	с легкой	2	2
454	такова что	2	2
455	при взгляде	2	2
456	внутреннего я	6	2
457	все той	2	2
458	не был	2	2
459	должен быть	6	2
460	роль в	3	2
461	остается в	2	2
462	в присутствии	3	2
463	ведь это	2	2
464	а как	4	2
465	нас к	2	2
466	не остается	2	2
467	в любом	4	2
468	героя в	2	2
469	с первой	2	2
470	мире и	2	2
471	субъекта поскольку	2	2
472	самом начале	3	2
473	при таком	2	2
474	была бы	4	2
475	легкой руки	2	2
476	на вопрос	5	2
477	что может	2	2
478	в такой	2	2
479	в свое	3	2
480	от текста	2	2
481	к его	3	2
482	элементов а	2	2
483	отношением к	2	2
484	эстетической природы	2	2
485	тем как	2	2
486	так например	2	2
487	складывается из	2	2
488	перекликается с	2	2
489	собственно говоря	6	2
490	что касается	4	2
491	тому что	2	2
492	к нему	4	2
493	чем и	3	2
494	искусство и	2	2
495	знает категории	2	2
496	и м	2	2
497	все прочие	3	2
498	очевидным образом	2	2
499	но мы	2	2
500	своей собственной	2	2
501	ему в	3	2
502	художественного видения	3	2
503	жизненной позиции	5	2
504	ударение на	4	2
505	что на	3	2
506	тогда когда	3	2
507	с позиций	2	2
508	в полной	3	2
509	ответ на	3	2
510	ключ к	2	2
511	этом контексте	2	2
512	о жизни	3	2
513	а скорее	2	2
514	произведении искусства	3	2
515	в сочетании	7	2
516	воспринимающего сознания	5	2
517	и другого	4	2
518	лишь при	4	2
519	с ними	2	2
520	между двумя	7	2
521	в центре	3	2
522	и самого	3	2
523	и по	2	2
524	художественном тексте	5	2
525	бытия и	2	2
526	дело не	5	2
527	человек и	2	2
528	и более	5	2
529	различного рода	3	2
530	этом случае	4	2
531	и другими	2	2
532	ключевая роль	2	2
533	целого в	5	2
534	удивительно что	2	2
535	может и	2	2
536	эстетической реальности	3	2
537	во внешнем	4	2
538	одно и	2	2
539	сказать что	2	2
540	если говорить	2	2
541	по поводу	4	2
542	собой не	2	2
543	никак не	2	2
544	нашего времени	3	2
545	произведения как	8	2
546	бы в	3	2
547	оно в	2	2
548	другого не	2	2
549	а напротив	3	2
550	с другими	4	2
551	в результате	3	2
552	и п	2	2
553	равной мере	2	2
554	из этих	2	2
555	не знаю	2	2
556	тем более	2	2
557	другом найдя	2	2
558	исторической поэтики	2	2
559	случае это	2	2
560	этой связи	2	2
561	и наоборот	3	2
562	бы быть	3	2
563	и представляет	4	2
564	на это	2	2
565	борьба с	3	2
566	я есть	2	2
567	о литературе	3	2
568	который не	2	2
569	не более	4	2
570	в текст	4	2
571	перед собой	2	2
572	своего собственного	2	2
573	этого феномена	2	2
574	себя самого	2	2
575	иначе говоря	17	2
576	произведения с	2	2
577	> и	2	2
578	полной мере	3	2
579	не означает	2	2
580	в контексте	5	2
581	внутреннее я	3	2
582	за рамки	2	2
583	на протяжении	2	2
584	как известно	4	2
585	в акте	2	2
586	есть в	4	2
587	свой другой	2	2
588	нет и	2	2
589	эстетический дискурс	5	2
590	не сам	2	2
591	с другим	5	2
592	текст как	2	2
593	в котором	5	2
594	найдя другого	2	2
595	литературы как	2	2
596	при рассмотрении	4	2
597	человек в	3	2
598	сочетании с	7	2
599	как эстетической	2	2
600	или иных	3	2
601	со своим	4	2
602	еще одна	3	2
603	всякий раз	3	2
604	интерсубъективной реальности	2	2
605	автором и	2	2
606	только не	6	2
607	внимание на	3	2
608	раз и	2	2
609	в той	8	2
610	тех или	3	2
611	в ряду	2	2
612	субъект и	2	2
613	в борьбе	2	2
614	в литературоведении	2	2
615	в поле	4	2
616	реальности и	2	2
617	данный момент	2	2
618	на роль	2	2
619	в таком	5	2
620	является по	2	2
621	жизни но	3	2
622	принципе не	3	2
623	о ком	2	2
624	субъекта уединенного	2	2
625	текста в	18	2
626	как система	6	2
627	имеем дело	7	2
628	мы имеем	9	2
629	жизни однако	2	2
630	на основе	3	2
