N	2gram	Berdyaev_M	Otkroven
213	тем что	7	2
214	человека а	3	2
215	к черту	2	2
216	но в	12	2
217	том что	7	2
218	для человека	5	2
219	к этой	3	2
220	же можно	2	2
221	диалектика о	3	2
222	до глубины	18	2
223	все противоречия	3	2
224	о достоевском	8	2
225	пожелать себе	2	2
226	достоевским и	3	2
227	от человека	4	2
228	все же	2	2
229	его судьбе	5	2
230	в исступлении	2	2
231	него не	3	2
232	ко всем	3	2
233	жизни в	3	2
234	быть человек	2	2
235	в своей	18	2
236	он в	4	2
237	для человеческого	3	2
238	человеческую природу	5	2
239	подходить с	2	2
240	ума и	3	2
241	все вращается	4	2
242	ведь это	2	2
243	так как	10	2
244	человеческой судьбе	3	2
245	достоевского нет	7	2
246	по себе	2	2
247	что у	3	2
248	черту и	2	2
249	должен был	4	2
250	свобода и	7	2
251	идеалом содомским	2	2
252	добро и	4	2
253	что они	4	2
254	в истории	2	2
255	антропологии достоевского	2	2
256	так что	3	2
257	те которые	12	2
258	даже и	2	2
259	не все	3	2
260	иван карамазов	18	2
261	к достоевскому	8	2
262	в подростке	3	2
263	должно быть	5	2
264	человека достоевский	3	2
265	не есть	21	2
266	природы в	5	2
267	человека есть	6	2
268	с которой	2	2
269	и нет	3	2
270	свободы и	13	2
271	к этому	3	2
272	с чего	2	2
273	все еще	2	2
274	был еще	4	2
275	и к	9	2
276	так и	5	2
277	иваном карамазовым	2	2
278	достоевского но	4	2
279	не созерцает	3	2
280	романов достоевского	3	2
281	в которой	8	2
282	которую он	2	2
283	за грани	2	2
284	мити карамазова	5	2
285	личности и	3	2
286	взял все	2	2
287	к ней	6	2
288	хотя и	2	2
289	его не	5	2
290	много раз	2	2
291	и любовь	2	2
292	момент в	5	2
293	всего в	2	2
294	учение о	3	2
295	глубине не	2	2
296	раскрывает достоевский	2	2
297	человеческая природа	5	2
298	все дозволено	12	2
299	своя воля	2	2
300	что есть	7	2
301	художество достоевского	3	2
302	ни у	2	2
303	в этот	2	2
304	и ивана	3	2
305	движение в	3	2
306	единственно для	2	2
307	открытия о	2	2
308	достоевском и	2	2
309	и против	3	2
310	чем в	3	2
311	его в	6	2
312	в страдании	4	2
