N	2gram	Vygotskiy_	StatiiOP
263	самого начала	8	5
264	что ему	2	5
265	то это	2	5
266	другом месте	4	5
267	не как	3	5
268	целый ряд	5	5
269	как говорит	2	5
270	как будто	2	5
271	но они	2	5
272	с одной	10	5
273	после того	2	5
274	на протяжении	2	5
275	на нее	2	5
276	том чтобы	3	5
277	вообще не	5	5
278	ее в	3	5
279	раз в	4	5
280	столь же	5	5
281	оно не	2	5
282	если не	3	5
283	не совсем	2	5
284	является не	2	5
285	и только	4	5
286	без всякого	2	5
287	уступает место	2	4
288	этого вопроса	5	4
289	очевидно что	2	4
290	не могут	7	4
291	эти вопросы	2	4
292	на этом	8	4
293	нисколько не	2	4
294	что оно	9	4
295	и эти	2	4
296	по своей	7	4
297	казалось бы	5	4
298	которыми он	2	4
299	еще в	3	4
300	в развитии	45	4
301	не знает	6	4
302	смысле этого	2	4
303	в такой	5	4
304	не являются	2	4
305	которые в	4	4
306	но как	6	4
307	общего с	3	4
308	мере в	5	4
309	они не	7	4
310	он говорит	3	4
311	состоит в	11	4
312	а потому	3	4
313	что его	2	4
314	и те	2	4
315	естественно что	4	4
316	в процессе	37	4
317	мы видим	6	4
318	ничего общего	6	4
319	в связи	6	4
320	что было	2	4
321	это есть	5	4
322	в первом	4	4
323	случае не	2	4
324	этого слова	3	4
325	должны быть	2	4
326	который в	2	4
327	как мы	20	4
328	именно поэтому	3	4
329	показывает что	9	4
330	относится к	3	4
331	если в	4	4
332	для этого	3	4
333	за пределы	4	4
334	есть в	2	4
335	и он	3	4
336	которые не	5	4
337	в обоих	2	4
338	в центре	2	4
339	тем или	2	4
340	и тот	5	4
341	в свете	4	4
342	только что	6	4
343	известно что	2	4
344	из двух	2	4
345	и их	4	4
346	и другие	13	4
347	в наших	2	4
348	тому же	3	4
349	как известно	7	4
350	все что	2	4
351	в ряде	2	4
352	связанные с	6	4
353	языка не	2	4
354	для его	2	4
355	или иным	2	4
356	но для	3	4
357	с которым	2	4
358	совпадает с	4	4
359	чем он	5	4
360	во внимание	4	4
361	значит что	6	4
362	в смысле	3	4
363	в основе	12	4
364	связана с	2	4
365	чем в	6	4
366	все более	4	3
367	в первую	4	3
368	в плане	2	3
369	не подлежит	2	3
370	из того	12	3
371	на который	2	3
372	его же	2	3
373	той мере	3	3
374	от него	3	3
375	отношений между	4	3
376	и наконец	3	3
377	вопроса о	5	3
378	в других	2	3
379	от того	8	3
380	слово в	3	3
381	оказывается в	2	3
382	тогда когда	10	3
383	и других	7	3
384	он должен	9	3
385	нет никаких	2	3
386	быть в	3	3
387	на основании	2	3
388	отчета в	2	3
389	на котором	3	3
390	образом в	2	3
391	как я	3	3
392	лучшем случае	4	3
393	без всякой	2	3
394	к этим	2	3
395	она не	2	3
396	к этой	3	3
397	на том	4	3
398	и как	7	3
399	понимал что	2	3
400	из нее	5	3
401	находит свое	2	3
402	не то	5	3
403	что оба	4	3
404	он делает	3	3
405	и самый	2	3
406	представляют собой	4	3
407	себя и	2	3
408	что когда	2	3
409	первую очередь	4	3
410	и ее	2	3
411	этом случае	5	3
412	том числе	2	3
413	принять во	3	3
414	бы то	2	3
415	согласно которой	2	3
416	к его	4	3
417	работа над	3	3
418	бы в	6	3
419	известном смысле	7	3
420	все время	3	3
421	то и	2	3
422	в сознании	5	3
423	больше чем	6	3
424	в данной	2	3
425	этом и	2	3
426	если принять	3	3
427	если я	4	3
428	бы что	2	3
429	и которые	2	3
430	что значит	3	3
431	во всей	3	3
432	вытекает из	4	3
433	со всеми	2	3
434	является в	2	3
435	их в	3	3
436	слова в	3	3
437	когда он	3	3
438	в свою	5	3
439	но на	2	3
440	представляет собой	11	3
441	но что	6	3
442	в лучшем	3	3
443	бы все	2	3
444	может не	3	3
445	как его	2	3
446	отношения к	2	3
447	что при	4	3
448	не дает	2	3
449	его собственной	2	3
450	взгляд на	3	3
451	на основе	6	3
452	тем и	2	3
453	с помощью	32	3
454	в системе	4	3
455	что является	2	2
456	тем самым	13	2
457	нигде не	2	2
458	никаких оснований	2	2
459	его к	2	2
460	для всех	2	2
461	различие между	4	2
462	не имеют	4	2
463	нуждается в	3	2
464	его отношение	3	2
465	равной мере	4	2
466	ближайшим образом	2	2
467	те или	2	2
468	является как	2	2
469	что их	2	2
470	без всяких	2	2
471	а это	3	2
472	является его	2	2
473	в настоящее	2	2
474	едва ли	2	2
475	ли не	2	2
476	того в	2	2
477	мы имели	4	2
478	отдает себе	2	2
479	которого он	2	2
480	в силе	2	2
481	на всем	5	2
482	свою очередь	4	2
483	и при	4	2
484	в момент	4	2
485	показать что	4	2
486	отличие от	3	2
487	мы знаем	5	2
488	отношением к	3	2
489	по своему	4	2
490	мы видели	10	2
491	из сказанного	2	2
492	значение для	4	2
493	нам в	2	2
494	но только	4	2
495	а только	8	2
496	становится понятным	2	2
497	с того	3	2
498	а если	2	2
499	которая в	3	2
500	ту же	5	2
501	настоящее время	2	2
502	какой степени	2	2
503	также с	3	2
504	чего не	2	2
505	между собой	17	2
506	не требует	3	2
507	случае и	2	2
508	на которое	2	2
509	вот почему	3	2
510	но вместе	3	2
511	в зависимости	2	2
512	то как	3	2
513	тогда как	3	2
514	числе и	2	2
515	именно то	3	2
516	ответить на	4	2
517	и может	4	2
518	это значит	5	2
519	хотя в	2	2
520	на уровень	2	2
521	что если	6	2
522	тот же	7	2
523	только тогда	5	2
524	но уже	2	2
525	и от	2	2
526	никак не	6	2
527	только по	4	2
528	к которым	2	2
529	когда мы	4	2
530	не должны	2	2
531	более и	3	2
532	потребность в	4	2
533	не до	2	2
534	не умею	2	2
535	в равной	4	2
536	с каким	2	2
537	чтобы понять	2	2
538	только к	4	2
539	с ней	3	2
540	и которое	3	2
541	чтобы сделать	2	2
542	дело с	2	2
543	на четыре	2	2
544	я это	3	2
545	зависимости от	3	2
546	и той	3	2
547	вообще в	2	2
548	рода в	2	2
549	по мере	6	2
550	это положение	2	2
551	не означает	5	2
552	в известной	3	2
553	в пределах	6	2
554	и из	2	2
555	в отличие	3	2
556	остановиться на	3	2
557	в ином	3	2
558	обоих случаях	2	2
559	что только	3	2
560	значение в	3	2
561	а тем	2	2
562	язык и	2	2
563	он может	5	2
564	не умеет	6	2
565	в представлении	2	2
566	за собой	4	2
567	и другой	2	2
568	на нем	2	2
569	и тому	2	2
570	к другу	4	2
571	которых он	2	2
572	которые являются	2	2
573	мы встречаем	2	2
574	их и	2	2
575	те же	6	2
576	как она	3	2
577	совершенно ясно	2	2
578	в случае	2	2
579	мы в	2	2
580	с их	4	2
581	в деятельности	5	2
582	смысле является	2	2
583	но этот	3	2
584	же самое	7	2
585	собой в	2	2
586	другом случае	2	2
587	связанное с	2	2
588	существует в	2	2
589	с фактической	2	2
590	на все	7	2
591	много общего	2	2
592	который всегда	2	2
593	мы и	6	2
594	имеем дело	2	2
