N	2gram	Propp_Isto	FransuaR
188	здесь нет	3	13
189	или в	7	13
190	с этим	7	13
191	и есть	3	13
192	и сам	2	13
193	в книге	3	13
194	его к	3	13
195	в одной	5	13
196	о чем	6	13
197	на все	2	13
198	в основном	5	13
199	только на	2	13
200	одной стороны	7	13
201	этот момент	2	12
202	лишь в	2	12
203	не могут	2	12
204	смерти и	3	12
205	право на	2	12
206	в пределах	5	12
207	части тела	2	12
208	та же	2	12
209	главным образом	2	12
210	он в	3	12
211	можно сказать	2	12
212	о нем	3	12
213	другой стороны	10	12
214	об этом	6	12
215	так например	3	11
216	это уже	2	11
217	и более	3	11
218	из этого	3	11
219	в свое	2	11
220	того как	8	11
221	формы и	3	11
222	уже не	14	11
223	и что	13	11
224	другими словами	4	11
225	в течение	2	11
226	время в	2	11
227	с ними	4	11
228	что они	3	11
229	очень часто	4	11
230	данном случае	2	10
231	мы здесь	4	10
232	и они	5	10
233	в доме	3	10
234	здесь как	3	10
235	на котором	3	10
236	на этот	2	10
237	там же	2	10
238	человека и	2	10
239	в таких	3	10
240	ту же	2	10
241	целый ряд	4	10
242	им в	2	10
243	по отношению	2	10
244	даже и	2	10
245	в целом	4	10
246	все его	2	10
247	но оно	3	10
248	что не	3	9
249	говорит о	4	9
250	именно на	2	9
251	относится к	3	9
252	но как	2	9
253	как это	5	9
254	связано с	7	9
255	и то	5	9
256	но дело	2	9
257	отношению к	2	9
258	видим что	5	9
259	для нас	6	9
260	в тех	4	9
261	в формах	2	9
262	что образ	2	9
263	не имеет	4	9
264	в которых	4	9
265	же в	3	9
266	здесь же	2	9
267	представлений о	12	9
268	мы можем	6	9
269	от него	2	8
270	с этой	4	8
271	так что	2	8
272	людей и	2	8
273	здесь мы	7	8
274	с тем	9	8
275	от этого	6	8
276	под влиянием	2	8
277	для этого	3	8
278	если бы	5	8
279	после того	4	8
280	но эта	2	8
281	в это	3	8
282	в другое	2	8
283	в него	5	8
284	но эти	4	8
285	на одном	2	8
286	мы увидим	6	8
287	и она	3	8
288	всякого рода	3	8
289	и при	3	8
290	смерти в	2	8
291	видели что	2	8
292	превращаются в	2	8
293	не менее	6	8
294	в этот	2	8
295	человека с	2	8
296	то время	3	8
297	к этим	3	7
298	не будем	6	7
299	а как	3	7
300	в целях	3	7
301	не как	5	7
302	себе и	2	7
303	что у	6	7
304	в свою	3	7
305	должен быть	2	7
306	тому как	2	7
307	его не	3	7
308	на том	5	7
309	одного из	3	7
310	в виде	13	7
311	себя в	6	7
312	к ним	2	7
313	здесь он	2	7
314	подобно тому	2	7
315	из которых	7	7
316	в таком	2	7
317	том как	5	7
318	в развитии	2	7
319	на него	10	7
320	думать что	2	7
321	он стал	2	7
322	от них	2	7
323	эта связь	5	7
324	к себе	3	7
325	а на	2	7
326	и там	3	7
327	в различных	3	7
328	представление о	22	7
329	в некоторых	6	7
330	так много	2	7
331	и этим	6	7
332	и смерть	2	6
333	руки и	2	6
334	возможно что	2	6
335	в нее	7	6
336	его так	2	6
337	что здесь	9	6
338	такого рода	2	6
339	у них	2	6
340	мы знаем	12	6
341	как у	2	6
342	он может	4	6
343	входит в	5	6
344	что эта	2	6
345	это время	2	6
346	не дает	2	6
347	ее в	8	6
348	смерть и	2	6
349	могут быть	9	6
350	что она	3	6
351	совершенно не	2	6
352	а именно	8	6
353	здесь еще	5	6
354	к его	2	6
355	представления о	7	6
356	в лице	2	6
357	его на	5	6
358	его и	2	6
359	друг друга	5	6
360	всего мира	2	6
361	между прочим	2	6
362	уже и	3	6
363	его развития	2	6
364	дает нам	2	6
365	хотя бы	2	6
366	то он	2	6
367	является и	4	6
368	очень много	2	6
369	язык и	2	6
370	имеем в	2	6
371	находится в	2	6
372	в землю	2	6
373	как будто	2	6
374	за это	3	6
375	например у	2	6
376	тех же	2	6
377	себе в	3	6
378	а иногда	2	6
379	еще один	3	6
380	и пр	6	6
381	со своими	3	6
382	это одна	2	6
383	него и	6	6
384	таким же	5	6
385	тем самым	2	5
386	видели в	2	5
387	тогда когда	3	5
388	к своему	2	5
389	явление в	2	5
390	но мы	5	5
391	должна быть	3	5
392	и целый	2	5
393	из его	2	5
394	друг с	2	5
395	с собой	6	5
396	когда он	7	5
397	в другой	5	5
398	что мы	4	5
399	из него	3	5
400	есть не	2	5
401	с другими	4	5
402	с другом	2	5
403	сливается с	2	5
404	приведем еще	2	5
405	с этими	3	5
406	в индии	6	5
407	его за	2	5
408	и стал	2	5
409	в человеческом	2	5
410	землю и	2	5
411	по его	2	5
412	оказывается что	2	5
413	но даже	2	5
414	на место	2	5
415	с представлением	4	5
416	же он	2	5
417	но уже	5	5
418	и из	3	5
419	подобного рода	2	5
420	то в	2	5
421	на первом	2	5
422	один раз	2	5
423	же как	12	5
424	в числе	2	5
425	мы имеем	22	5
426	человека в	5	5
427	на то	3	5
428	ему в	3	5
429	говорит об	2	4
430	одну из	5	4
431	состоит из	4	4
432	он должен	2	4
433	мы узнаем	2	4
434	иногда в	3	4
435	что этот	5	4
436	такое же	3	4
437	ее не	3	4
438	и всем	2	4
439	борьбы с	3	4
440	когда они	3	4
441	но если	2	4
442	на которой	4	4
443	до него	4	4
444	где нет	2	4
445	что за	2	4
446	которой он	2	4
447	в античной	3	4
448	и заставляет	2	4
449	говорит он	2	4
450	к этой	3	4
451	часто в	2	4
452	они дают	2	4
453	с некоторыми	2	4
454	других местах	2	4
455	ее на	2	4
456	животных и	2	4
457	ряд других	2	4
458	также в	2	4
459	к образу	2	4
460	в фольклоре	2	4
461	что касается	2	4
462	и сейчас	3	4
463	но для	4	4
464	со своим	2	4
465	в бочку	2	4
466	что во	2	4
467	это явление	4	4
468	о которых	4	4
469	что даже	2	4
470	также что	3	4
471	при анализе	2	4
472	ли он	2	4
473	здесь также	2	4
474	одно и	2	4
475	гл iv	2	4
476	в наши	2	4
477	знает и	2	4
478	или же	6	4
479	этот вопрос	2	4
480	представлениями о	2	4
481	не совсем	6	4
482	них не	2	4
483	мы и	3	4
484	в очень	2	4
485	видим здесь	3	4
486	если в	4	4
487	и тем	7	4
488	над ним	4	4
489	особенности в	2	4
490	нем и	3	4
491	считает что	2	4
492	к ней	2	4
493	не по	3	4
494	она и	2	4
495	не могло	2	4
496	не видел	2	4
497	можно найти	4	4
498	на нем	3	4
499	знаем что	10	4
500	есть на	2	4
501	по себе	2	4
502	в свой	3	3
503	он видит	4	3
504	должно было	3	3
505	можно наблюдать	5	3
506	это только	2	3
507	она не	7	3
508	в меньшей	2	3
509	в голове	2	3
510	когда она	2	3
511	на нее	3	3
512	на ней	2	3
513	о смерти	7	3
514	за что	2	3
515	известно что	3	3
516	же она	2	3
517	должны были	3	3
518	в страну	2	3
519	также не	2	3
520	примеров можно	3	3
521	он это	2	3
522	не потому	5	3
523	оттого что	4	3
524	он всегда	2	3
525	со стороны	6	3
526	не всегда	9	3
527	в одно	2	3
528	после этого	3	3
529	в загробном	2	3
530	не знаем	3	3
531	этот мотив	10	3
532	этом мы	2	3
533	в которую	2	3
534	от земли	2	3
535	но при	2	3
536	с ней	2	3
537	из нее	2	3
538	него в	2	3
539	что его	4	3
540	он является	2	3
541	время как	3	3
542	человек в	2	3
543	эта сторона	2	3
544	представлением о	5	3
545	переходит на	2	3
546	о природе	3	3
547	как человек	3	3
548	в силу	7	3
549	наряду с	7	3
550	огонь в	2	3
551	а с	2	3
552	выражения как	2	3
553	между двумя	7	3
554	вот почему	2	3
555	на тех	2	3
556	эти два	2	3
557	всем что	2	3
558	они стали	3	3
559	за ним	4	3
560	или на	3	3
561	том чтобы	3	3
562	античности и	2	3
563	в городе	2	3
564	видели как	2	3
565	голову и	2	3
566	и хотя	4	3
567	ясно что	5	3
568	будто бы	2	3
569	на три	2	3
570	чтобы они	2	3
571	вокруг него	3	3
572	в последнем	2	3
573	но есть	4	3
574	на спине	2	3
575	что с	2	3
576	и может	2	3
577	дает ему	6	3
578	человеком и	2	3
579	с этого	2	3
580	и мы	3	3
581	и уже	2	3
582	гораздо больше	2	3
583	то это	8	3
584	огонь и	3	3
585	и тогда	2	3
586	которые не	2	3
587	уже давно	3	3
588	в обряде	6	3
589	после смерти	3	3
590	приводит к	2	3
591	здесь совершенно	2	3
592	то его	2	3
593	но когда	3	3
594	находятся в	2	2
595	при помощи	11	2
596	что мотив	8	2
597	мы должны	7	2
598	бы мы	4	2
599	то мы	3	2
600	иногда и	4	2
601	только тогда	4	2
602	загробном мире	2	2
603	бросается в	2	2
604	на голове	2	2
605	только один	3	2
606	его с	3	2
607	мифа о	2	2
608	пока он	2	2
609	не имели	3	2
610	по мере	4	2
611	переход от	2	2
612	с кем	2	2
613	на смену	4	2
614	смерти а	2	2
615	другой пример	2	2
616	в самую	2	2
617	при которых	2	2
618	из себя	4	2
619	это так	2	2
620	если не	4	2
621	если он	2	2
622	такую же	2	2
623	видели и	3	2
624	же что	2	2
625	уже после	2	2
626	это же	4	2
627	других форм	2	2
628	как таковое	2	2
629	за собой	5	2
630	этого не	2	2
631	на свою	2	2
632	одна и	2	2
633	на вопрос	3	2
634	они уже	2	2
635	до этого	3	2
636	уже видели	2	2
637	мира а	2	2
638	нет в	2	2
639	и действительно	6	2
640	через кожу	2	2
641	уходит в	2	2
642	в животном	2	2
643	можно привести	2	2
644	силы и	2	2
645	человек может	2	2
646	что есть	2	2
647	и раньше	2	2
648	мог бы	2	2
649	эту связь	4	2
650	связь в	2	2
651	после чего	3	2
652	он по	2	2
653	смерти с	2	2
654	ее и	3	2
655	сообщает что	3	2
656	и таким	2	2
657	в другую	2	2
658	может иметь	2	2
659	всех людей	3	2
660	тот кто	7	2
661	этом он	2	2
662	он проглотил	2	2
663	он делает	2	2
664	то чего	2	2
665	в рай	2	2
666	он взял	2	2
667	к формам	2	2
668	но вот	2	2
669	должны быть	2	2
670	обрядов и	2	2
671	так у	4	2
672	совершенно так	3	2
673	их на	3	2
674	что от	3	2
675	в нашей	2	2
676	таких случаях	2	2
677	от жажды	2	2
678	море и	2	2
679	его тело	2	2
680	процесс этот	2	2
681	встречается в	3	2
682	или как	3	2
683	в античности	3	2
684	и стали	2	2
685	он на	2	2
686	только после	3	2
687	явление как	2	2
688	мы пока	2	2
689	в плен	2	2
690	части его	2	2
691	есть ли	2	2
692	героя в	11	2
693	здесь уже	2	2
694	с солнцем	3	2
695	такие выражения	2	2
696	ведущие в	2	2
697	иногда даже	4	2
698	борьбу с	2	2
699	на той	2	2
700	что оно	4	2
701	и вместе	3	2
702	это для	2	2
703	и убивает	2	2
704	еще одного	2	2
705	этом случае	13	2
706	обращается к	2	2
707	три раза	2	2
708	некоторое время	2	2
709	такого же	2	2
710	с представлениями	2	2
711	и оно	2	2
712	как только	2	2
713	в ином	3	2
714	приближается к	2	2
715	что при	5	2
716	далее есть	2	2
717	найти в	2	2
718	можно проследить	4	2
719	сейчас же	2	2
720	о двух	2	2
