N	2gram	Losev_Vesc	Dialekti
219	а в	6	12
220	всегда есть	5	12
221	тем более	3	12
222	и может	3	12
223	нет никакого	3	12
224	миф и	2	12
225	и нет	3	12
226	с этим	4	12
227	и тогда	7	12
228	но не	9	12
229	не о	2	11
230	мы должны	5	11
231	нисколько не	7	11
232	внутреннего и	4	11
233	тут –	7	11
234	должны быть	6	11
235	в одну	2	11
236	можно только	6	11
237	себе не	3	11
238	мы говорим	6	11
239	оно есть	16	11
240	от всего	15	11
241	от того	7	11
242	и тем	7	11
243	только на	3	11
244	ничем не	4	11
245	тех или	6	11
246	что если	2	11
247	в данном	6	11
248	мы имеем	8	11
249	только то	4	11
250	есть ли	10	11
251	как только	6	11
252	есть в	4	11
253	не значит	11	11
254	– мы	3	11
255	что я	26	11
256	из них	7	11
257	думают что	5	11
258	или в	3	11
259	нет никакой	4	10
260	а потом	3	10
261	может и	3	10
262	идеи и	3	10
263	одно из	2	10
264	от этого	3	10
265	к тому	3	10
266	в ее	8	10
267	е в	7	10
268	как мы	6	10
269	в его	5	10
270	содержит в	11	10
271	это было	2	10
272	для того	3	10
273	с этой	6	10
274	себе и	2	10
275	или другой	3	10
276	и для	13	10
277	что для	5	10
278	оно не	6	10
279	и можно	2	10
280	если же	5	10
281	чтобы не	2	10
282	в их	4	10
283	в частности	3	10
284	на себе	5	10
285	это будет	4	10
286	можно ли	7	10
287	мы видим	5	10
288	во всяком	4	10
289	и уже	2	10
290	то и	7	10
291	в результате	9	10
292	бытия и	6	10
293	то или	5	10
294	как будто	2	10
295	в жизни	5	10
296	во всем	2	10
297	если вы	3	10
298	если мы	12	10
299	только как	2	10
300	только о	2	10
301	как он	2	9
302	смысл и	12	9
303	а если	6	9
304	точка зрения	5	9
305	в истории	3	9
306	превращается в	3	9
307	не как	2	9
308	тут не	7	9
309	подобно тому	5	9
310	между собою	12	9
311	и более	4	9
312	в котором	4	9
313	не буду	3	9
314	тому как	5	9
315	той же	2	9
316	в одном	6	9
317	– совершенно	4	9
318	и от	4	9
319	есть бытие	2	9
320	была бы	3	9
321	нет ровно	2	9
322	утверждать что	2	9
323	тому что	2	9
324	больше ничего	12	9
325	или по	2	9
326	быть может	3	9
327	же как	3	9
328	с ними	4	9
329	и когда	5	9
330	случае не	3	9
331	то время	4	9
332	бы в	9	9
333	та или	2	9
334	мы можем	4	9
335	как о	5	9
336	лишь как	2	9
337	ничто не	2	9
338	на этом	4	9
339	и на	2	9
340	в отношении	7	8
341	есть сама	6	8
342	чего не	2	8
343	же –	3	8
344	если она	11	8
345	и без	4	8
346	не будет	13	8
347	– то	3	8
348	то как	2	8
349	как нечто	3	8
350	не на	2	8
351	в этой	4	8
352	и внешнего	2	8
353	только и	8	8
354	не суть	4	8
355	или других	4	8
356	у нас	9	8
357	с одной	3	8
358	есть символ	2	8
359	же вы	2	8
360	но все	3	8
361	и значит	5	8
362	что эта	2	8
363	и чисто	4	8
364	ни от	7	8
365	у меня	3	8
366	вопрос об	2	8
367	при помощи	4	8
368	личность как	2	8
369	один из	5	8
370	вещи и	40	8
371	вот почему	3	8
372	бы только	2	8
373	но она	3	8
374	когда мы	6	8
375	бы и	9	8
376	что есть	8	8
377	нет и	4	8
378	или иначе	5	8
379	в сфере	6	8
380	этом смысле	2	8
381	себя в	11	8
382	как таковая	4	8
383	как не	2	8
384	так то	4	8
385	и бытия	6	8
386	в разных	6	8
387	есть явление	9	7
388	тем самым	2	7
389	и сама	4	7
390	что здесь	2	7
391	в конце	3	7
392	об отношении	4	7
393	есть подлинная	2	7
394	а только	3	7
395	идею и	2	7
396	отлично от	5	7
397	вещи в	10	7
398	бытие и	6	7
399	его как	2	7
400	тем что	7	7
401	понимать как	2	7
402	тут мы	6	7
403	все что	3	7
404	от чего	3	7
405	эти две	6	7
406	т н	2	7
407	как она	5	7
408	и всякий	3	7
409	без всякого	7	7
410	она должна	4	7
411	для меня	3	7
412	нуждается в	2	7
413	не потому	7	7
414	же есть	3	7
415	ровно никакого	2	7
416	сами по	3	7
417	е не	5	7
418	со стороны	9	7
419	это я	4	7
420	и больше	13	7
421	с его	2	7
422	если есть	5	7
423	истории и	2	7
424	каком случае	4	7
425	есть именно	7	7
426	– только	4	7
427	и их	11	7
428	как в	3	7
429	заключается в	3	7
430	так или	5	7
431	и образ	3	7
432	с какой	2	7
433	но для	2	7
434	из которых	3	7
435	так чтобы	4	7
436	и ничего	2	7
437	он сам	2	7
438	то ни	13	7
439	всего прочего	8	7
440	только одно	2	7
441	отношения к	3	7
442	не сама	2	7
443	но он	2	7
444	еще и	11	6
445	– что	2	6
446	можно и	3	6
447	религии и	2	6
448	в другом	3	6
449	отношение к	4	6
450	то мы	3	6
451	действительно есть	2	6
452	ни вообще	2	6
453	с тем	8	6
454	более или	4	6
455	имеет никакого	2	6
456	то следовательно	2	6
457	все вещи	2	6
458	того чтобы	4	6
459	при всем	2	6
460	себя и	8	6
461	того и	2	6
462	и они	2	6
463	одна из	6	6
464	для этого	5	6
465	смысла и	8	6
466	тут же	4	6
467	какой стороны	2	6
468	они –	3	6
469	нем нет	2	6
470	то не	7	6
471	в которой	5	6
472	в каком-то	5	6
473	а я	3	6
474	но лишь	2	6
475	по своей	3	6
476	ни к	3	6
477	но они	2	6
478	быть только	6	6
479	вообще не	6	6
480	внутреннее и	3	6
481	но о	2	6
482	отвлеченная идея	2	6
483	но я	2	6
484	сущности и	14	6
485	сущность и	9	6
486	не быть	4	6
487	для науки	2	6
488	в себя	13	6
489	но с	2	6
490	вместе с	4	6
491	его в	8	6
492	и прежде	2	6
493	а что	2	6
494	о чем	2	6
495	или менее	4	6
496	в науке	3	6
497	это все	3	6
498	я вижу	2	6
499	мере в	2	6
500	по существу	3	6
501	больше того	6	6
502	одной стороны	3	6
503	этой точки	3	6
504	себя как	3	6
505	и совершенно	2	6
506	когда она	4	6
507	можно было	6	6
508	образ и	3	6
509	от вещей	3	6
510	во всех	5	6
511	о котором	2	6
512	дело не	4	6
513	никакого отношения	4	6
514	стороны и	2	6
515	я и	8	6
516	с полной	6	6
517	от всякого	4	6
518	она и	2	6
519	есть тоже	5	6
520	для него	8	6
521	не с	8	6
522	говорить что	4	6
523	чтобы быть	3	6
524	знания и	5	6
525	мог бы	7	6
526	уже в	2	6
527	всяком случае	2	6
528	может не	4	6
529	бы ни	3	6
530	из того	3	5
531	ибо иначе	2	5
532	я должен	4	5
533	реальность и	2	5
534	состоит из	3	5
535	действительности и	5	5
536	же мы	2	5
537	или как	3	5
538	гораздо более	2	5
539	что на	2	5
540	от смысла	2	5
541	же не	4	5
542	нельзя сказать	3	5
543	для нее	2	5
544	или –	3	5
545	и во	3	5
546	а есть	5	5
547	только один	3	5
548	то –	4	5
549	по сравнению	8	5
550	ли это	9	5
551	но даже	3	5
552	только к	2	5
553	мы еще	2	5
554	не является	3	5
555	вещи есть	55	5
556	– тоже	3	5
557	что у	5	5
558	сразу и	2	5
559	учения о	2	5
560	их в	6	5
561	учение об	10	5
562	в своих	3	5
563	если это	4	5
564	когда он	2	5
565	есть уже	4	5
566	если он	3	5
567	раз и	2	5
568	от нее	2	5
569	даже просто	2	5
570	из этого	3	5
571	конце концов	2	5
572	без этого	3	5
573	сравнению с	7	5
574	не что-нибудь	2	5
575	тем или	2	5
576	знание и	3	5
577	оно и	4	5
578	я могу	3	5
579	только мы	2	5
580	живой и	2	5
581	слово –	3	5
582	в это	2	5
583	а это	5	5
584	и у	4	5
585	в одно	2	5
586	сказали что	2	5
587	это может	3	5
588	и она	3	5
589	просто как	2	5
590	может ли	2	5
591	есть еще	3	5
592	но тут	2	5
593	раз навсегда	3	5
594	в качестве	4	5
595	и еще	4	5
596	независимо от	5	5
597	как смысл	2	5
598	к этому	2	5
599	или другим	2	5
600	к ней	4	5
601	мыслить и	3	5
602	как я	6	5
603	в свете	8	5
604	вещь но	7	5
605	и другое	6	5
606	со всей	2	5
607	отношении к	4	5
608	в сферу	2	5
609	есть все	2	5
610	и так	2	5
611	в понятии	5	5
612	есть прежде	4	5
613	реальное и	4	5
614	он и	2	5
615	есть конечно	3	5
616	в той	6	5
617	не обязательно	2	5
618	вещь не	10	5
619	явления и	4	5
620	данном случае	2	4
621	же тогда	2	4
622	от самой	4	4
623	и нужно	2	4
624	и этого	3	4
625	его на	4	4
626	действительность есть	6	4
627	человека и	3	4
628	всего иного	3	4
629	и явление	13	4
630	себе как	2	4
631	и эти	3	4
632	это только	2	4
633	у них	2	4
634	ведь и	6	4
635	вещи не	11	4
636	видим что	2	4
637	это уже	2	4
638	смыслу своему	2	4
639	своей собственной	2	4
640	и само	3	4
641	а потому	2	4
642	общения с	25	4
643	для всякого	6	4
644	как с	7	4
645	из самых	3	4
646	что нужно	4	4
647	в состоянии	2	4
648	значит? это	2	4
649	них и	2	4
650	в собственном	3	4
651	и эта	4	4
652	нечто совершенно	2	4
653	но совершенно	4	4
654	есть но	2	4
655	требует чтобы	5	4
656	если оно	9	4
657	себе что	3	4
658	нас в	3	4
659	то он	2	4
660	можно говорить	2	4
661	еще более	4	4
662	и мира	2	4
663	стороны не	2	4
664	из себя	6	4
665	если не	3	4
666	однако это	3	4
667	главным образом	3	4
668	по смыслу	5	4
669	или что	5	4
670	равно как	4	4
671	не содержит	5	4
672	отвлеченное понятие	2	4
673	мы будем	3	4
674	чтобы она	3	4
675	есть выражение	2	4
676	ибо если	3	4
677	том как	4	4
678	я бы	2	4
679	но именно	3	4
680	но эта	2	4
681	на все	2	4
682	чтобы это	3	4
683	говорить об	2	4
684	на себя	5	4
685	ни просто	6	4
686	с нею	19	4
687	говорим что	3	4
688	она сама	5	4
689	о ней	5	4
690	что эти	2	4
691	то ясно	2	4
692	но уже	3	4
693	бы то	12	4
694	не зависит	2	4
695	и материи	3	4
696	необходимо чтобы	7	4
697	же такое	4	4
698	тут нет	3	4
699	не нужно	3	4
700	смысле что	2	4
701	себя самого	4	4
702	в возможности	2	4
703	этом отношении	2	4
704	но ведь	2	4
705	у него	3	4
706	что угодно	3	4
707	это значит?	4	4
708	явлений и	3	4
709	и здесь	5	4
710	к чему	2	4
711	факты и	2	4
712	не можем	3	4
713	вообще но	6	4
714	совершенно невозможно	2	4
715	поэтому и	2	4
716	вещах и	3	4
717	есть для	2	4
718	быть не	5	4
719	чем же	5	4
720	и понимания	3	3
721	очевидно что	2	3
722	как чисто	2	3
723	для нас	2	3
724	что раз	3	3
725	от его	2	3
726	с чем	7	3
727	именно так	2	3
728	до бесконечности	2	3
729	когда я	5	3
730	должен быть	5	3
731	вещи мы	3	3
732	и позитивизм	2	3
733	тех кто	2	3
734	следовательно и	2	3
735	к ее	3	3
736	сделать это	2	3
737	и чем	4	3
738	то она	2	3
739	и возможно	2	3
740	а с	3	3
741	я называю	4	3
742	не так	2	3
743	даже вообще	2	3
744	и этот	2	3
745	себя функции	2	3
746	мы ведь	3	3
747	вещей как	3	3
748	зрения и	2	3
749	понятий и	2	3
750	или его	2	3
751	есть –	2	3
752	и человек	2	3
753	ли вы	2	3
754	и самой	2	3
755	даже больше	6	3
756	есть дерево	2	3
757	вот это	3	3
758	когда оно	2	3
759	это учение	4	3
760	со всем	5	3
761	религии но	2	3
762	находим в	2	3
763	в первом	2	3
764	нужно ли	2	3
765	мы получим	3	3
766	тот же	4	3
767	это можно	2	3
768	почти все	2	3
769	но то	4	3
770	пусть даже	3	3
771	прочего и	2	3
772	судить о	4	3
773	данная вещь	4	3
774	с вещью	21	3
775	я сам	3	3
776	здесь не	2	3
777	ту или	3	3
778	это вовсе	2	3
779	мысли и	5	3
780	в абсолютном	2	3
781	себя саму	4	3
782	на него	3	3
783	исходит из	2	3
784	если я	6	3
785	я мог	5	3
786	же она	2	3
787	все реальное	2	3
788	чем не	2	3
789	есть какой-то	3	3
790	было ни	2	3
791	нужно для	4	3
792	далеко не	2	3
793	или иных	2	3
794	на почве	6	3
795	я в	3	3
796	– вы	2	3
797	или иную	3	3
798	но к	2	3
799	образом и	4	3
800	в свою	5	3
801	же они	3	3
802	как принцип	2	3
803	значило бы	5	3
804	не важно	4	3
805	совершенно ясно	2	3
806	и внешнее	2	3
807	при чем	2	3
808	значит ли	7	3
809	является не	2	3
810	и делает	2	3
811	хотя это	2	3
812	момент в	6	3
813	сущности это	2	3
814	не указывает	3	3
815	и чтобы	2	3
816	тем же	2	3
817	о которых	2	3
818	указывает на	8	3
819	только от	2	3
820	здесь как	2	3
821	не был	2	3
822	для себя	6	3
823	в свое	2	3
824	это что	5	3
825	что вы	4	3
826	и вне	2	3
827	следовательно в	2	3
828	нас не	2	3
829	в отдельности	4	3
830	и оно	4	3
831	вещественно и	3	3
832	только с	3	3
833	она была	2	3
834	– с	2	3
835	есть обязательно	2	3
836	это тоже	2	3
837	к природе	2	3
838	таково что	2	3
839	с которой	3	3
840	существует но	4	3
841	которые бы	3	3
842	совсем не	2	3
843	к другому	3	3
844	или нет?	3	3
845	содержится в	3	3
846	в инобытии	4	3
847	итак если	2	3
848	и явлений	4	3
849	с другими	8	3
850	ее на	2	3
851	по преимуществу	2	3
852	как вещи	3	3
853	я хочу	5	3
854	раз есть	3	3
855	нечто и	2	3
856	же самой	3	3
857	должны сказать	2	3
858	что реально	3	3
859	мне и	2	3
860	ни было	12	3
861	ее с	5	3
862	вещь есть	14	3
863	от одного	2	3
864	и как-то	3	3
865	явление и	9	3
866	данной личности	2	3
867	что сущность	2	3
868	оно всегда	2	3
869	не к	3	3
870	сама вещь	10	3
871	и нечто	7	3
872	но на	2	3
873	когда же	2	3
874	есть сущность	2	3
875	говорите что	2	3
876	что смысл	4	3
877	ли оно	2	3
878	просто но	3	3
879	не мог	3	3
880	в слове	2	3
881	не знаем	2	3
882	оно вообще	2	3
883	однако не	4	3
884	имеем дело	3	3
885	всякой иной	3	3
886	реальное бытие	2	2
887	что ему	3	2
888	ее и	2	2
889	совершенно в	2	2
890	как можно	5	2
891	руки и	2	2
892	явления как	3	2
893	достаточно только	2	2
894	бытия в	2	2
895	как некая	3	2
896	она может	4	2
897	понимать в	2	2
898	она имеет	6	2
899	что-нибудь или	2	2
900	в подлинном	3	2
901	и формы	2	2
902	наряду с	2	2
903	самой же	2	2
904	как к	5	2
905	и достаточно	5	2
906	заключается не	2	2
907	как вещь	9	2
908	оперирует с	3	2
909	– чтобы	2	2
910	бы его	2	2
911	нет если	2	2
912	бы я	3	2
913	свою очередь	5	2
914	субъективизм и	2	2
915	и этой	2	2
916	значит не	4	2
917	смысл вещи	12	2
918	знает что	2	2
919	это значило	4	2
920	совсем другое	2	2
921	в каком-нибудь	2	2
922	общение с	11	2
923	во втором	2	2
924	существует в	3	2
925	по законам	2	2
926	в полной	2	2
927	это однако	3	2
928	однако в	3	2
929	и понимает	2	2
930	отличаются от	2	2
931	вот эта	2	2
932	есть некое	2	2
933	как личность	3	2
934	мы ее	5	2
935	ли что	2	2
936	вещи с	15	2
937	то с	3	2
938	нужно сказать	2	2
939	в особом	2	2
940	не стоит	2	2
941	ее не	6	2
942	повседневной жизни	2	2
943	существует только	2	2
944	или есть	3	2
945	самое главное	2	2
946	относится к	6	2
947	что значит	8	2
948	на их	2	2
949	но зато	2	2
950	принципиально не	3	2
951	имя имя	3	2
952	уже сейчас	2	2
953	есть предел	5	2
954	именно для	2	2
955	слово и	4	2
956	в чисто	5	2
957	дело в	6	2
958	и до	6	2
959	собственном смысле	4	2
960	бы даже	2	2
961	есть вещь	7	2
962	на меня	3	2
963	слова и	7	2
964	смысл не	2	2
965	находятся в	2	2
966	и быть	2	2
967	я покажу	2	2
968	самого же	2	2
969	существуют и	4	2
970	понять и	4	2
971	же теперь	2	2
972	было и	2	2
973	имя а	5	2
974	и кроме	3	2
975	что только	4	2
976	она является	4	2
977	что существуют	2	2
978	отличен от	2	2
979	как бытия	2	2
980	все еще	3	2
981	об их	3	2
982	не вполне	2	2
983	но ясно	3	2
984	вы говорите	4	2
985	этот вопрос	6	2
986	о них	4	2
987	сливаются в	2	2
988	это так	4	2
989	явления но	3	2
990	та самая	2	2
991	целиком и	2	2
992	вещи то	2	2
993	на такой	2	2
994	– уже	2	2
995	под собой	2	2
996	в воздухе	2	2
997	есть как	3	2
998	находится в	4	2
999	действительность и	8	2
1000	в вещах	2	2
1001	реальности и	4	2
1002	надо быть	2	2
1003	но еще	3	2
1004	на нас	3	2
1005	из предыдущего	2	2
1006	видели мы	2	2
1007	как некое	3	2
1008	и вещей	3	2
1009	чисто логической	2	2
1010	а так	3	2
1011	существует и	2	2
1012	по самому	3	2
1013	религиозного сознания	2	2
1014	вещи что	2	2
1015	она еще	2	2
1016	ему не	3	2
1017	будучи в	2	2
1018	есть имя	4	2
1019	этого вопроса	3	2
1020	рационалистическая метафизика	5	2
1021	веры в	2	2
1022	– по	4	2
1023	сущность есть	10	2
1024	жизнь не	2	2
1025	вопроса о	3	2
1026	есть проявление	2	2
1027	то есть	2	2
1028	все то	2	2
1029	которые мы	2	2
1030	остановиться на	3	2
1031	ни тем	2	2
1032	слово в	2	2
1033	есть момент	2	2
1034	в природу	4	2
1035	есть какое-то	4	2
1036	вещь –	3	2
1037	сам себя	4	2
1038	я имею	3	2
1039	науки не	2	2
1040	быть ни	3	2
1041	его от	2	2
1042	себе в	5	2
1043	который мы	4	2
1044	бы на	3	2
1045	для такого	2	2
1046	только это	4	2
1047	с другом	2	2
1048	вещи или	6	2
1049	в бытии	2	2
1050	и реального	3	2
1051	понимание есть	2	2
1052	природе своей	2	2
1053	всего то	2	2
1054	одного из	2	2
1055	почему я	2	2
1056	в вещи	12	2
1057	в определенном	2	2
1058	ближе к	2	2
1059	между ними	6	2
1060	или ничего	2	2
1061	мы о	2	2
1062	ее смысл	2	2
1063	том или	2	2
1064	не предполагает	4	2
1065	и ничто	2	2
1066	явление не	2	2
1067	равным образом	4	2
1068	с бесконечно	2	2
1069	было в	3	2
1070	своего существования	3	2
1071	нечто внутреннее	2	2
1072	себе совершенно	2	2
1073	диалектика и	2	2
1074	мы сказали	2	2
1075	себя самой	2	2
1076	для всякой	3	2
1077	дерево и	3	2
1078	что мне	2	2
1079	могла бы	3	2
1080	есть она	3	2
1081	вещи ибо	2	2
1082	о вещах	2	2
1083	существенно и	2	2
1084	как оно	4	2
1085	отличаться от	2	2
1086	только очень	2	2
1087	в целом	3	2
1088	и вещи	6	2
1089	на это	5	2
1090	на нее	2	2
1091	с ней	2	2
1092	жизни мы	2	2
1093	бы к	2	2
1094	к истории	2	2
1095	имя есть	27	2
1096	перестает быть	3	2
1097	существования и	4	2
1098	нет это	3	2
1099	жизни в	3	2
1100	кто не	3	2
1101	что то	3	2
1102	его и	4	2
1103	начиная от	2	2
1104	вещей в	3	2
1105	так но	2	2
1106	друг с	2	2
1107	ее к	2	2
1108	и ноги	2	2
1109	конечно и	2	2
1110	сходство и	2	2
1111	подлинном смысле	2	2
1112	раз в	2	2
1113	чем мы	3	2
1114	которую я	2	2
1115	вещь это	2	2
1116	в мысли	5	2
1117	вещь с	2	2
1118	явление есть	3	2
1119	к его	2	2
1120	нечто третье	5	2
1121	не понимает	3	2
1122	по природе	2	2
1123	но когда	3	2
1124	чтобы и	3	2
1125	исходят из	2	2
1126	и уж	2	2
1127	и сам	3	2
1128	бы что	3	2
1129	есть некая	3	2
1130	но оно	3	2
1131	этих двух	2	2
