N	2gram	Bakhtin_Pr	DiskursI
318	как можно	2	2
319	его к	4	2
320	мы должны	3	2
321	в построении	4	2
322	остается в	2	2
323	в каждом	15	2
324	все то	5	2
325	как к	3	2
326	также не	2	2
327	друг друга	4	2
328	сами по	4	2
329	себе как	2	2
330	быть и	2	2
331	начала и	2	2
332	от своего	2	2
333	и при	2	2
334	в основном	2	2
335	к своему	2	2
336	во времени	3	2
337	чужому слову	11	2
338	самом деле	10	2
339	зрения как	3	2
340	к различным	2	2
341	всего в	2	2
342	по существу	6	2
343	в россии	2	2
344	для понимания	4	2
345	для другого	2	2
346	установка на	4	2
347	в него	6	2
348	от ее	3	2
349	к нему	11	2
350	о мире	7	2
351	жизнь в	2	2
352	те же	3	2
353	в различных	3	2
354	полифонического романа	7	2
355	а потому	2	2
356	что может	4	2
357	большинстве случаев	10	2
358	мы его	2	2
359	же не	4	2
360	или меньшей	2	2
361	не могло	2	2
362	в особом	4	2
363	сознания с	3	2
364	и другого	3	2
365	тем или	2	2
366	самого начала	2	2
367	иметь в	2	2
368	себя и	5	2
369	все это	9	2
370	не поддается	2	2
371	этого слова	3	2
372	и они	2	2
373	же как	2	2
374	приходит в	2	2
375	отсюда и	3	2
376	вовсе не	12	2
377	одного сознания	9	2
378	бы то	3	2
379	но зато	2	2
380	он ничего	2	2
381	хоть и	4	2
382	слово не	8	2
383	с другими	8	2
384	только то	3	2
385	что так	2	2
386	в первой	3	2
387	должно быть	8	2
388	что она	7	2
389	не нужно	2	2
390	один голос	2	2
391	мысли и	6	2
392	установку на	2	2
393	на него	6	2
394	за ним	4	2
395	как их	4	2
396	переходит к	2	2
397	целый ряд	2	2
398	себя самого	3	2
399	если бы	12	2
400	автора в	4	2
401	не позволяет	2	2
402	что как	2	2
403	и вполне	2	2
404	и чужого	2	2
405	в драме	6	2
406	чем у	2	2
407	ни было	4	2
408	и их	3	2
409	с этой	2	2
410	о герое	5	2
411	как его	4	2
412	героев и	4	2
413	такой же	4	2
414	себе и	5	2
415	отношении к	5	2
416	и романа	2	2
417	на фоне	5	2
418	том и	2	2
419	не был	2	2
420	речи и	4	2
421	на этот	4	2
422	у него	11	2
423	их взаимоотношения	2	2
424	значение в	2	2
425	точке зрения	3	2
426	всей его	2	2
427	ее в	3	2
428	оно лишь	2	2
429	поэтому в	3	2
430	со своими	2	2
431	на то	5	2
432	в самой	9	2
433	романа в	4	2
434	ни один	3	2
435	а между	2	2
436	пожалуй и	2	2
437	еще более	2	2
438	видеть в	2	2
439	к чужому	8	2
440	и с	9	2
441	но для	3	2
442	героя но	4	2
443	но на	3	2
444	его героев	6	2
445	романа и	3	2
446	из которых	3	2
447	большей или	2	2
448	до настоящего	2	2
449	в настоящем	2	2
450	чужой речи	3	2
451	произведения в	2	2
452	в литературной	2	2
453	он сам	5	2
454	иного рода	2	2
455	что было	6	2
456	является не	2	2
457	он есть	6	2
458	и только	3	2
459	в плоскости	6	2
460	в нашем	2	2
461	на их	2	2
462	а как	11	2
463	он ни	2	2
464	с помощью	2	2
