N	2gram	Tiupa_Anal	RusskieA
205	жизни в	4	3
206	отношению к	9	3
207	что касается	5	3
208	жизнь и	3	3
209	с одной	3	3
210	есть в	2	3
211	восходит к	4	3
212	все что	2	3
213	слова в	2	3
214	в русской	9	3
215	когда он	2	3
216	на которой	2	3
217	с таким	5	3
218	из которых	2	3
219	к числу	4	3
220	с точки	2	3
221	сводится к	5	3
222	говорит о	3	3
223	здесь не	8	3
224	и его	18	3
225	по его	4	3
226	тому же	7	3
227	в большинстве	2	3
228	в себе	7	2
229	на эту	2	2
230	перед нами	7	2
231	не как	3	2
232	в силу	2	2
233	в конце	6	2
234	отношение к	2	2
235	судя по	2	2
236	что между	2	2
237	и тем	3	2
238	между ними	3	2
239	только во	2	2
240	в частности	19	2
241	в момент	3	2
242	самом деле	2	2
243	не так	2	2
244	тот кто	2	2
245	к этой	2	2
246	они не	2	2
247	ко всему	2	2
248	и без	3	2
249	состоит не	3	2
250	далее в	2	2
251	характер в	2	2
252	одной стороны	3	2
253	ответ на	3	2
254	в состав	2	2
255	с нею	2	2
256	о своей	2	2
257	здесь в	2	2
258	себя и	2	2
259	у и	3	2
260	и е	3	2
261	в дальнейшем	2	2
262	можно сказать	5	2
263	значение в	2	2
264	который в	4	2
265	для него	8	2
266	с его	15	2
267	в одну	3	2
268	сказать что	2	2
269	пока еще	3	2
270	он не	9	2
271	когда мы	2	2
272	другой стороны	7	2
273	и он	4	2
274	в начале	10	2
275	тем более	3	2
276	в равной	2	2
277	дело в	3	2
278	в каждом	4	2
279	его как	3	2
280	из своих	2	2
281	в прошлом	2	2
282	и даже	12	2
283	мы можем	2	2
284	этом отношении	3	2
285	не является	5	2
286	совершенно не	3	2
287	как у	3	2
288	в пределах	5	2
289	как известно	3	2
290	о своих	3	2
291	в жизни	2	2
292	представления об	2	2
293	и является	3	2
294	не случайно	13	2
295	дело здесь	4	2
296	за пределами	2	2
297	в чем	2	2
298	в церковь	2	2
299	и если	2	2
300	оно не	2	2
301	следует признать	3	2
302	многих отношениях	2	2
303	по себе	6	2
304	в противном	2	2
305	говорить о	6	2
306	не более	2	2
307	у него	2	2
308	в нашем	4	2
309	но эта	2	2
310	о которой	2	2
311	что при	2	2
312	равной степени	2	2
313	однако не	2	2
