N	2gram	Vygotskiy_	Analitik
241	в слове	11	5
242	все что	7	5
243	с таким	3	5
244	еще в	3	5
245	что мы	14	5
246	и особенно	2	5
247	таким же	3	5
248	в отношении	9	4
249	его к	2	4
250	в ситуации	7	4
251	и ее	3	4
252	в ответ	3	4
253	в области	5	4
254	до известной	2	4
255	в каждом	3	4
256	наконец в	3	4
257	отношение к	8	4
258	как к	4	4
259	одним из	3	4
260	были бы	5	4
261	нас к	10	4
262	только на	5	4
263	самом начале	5	4
264	в действительности	3	4
265	в любом	2	4
266	была бы	3	4
267	известном смысле	2	4
268	его от	2	4
269	его и	2	4
270	и о	4	4
271	более того	2	4
272	к нему	5	4
273	и что	14	4
274	потому что	26	4
275	в чем	5	4
276	в известном	2	4
277	что же	3	4
278	здесь в	2	4
279	и другого	2	4
280	того чтобы	26	4
281	и во	5	4
282	и тогда	3	4
283	известной степени	2	4
284	сказать что	18	4
285	и от	6	4
286	по своему	11	4
287	к предмету	6	4
288	с этим	5	4
289	но это	4	4
290	для данного	3	4
291	что она	8	4
292	бы в	7	4
293	в которой	16	4
294	о своем	2	4
295	представляют собой	2	4
296	в двух	2	4
297	отличается от	6	4
298	об этом	4	4
299	не удивительно	3	4
300	в значительной	3	4
301	что по	2	4
302	ее в	11	4
303	мы уже	5	4
304	между ними	8	4
305	в своих	2	4
306	могли бы	10	4
307	этом смысле	2	4
308	к самому	2	4
309	это и	7	4
310	и есть	4	4
311	на основе	5	4
312	в собственном	4	4
313	на самом	3	3
314	вопрос о	9	3
315	это означает	2	3
316	очевидно что	6	3
317	которые в	5	3
318	идет о	3	3
319	мы должны	7	3
320	же мере	5	3
321	она может	2	3
322	для нее	3	3
323	слова как	5	3
324	в состоянии	4	3
325	включает в	2	3
326	здесь как	2	3
327	втором случае	5	3
328	в ряду	3	3
329	было сказано	3	3
330	ведь это	2	3
331	в виду	5	3
332	в момент	4	3
333	одной и	5	3
334	при таком	2	3
335	всего в	2	3
336	в такой	6	3
337	на котором	4	3
338	себе в	5	3
339	и составляет	2	3
340	с тем	8	3
341	на первом	2	3
342	может и	3	3
343	переходит от	2	3
344	она не	7	3
345	к этой	2	3
346	речи и	36	3
347	гораздо более	4	3
348	своей собственной	2	3
349	том числе	2	3
350	в ней	5	3
351	остается в	2	3
352	между собой	15	3
353	случае в	4	3
354	только к	4	3
355	языка и	6	3
356	и заключается	3	3
357	что все	6	3
358	в зависимости	6	3
359	во внутренней	4	3
360	заключается в	14	3
361	связи с	4	3
362	что они	11	3
363	во время	2	3
364	никто не	2	3
365	случае не	2	3
366	и больше	2	3
367	в одну	2	3
368	содержит в	4	3
369	для этого	4	3
370	никак не	5	3
371	например в	5	3
372	первом случае	5	3
373	и той	5	3
374	так как	25	3
375	можно было	7	3
376	должно быть	3	3
377	это было	2	3
378	речи в	31	3
379	в центре	2	3
380	зависимости от	6	3
381	и может	2	3
382	что как	2	3
383	оказывается не	3	3
384	и наконец	4	3
385	в речи	6	3
386	с этой	5	3
387	в центр	2	3
388	возникает в	3	3
389	в какой	6	3
390	к объекту	14	3
391	на этот	2	3
392	они не	2	3
393	также и	2	3
394	что у	4	3
395	поэтому в	2	3
396	на то	5	3
397	оно может	2	3
398	представляется нам	3	3
399	когда он	2	3
400	оно не	3	3
401	и с	5	3
402	тогда когда	12	3
403	мог бы	6	3
404	ко всему	2	3
405	он сам	2	3
406	из этого	4	3
407	сам по	2	3
408	слова в	7	3
409	как на	8	3
410	только одно	2	3
411	же самое	12	3
412	всякий раз	3	3
413	но с	4	3
414	этих двух	4	3
415	и без	2	3
416	мы могли	15	3
417	но он	3	3
418	все более	2	2
419	в большинстве	2	2
420	между которыми	2	2
421	оно есть	5	2
422	о которых	3	2
423	бы с	2	2
424	с теми	2	2
425	сущности говоря	6	2
426	но мы	5	2
427	так же	26	2
428	той мере	2	2
429	для нас	4	2
430	в процессе	12	2
431	внутреннее единство	2	2
432	в одной	6	2
433	для всего	2	2
434	во внешней	4	2
435	в иной	2	2
436	не могла	2	2
437	не путем	2	2
438	с не	2	2
439	является в	7	2
440	к которому	3	2
441	в новую	2	2
442	при переходе	9	2
443	как показывает	7	2
444	только по	5	2
445	том же	7	2
446	имеет в	4	2
447	на всем	5	2
448	и при	2	2
449	когда мы	2	2
450	к понятию	4	2
451	в обратном	2	2
452	в разных	6	2
453	то о	5	2
454	образом в	5	2
455	тому что	14	2
456	на этой	7	2
457	только с	2	2
458	а только	2	2
459	она есть	2	2
460	с другом	6	2
461	своей внутренней	2	2
462	что этот	6	2
463	равной мере	2	2
464	этой точки	4	2
465	по этому	4	2
466	смысле этого	4	2
467	всем протяжении	4	2
468	там где	7	2
469	разрыв между	4	2
470	своей природе	8	2
471	что с	7	2
472	одновременно и	3	2
473	отношений и	2	2
474	здесь мы	2	2
475	же точно	6	2
476	во всей	3	2
477	который по	2	2
478	слов и	6	2
479	по существу	2	2
480	чем это	5	2
481	но эта	2	2
482	не возникает	2	2
483	стороны как	2	2
484	одно и	3	2
485	мы видим	10	2
486	к другим	11	2
487	что это	7	2
488	совершенно очевидно	3	2
489	то и	5	2
490	время в	3	2
491	рода и	2	2
492	внутренней и	2	2
493	и слово	4	2
494	мы можем	7	2
495	исходит из	2	2
496	значение в	3	2
497	прежде чем	3	2
498	языка на	2	2
499	та же	2	2
500	должен был	2	2
501	у нас	3	2
502	все равно	2	2
503	со всеми	2	2
504	не по	7	2
505	и иной	2	2
506	не означает	4	2
507	обратимся к	3	2
508	сих пор	6	2
509	но если	5	2
510	которая является	3	2
511	моментов в	2	2
512	том и	3	2
513	в ином	3	2
514	друг с	6	2
515	но всегда	2	2
516	от его	2	2
517	за ним	3	2
518	нет и	4	2
519	не имеет	6	2
520	вообще не	6	2
521	в самой	3	2
522	раз в	4	2
523	их в	2	2
524	зависит от	3	2
525	языка в	2	2
526	что при	4	2
527	отношения между	8	2
528	этот вопрос	2	2
529	бы дать	2	2
530	значения и	3	2
531	что между	2	2
532	ко всем	6	2
533	не можем	4	2
534	учение о	3	2
535	ближе к	2	2
536	которой он	2	2
537	не для	2	2
538	к другому	5	2
539	мы и	5	2
540	и только	7	2
541	о которой	2	2
542	до сих	6	2
543	не оставляет	2	2
544	связь между	10	2
545	тем же	8	2
546	в речь	2	2
547	в системе	3	2
