N	2gram	Trubetskoy	Myshleni
202	что такое	2	10
203	если не	2	10
204	о которых	3	10
205	или иной	5	10
206	речь идет	2	10
207	но для	2	10
208	указывает на	2	10
209	естественно что	2	9
210	только для	2	9
211	к этой	4	9
212	сама по	2	9
213	совершенно не	2	9
214	зависит от	2	9
215	более или	4	9
216	приводят к	2	9
217	больше чем	2	9
218	место в	2	9
219	может не	3	9
220	той или	3	9
221	что же	4	9
222	говорить о	3	9
223	или в	3	9
224	нисколько не	2	8
225	во время	2	8
226	себе и	4	8
227	что только	2	8
228	на которой	2	8
229	собой и	3	8
230	со стороны	4	8
231	главным образом	3	8
232	тому чтобы	4	8
233	стоит только	2	8
234	остается в	2	8
235	и те	2	8
236	и тогда	2	8
237	о котором	3	8
238	в течение	2	8
239	отношении к	2	8
240	и вместе	2	7
241	к вопросу	4	7
242	лучшем случае	3	7
243	должна быть	2	7
244	каждого отдельного	2	7
245	которой он	4	7
246	это в	2	7
247	всех этих	3	7
248	его и	2	7
249	он сам	3	7
250	в таком	2	7
251	в значительной	3	7
252	признать что	6	7
253	этом и	2	7
254	знаем что	3	7
255	лежит не	2	6
256	которой она	2	6
257	раз навсегда	2	6
258	уже не	2	6
259	по самому	2	6
260	вопросу о	3	6
261	том и	2	6
262	и о	2	6
263	одна из	3	6
264	что может	3	6
265	к чему	2	6
266	в лучшем	3	6
267	от него	2	5
268	могут не	2	5
269	когда они	4	5
270	и состоит	2	5
271	совершенно очевидно	2	5
272	все они	3	5
273	бы для	2	5
274	деятельности и	2	5
275	только с	2	5
276	для них	3	5
277	себя в	4	5
278	говоря о	2	5
279	но даже	2	5
280	конце концов	3	5
281	а потому	5	5
282	пути к	2	5
283	ничего другого	2	5
284	видеть в	2	5
285	самого себя	7	5
286	не просто	2	5
287	а следовательно	3	5
288	и вот	2	4
289	всю свою	2	4
290	время в	2	4
291	но совершенно	2	4
292	если только	2	4
293	к той	2	4
294	идет речь	4	4
295	и если	7	4
296	не подлежит	2	4
297	же образом	2	4
298	можно ли	3	4
299	чтобы понять	2	4
300	бы то	4	4
301	не к	2	4
302	она может	3	4
303	для нее	2	4
304	на эту	2	4
305	общественной жизни	2	4
306	себя и	5	4
307	того или	2	4
308	к которой	6	4
309	к данному	2	4
310	есть и	2	4
311	путь к	4	4
312	как будто	2	4
313	эта работа	2	4
314	в корне	4	4
315	жизни и	4	4
316	то это	3	4
317	не было	3	4
318	в некоторых	2	4
319	конечно не	5	4
320	следовательно и	2	3
321	противоречие с	2	3
322	значительной мере	2	3
323	собой все	2	3
324	именно на	2	3
325	этой третьей	2	3
326	они будут	2	3
327	себя как	2	3
328	тогда как	2	3
329	самому своему	2	3
330	чтобы их	2	3
331	всем этим	2	3
332	на это	2	3
333	в порядке	2	3
334	даже если	2	3
335	сделать это	2	3
336	не так	2	3
337	и этот	3	3
338	и сейчас	3	3
339	самим собой	12	3
340	при отсутствии	2	3
341	во многих	2	3
342	сводится к	3	3
343	в противоречие	2	3
344	если же	2	3
345	за то	2	3
346	при котором	3	3
347	в настоящее	2	3
348	которых каждый	2	3
349	настоящее время	2	3
350	да и	3	3
351	или иного	2	3
352	то ни	4	3
353	в единое	2	3
354	в большинстве	3	3
355	так чтобы	3	3
356	же время	10	3
357	дела не	2	2
358	большинстве случаев	2	2
359	ни одна	3	2
360	к такому	2	2
361	тем чтобы	3	2
362	зрения этой	2	2
363	окажется в	3	2
364	этом направлении	2	2
365	ни к	7	2
366	не тем	2	2
367	речь шла	2	2
368	разумеется что	2	2
369	будет в	2	2
370	в таких	2	2
371	этого не	2	2
372	в другое	4	2
373	от нас	2	2
374	с нею	3	2
375	в мире	4	2
376	их не	2	2
377	не будет	7	2
378	и т	3	2
379	с самим	2	2
380	не должен	2	2
381	понять что	2	2
382	чтобы она	2	2
383	другом случае	2	2
384	в будущем	3	2
385	даже не	2	2
386	к себе	2	2
387	с уверенностью	2	2
388	в борьбе	2	2
389	на себя	2	2
390	себя от	3	2
391	но она	2	2
392	там и	2	2
393	том случае	4	2
394	случае если	3	2
395	и должно	2	2
396	бы ни	2	2
397	себя на	2	2
398	говорили в	2	2
