N	2gram	Propp_Isto	Myshleni
259	к нему	5	12
260	мог бы	2	12
261	но он	2	12
262	одно из	3	11
263	что этот	5	11
264	к пониманию	2	11
265	с собой	6	11
266	есть не	2	11
267	и при	3	11
268	на котором	3	11
269	на том	5	11
270	находится в	2	11
271	например в	11	11
272	в других	4	11
273	в пределах	5	11
274	мы увидим	6	11
275	наряду с	7	11
276	и наконец	2	11
277	он в	3	11
278	вот почему	2	11
279	не по	3	11
280	есть в	2	11
281	здесь мы	7	10
282	но вместе	4	10
283	относится к	3	10
284	с той	2	10
285	в другой	5	10
286	если не	4	10
287	о которых	4	10
288	за собой	5	10
289	том числе	3	10
290	одного из	3	10
291	представляют собой	6	10
292	что его	4	10
293	но для	4	10
294	в нашей	2	10
295	и у	3	10
296	числе и	2	10
297	и может	2	10
298	не могло	2	10
299	перейти к	2	10
300	к этим	3	9
301	видим в	2	9
302	такого рода	2	9
303	не представляет	2	9
304	под влиянием	2	9
305	к изучению	2	9
306	также и	2	9
307	он может	4	9
308	а по	3	9
309	еще в	2	9
310	животных и	2	9
311	но эта	2	9
312	связано с	7	9
313	к этой	3	9
314	и он	9	9
315	совершенно не	2	9
316	зависит от	4	9
317	как только	2	9
318	в тех	4	9
319	приводят к	3	9
320	должны быть	2	9
321	та же	2	9
322	он имеет	4	9
323	частный случай	3	9
324	в ином	3	9
325	должен быть	2	9
326	этой стадии	4	9
327	или в	7	9
328	связь с	20	8
329	этого мы	2	8
330	что не	3	8
331	во время	12	8
332	себе и	2	8
333	на которой	4	8
334	со стороны	6	8
335	главным образом	2	8
336	и др	6	8
337	увидим что	3	8
338	на одном	2	8
339	в этот	2	8
340	как правило	2	8
341	из двух	2	8
342	в животном	2	8
343	не как	5	8
344	в более	6	8
345	уже и	3	8
346	его развития	2	8
347	и из	3	8
348	не мог	3	8
349	том как	5	8
350	образом в	3	8
351	один раз	2	8
352	еще один	3	8
353	к другой	2	8
354	и тогда	2	8
355	в течение	2	8
356	связан с	7	8
357	известно что	3	8
358	при помощи	11	7
359	не имеют	2	7
360	и вместе	3	7
361	у них	2	7
362	представления о	7	7
363	одну из	5	7
364	должна быть	3	7
365	с ними	4	7
366	а также	5	7
367	находятся в	2	7
368	одновременно с	2	7
369	на место	2	7
370	которой он	2	7
371	же в	3	7
372	всех этих	2	7
373	из нее	2	7
374	его и	2	7
375	в таком	2	7
376	и сам	2	7
377	при анализе	2	7
378	связаны с	3	7
379	на него	10	7
380	за ним	4	7
381	его с	3	7
382	знаем что	10	7
383	бы мы	4	6
384	что здесь	9	6
385	только один	3	6
386	и вообще	3	6
387	это было	2	6
388	себе что	2	6
389	роль в	3	6
390	это же	4	6
391	том смысле	2	6
392	это означает	2	6
393	говорит о	4	6
394	уже не	14	6
395	различные предметы	2	6
396	указывают на	2	6
397	еще и	2	6
398	его на	5	6
399	в связь	2	6
400	и таким	2	6
401	но так	3	6
402	совершенно так	3	6
403	предположить что	3	6
404	и о	2	6
405	положение что	2	6
406	этот момент	2	6
407	одна из	6	6
408	образом мы	3	6
409	тех же	2	6
410	себе в	3	6
411	и там	3	6
412	очень часто	4	6
413	и мы	3	6
414	не говорит	2	6
415	к ней	2	6
416	увидим ниже	4	6
417	знаем о	2	6
418	с которым	3	6
419	в различных	3	6
420	от него	2	5
421	то мы	3	5
422	когда они	3	5
423	как у	2	5
424	после того	4	5
425	это так	2	5
426	совершенно ясно	6	5
427	же что	2	5
428	не дает	2	5
429	не потому	5	5
430	это представление	5	5
431	эти два	2	5
432	в свое	2	5
433	в него	5	5
434	все его	2	5
435	часто в	2	5
436	себя в	6	5
437	ее на	2	5
438	к ним	2	5
439	чем перейти	2	5
440	он является	2	5
441	что во	2	5
442	другими словами	4	5
443	оказывается что	2	5
444	но даже	2	5
445	может иметь	2	5
446	об одном	2	5
447	видим что	5	5
448	он делает	2	5
449	но то	2	5
450	в наши	2	5
451	встречается в	3	5
452	никто не	4	5
453	случаях когда	2	5
454	прийти к	2	5
455	или на	3	5
456	им в	2	5
457	говорит об	2	5
458	на более	2	5
459	гораздо больше	2	5
460	человека с	2	5
461	язык и	2	5
462	на первом	2	5
463	сейчас же	2	5
464	в форме	5	5
465	и вот	4	4
466	а потом	3	4
467	на пути	2	4
468	а как	3	4
469	так например	3	4
470	мы узнаем	2	4
471	в меньшей	2	4
472	однако в	2	4
473	такое же	3	4
474	в дальнейшем	6	4
475	на нее	3	4
476	время в	2	4
477	до этого	3	4
478	думать что	2	4
479	по которым	2	4
480	если он	2	4
481	в море	5	4
482	из него	3	4
483	находящихся в	2	4
484	означает что	3	4
485	как таковое	2	4
486	в одно	2	4
487	его не	3	4
488	когда она	2	4
489	из его	2	4
490	но при	2	4
491	но эти	4	4
492	также в	2	4
493	все другие	2	4
494	она в	2	4
495	что есть	2	4
496	и начинает	3	4
497	а именно	8	4
498	говорится в	2	4
499	формы и	3	4
500	превращается в	10	4
501	то здесь	4	4
502	или как	3	4
503	в целях	3	4
504	то он	2	4
505	есть и	3	4
506	в роли	4	4
507	этом мы	2	4
508	только после	3	4
509	как будто	2	4
510	в очень	2	4
511	по которому	3	4
512	как показал	3	4
513	особенности в	2	4
514	ему в	3	4
515	представление об	5	4
516	здесь не	3	4
517	жизни и	4	4
518	также не	2	4
519	то это	8	4
520	за ней	2	4
521	развития это	2	4
522	здесь и	2	4
523	не было	2	4
524	в некоторых	6	4
525	привели нас	2	4
526	примитивных народов	2	4
527	в голове	2	3
528	он видит	4	3
529	показывают как	2	3
530	случае мы	2	3
531	здесь как	3	3
532	к своему	2	3
533	он получает	3	3
534	становится понятным	2	3
535	поставить вопрос	2	3
536	ранних ступенях	2	3
537	наоборот в	2	3
538	представления и	2	3
539	предположение что	3	3
540	при рассмотрении	2	3
541	из себя	4	3
542	они же	2	3
543	и затем	2	3
544	именно на	2	3
545	из других	2	3
546	не объясняет	3	3
547	ступенях развития	2	3
548	есть ли	2	3
549	после этого	3	3
550	одна и	2	3
551	сливается с	2	3
552	о двух	2	3
553	следует за	2	3
554	это еще	3	3
555	с этими	3	3
556	от которого	2	3
557	что касается	2	3
558	но уже	5	3
559	даже если	2	3
560	мы легко	2	3
561	тогда он	4	3
562	по его	2	3
563	в книге	3	3
564	как можно	2	3
565	происходит не	2	3
566	некоторое время	2	3
567	уже выше	3	3
568	без всяких	4	3
569	это явление	4	3
570	что за	2	3
571	что даже	2	3
572	за которым	2	3
573	и сейчас	3	3
574	ли он	2	3
575	их на	3	3
576	ним и	2	3
577	это происходит	3	3
578	с целью	2	3
579	имеем в	2	3
580	от них	2	3
581	не знаем	3	3
582	эта связь	5	3
583	он на	2	3
584	подобного рода	2	3
585	и хотя	4	3
586	чтобы они	2	3
587	это приводит	3	3
588	в это	3	3
589	основана на	2	3
590	о нем	3	3
591	находит в	3	3
592	дальше и	2	3
593	живет в	6	3
594	выше мы	2	3
595	и оно	2	3
596	это делается	6	3
597	и пр	6	3
598	во власти	2	3
599	чтобы он	3	3
600	то его	2	3
601	мы проследим	2	3
602	мира и	2	3
603	этих случаях	10	3
604	более ранних	5	2
605	как отражение	2	2
606	состоит из	4	2
607	это показывает	2	2
608	этих предметов	2	2
609	если сравнить	2	2
610	для чего	2	2
611	им и	2	2
612	входящий в	2	2
613	на лодке	5	2
614	и они	5	2
615	на ней	2	2
616	и целый	2	2
617	оно уже	2	2
618	не имели	3	2
619	что когда	3	2
620	должно было	3	2
621	или другой	2	2
622	силу и	2	2
623	много примеров	2	2
624	представляют себе	2	2
625	он состоит	2	2
626	входить в	2	2
627	уже видели	2	2
628	в которую	2	2
629	в таких	3	2
630	объясняет и	2	2
631	играет роль	2	2
632	не всегда	9	2
633	вопрос этот	3	2
634	этого не	2	2
635	на свою	2	2
636	в руки	3	2
637	в другое	2	2
638	они сами	2	2
639	переносится в	2	2
640	свою противоположность	2	2
641	особенно в	2	2
642	его за	2	2
643	присущих ему	2	2
644	всегда остается	2	2
645	него в	2	2
646	он по	2	2
647	здесь он	2	2
648	этом он	2	2
649	тем это	2	2
650	через него	3	2
651	их не	3	2
652	представлений о	12	2
653	и действительно	6	2
654	представлением о	5	2
655	в иной	12	2
656	представление что	4	2
657	все еще	6	2
658	они были	2	2
659	только у	2	2
660	а если	2	2
661	только тем	2	2
662	и она	3	2
663	но вот	2	2
664	и т	39	2
665	дает нам	2	2
666	что от	3	2
667	в приведенных	5	2
668	чтобы она	2	2
669	или другого	3	2
670	здесь нет	3	2
671	не совсем	6	2
672	в землю	2	2
673	близка к	2	2
674	в предыдущих	2	2
675	даже не	2	2
676	к себе	3	2
677	строится на	2	2
678	он всегда	2	2
679	и требует	3	2
680	над ним	4	2
681	на той	2	2
682	на себя	4	2
683	здесь же	2	2
684	на них	2	2
685	он был	2	2
686	свете этих	2	2
687	с этого	2	2
688	в человеческом	2	2
689	при изучении	2	2
690	так много	2	2
691	и уже	2	2
692	они стали	3	2
693	одном случае	2	2
694	не хватает	2	2
695	ее к	2	2
696	приближается к	2	2
697	на нем	3	2
698	но когда	3	2
