N	2gram	Bakhtin_Fr	Freidism
145	в процессе	2	5
146	того чтобы	3	5
147	не было	3	5
148	в ее	5	5
149	с ними	2	5
150	и до	6	5
151	в себя	9	5
152	одна из	5	4
153	в мир	2	4
154	и вообще	5	4
155	в таких	2	4
156	характер и	4	4
157	его к	2	4
158	так же	2	4
159	и образы	4	4
160	но это	5	4
161	в области	10	4
162	этот процесс	5	4
163	в собственном	4	4
164	материнское лоно	2	4
165	связанных с	4	4
166	мысли и	4	4
167	с ее	3	4
168	в другом	2	4
169	на него	2	4
170	этом отношении	5	4
171	в виду	5	4
172	в основном	4	4
173	на всех	5	4
174	это как	5	4
175	только на	3	4
176	и за	2	4
177	у него	2	4
178	как в	6	4
179	к ней	2	4
180	в своем	11	4
181	только с	3	4
182	влияние на	8	4
183	по своему	9	4
184	связанные с	2	4
185	потому что	6	4
186	именно в	6	4
187	общения между	2	4
188	этот вопрос	2	4
189	и т.п	26	4
190	выражение в	5	4
191	из тех	2	4
192	главным образом	6	4
193	мы находим	4	4
194	в целом	3	4
195	нет и	2	4
196	отметить что	2	4
197	этом мы	2	4
198	мы и	4	4
199	себя и	2	4
200	это и	3	4
201	в истории	5	4
202	и речи	2	4
203	в узком	4	4
204	на язык	2	4
205	конечно в	2	3
206	с этими	2	3
207	и от	3	3
208	в свой	2	3
209	половой жизни	4	3
210	в эпоху	17	3
211	жизни в	8	3
212	к себе	3	3
213	и даже	10	3
214	он дает	4	3
215	связанное с	2	3
216	и как	2	3
217	этих двух	2	3
218	на все	5	3
219	он был	3	3
220	одним из	4	3
221	и со	3	3
222	связано с	2	3
223	и ни	4	3
224	как на	4	3
225	себе и	2	3
226	сих пор	7	3
227	в какой	2	3
228	и очень	2	3
229	в искусстве	3	3
230	узком смысле	2	3
231	и следовательно	3	3
232	явление в	2	3
233	на этот	3	3
234	из наиболее	2	3
235	ни на	3	3
236	от всех	3	3
237	на этой	5	3
238	в г	3	3
239	о том	5	3
240	это уже	4	3
241	и она	2	3
242	в совершенно	2	3
243	освободиться от	2	3
244	собственном смысле	3	3
245	притом в	2	3
246	оно не	2	3
247	сознание человека	2	3
248	их в	3	3
249	но для	3	3
250	приводит к	2	3
251	и становится	2	3
252	и этим	2	3
253	в одном	8	3
254	в основу	2	3
255	что мы	2	3
256	в них	13	3
257	уже в	5	3
258	формы и	7	3
259	на это	2	3
260	для них	2	3
261	раз и	2	3
262	говорит о	2	3
263	мы видим	2	3
264	в условиях	15	3
265	мир в	3	3
266	и сам	2	3
267	есть только	3	3
268	под влиянием	3	3
269	во всей	4	3
270	из основных	2	3
271	в нашем	3	3
272	до сих	7	3
273	между тем	5	3
274	да и	5	2
275	в книге	3	2
276	на всю	4	2
277	как ее	2	2
278	в отношении	7	2
279	о которых	2	2
280	или иной	5	2
281	нужно отметить	3	2
282	к этим	2	2
283	время в	3	2
284	не входит	2	2
285	были в	4	2
286	другом месте	2	2
287	по преимуществу	3	2
288	же с	2	2
289	для своего	2	2
290	он выводит	2	2
291	дело в	2	2
292	в состоянии	3	2
293	самом же	3	2
294	бы в	2	2
295	превращается в	6	2
296	и символы	4	2
297	это было	2	2
298	его целом	2	2
299	в отличие	4	2
300	применении к	3	2
301	в конце	3	2
302	связанный с	3	2
303	и смерти	6	2
304	от всей	2	2
305	как к	3	2
306	и часто	3	2
307	есть и	2	2
308	века в	5	2
309	друг друга	3	2
310	нужно сказать	7	2
311	связана с	8	2
312	весь мир	3	2
313	которого они	2	2
314	в некоторых	2	2
315	в их	6	2
316	в прошлое	3	2
317	но именно	4	2
318	и другие	10	2
319	и та	2	2
320	для нас	5	2
321	в течение	3	2
322	этого процесса	4	2
323	отличие от	5	2
324	с одной	2	2
325	этот страх	2	2
326	и всего	2	2
327	подойти к	2	2
328	образом в	3	2
329	о нем	4	2
330	страх перед	2	2
331	думать что	2	2
332	и так	2	2
333	в него	2	2
334	в эту	6	2
335	относится к	4	2
336	значение для	2	2
337	также и	3	2
338	с другой	3	2
339	речи и	2	2
340	этих явлений	4	2
341	он в	2	2
342	знает только	2	2
343	стремление к	2	2
344	еще более	6	2
345	не укладывается	2	2
346	входит в	4	2
347	но все	5	2
348	во многом	3	2
349	а его	2	2
350	речь и	2	2
351	он и	3	2
352	одной стороны	2	2
353	в применении	3	2
354	из которых	2	2
355	и их	3	2
356	но как	3	2
357	же он	2	2
358	природной и	2	2
359	на них	3	2
360	ко всему	2	2
361	и значение	2	2
362	же деле	3	2
363	новое и	3	2
364	жизни но	2	2
365	всех других	2	2
366	там где	3	2
367	и во	6	2
368	пусть и	2	2
369	связаны с	5	2
370	проникнуть в	3	2
371	художественное творчество	2	2
372	у других	2	2
373	его формы	2	2
374	отношения к	5	2
375	в дальнейшем	10	2
376	совершенно иной	2	2
377	не к	2	2
378	выходит за	5	2
379	рядом с	9	2
380	мира в	3	2
381	на языке	2	2
382	продолжает жить	2	2
383	мы остановимся	5	2
384	вполне понятно	2	2
