N	2gram	Potebnia_M	StatiiOP
124	что и	16	10
125	в истории	2	10
126	это слово	6	10
127	в начале	3	10
128	но не	8	10
129	что такое	2	10
130	же время	8	10
131	но он	3	10
132	в каждом	6	9
133	в чем	6	9
134	что же	3	9
135	несмотря на	2	9
136	место в	4	9
137	по этому	2	9
138	там где	6	9
139	во время	4	9
140	можно сказать	4	9
141	вряд ли	4	9
142	в одном	4	9
143	с этой	2	9
144	времени и	2	9
145	его жизни	2	9
146	и к	5	9
147	для нас	40	9
148	что мы	16	9
149	внимание на	2	9
150	что эта	3	9
151	и тем	8	9
152	и это	6	9
153	при помощи	2	8
154	могут быть	6	8
155	отношение к	2	8
156	в их	2	8
157	связано с	2	8
158	той же	6	8
159	в какой	3	8
160	связи с	6	8
161	к этому	3	8
162	это в	2	8
163	что она	4	8
164	тем не	7	8
165	и даже	3	8
166	должен был	2	8
167	в речи	4	8
168	одним из	3	8
169	и о	6	8
170	заключается в	2	8
171	и более	4	8
172	не имеет	10	8
173	в которых	5	8
174	данном случае	3	7
175	том как	3	7
176	уже в	10	7
177	в это	2	7
178	в виде	3	7
179	одной из	3	7
180	что все	5	7
181	в эту	4	7
182	того же	5	7
183	что этот	2	7
184	а а	2	7
185	тем более	9	7
186	в ее	3	7
187	не все	5	7
188	и то	13	7
189	кажется что	3	7
190	лишь в	2	7
191	еще не	9	7
192	отношению к	10	7
193	что для	5	7
194	по себе	26	7
195	можно назвать	2	7
196	то время	7	7
197	даже в	3	6
198	в себе	26	6
199	по отношению	12	6
200	должно было	2	6
201	в отдельных	2	6
202	одном из	4	6
203	в новом	2	6
204	том смысле	6	6
205	его не	2	6
206	к нему	7	6
207	и все	5	6
208	по крайней	8	6
209	что на	3	6
210	на его	4	6
211	языка и	5	6
212	и я	3	6
213	и вообще	4	6
214	крайней мере	8	6
215	одно из	6	6
216	что с	2	6
217	независимо от	10	6
218	его как	3	6
219	мы не	17	6
220	еще до	3	6
221	и здесь	3	6
222	отношения между	4	6
223	же и	3	6
224	что я	5	6
225	время как	3	6
226	этом смысле	2	6
227	только не	5	6
228	говорить о	6	6
229	тем же	6	6
230	его в	6	5
231	даже не	2	5
232	но если	2	5
233	для себя	3	5
234	давно уже	4	5
235	оба эти	2	5
236	это и	2	5
237	что именно	5	5
238	в свое	2	5
239	том же	2	5
240	и потому	9	5
241	а то	2	5
242	если б	9	5
243	одной стороны	4	5
244	что не	12	5
245	отношении к	3	5
246	такое же	5	5
247	один из	7	5
248	при этом	6	5
249	думать что	6	5
250	в сущности	3	5
251	до того	5	5
252	никто не	5	5
253	должна быть	2	5
254	что эти	3	5
255	хотя и	3	5
256	не потому	2	5
257	во многих	3	5
258	то это	9	5
259	на это	4	5
260	не как	3	5
261	к ней	7	5
262	целый ряд	2	5
263	и почему	2	5
264	не могло	3	5
265	с одной	8	5
266	после того	2	5
267	на нее	2	5
268	том чтобы	4	5
269	нет и	2	5
270	ее в	2	5
271	столь же	8	5
272	и если	4	5
273	уже не	11	5
274	оно не	7	5
275	во многом	3	5
276	на память	3	5
277	до него	2	5
278	если не	6	5
279	о значении	2	5
280	конечно не	2	5
281	и только	5	5
282	в слове	41	5
283	без всякого	2	5
284	поэзии в	2	4
285	очевидно что	9	4
286	в каждой	4	4
287	не могут	7	4
288	от его	2	4
289	в форме	2	4
290	то есть	53	4
291	что оно	12	4
292	нет ни	2	4
293	не всегда	5	4
294	как у	2	4
295	что ни	3	4
296	не знает	4	4
297	во времена	2	4
298	смысле этого	9	4
299	в такой	2	4
300	с общим	2	4
301	но как	2	4
302	так или	2	4
303	он говорит	3	4
304	тех пор	5	4
305	и без	9	4
306	а потому	8	4
307	что его	3	4
308	в образе	4	4
309	в процессе	2	4
310	с нею	5	4
311	в поэзии	4	4
312	разница между	3	4
313	поэзии и	8	4
314	мы видим	3	4
315	ничего общего	2	4
316	и тогда	4	4
317	в первом	5	4
318	этого слова	14	4
319	должны быть	3	4
320	обращается к	2	4
321	который в	2	4
322	как мы	8	4
323	да и	2	4
324	показывает что	2	4
325	относится к	6	4
326	если в	2	4
327	иметь в	2	4
328	за пределы	2	4
329	что по	4	4
330	значительной степени	2	4
331	сами по	3	4
332	есть в	6	4
333	бы и	4	4
334	не имели	2	4
335	и тот	5	4
336	на него	3	4
337	только что	12	4
338	известно что	4	4
339	что как	4	4
340	и вполне	2	4
341	из двух	4	4
342	как о	3	4
343	и их	4	4
344	в наших	2	4
345	в последнем	4	4
346	могло бы	2	4
347	все что	4	4
348	не существует	5	4
349	с которым	3	4
350	более чем	2	4
351	языка в	6	4
352	значит что	2	4
353	в смысле	4	4
354	или в	4	4
355	в таком	6	4
356	быть не	4	4
357	чем в	2	4
358	все более	2	3
359	перед нами	3	3
360	ему не	2	3
361	не подлежит	2	3
362	из того	2	3
363	на который	2	3
364	от него	2	3
365	отношений между	2	3
366	при всей	2	3
367	и наконец	3	3
368	в других	3	3
369	от того	10	3
370	или же	8	3
371	слово в	6	3
372	тогда когда	20	3
373	и других	3	3
374	он должен	2	3
375	в одно	8	3
376	к своему	3	3
377	относятся к	2	3
378	видно что	4	3
379	или менее	6	3
380	на котором	4	3
381	себе в	2	3
382	образом в	4	3
383	от них	4	3
384	о котором	2	3
385	на которую	2	3
386	к первому	2	3
387	она не	4	3
388	заметить что	7	3
389	и как	8	3
390	только при	2	3
391	в голову	3	3
392	из нее	2	3
393	так в	4	3
394	не говоря	3	3
395	не могла	2	3
396	не то	6	3
397	на них	2	3
398	нельзя сказать	5	3
399	есть еще	4	3
400	совсем не	2	3
401	не будет	4	3
402	но эта	3	3
403	по тому	7	3
404	то не	3	3
405	себя и	4	3
406	эти слова	2	3
407	этом случае	2	3
408	не были	4	3
409	бы то	2	3
410	к его	2	3
411	бы в	3	3
412	то и	10	3
413	в сознании	36	3
414	и до	2	3
415	а к	4	3
416	в словах	3	3
417	от этого	2	3
418	бы ни	6	3
419	только потому	8	3
420	искусства и	3	3
421	бы не	6	3
422	которая не	2	3
423	смысле что	2	3
424	каждого из	2	3
425	если и	2	3
426	судя по	3	3
427	формы в	3	3
428	слова с	4	3
429	появления в	4	3
430	несколько слов	2	3
431	вытекает из	2	3
432	люди которые	2	3
433	их в	3	3
434	я и	3	3
435	слова в	7	3
436	в свою	6	3
437	у меня	2	3
438	но на	2	3
439	что до	3	3
440	но что	4	3
441	это можно	4	3
442	то или	2	3
443	от нее	2	3
444	столько же	2	3
445	в один	4	3
446	более или	6	3
447	отношения к	2	3
448	не к	4	3
449	что при	3	3
450	к своей	2	3
451	одним и	4	3
452	не дает	2	3
453	тем и	5	3
454	в системе	2	3
455	в выражении	3	2
456	наших глазах	2	2
457	в таких	4	2
458	тем самым	11	2
459	таким путем	2	2
460	при создании	3	2
461	ни о	3	2
462	его к	2	2
463	в нее	5	2
464	и говорить	2	2
465	например что	2	2
466	ближайшим образом	3	2
467	без сомнения	8	2
468	есть только	9	2
469	бы мы	2	2
470	было для	3	2
471	а это	2	2
472	что собственно	2	2
473	мысль в	3	2
474	но есть	3	2
475	и язык	2	2
476	и вместе	6	2
477	на пути	2	2
478	проявляется в	2	2
479	от своего	2	2
480	света и	2	2
481	свою очередь	6	2
482	и при	5	2
483	что поэтому	2	2
484	тем как	4	2
485	действительности и	3	2
486	отличие от	2	2
487	в поэтическом	2	2
488	выражения как	2	2
489	нужно было	2	2
490	этой мысли	2	2
491	по своему	2	2
492	мы видели	5	2
493	для понимания	5	2
494	быть назван	3	2
495	из сказанного	3	2
496	и оно	3	2
497	но только	3	2
498	а только	7	2
499	с и	3	2
500	на себе	3	2
501	все его	2	2
502	иначе и	3	2
503	видеть что	2	2
504	к слову	3	2
505	по содержанию	2	2
506	с языком	3	2
507	точно так	15	2
508	в разных	4	2
509	как слово	4	2
510	большей части	2	2
511	но вместе	5	2
512	тогда как	8	2
513	именно то	2	2
514	как нечто	3	2
515	было в	6	2
516	и может	4	2
517	хотя в	3	2
518	что если	5	2
519	тот же	2	2
520	только тогда	13	2
521	лучше сказать	3	2
522	бы быть	3	2
523	но уже	2	2
524	на чем	3	2
525	и от	5	2
526	никак не	3	2
527	только по	5	2
528	тут же	2	2
529	в общих	2	2
530	к которым	2	2
531	когда мы	4	2
532	одно целое	3	2
533	его с	3	2
534	него самого	3	2
535	время в	3	2
536	то он	2	2
537	так сказать	6	2
538	на человека	2	2
539	с каким	3	2
540	и эта	2	2
541	одной только	2	2
542	не обнаруживает	4	2
543	до тех	5	2
544	за ним	4	2
545	мысль о	12	2
546	и той	4	2
547	превращается в	3	2
548	с не	2	2
549	ни было	2	2
550	по мере	12	2
551	или лучше	3	2
552	никем не	2	2
553	между собою	13	2
554	этот образ	7	2
555	отказаться от	2	2
556	каждый раз	3	2
557	в известной	3	2
558	или с	2	2
559	и из	2	2
560	указания на	2	2
561	в глазах	3	2
562	что есть	3	2
563	в свой	2	2
564	но нет	2	2
565	следовало бы	2	2
566	что только	7	2
567	несколько раз	2	2
568	к нам	2	2
569	а тем	3	2
570	далеко не	5	2
571	он может	2	2
572	не нашел	2	2
573	языка с	2	2
574	каждой из	3	2
575	к одной	4	2
576	входит в	3	2
577	на которой	4	2
578	воспоминания о	2	2
579	а между	6	2
580	те же	6	2
581	как она	2	2
582	с одним	3	2
583	связь между	6	2
584	и теперь	6	2
585	мы в	3	2
586	сам по	9	2
587	здесь только	4	2
588	которого в	3	2
589	только о	2	2
590	но этот	2	2
591	именно на	2	2
592	же самое	3	2
593	пор пока	2	2
594	связанное с	3	2
595	все в	3	2
596	на все	3	2
597	указание на	2	2
