N	2gram	Propp_Isto	Mirosoze
118	к богу	2	6
119	его в	7	6
120	на все	2	6
121	увидим что	2	6
122	и она	5	6
123	его на	6	6
124	его не	3	6
125	в образе	2	6
126	должен был	5	6
127	быть и	3	6
128	того как	3	6
129	и от	3	6
130	что это	4	6
131	можно было	3	6
132	к ней	4	6
133	если бы	7	6
134	с этой	3	6
135	к чему	2	6
136	и более	3	6
137	что у	4	6
138	на то	4	6
139	и здесь	8	6
140	в которых	7	6
141	и если	3	5
142	который был	2	5
143	с собой	4	5
144	в то	2	5
145	к которому	6	5
146	так и	6	5
147	все время	2	5
148	они и	3	5
149	его он	3	5
150	и этот	2	5
151	связано с	4	5
152	как у	2	5
153	сказать что	5	5
154	тот же	2	5
155	во всяком	2	5
156	да и	2	5
157	одно из	2	5
158	с этим	13	5
159	него и	2	5
160	говорит что	4	5
161	и как	6	5
162	мы увидим	6	5
163	еще не	15	5
164	его и	6	5
165	как будто	2	5
166	сих пор	7	5
167	после того	5	5
168	он же	2	5
169	когда он	2	5
170	до сих	7	5
171	той же	3	5
172	по отношению	2	4
173	иное как	6	4
174	не что	6	4
175	к себе	3	4
176	от того	3	4
177	как к	2	4
178	не хочет	3	4
179	он должен	3	4
180	не всегда	7	4
181	так что	8	4
182	что иное	6	4
183	в чем	4	4
184	в него	3	4
185	по сравнению	2	4
186	только с	2	4
187	к этой	2	4
188	земле и	2	4
189	и тот	3	4
190	себе и	2	4
191	он живет	3	4
192	могут быть	9	4
193	живет в	8	4
194	для них	3	4
195	в начале	2	4
196	на землю	2	4
197	мы видим	15	4
198	все эти	8	4
199	что они	14	4
200	себе в	2	4
201	никто не	2	4
202	сам он	2	4
203	не все	7	4
204	уже нет	2	4
205	его с	2	4
206	с ней	6	4
207	землю и	2	4
208	и даже	4	4
209	и по	6	4
210	что было	3	4
211	в свете	6	4
212	ни в	2	4
213	нельзя было	2	4
214	и их	4	4
215	и только	6	4
216	все равно	3	4
217	особенно в	2	4
218	мы не	3	4
219	отношению к	2	4
220	время как	2	4
221	мы еще	3	4
222	не случайно	2	4
223	еще более	3	4
224	и что	6	4
225	то время	2	4
226	ему как	3	3
227	в состоянии	2	3
228	должны были	4	3
229	долгое время	2	3
230	является в	2	3
231	на смену	7	3
232	одним из	4	3
233	и тем	2	3
234	но она	2	3
235	раньше чем	6	3
236	все же	13	3
237	она может	2	3
238	одной и	2	3
239	можно ли	3	3
240	мы должны	9	3
241	это уже	3	3
242	на том	3	3
243	что же	2	3
244	между тем	2	3
245	в виду	2	3
246	ту же	2	3
247	же он	3	3
248	на его	5	3
249	же как	8	3
250	стоит в	2	3
251	принадлежит к	4	3
252	хотя и	4	3
253	стоит на	3	3
254	легенды о	2	3
255	и то	4	3
256	идет на	3	3
257	из этой	2	3
258	то это	5	3
259	к этому	10	3
260	конечно не	3	3
261	об этом	8	3
262	в этот	6	3
263	в иной	2	3
264	находится в	4	3
265	как не	2	3
266	и той	2	3
267	превращается в	10	3
268	а от	2	3
269	все три	2	3
270	говорят о	2	3
271	для нас	6	3
272	но этот	3	3
273	из него	3	3
274	в пределах	5	3
275	в ином	6	3
276	не с	2	3
277	в самых	3	3
278	не вполне	7	3
279	о себе	3	3
280	но для	2	3
281	их и	4	3
282	в одном	9	3
283	со своей	2	3
284	тому как	3	3
285	всяком случае	2	3
286	уходит в	3	3
287	роль в	2	3
288	показывает как	2	3
289	земли и	2	3
290	сравнению с	2	3
291	и за	3	3
292	он все	5	2
293	на самом	2	2
294	там в	2	2
295	его к	5	2
296	не имеют	2	2
297	и новые	2	2
298	есть только	4	2
299	оказывается что	2	2
300	не видит	2	2
301	не раз	2	2
302	ином мире	4	2
303	ты не	3	2
304	никого не	3	2
305	а как	2	2
306	же можно	2	2
307	есть ли	4	2
308	от своего	3	2
309	чтобы заставить	2	2
310	к своему	3	2
311	после этого	2	2
312	нет никаких	2	2
313	во многих	2	2
314	смысле этого	3	2
315	его от	3	2
316	в иное	5	2
317	о нем	2	2
318	им и	2	2
319	от них	5	2
320	не менее	6	2
321	она была	2	2
322	с того	5	2
323	этот случай	15	2
324	ему в	2	2
325	этот мотив	8	2
326	же не	2	2
327	и возвращается	2	2
328	к жизни	2	2
329	вот почему	3	2
330	то не	2	2
331	связи с	9	2
332	е в	2	2
333	и ее	3	2
334	во время	8	2
335	этого слова	3	2
336	и они	4	2
337	а мы	3	2
338	их в	6	2
339	между двумя	6	2
340	есть у	2	2
341	относится к	3	2
342	происходит в	4	2
343	у нее	4	2
344	также в	2	2
345	в глаза	2	2
346	если я	3	2
347	целый ряд	3	2
348	мире в	2	2
349	он стоит	2	2
350	подобно тому	3	2
351	ее в	3	2
352	и о	2	2
353	но они	2	2
354	она всегда	2	2
355	уже на	3	2
356	можно найти	8	2
357	человека с	2	2
358	вообще не	2	2
359	с другой	10	2
360	на одной	4	2
361	ни один	2	2
362	что я	2	2
363	которой он	3	2
364	если не	2	2
365	характерно для	2	2
366	он и	4	2
367	что за	3	2
368	что мы	5	2
369	от которых	2	2
370	по себе	3	2
371	и действительно	5	2
372	связанной с	2	2
373	над ними	2	2
374	он на	2	2
375	и уже	2	2
376	что эта	2	2
377	к тем	2	2
378	но эта	2	2
