N	2gram	Voloshinov	Analitik
154	не знает	5	6
155	те же	9	6
156	в нем	7	6
157	ответ на	3	6
158	он был	3	6
159	и то	3	6
160	хотя бы	7	6
161	то в	2	6
162	в сознании	3	6
163	из этих	6	6
164	читателя в	3	6
165	превращается в	2	6
166	тем не	4	6
167	о себе	4	6
168	на этом	8	6
169	из которых	2	6
170	из них	7	6
171	уже в	3	6
172	вовсе не	16	6
173	как система	2	6
174	в широком	2	5
175	и потому	12	5
176	не могут	7	5
177	не как	2	5
178	входит в	2	5
179	но как	2	5
180	жизни в	3	5
181	для себя	2	5
182	совершенно не	9	5
183	самом деле	14	5
184	в искусстве	3	5
185	а с	2	5
186	не так	3	5
187	в эту	2	5
188	в общем	5	5
189	он в	2	5
190	во втором	3	5
191	личность в	2	5
192	в них	3	5
193	и по	5	5
194	и до	5	5
195	все эти	15	5
196	мы не	9	5
197	человека к	4	5
198	в первом	2	5
199	без исключения	2	5
200	тот же	10	5
201	я не	4	5
202	да и	2	5
203	к его	3	5
204	с их	5	5
205	одно из	6	5
206	внешнего мира	2	5
207	к этому	9	5
208	с другими	8	5
209	по пути	2	5
210	с ее	4	5
211	и смерти	2	5
212	мира в	2	5
213	для того	6	5
214	и их	2	5
215	в этих	5	5
216	такой же	3	5
217	за пределами	2	5
218	ни в	12	5
219	в котором	4	5
220	все что	10	5
221	будто бы	2	5
222	с таким	2	5
223	что мы	3	5
224	в поле	2	5
225	в глубине	2	5
226	все они	2	4
227	в отношении	2	4
228	его к	4	4
229	и ее	7	4
230	в области	4	4
231	отношение к	7	4
232	как к	2	4
233	одним из	3	4
234	а как	3	4
235	нас к	2	4
236	а именно	2	4
237	только на	4	4
238	его и	2	4
239	на две	3	4
240	о нем	2	4
241	и о	6	4
242	более того	7	4
243	к нему	9	4
244	и что	6	4
245	потому что	4	4
246	связь с	7	4
247	в чем	9	4
248	его не	2	4
249	что же	10	4
250	здесь в	6	4
251	с ними	5	4
252	того чтобы	5	4
253	и во	2	4
254	воли и	2	4
255	то ни	4	4
256	бы и	2	4
257	сказать что	11	4
258	и от	3	4
259	по своему	4	4
260	с этим	8	4
261	но это	4	4
262	однако и	2	4
263	что она	5	4
264	бы в	2	4
265	в которой	5	4
266	в составе	2	4
267	отличается от	2	4
268	об этом	7	4
269	на него	4	4
270	человека в	4	4
271	сознания в	3	4
272	ни было	2	4
273	ее в	5	4
274	мы уже	10	4
275	не позволяет	2	4
276	между ними	5	4
277	в своих	5	4
278	на которой	2	4
279	могли бы	2	4
280	этом смысле	2	4
281	на всех	4	4
282	подхода к	4	4
283	не было	5	4
284	реальности и	2	4
285	это и	4	4
286	и есть	3	4
287	является по	3	4
288	во внешнем	12	4
289	на основе	3	4
290	в собственном	4	4
291	на самом	6	3
292	вопрос о	2	3
293	в таких	4	3
294	ни о	6	3
295	мы должны	9	3
296	для нее	2	3
297	один и	3	3
298	человека и	6	3
299	в состоянии	2	3
300	теми же	2	3
301	в виду	4	3
302	к своему	2	3
303	в момент	2	3
304	одной и	3	3
305	и за	4	3
306	в такой	2	3
307	ведь и	3	3
308	для своего	2	3
309	она не	6	3
310	к этой	2	3
311	речи и	2	3
312	при анализе	3	3
313	в ней	8	3
314	его можно	2	3
315	остается в	3	3
316	и те	5	3
317	между собой	4	3
318	случае в	2	3
319	ли он	2	3
320	что все	7	3
321	в зависимости	4	3
322	во внутренней	3	3
323	заключается в	5	3
324	во время	6	3
325	случае не	3	3
326	на языке	2	3
327	бы то	3	3
328	принципиально не	2	3
329	в одну	2	3
330	для этого	6	3
331	тех же	5	3
332	и той	3	3
333	душевной жизни	8	3
334	независимо от	3	3
335	так как	15	3
336	так сказать	7	3
337	дело в	2	3
338	должно быть	2	3
339	всех этих	6	3
340	о своих	3	3
341	это было	2	3
342	борьба с	3	3
343	в центре	3	3
344	и всего	2	3
345	и тот	3	3
346	борьбы с	4	3
347	зависимости от	4	3
348	и может	4	3
349	что как	2	3
350	оказывается не	2	3
351	только для	2	3
352	и наконец	12	3
353	в жизни	7	3
354	смысл и	2	3
355	в какой	3	3
356	к объекту	2	3
357	на этот	3	3
358	они не	3	3
359	человека с	3	3
360	из наиболее	3	3
361	также и	2	3
362	во сне	3	3
363	оно может	3	3
364	представляется нам	3	3
365	когда он	3	3
366	оно не	3	3
367	и с	10	3
368	на почве	3	3
369	тогда когда	2	3
370	мог бы	2	3
371	ко всему	2	3
372	на место	3	3
373	раз и	3	3
374	жизни и	7	3
375	он сам	5	3
376	из этого	2	3
377	сам по	4	3
378	как на	3	3
379	же самое	2	3
380	не к	2	3
381	и внешней	4	3
382	этих двух	3	3
383	мы могли	2	3
384	в большинстве	5	2
385	и смерть	3	2
386	оно и	8	2
387	при помощи	2	2
388	о которых	2	2
389	но мы	6	2
390	так же	4	2
391	для нас	2	2
392	в процессе	5	2
393	в одной	2	2
394	для всего	2	2
395	и процессы	2	2
396	к себе	3	2
397	и таким	3	2
398	в следующем	2	2
399	и прежде	7	2
400	это только	4	2
401	не остается	3	2
402	на всем	3	2
403	ни одно	2	2
404	и при	3	2
405	это как	4	2
406	когда мы	2	2
407	противоречие с	2	2
408	же касается	3	2
409	что может	5	2
410	от других	2	2
411	образом в	2	2
412	в прошлом	2	2
413	то она	2	2
414	тому что	5	2
415	не приходится	3	2
416	на этой	3	2
417	только с	4	2
418	а только	4	2
419	теперь уже	2	2
420	жизнь в	2	2
421	все его	3	2
422	художественное творчество	2	2
423	на все	3	2
424	в психике	6	2
425	в тени	2	2
426	сознания с	7	2
427	вступить в	2	2
428	и др	9	2
429	там где	2	2
430	разрыв между	2	2
431	что с	2	2
432	в нас	2	2
433	войти в	4	2
434	как совокупность	2	2
435	всех своих	4	2
436	т.е в	5	2
437	в применении	2	2
438	во всей	3	2
439	хх века	2	2
440	отсюда и	2	2
441	до последнего	2	2
442	мы видим	3	2
443	в мир	4	2
444	к другим	2	2
445	что это	5	2
446	миф и	3	2
447	бы он	3	2
448	не будем	3	2
449	с этими	3	2
450	дело и	2	2
451	место и	2	2
452	время в	2	2
453	таких случаях	2	2
454	не тот	4	2
455	а на	2	2
456	на это	3	2
457	всех сторон	2	2
458	внутренней и	4	2
459	думать что	2	2
460	мы можем	20	2
461	в глаза	2	2
462	и та	2	2
463	значение в	3	2
464	только через	2	2
465	и тех	3	2
466	на первый	5	2
467	внешнем мире	4	2
468	и служит	2	2
469	и вот	8	2
470	но ведь	4	2
471	человека как	2	2
472	у нас	3	2
473	применении к	2	2
474	со всеми	5	2
475	в течение	2	2
476	от всех	3	2
477	обратимся к	2	2
478	сих пор	3	2
479	но если	2	2
480	на протяжении	7	2
481	только его	2	2
482	нет и	4	2
483	не имеет	2	2
484	связаны с	2	2
485	в дальнейшем	2	2
486	вообще не	2	2
487	их в	3	2
488	зависит от	2	2
489	еще более	2	2
490	что при	2	2
491	этот вопрос	4	2
492	поведения в	2	2
493	что между	2	2
494	если он	6	2
495	не можем	6	2
496	и должны	3	2
497	учение о	6	2
498	которой он	3	2
499	мы и	4	2
500	и только	6	2
501	как его	2	2
502	них не	3	2
503	о которой	3	2
504	и становится	3	2
505	до сих	3	2
506	себе самом	3	2
507	тем же	3	2
