N	2gram	Propp_Isto	Morfolog
248	в большинстве	4	3
249	а по	3	3
250	волшебной сказки	10	3
251	не существует	2	3
252	к чему	4	3
253	большинстве случаев	4	3
254	случай мы	2	3
255	здесь же	2	3
256	в начале	3	3
257	можно назвать	3	3
258	и что	14	3
259	волшебная сказка	4	3
260	то время	3	3
261	и тогда	3	3
262	и по	4	3
263	и его	5	3
264	отправляется в	2	3
265	или на	7	3
266	только в	16	3
267	в сущности	2	3
268	и есть	5	3
269	и только	4	3
270	элементы сказки	4	3
271	значение и	2	3
272	должен знать	2	3
273	что эти	5	3
274	все еще	3	3
275	в этой	9	3
276	и вызывает	3	3
277	очень многих	3	3
278	мы будем	5	3
279	из дому	5	3
280	бы то	2	3
281	и когда	4	2
282	в нее	2	2
283	в каком	2	2
284	в очень	4	2
285	д если	2	2
286	лесной избушки	2	2
287	мы постараемся	2	2
288	в доме	4	2
289	себя в	2	2
290	идет по	2	2
291	в каких	3	2
292	путь к	2	2
293	действия и	3	2
294	в круг	2	2
295	всмотреться в	2	2
296	сказки так	3	2
297	из этих	2	2
298	том как	3	2
299	героя из	2	2
300	дает сказка	2	2
301	одной стороны	7	2
302	же происходит	2	2
303	таких случаях	4	2
304	дело не	8	2
305	д все	3	2
306	курьих ножках	5	2
307	бы в	2	2
308	у нее	4	2
309	ответ на	3	2
310	а потом	4	2
311	некоторые сказки	3	2
312	бы составить	2	2
313	в глаза	2	2
314	иное как	3	2
315	герой в	2	2
316	не что	3	2
317	к себе	2	2
318	в другом	6	2
319	царя и	2	2
320	также в	2	2
321	и даже	4	2
322	и тот	3	2
323	или менее	5	2
324	выдает себя	2	2
325	что она	10	2
326	можно бы	2	2
327	роль в	3	2
328	в середине	3	2
329	отправку героя	2	2
330	в данной	2	2
331	превращается в	4	2
332	д и	2	2
333	можно установить	3	2
334	не на	2	2
335	в сад	3	2
336	в частности	3	2
337	себя за	2	2
338	по отдельным	3	2
339	только для	3	2
340	ни было	2	2
341	одним из	2	2
342	этого не	6	2
343	сказочного материала	2	2
344	с изучением	2	2
345	ничем не	2	2
346	вот как	2	2
347	вывод что	2	2
348	наших целей	2	2
349	его и	6	2
350	это положение	2	2
351	лес и	8	2
352	ни к	3	2
353	не означает	2	2
354	право на	5	2
355	что иное	3	2
356	на вопрос	4	2
357	не знает	7	2
358	см ниже	2	2
359	наших дней	2	2
360	герой или	3	2
361	с одной	8	2
362	должна быть	5	2
363	а другой	2	2
364	а с	4	2
365	и более	3	2
366	совершается в	2	2
367	не с	3	2
368	увидим что	8	2
369	и дает	2	2
370	отсюда вывод	2	2
371	одной из	6	2
372	не по	2	2
373	на этот	2	2
374	с тем	13	2
375	не так	2	2
376	но так	3	2
377	таких случаев	4	2
378	изгнание и	2	2
379	она не	6	2
380	формы эти	2	2
381	он может	2	2
382	более или	5	2
383	другой пример	2	2
384	и становятся	2	2
385	их в	7	2
386	ни одной	2	2
387	могли бы	3	2
388	но с	3	2
389	не знаешь	4	2
390	но они	6	2
391	в которых	2	2
392	это так	6	2
393	этим же	3	2
394	однако в	2	2
395	с героем	2	2
396	вопрос в	2	2
397	с другими	2	2
398	на курьих	5	2
399	как таковая	2	2
400	для нас	17	2
401	очень много	10	2
402	в основу	2	2
403	что мы	9	2
404	сына в	2	2
405	что же	4	2
406	точно так	8	2
407	что этот	5	2
408	в одной	3	2
409	до наших	2	2
410	должны будем	4	2
411	других случаях	2	2
412	должны быть	4	2
413	со сказкой	5	2
414	что эта	3	2
415	царских детей	8	2
416	себя и	2	2
417	другой вопрос	2	2
418	все это	6	2
419	поставить вопрос	2	2
420	в основе	4	2
421	у него	5	2
422	как будто	7	2
423	эти формы	3	2
424	из таких	2	2
425	например в	7	2
426	уже видели	4	2
427	но оно	4	2
428	в совершенно	2	2
429	мы получим	2	2
430	который в	2	2
431	для него	2	2
432	в одном	8	2
433	она его	3	2
434	чем это	5	2
435	в лесу	21	2
436	того как	6	2
437	чем в	2	2
438	здесь имеется	2	2
