N	2gram	Losev_Dial	Psycholo
146	но не	9	18
147	в которой	3	18
148	с этой	3	18
149	вслед за	2	18
150	есть не	8	18
151	можно было	5	18
152	зависимости от	2	18
153	и есть	20	18
154	в виду	9	17
155	что для	3	17
156	только не	2	17
157	во всяком	5	17
158	из этих	2	17
159	но это	12	17
160	и о	4	17
161	время как	7	17
162	так и	18	16
163	самого начала	2	16
164	та же	6	16
165	не имеет	15	16
166	говорит о	6	16
167	и к	8	16
168	от того	2	16
169	и тем	2	16
170	же как	3	16
171	то это	6	16
172	к этому	2	16
173	с самого	2	16
174	в таком	4	16
175	и потому	6	15
176	в зависимости	2	15
177	еще не	4	15
178	не могут	4	15
179	далеко не	2	15
180	о которых	2	15
181	что именно	3	15
182	только на	3	15
183	в частности	4	15
184	в них	4	15
185	во всех	3	15
186	в результате	2	15
187	для него	2	15
188	и так	2	15
189	о котором	2	15
190	не просто	19	15
191	что на	2	14
192	с той	2	14
193	это только	3	14
194	не то	9	14
195	должна быть	5	14
196	хотя бы	6	14
197	главным образом	2	14
198	по существу	2	14
199	с ним	9	14
200	есть только	9	14
201	это и	6	14
202	само по	7	14
203	прежде всего	14	14
204	это есть	13	14
205	в области	2	14
206	того как	3	14
207	показывает что	2	14
208	бы в	3	14
209	этом отношении	2	14
210	такой же	2	14
211	в жизни	3	14
212	всяком случае	3	14
213	то время	3	14
214	или в	2	14
215	но он	3	14
216	как он	5	13
217	а с	2	13
218	точка зрения	3	13
219	речь идет	2	13
220	именно в	4	13
221	отнюдь не	13	13
222	со стороны	2	13
223	могла бы	2	13
224	и он	6	13
225	знаем что	2	13
226	в той	4	13
227	но если	6	12
228	что этот	3	12
229	в этих	6	12
230	их в	2	12
231	конце концов	4	12
232	сам по	8	12
233	ничего не	19	12
234	и очень	2	12
235	не менее	5	12
236	этой точки	2	12
237	тогда когда	6	12
238	в поэзии	8	12
239	что не	13	12
240	и до	2	12
241	и может	7	12
242	например в	2	12
243	что эти	3	12
244	я не	9	12
245	что по	3	12
246	и уже	4	12
247	об этом	7	12
248	и другое	3	12
249	и с	10	12
250	как только	4	12
251	образом и	3	11
252	бы мы	2	11
253	были бы	3	11
254	и из	6	11
255	и сейчас	3	11
256	не будет	2	11
257	поэзии и	4	11
258	по сравнению	2	11
259	утверждать что	3	11
260	ли это	4	11
261	но совершенно	2	11
262	понятно что	2	11
263	думать что	3	11
264	искусство и	2	11
265	сравнению с	2	11
266	его в	3	11
267	на все	2	11
268	была бы	4	11
269	но мы	3	11
270	есть в	2	11
271	раз в	2	11
272	уже в	5	11
273	не было	7	11
274	конечно не	9	11
275	от него	4	10
276	в тех	2	10
277	в состоянии	2	10
278	в другом	6	10
279	что ни	3	10
280	только тогда	9	10
281	представить себе	2	10
282	это было	4	10
283	отличается от	3	10
284	не является	3	10
285	и их	5	10
286	во всем	3	10
287	но как	7	10
288	в одной	4	10
289	и у	2	10
290	в их	5	10
291	с теми	2	10
292	в данном	5	10
293	должно быть	7	10
294	смысл и	6	10
295	сами по	4	10
296	ее в	2	10
297	и от	5	10
298	мы в	2	10
299	тому же	3	10
300	вопрос о	3	9
301	и следовательно	7	9
302	в силу	6	9
303	который не	2	9
304	и та	8	9
305	то как	3	9
306	и по	5	9
307	на него	2	9
308	мысль о	2	9
309	но все	5	9
310	не есть	67	9
311	должен быть	2	9
312	во внимание	2	9
313	если же	2	9
314	мы будем	2	9
315	оно есть	5	9
316	о чем	4	9
317	в виде	2	9
318	но что	10	9
319	в чем	9	9
320	по своему	4	9
321	в него	2	9
322	точно так	3	9
323	что даже	2	9
324	можно сказать	10	9
325	которые не	2	9
326	не к	2	9
327	из того	2	8
328	гораздо более	3	8
329	что же	5	8
330	одно и	8	8
331	и эта	3	8
332	чтобы понять	3	8
333	стороны и	4	8
334	себе и	5	8
335	и более	7	8
336	как все	2	8
337	в сознании	3	8
338	тем же	3	8
339	он может	3	8
340	эти два	4	8
341	бы и	4	8
342	в общем	2	8
343	с другом	2	8
344	на сцене	3	8
345	это значит	18	8
346	во время	2	8
347	относится к	2	8
348	только то	7	8
349	со всей	2	8
350	уже давно	2	8
351	к нему	12	8
352	жизнь и	5	8
353	друг с	2	8
354	ни на	8	8
355	и вообще	10	8
356	будто бы	3	8
357	меньше всего	4	8
358	этом смысле	4	8
359	она есть	12	7
360	не как	4	7
361	что здесь	4	7
362	и эти	2	7
363	себе не	7	7
364	для чего	2	7
365	даны в	4	7
366	одно из	2	7
367	от этого	5	7
368	они не	3	7
369	к самому	3	7
370	если это	3	7
371	здесь в	3	7
372	должны быть	2	7
373	связи с	3	7
374	еще раз	2	7
375	только один	2	7
376	что такое	13	7
377	все что	2	7
378	это можно	2	7
379	же в	2	7
380	что всякая	2	7
381	и при	3	7
382	есть нечто	16	7
383	в качестве	2	7
384	к ним	3	7
385	мысли и	3	7
386	как они	2	7
387	в особенности	6	7
388	времени и	10	7
389	со всеми	2	7
390	не существует	8	7
391	с которым	2	7
392	в каждом	4	7
393	взгляд на	3	7
394	в отношении	5	6
395	совершенно в	2	6
396	нисколько не	7	6
397	для нее	2	6
398	отношение к	5	6
399	то мы	2	6
400	еще более	3	6
401	тот кто	2	6
402	а только	5	6
403	или его	2	6
404	а потому	3	6
405	как ни	3	6
406	за пределы	4	6
407	того и	3	6
408	почти все	2	6
409	его с	6	6
410	тем не	3	6
411	иное как	4	6
412	как не	4	6
413	что как	2	6
414	что иное	4	6
415	на нее	2	6
416	оно не	2	6
417	или менее	5	6
418	друг к	2	6
419	у меня	4	6
420	без всякого	3	6
421	даже в	6	6
422	она должна	2	6
423	содержание и	2	6
424	нуждается в	6	6
425	что под	3	6
426	не потому	5	6
427	не что	4	6
428	после этого	3	6
429	ничем не	4	6
430	и ни	7	6
431	только с	3	6
432	больше того	5	6
433	тех пор	2	6
434	у пушкина	6	6
435	и вместе	2	6
436	и другого	3	6
437	почти всегда	4	6
438	да и	11	6
439	то и	3	6
440	независимо от	2	6
441	значит что	25	6
442	всех этих	4	6
443	к ней	4	6
444	из нее	2	6
445	сама по	12	6
446	к другу	2	6
447	никто не	2	6
448	что касается	3	6
449	что есть	2	6
450	более или	5	6
451	ее на	2	6
452	что я	5	6
453	уже не	3	6
454	к его	2	6
455	заметить что	2	6
456	только как	3	6
457	говорить о	9	6
458	это мы	6	6
459	еще и	4	5
460	нет никакой	2	5
461	человека и	2	5
462	как из	3	5
463	мысли в	2	5
464	все равно	7	5
465	у них	3	5
466	точку зрения	3	5
467	в один	3	5
468	в душе	8	5
469	но так	2	5
470	она и	2	5
471	которое в	2	5
472	в одну	8	5
473	если в	5	5
474	смысла и	3	5
475	то в	8	5
476	идет речь	2	5
477	не должна	2	5
478	а я	3	5
479	и часто	3	5
480	и является	2	5
481	все они	2	5
482	когда они	3	5
483	но они	2	5
484	мы получаем	4	5
485	учения о	2	5
486	том смысле	4	5
487	имеет никакого	3	5
488	таком случае	2	5
489	или что	2	5
490	значит ли	2	5
491	сходство с	2	5
492	не знает	2	5
493	в очень	3	5
494	или не	5	5
495	это все	2	5
496	нас не	2	5
497	его не	7	5
498	одна и	5	5
499	именно как	2	5
500	это будет	2	5
501	мы на	2	5
502	мы находим	7	5
503	можно ли	3	5
504	и больше	2	5
505	и еще	4	5
506	хотя и	4	5
507	но она	4	5
508	себя в	2	5
509	дело не	3	5
510	то или	5	5
511	не значит	6	5
512	нет ни	4	5
513	только о	3	5
514	есть все	2	5
515	нет и	2	5
516	в смысле	5	5
517	и смысл	3	5
518	так чтобы	2	5
519	и тогда	4	5
520	отношения к	3	5
521	вплоть до	3	4
522	когда оно	2	4
523	уже с	2	4
524	к выводу	2	4
525	также и	7	4
526	форм и	2	4
527	говорил что	2	4
528	может и	5	4
529	не по	2	4
530	для своего	3	4
531	к сожалению	2	4
532	почти не	3	4
533	понятий и	2	4
534	всю жизнь	2	4
535	не с	5	4
536	дает нам	2	4
537	без всяких	2	4
538	себе а	2	4
539	это вовсе	2	4
540	сказал что	3	4
541	так то	2	4
542	как у	3	4
543	этом совершенно	2	4
544	или как	2	4
545	более и	2	4
546	мы говорим	6	4
547	из всего	2	4
548	по смыслу	2	4
549	говорят что	4	4
550	или иное	5	4
551	но к	2	4
552	разница между	2	4
553	и всякий	3	4
554	в каких	2	4
555	вывод что	2	4
556	и говорить	4	4
557	но для	2	4
558	он мог	2	4
559	говоря о	2	4
560	но эта	4	4
561	принять во	2	4
562	не остается	2	4
563	и где	5	4
564	только потому	4	4
565	это может	4	4
566	почему же	2	4
567	мне кажется	2	4
568	с ними	4	4
569	в связи	3	4
570	это еще	2	4
571	т е	49	4
572	как например	2	4
573	если она	4	4
574	в противоположность	6	4
575	с ней	2	4
576	именно и	2	4
577	человек и	2	4
578	это что	2	4
579	отношении к	3	4
580	в мире	3	4
581	или наоборот	2	4
582	стало быть	17	4
583	если вы	2	4
584	форму и	2	4
585	в корне	2	4
586	не могу	9	4
587	мог бы	3	4
588	есть конечно	2	4
589	природы и	2	4
590	же время	9	4
591	ничего общего	4	4
592	не о	5	3
593	ни о	5	3
594	как же	8	3
595	с чем	2	3
596	но ведь	2	3
597	когда я	2	3
598	ни было	2	3
599	двух планов	2	3
600	он с	2	3
601	же самого	2	3
602	состоит из	3	3
603	и тут	6	3
604	как можно	2	3
605	как результат	2	3
606	с первого	2	3
607	они были	2	3
608	общего с	6	3
609	что тут	5	3
610	зрения и	2	3
611	в полной	2	3
612	в узком	2	3
613	от смысла	5	3
614	же не	4	3
615	убедиться что	2	3
616	не бывает	2	3
617	иметь в	4	3
618	по одному	4	3
619	то я	4	3
620	со всем	2	3
621	как нечто	5	3
622	при чем	2	3
623	следует что	2	3
624	а есть	4	3
625	уже и	5	3
626	и состоит	2	3
627	и должно	3	3
628	можно найти	2	3
629	говорил о	2	3
630	можно на	2	3
631	и нет	2	3
632	нечто совершенно	3	3
633	нем нет	3	3
634	поэтическое произведение	2	3
635	которая не	2	3
636	на первый	2	3
637	кроме того	2	3
638	превращается в	2	3
639	лежащая в	3	3
640	ни к	2	3
641	чаще всего	2	3
642	быть только	3	3
643	мы всегда	2	3
644	или на	3	3
645	то он	2	3
646	свой смысл	2	3
647	очень много	4	3
648	мы еще	2	3
649	о самом	2	3
650	на почве	2	3
651	уже знаем	4	3
652	вещей и	5	3
653	личности и	2	3
654	еще в	2	3
655	и жизнь	2	3
656	не быть	3	3
657	но с	4	3
658	на что	3	3
659	все в	2	3
660	мы и	3	3
661	где есть	3	3
662	что их	2	3
663	и об	4	3
664	для меня	5	3
665	даже не	4	3
666	выводу что	2	3
667	как таковой	6	3
668	как известно	3	3
669	убедиться в	2	3
670	связано с	2	3
671	мере в	3	3
672	в разных	6	3
673	не больше	5	3
674	в отдельности	3	3
675	и оно	2	3
676	говоря не	2	3
677	жизнь в	2	3
678	быть может	5	3
679	бы она	2	3
680	быть в	5	3
681	том или	2	3
682	и др	2	3
683	тем более	2	3
684	от обычного	2	3
685	и я	3	3
686	случае не	4	3
687	и можно	3	3
688	здесь как	2	3
689	образа в	2	3
690	он сам	6	3
691	с другими	2	3
692	хотя в	3	3
693	что поэзия	5	3
694	бы ни	3	3
695	которым она	2	3
696	что человек	2	3
697	как я	3	3
698	смысле что	3	3
699	на земле	3	3
700	от самого	3	3
701	это конечно	5	3
702	но уже	3	3
703	явлений и	3	3
704	точек зрения	3	3
705	на нем	2	3
706	или иначе	3	3
707	быть и	7	3
708	форма и	2	3
709	это время	3	3
710	он и	2	3
711	в каком-то	5	3
712	как таковая	2	3
713	много раз	3	3
714	совершенно невозможно	2	3
715	можем сказать	3	3
716	есть для	2	3
717	же и	11	3
718	и остается	2	3
719	чем он	2	3
720	находим в	2	2
721	другими словами	2	2
722	во времени	4	2
723	очень мало	2	2
724	и слова	3	2
725	что уже	3	2
726	или нет	6	2
727	а потом	9	2
728	не даны	2	2
729	искусству и	2	2
730	себе как	3	2
731	или хотя	2	2
732	как здесь	2	2
733	просто не	2	2
734	это как	3	2
735	сомневаться в	2	2
736	между обеими	2	2
737	каком случае	5	2
738	наоборот в	2	2
739	так вот	2	2
740	и философии	2	2
741	что одна	4	2
742	времени в	2	2
743	дана в	4	2
744	ли что	2	2
745	почему это	2	2
746	тем или	2	2
747	столько сколько	2	2
748	говорят о	2	2
749	развития и	2	2
750	на всю	6	2
751	и времени	4	2
752	я уже	2	2
753	можно только	4	2
754	не знаю	3	2
755	д все	2	2
756	только к	2	2
757	время не	3	2
758	иной раз	7	2
759	д и	3	2
760	и потом	2	2
761	между собою	3	2
762	понимать как	2	2
763	чем не	2	2
764	по крайней	11	2
765	в воде	2	2
766	эти последние	3	2
767	с целью	3	2
768	вообще не	2	2
769	учение об	3	2
770	реальностью и	3	2
771	есть уже	2	2
772	не важно	2	2
773	он находит	2	2
774	выйти из	3	2
775	этих вещей	2	2
776	ни от	2	2
777	и ему	2	2
778	этого нет	3	2
779	он на	2	2
780	человека от	2	2
781	и жизни	4	2
782	друг другу	4	2
783	на ту	2	2
784	иначе не	3	2
785	и становится	2	2
786	для всякого	2	2
787	чтобы не	6	2
788	или иной	4	2
789	содержанием и	2	2
790	против этого	2	2
791	крайней мере	11	2
792	сказали что	2	2
793	есть ли	3	2
794	не раз	2	2
795	по своей	5	2
796	не был	3	2
797	есть то	2	2
798	которую не	2	2
799	ведь это	3	2
800	совершенно неверно	2	2
801	тут же	2	2
802	не всегда	2	2
803	в науке	3	2
804	следовательно в	2	2
805	из жизни	2	2
806	выражение лица	2	2
807	жизнь а	2	2
808	ко всему	3	2
809	себе так	2	2
810	даже и	3	2
811	если хотите	2	2
812	и вы	3	2
813	мне не	2	2
814	грань между	5	2
815	тело и	2	2
816	тела и	3	2
817	как один	2	2
818	всегда и	4	2
819	идеи и	5	2
820	всегда есть	4	2
821	неодушевленные предметы	2	2
822	различия между	3	2
823	той или	11	2
824	что наука	3	2
825	тех или	5	2
826	это случилось	2	2
827	которое как	2	2
828	нечего и	2	2
829	есть просто	6	2
830	необходимо чтобы	2	2
831	образ и	5	2
832	сразу и	3	2
833	на свете	5	2
834	поэтому и	3	2
835	действительно в	2	2
836	а о	2	2
837	но под	2	2
838	новые и	2	2
839	остается только	2	2
840	думают что	8	2
841	все его	3	2
842	есть та	2	2
843	он есть	6	2
844	как о	2	2
845	ничего такого	2	2
846	о мире	2	2
847	мы замечаем	2	2
848	на тот	2	2
849	ничто не	3	2
850	поэзия и	2	2
851	что сущность	2	2
852	состояние в	2	2
853	нужно для	3	2
854	на примерах	2	2
855	от которой	2	2
856	с какой	5	2
857	без этого	4	2
858	в сфере	2	2
859	как с	2	2
860	время и	2	2
861	того кто	2	2
862	есть всегда	13	2
863	тут не	5	2
864	к чувственному	4	2
865	и всех	4	2
866	смотря по	2	2
867	в изображении	2	2
868	не говорит	4	2
869	что смысл	3	2
870	так или	3	2
871	образа и	2	2
872	может оказаться	2	2
873	и значит	4	2
874	чтобы убедиться	2	2
875	учение о	11	2
876	вещь а	2	2
877	и поэтический	2	2
