N	2gram	Tiupa_Anal	Vladivir
276	независимо от	2	4
277	не все	3	4
278	не так	3	4
279	во второй	3	4
280	себе в	2	4
281	лишь в	12	4
282	этом отношении	5	4
283	и всего	2	4
284	по крайней	4	4
285	с одной	7	4
286	заключается в	2	4
287	и более	5	4
288	том чтобы	7	4
289	нет и	2	4
290	я в	5	4
291	и стал	2	4
292	на этом	4	4
293	только не	6	4
294	ему в	3	4
295	же самое	3	4
296	знаю что	2	4
297	бы с	2	3
298	ни о	3	3
299	которые в	3	3
300	от него	2	3
301	я его	2	3
302	не как	2	3
303	в другом	4	3
304	в силу	4	3
305	себя внимание	3	3
306	говоря о	2	3
307	который в	3	3
308	роль в	3	3
309	казалось бы	2	3
310	но о	3	3
311	от своего	3	3
312	самом деле	3	3
313	на вопрос	5	3
314	его от	3	3
315	на котором	3	3
316	так например	2	3
317	его к	3	3
318	которая в	3	3
319	из трех	2	3
320	в полной	3	3
321	что не	3	3
322	а скорее	2	3
323	ли он	3	3
324	о своей	2	3
325	и самого	3	3
326	том числе	3	3
327	произведения как	8	3
328	борьба с	3	3
329	одно и	2	3
330	с ними	2	3
331	не знаю	2	3
332	в литературе	4	3
333	дело не	5	3
334	в противоположность	4	3
335	особенно в	9	3
336	с их	2	3
337	бы в	3	3
338	с самим	3	3
339	отличается от	3	3
340	субъекта и	4	3
341	я и	8	3
342	как о	2	3
343	как говорит	3	3
344	одним из	3	3
345	себе не	2	3
346	том и	2	3
347	как известно	4	3
348	в мире	14	3
349	думать что	2	3
350	это была	2	3
351	строго говоря	3	3
352	все что	3	3
353	в какой	3	3
354	будто бы	4	3
355	так у	4	3
356	и м	2	3
357	в сторону	6	3
358	в новом	2	3
359	как будто	6	3
360	была бы	4	3
361	в действительности	2	2
362	себя к	2	2
363	не является	3	2
364	в ответ	2	2
365	только для	3	2
366	все того	2	2
367	с той	2	2
368	ни было	4	2
369	смысла и	3	2
370	не могу	2	2
371	что из	2	2
372	вообще и	2	2
373	но к	3	2
374	теми же	2	2
375	не всегда	4	2
376	внимания на	2	2
377	объекта и	3	2
378	что ни	2	2
379	как предмет	4	2
380	как уже	5	2
381	в произведении	7	2
382	может и	2	2
383	не приходится	2	2
384	на этой	2	2
385	на себе	3	2
386	жизнью и	2	2
387	времени в	4	2
388	одного из	4	2
389	и заключается	2	2
390	с позиций	2	2
391	ответ на	3	2
392	обращает на	3	2
393	и те	2	2
394	однако в	4	2
395	же не	3	2
396	в ее	2	2
397	в собственном	3	2
398	воли и	4	2
399	той или	8	2
400	все равно	2	2
401	этого слова	10	2
402	в двух	4	2
403	этом случае	4	2
404	в основе	6	2
405	в которую	2	2
406	вопрос об	3	2
407	если в	3	2
408	особого рода	9	2
409	если они	2	2
410	с другими	4	2
411	в первой	2	2
412	его как	3	2
413	на это	2	2
414	при изучении	2	2
415	с ее	2	2
416	о свободе	2	2
417	и тот	2	2
418	дело с	5	2
419	за ним	2	2
420	именно здесь	2	2
421	все они	2	2
422	свободе воли	2	2
423	и их	2	2
424	его и	3	2
425	было написано	4	2
426	и является	4	2
427	речи в	3	2
428	из которых	4	2
429	и мне	2	2
430	личности и	3	2
431	тогда когда	3	2
432	таком случае	5	2
433	личности в	4	2
434	внимание на	3	2
435	то его	2	2
436	в той	8	2
437	может не	2	2
438	субъект и	2	2
439	и того	5	2
440	говорить о	3	2
441	жизни но	3	2
442	на втором	2	2
443	в себя	8	2
