N	2gram	Tiupa_Disk	Freidism
132	заключается в	3	5
133	в период	2	5
134	в себя	7	5
135	вместе с	3	5
136	данном случае	6	4
137	человека в	6	4
138	и вообще	2	4
139	характер и	3	4
140	но это	3	4
141	в области	3	4
142	мысли и	2	4
143	с ее	3	4
144	в другом	5	4
145	на него	2	4
146	этом отношении	4	4
147	и может	3	4
148	в виду	2	4
149	не всегда	2	4
150	свою очередь	3	4
151	только на	2	4
152	как в	16	4
153	между собой	2	4
154	в своем	11	4
155	по своему	3	4
156	едва ли	2	4
157	в котором	7	4
158	потому что	7	4
159	именно в	5	4
160	в голову	2	4
161	и т.п	18	4
162	по себе	3	4
163	в целом	5	4
164	должны быть	3	4
165	своей основе	2	4
166	себя и	2	4
167	это и	2	4
168	в истории	5	4
169	в данном	9	4
170	слова и	2	4
171	сводится к	7	4
172	и то	4	3
173	и от	2	3
174	в эпоху	5	3
175	о них	2	3
176	жизни в	4	3
177	не сможет	2	3
178	конечном счете	2	3
179	в результате	3	3
180	к себе	2	3
181	и даже	4	3
182	и как	9	3
183	себя с	2	3
184	как не	3	3
185	одним из	2	3
186	наших дней	2	3
187	в какой	2	3
188	из наиболее	2	3
189	в г	2	3
190	о том	12	3
191	они не	2	3
192	того же	5	3
193	на почве	3	3
194	в конечном	2	3
195	оно не	2	3
196	к его	5	3
197	их в	2	3
198	на себя	2	3
199	но для	2	3
200	приводит к	4	3
201	для всех	2	3
202	в одном	5	3
203	же касается	4	3
204	в них	6	3
205	уже в	2	3
206	себя в	8	3
207	сознания в	2	3
208	возможно только	2	3
209	когда он	3	3
210	сказать и	2	3
211	и есть	2	3
212	и сам	2	3
213	не приходится	2	3
214	в нашем	2	3
215	во втором	5	3
216	между тем	5	3
217	да и	2	2
218	принципиально не	2	2
219	в книге	2	2
220	чтобы не	2	2
221	вопрос о	2	2
222	особого рода	3	2
223	или иной	8	2
224	в различных	2	2
225	а также	15	2
226	его с	2	2
227	в одной	4	2
228	по преимуществу	2	2
229	для своего	3	2
230	дело в	3	2
231	должно быть	2	2
232	к другим	3	2
233	из важнейших	2	2
234	такого рода	11	2
235	дело не	3	2
236	это было	2	2
237	не как	5	2
238	в науке	2	2
239	отличается от	3	2
240	в отличие	13	2
241	как к	2	2
242	для себя	6	2
243	друг друга	2	2
244	однако и	2	2
245	и тем	2	2
246	в их	5	2
247	в составе	5	2
248	ни одно	2	2
249	к своему	2	2
250	опирается на	2	2
251	в момент	2	2
252	то она	2	2
253	всей его	2	2
254	жизни а	2	2
255	отличие от	13	2
256	реальности и	2	2
257	нас в	2	2
258	с одной	12	2
259	должна быть	2	2
260	а с	8	2
261	о нем	3	2
262	для понимания	2	2
263	в мире	9	2
264	только через	2	2
265	также и	6	2
266	не есть	3	2
267	с другой	14	2
268	речи и	2	2
269	они и	3	2
270	рассказывает что	2	2
271	заметить что	2	2
272	зависит от	2	2
273	и было	3	2
274	входит в	2	2
275	но все	2	2
276	одной стороны	12	2
277	не позволяет	2	2
278	представляет собой	24	2
279	но как	2	2
280	не то	2	2
281	это прежде	3	2
282	жизни но	2	2
283	человек не	2	2
284	что с	2	2
285	и во	2	2
286	первого и	2	2
287	в качестве	45	2
288	только о	2	2
289	не следует	4	2
290	в первом	4	2
291	же самое	2	2
292	отношения к	2	2
293	как его	2	2
294	не к	3	2
295	мира в	6	2
296	приходит в	2	2
297	поведения в	3	2
298	на языке	3	2
299	чем он	2	2
300	будто бы	3	2
301	к работе	2	2
