N	2gram	Losev_Vlad	Problema
137	тоже не	2	22
138	и к	10	22
139	мы должны	3	21
140	и без	2	21
141	а также	12	21
142	для себя	6	21
143	разного рода	8	21
144	в самом	3	21
145	и потому	8	20
146	но как	6	20
147	для того	4	20
148	именно в	4	20
149	о чем	6	20
150	несмотря на	7	20
151	тем что	2	20
152	в отношении	5	19
153	в каком	3	19
154	как нечто	2	19
155	то в	6	19
156	если бы	2	19
157	кроме того	12	19
158	но только	3	19
159	то это	4	19
160	если не	4	19
161	он не	13	19
162	с ним	10	19
163	уже в	9	19
164	в них	5	19
165	как в	6	19
166	этом смысле	4	19
167	жизни и	8	19
168	того же	11	18
169	того чтобы	4	18
170	в этих	5	18
171	мы и	4	18
172	и ни	2	18
173	необходимо сказать	5	18
174	не было	12	18
175	в ней	5	18
176	что здесь	2	17
177	мы уже	8	17
178	и здесь	3	17
179	но уже	3	17
180	пока еще	2	17
181	без всякого	2	17
182	это и	2	17
183	совсем не	7	17
184	что они	4	17
185	совершенно не	2	17
186	во всех	4	17
187	но даже	3	16
188	к тому	5	16
189	но все	3	16
190	же в	3	16
191	как это	11	16
192	точно так	2	16
193	что она	2	16
194	будто бы	2	16
195	он и	8	16
196	в чем	4	15
197	здесь в	2	15
198	всякого рода	3	15
199	в частности	4	15
200	у него	28	15
201	что не	3	15
202	с этим	3	15
203	в той	2	15
204	и сам	7	15
205	не что	2	14
206	что все	2	14
207	за пределы	3	14
208	в дальнейшем	10	14
209	уже и	4	14
210	иное как	2	14
211	что иное	2	14
212	нас в	2	14
213	в котором	10	14
214	а это	3	14
215	то ни	2	14
216	дело в	7	13
217	иной раз	8	13
218	из этого	6	13
219	в их	2	13
220	мы имеем	2	13
221	в области	3	13
222	уже давно	3	13
223	из них	3	13
224	учение о	2	13
225	нисколько не	4	12
226	так или	3	12
227	что этот	4	12
228	не говоря	4	12
229	не будем	3	12
230	в которой	8	12
231	на первый	4	12
232	и очень	5	12
233	в целом	3	12
234	для них	2	12
235	что это	2	12
236	в начале	7	12
237	на земле	2	12
238	время как	3	12
239	или иначе	3	12
240	он сам	3	12
241	и можно	4	12
242	то время	6	12
243	никак нельзя	3	11
244	и во	3	11
245	и самого	2	11
246	в истории	4	11
247	только не	2	11
248	тот же	7	11
249	не могут	2	11
250	и у	4	11
251	по этому	3	11
252	бы то	2	11
253	по поводу	15	11
254	жизни в	3	11
255	к нему	6	11
256	что его	8	11
257	свидетельствует о	3	11
258	и сама	2	10
259	от нас	2	10
260	не то	3	10
261	один из	4	10
262	ни с	6	10
263	очень много	2	10
264	что у	4	10
265	что для	5	10
266	собственно говоря	4	10
267	в одном	2	10
268	или менее	5	10
269	он в	4	10
270	представление о	2	10
271	мы читаем	6	10
272	более или	5	10
273	в году	54	10
274	но он	7	10
275	само собой	2	9
276	здесь мы	4	9
277	которые в	2	9
278	она не	3	9
279	между прочим	18	9
280	же касается	8	9
281	этому поводу	2	9
282	в тех	3	9
283	и до	4	9
284	в сравнении	2	9
285	и наконец	2	9
286	то он	7	9
287	не вполне	3	9
288	в своих	7	9
289	их в	3	9
290	правда в	3	9
291	не был	6	9
292	но эта	2	9
293	не очень	6	9
294	нет и	2	9
295	что даже	2	9
296	говоря уже	3	9
297	того как	2	9
298	литературы и	2	9
299	что если	3	9
300	это было	9	9
301	с ней	3	9
302	о котором	2	9
303	сравнении с	2	9
304	и другие	2	9
305	не мешает	2	9
306	обратить внимание	2	9
307	жизнь и	3	9
308	в жизни	4	9
309	петра i	3	9
310	бы мы	2	8
311	и тут	2	8
312	как он	4	8
313	мы здесь	2	8
314	нас выше	4	8
315	м а	5	8
316	в г	2	8
317	на его	7	8
318	и по	10	8
319	для него	16	8
320	только что	2	8
321	с этой	4	8
322	мы сейчас	7	8
323	себе и	2	8
324	еще в	5	8
325	и особенно	6	8
326	в период	6	8
327	поскольку в	3	8
328	к его	5	8
329	для всех	2	8
330	вплоть до	4	8
331	а то	2	8
332	из этих	5	8
333	и больше	3	8
334	он был	20	8
335	и он	7	8
336	и при	2	8
337	во всем	4	8
338	мы будем	4	8
339	конечно не	5	8
340	и весь	2	8
341	за это	2	7
342	что на	2	7
343	друг друга	3	7
344	настоящей работы	4	7
345	а с	5	7
346	одной из	2	7
347	а а	7	7
348	некоторой степени	3	7
349	но вот	4	7
350	его как	2	7
351	с самим	2	7
352	и так	3	7
353	чем не	2	7
354	учения о	3	7
355	еще более	3	7
356	даже в	4	7
357	в науке	3	7
358	в это	6	7
359	даже не	3	7
360	не раз	5	7
361	и а	2	7
362	вообще говоря	2	7
363	но что	5	7
364	его от	2	7
365	уже о	3	7
366	не прямо	2	7
367	о своем	3	7
368	хотели бы	3	7
369	этой области	2	7
370	что касается	6	7
371	это в	2	7
372	на этот	9	7
373	и который	2	7
374	тому же	3	7
375	без всяких	2	6
376	глубоко и	2	6
377	то мы	3	6
378	а н	14	6
379	имеет никакого	2	6
380	людей в	2	6
381	только к	3	6
382	на него	3	6
383	сказать о	2	6
384	в статье	2	6
385	по своей	4	6
386	ни к	2	6
387	когда он	6	6
388	г в	3	6
389	в порядке	2	6
390	первый план	4	6
391	до конца	8	6
392	и всегда	4	6
393	никакого отношения	3	6
394	для меня	8	6
395	нам представляется	3	6
396	не столь	2	6
397	после этого	2	6
398	видно что	5	6
399	по существу	4	6
400	философии и	14	6
401	в общем	4	6
402	на первом	4	6
403	с которой	2	6
404	от всякой	2	6
405	во время	4	6
406	под названием	5	6
407	вся эта	3	6
408	с его	15	6
409	но она	4	6
410	с которыми	2	6
411	дело не	3	6
412	особенно в	2	6
413	к ней	7	6
414	этом отношении	2	6
415	природы и	2	6
416	в теории	2	6
417	уже на	3	6
418	к своему	4	6
419	не к	2	6
420	жизнь в	2	6
421	как на	2	6
422	не мог	10	6
423	отношения к	4	6
424	и речи	3	6
425	его на	4	5
426	отношение к	7	5
427	бы его	2	5
428	но по	2	5
429	с первого	2	5
430	нам кажется	2	5
431	нам в	2	5
432	об этой	2	5
433	ли он	2	5
434	по одному	2	5
435	нужно сказать	2	5
436	но зато	2	5
437	вот что	7	5
438	и тот	2	5
439	лишь в	3	5
440	себе не	2	5
441	часто и	2	5
442	том чтобы	4	5
443	все что	2	5
444	а ф	9	5
445	которой он	7	5
446	я не	8	5
447	в каких	2	5
448	и хотя	3	5
449	за то	2	5
450	которого он	2	5
451	для его	2	5
452	же о	3	5
453	от того	2	5
454	во многих	2	5
455	его не	2	5
456	о нем	9	5
457	он говорит	2	5
458	тех пор	2	5
459	на себя	3	5
460	за что	2	5
461	мы приведем	3	5
462	у достоевского	2	5
463	с теми	2	5
464	и весьма	2	5
465	о его	7	5
466	что с	3	5
467	этот раз	7	5
468	к этому	11	5
469	с этими	4	5
470	хотя в	2	5
471	и еще	3	5
472	больше чем	2	5
473	себя в	6	5
474	в этот	5	5
475	обстоятельство что	2	5
476	до некоторой	2	5
477	одним из	3	5
478	истории философии	5	5
479	а мы	3	5
480	по его	3	5
481	от него	3	4
482	для нее	3	4
483	на эту	3	4
484	именно так	2	4
485	собой разумеется	2	4
486	на всю	2	4
487	вернее сказать	2	4
488	на свою	3	4
489	что бы	2	4
490	можно судить	8	4
491	столько же	2	4
492	начала и	2	4
493	у них	2	4
494	и вы	2	4
495	так например	3	4
496	для своего	2	4
497	пушкина и	2	4
498	под влиянием	6	4
499	первом плане	2	4
500	мы хотели	3	4
501	это можно	3	4
502	эту тему	2	4
503	кажется что	3	4
504	не могли	2	4
505	и часто	3	4
506	что к	3	4
507	меня в	2	4
508	всей его	2	4
509	со своим	5	4
510	еще на	3	4
511	можно говорить	2	4
512	которого мы	2	4
513	если это	2	4
514	им в	3	4
515	то обстоятельство	2	4
516	он будет	2	4
517	я в	4	4
518	от нее	3	4
519	всей этой	2	4
520	и никогда	2	4
521	только после	2	4
522	именно к	2	4
523	той же	6	4
524	время и	3	4
525	начиная с	3	4
526	раз даже	4	4
527	и почти	2	4
528	и которая	2	4
529	особого рода	2	4
530	но на	3	4
531	и был	6	4
532	он всегда	2	4
533	что вы	2	4
534	или о	2	4
535	и за	3	4
536	где же	2	4
537	на котором	2	4
538	бы на	2	4
539	дело с	2	4
540	к этой	4	4
541	только его	2	4
542	но мы	3	4
543	и просто	3	4
544	у с	5	4
545	в сущности	2	4
546	мы сказали	2	4
547	тем больше	2	4
548	и свое	2	4
549	что пишет	3	4
550	очень часто	2	4
551	он как	4	4
552	любви к	2	4
553	то для	2	4
554	на это	2	4
555	даже вообще	2	4
556	а главное	2	4
557	до тех	2	4
558	мы увидим	4	4
559	ввиду своей	2	4
560	в свою	3	4
561	у которого	3	4
562	н г	5	4
563	это время	7	4
564	на что	2	4
565	с которым	4	4
566	что во	2	4
567	ему в	4	4
568	это мы	5	4
569	он все	2	3
570	из трех	3	3
571	что дело	2	3
572	котором он	2	3
573	том же	4	3
574	от своего	2	3
575	сведений о	2	3
576	на месте	2	3
577	в более	3	3
578	в свои	2	3
579	времени в	2	3
580	этом же	2	3
581	нет никаких	2	3
582	даже больше	2	3
583	например с	2	3
584	в те	12	3
585	того и	3	3
586	не стал	3	3
587	именно с	2	3
588	то как	2	3
589	вообще в	4	3
590	указать на	2	3
591	а уже	2	3
592	чего он	2	3
593	и нужно	2	3
594	после того	2	3
595	эти последние	4	3
596	в последние	3	3
597	был в	5	3
598	но я	4	3
599	заметить что	2	3
600	однако он	2	3
601	увидим ниже	5	3
602	весь этот	2	3
603	о которой	3	3
604	это был	5	3
605	те времена	7	3
606	них не	2	3
607	и других	2	3
608	чем в	2	3
609	бы с	2	3
610	в москве	13	3
611	в очень	5	3
612	его к	3	3
613	а что	3	3
614	а иной	4	3
615	и представить	2	3
616	с начала	2	3
617	мы укажем	2	3
618	со стороны	5	3
619	своего сына	2	3
620	и такие	2	3
621	образом в	2	3
622	в россии	7	3
623	и м	3	3
624	пока не	2	3
625	время в	4	3
626	выше мы	3	3
627	не столько	4	3
628	которая была	2	3
629	иначе но	2	3
630	к той	2	3
631	но тут	2	3
632	с ними	2	3
633	себе представить	2	3
634	и действительно	3	3
635	и мы	6	3
636	говорит что	4	3
637	для тех	2	3
638	а к	24	3
639	но этот	3	3
640	рационализма и	2	3
641	должен был	3	3
642	кто не	2	3
643	а он	2	3
644	на основании	3	3
645	никуда не	2	3
646	где он	5	3
647	мысли и	5	3
648	больше всего	3	3
649	это конечно	4	3
650	в самых	2	3
651	всей своей	2	3
652	один и	2	3
653	знаем что	2	3
654	истории в	2	3
655	там же	24	3
656	на этом	3	3
657	любовь и	2	3
658	я и	2	3
659	место в	2	3
660	автор настоящей	2	3
661	этих двух	2	3
662	мужа и	2	2
663	относиться к	2	2
664	является как	2	2
665	в следующем	3	2
666	и начал	2	2
667	тех кто	2	2
668	просто не	2	2
669	очень мало	2	2
670	в момент	2	2
671	с богом	3	2
672	ниже в	2	2
673	с и	4	2
674	не говорится	2	2
675	всей жизни	4	2
676	ни одного	2	2
677	ввиду того	2	2
678	несколько слов	2	2
679	в нас	4	2
680	которой мы	3	2
681	в с	7	2
682	указать хотя	2	2
683	только об	2	2
684	сам он	2	2
685	этот момент	2	2
686	и и	8	2
687	судить по	6	2
688	прямо и	2	2
689	тоже в	4	2
690	известно что	2	2
691	но во	2	2
692	хотя с	2	2
693	и вот	5	2
694	он уже	7	2
695	ввиду своего	2	2
696	как у	3	2
697	в петербурге	10	2
698	одновременно с	2	2
699	свидетельствуют о	4	2
700	с с	5	2
701	его жизни	12	2
702	на одной	3	2
703	и глубоко	3	2
704	ней не	2	2
705	гёте и	2	2
706	а по	3	2
707	и всякая	2	2
708	со своей	5	2
709	вот эта	2	2
710	м с	10	2
711	после окончания	3	2
712	сведения о	4	2
713	вот теперь	2	2
714	но его	4	2
715	у меня	3	2
716	россии и	4	2
717	который был	4	2
718	об этих	3	2
719	мы пока	2	2
720	в будущем	2	2
721	в семье	3	2
722	на свои	2	2
723	свою очередь	2	2
724	говоря о	2	2
725	года в	9	2
726	на все	3	2
727	у вас	2	2
728	а м	5	2
729	в свое	6	2
730	во многом	3	2
731	этой книги	3	2
732	видно из	2	2
733	чтобы он	3	2
734	в в	4	2
735	больше того	2	2
736	если у	2	2
737	он пишет	5	2
738	ее на	3	2
739	и совершенно	2	2
740	уже сказали	2	2
741	воли и	2	2
742	и я	7	2
743	известной степени	2	2
744	к толстого	15	2
745	произведения как	2	2
746	под ред	2	2
747	в последнее	2	2
748	было не	2	2
749	история и	3	2
750	человека с	2	2
751	него не	4	2
752	со своими	4	2
753	ним в	3	2
754	и сейчас	2	2
755	именно здесь	2	2
756	что я	5	2
757	вы не	2	2
758	и стал	3	2
759	был не	3	2
760	не имели	2	2
761	этого не	2	2
762	еще с	2	2
763	не из	2	2
764	ко всему	4	2
765	достаточно указать	2	2
766	жизни с	2	2
767	то его	2	2
768	дом и	2	2
769	него и	2	2
770	в меру	2	2
771	только одно	4	2
772	бы обратить	2	2
773	последнее время	2	2
