N	2gram	Losev_Vesc	Istorich
214	хотя и	5	11
215	но уже	3	11
216	уже в	2	11
217	иное как	12	11
218	на нее	2	11
219	далеко не	2	11
220	у меня	3	11
221	ясно что	10	11
222	я не	7	11
223	не что	12	11
224	но оно	3	11
225	должны быть	6	11
226	на этой	2	10
227	что же	17	10
228	в ее	8	10
229	но если	12	10
230	говорит о	3	10
231	что эта	2	10
232	указывает на	8	10
233	но как	3	10
234	есть только	18	10
235	если не	3	10
236	не знаем	2	10
237	что эти	2	10
238	ее на	2	10
239	он и	2	10
240	не мог	3	10
241	в состоянии	2	10
242	не как	2	10
243	однако это	3	10
244	а с	3	10
245	а если	6	10
246	то не	7	10
247	в которой	5	10
248	ни в	11	10
249	о чем	2	10
250	в это	2	10
251	не было	4	10
252	еще один	2	10
253	себя в	11	10
254	не можем	3	10
255	друг с	2	10
256	в истории	3	9
257	тот же	4	9
258	в основе	4	9
259	если это	4	9
260	в свою	5	9
261	это так	4	9
262	из этого	3	9
263	в себя	13	9
264	это и	12	9
265	тогда когда	5	9
266	когда она	4	9
267	но эти	2	9
268	более или	4	9
269	но для	2	9
270	жизни и	6	9
271	с другом	2	9
272	что на	2	9
273	не будет	13	9
274	том чтобы	2	9
275	является и	3	9
276	или менее	4	9
277	же не	4	9
278	только на	3	9
279	в чем	10	9
280	себе в	5	9
281	стороны и	2	9
282	вот почему	3	9
283	с его	2	9
284	и так	2	9
285	приводит к	2	9
286	тем самым	2	8
287	должен быть	5	8
288	у них	2	8
289	только тогда	4	8
290	одно из	2	8
291	для этого	5	8
292	только что	2	8
293	вообще не	6	8
294	именно в	2	8
295	что такое	20	8
296	тому как	5	8
297	есть условие	4	8
298	во всяком	4	8
299	мы будем	3	8
300	образом и	4	8
301	есть ли	10	8
302	в отдельности	4	8
303	он говорит	2	8
304	есть еще	3	8
305	это значит	30	8
306	из его	2	8
307	на это	5	8
308	в жизни	5	8
309	подобно тому	5	8
310	но она	3	8
311	и потому	8	8
312	и другое	6	8
313	не так	2	8
314	ту же	2	8
315	тут же	4	8
316	но с	2	8
317	от того	7	8
318	или по	2	8
319	и эта	4	8
320	и сам	3	8
321	можно сказать	8	8
322	независимо от	5	8
323	с другими	8	8
324	значит что	32	8
325	она и	2	8
326	не с	8	8
327	это тоже	2	8
328	конечно не	2	8
329	руки и	2	7
330	в конце	3	7
331	состоит из	3	7
332	и о	4	7
333	а только	3	7
334	однако в	3	7
335	не то	4	7
336	того чтобы	4	7
337	себе и	2	7
338	о которых	2	7
339	есть не	17	7
340	но эта	2	7
341	когда мы	6	7
342	тому что	2	7
343	как она	5	7
344	одного из	2	7
345	и когда	5	7
346	что я	26	7
347	того же	5	7
348	если мы	12	7
349	со своим	8	7
350	всяком случае	2	7
351	ее и	2	7
352	совершенно не	11	7
353	между собой	2	7
354	ли это	9	7
355	можно только	6	7
356	то он	2	7
357	не есть	79	7
358	самом деле	7	7
359	что оно	10	7
360	не столько	2	7
361	о ней	5	7
362	для него	8	7
363	именно так	2	6
364	для того	3	6
365	можно ли	7	6
366	нет ничего	2	6
367	как можно	5	6
368	себе не	3	6
369	равно как	4	6
370	не потому	7	6
371	ничем не	4	6
372	этой точки	3	6
373	между ними	6	6
374	что все	2	6
375	что ее	2	6
376	и уже	2	6
377	от его	2	6
378	той же	2	6
379	быть и	5	6
380	то в	4	6
381	его как	2	6
382	даже не	8	6
383	а я	3	6
384	не на	2	6
385	или как	3	6
386	также и	9	6
387	но что	9	6
388	сводится к	4	6
389	в одну	2	6
390	этого вопроса	3	6
391	его от	2	6
392	и оно	4	6
393	это может	3	6
394	мог бы	7	6
395	меня не	2	6
396	только о	2	6
397	и тогда	7	6
398	этих двух	2	6
399	не случайно	2	6
400	оно может	3	6
401	если я	6	6
402	к чему	2	6
403	же и	2	6
404	отношения к	3	6
405	в каком	6	5
406	это только	2	5
407	это уже	2	5
408	как нечто	3	5
409	только как	2	5
410	ее не	6	5
411	никак не	7	5
412	или не	7	5
413	если они	2	5
414	это было	2	5
415	действительности это	2	5
416	в своих	3	5
417	эти две	6	5
418	из себя	6	5
419	это можно	2	5
420	что образ	2	5
421	по своей	3	5
422	что из	3	5
423	в одно	2	5
424	в свое	2	5
425	ее как	4	5
426	что если	2	5
427	бы в	9	5
428	с ее	10	5
429	думают что	5	5
430	ее с	5	5
431	чтобы быть	3	5
432	о котором	2	5
433	несмотря на	6	5
434	она может	4	5
435	но даже	3	5
436	в виду	2	5
437	знает что	2	5
438	переходит в	4	5
439	мы получим	3	5
440	отличается от	8	5
441	д и	11	5
442	еще более	4	5
443	оно не	6	5
444	что между	2	5
445	или иначе	5	5
446	без всякого	7	5
447	на три	2	5
448	чтобы они	2	5
449	на все	2	5
450	нас не	2	5
451	не годится	2	5
452	это для	2	5
453	и может	3	5
454	да и	5	5
455	и мы	5	5
456	могла бы	3	5
457	к другой	3	5
458	как о	5	5
459	но когда	3	5
460	не говорит	3	5
461	однако не	4	5
462	есть явление	9	4
463	к этим	2	4
464	очень интересный	2	4
465	бы его	2	4
466	здесь как	2	4
467	только те	2	4
468	нисколько не	7	4
469	и во	3	4
470	и вообще	6	4
471	тем более	3	4
472	находятся в	2	4
473	быть только	6	4
474	к пониманию	3	4
475	признает что	2	4
476	ни с	8	4
477	часто бывает	2	4
478	себя и	8	4
479	а что	2	4
480	на столе	2	4
481	есть момент	2	4
482	в разных	6	4
483	и дает	2	4
484	и больше	13	4
485	в результате	9	4
486	нельзя было	4	4
487	меня на	2	4
488	силы и	2	4
489	что есть	8	4
490	сами по	3	4
491	если же	5	4
492	слова в	2	4
493	не существует	4	4
494	как раз	16	4
495	он сам	2	4
496	очевидно что	2	4
497	для нее	2	4
498	человека и	3	4
499	и формы	2	4
500	не содержит	5	4
501	и этот	2	4
502	так или	5	4
503	или его	2	4
504	не хватает	2	4
505	содержит в	11	4
506	по сравнению	8	4
507	всем что	2	4
508	как не	2	4
509	нас в	3	4
510	тот момент	2	4
511	на почве	6	4
512	отнюдь не	8	4
513	он становится	2	4
514	с точки	6	4
515	от нее	2	4
516	или другое	2	4
517	а так	3	4
518	прочим и	2	4
519	в действительности	7	4
520	а это	5	4
521	еще и	11	4
522	с которой	3	4
523	содержится в	3	4
524	дело в	6	4
525	миф и	2	4
526	только то	4	4
527	дерево и	3	4
528	ни к	3	4
529	есть в	4	4
530	ее к	2	4
531	исходит из	2	4
532	в самом	13	4
533	но на	2	4
534	так чтобы	4	4
535	бы что	3	4
536	быть не	5	4
537	что именно	4	4
538	как же	6	3
539	в свой	2	3
540	просто как	2	3
541	точка зрения	5	3
542	нельзя сказать	3	3
543	со всем	5	3
544	а есть	5	3
545	только один	3	3
546	них и	2	3
547	уже сейчас	2	3
548	она уже	3	3
549	переход от	2	3
550	и та	2	3
551	так то	4	3
552	же она	2	3
553	и быть	2	3
554	понимать как	2	3
555	себе что	3	3
556	или другой	3	3
557	стороны не	2	3
558	о них	4	3
559	по смыслу	5	3
560	сравнению с	7	3
561	ему не	3	3
562	чтобы не	2	3
563	она должна	4	3
564	и заставляет	2	3
565	оно и	4	3
566	я могу	3	3
567	является в	2	3
568	так оно	2	3
569	казалось бы	3	3
570	была бы	3	3
571	чего не	2	3
572	мы находим	5	3
573	совсем не	2	3
574	всегда есть	5	3
575	она сама	5	3
576	бы то	12	3
577	есть у	2	3
578	только мы	2	3
579	все то	2	3
580	как оно	4	3
581	в особом	2	3
582	должно быть	8	3
583	ни было	12	3
584	поэтому в	2	3
585	которую мы	2	3
586	к другому	3	3
587	о смысле	5	3
588	другой вопрос	3	3
589	тем же	2	3
590	может идти	2	3
591	из того	3	3
592	она имеет	6	3
593	как к	5	3
594	или другие	4	3
595	сделать это	2	3
596	и вне	2	3
597	то ни	13	3
598	религии но	2	3
599	что нужно	4	3
600	но зато	2	3
601	но то	4	3
602	и нет	3	3
603	знает и	2	3
604	требует чтобы	5	3
605	все равно	6	3
606	остановиться на	3	3
607	от всех	5	3
608	только не	5	3
609	которая была	2	3
610	раз и	2	3
611	является не	2	3
612	итак чтобы	2	3
613	но еще	3	3
614	и делает	2	3
615	один и	2	3
616	может считаться	3	3
617	к его	2	3
618	явление как	3	3
619	оно есть	16	3
620	но можно	3	3
621	в науке	3	3
622	вопрос как	3	3
623	при переходе	3	3
624	и эту	2	3
625	это все	3	3
626	даже и	5	3
627	как царство	2	3
628	но тут	2	3
629	и до	6	3
630	как таковая	4	3
631	и ноги	2	3
632	не обязательно	2	3
633	бы на	3	3
634	говорили что	2	3
635	никуда не	2	3
636	само по	4	3
637	явление и	9	3
638	момент в	6	3
639	имеем дело	3	3
640	не о	2	2
641	как ее	2	2
642	а и	13	2
643	понимать в	2	2
644	например что	2	2
645	для всего	2	2
646	себя из	2	2
647	и наличие	2	2
648	действительно есть	2	2
649	к ее	3	2
650	свою очередь	5	2
651	совсем другое	2	2
652	не мешает	4	2
653	свидетельствует о	3	2
654	в полной	2	2
655	все вещи	2	2
656	действительность но	2	2
657	не стоит	2	2
658	почти все	2	2
659	вопрос об	2	2
660	и всем	4	2
661	и должна	2	2
662	оно только	3	2
663	этом и	2	2
664	и ничего	2	2
665	этого предмета	2	2
666	она является	4	2
667	именно потому	2	2
668	есть выражение	2	2
669	ними в	2	2
670	можно говорить	2	2
671	только одной	2	2
672	и другой	2	2
673	есть уже	4	2
674	для его	2	2
675	то их	3	2
676	можно с	3	2
677	и всякий	3	2
678	указанием на	2	2
679	обе эти	2	2
680	себя от	2	2
681	но я	2	2
682	сам себя	4	2
683	в работах	2	2
684	себя не	2	2
685	во-вторых и	2	2
686	на себе	5	2
687	это будет	4	2
688	на ее	3	2
689	себя как	3	2
690	вещи и	40	2
691	те кто	3	2
692	в сущности	7	2
693	то ясно	2	2
694	самого себя	2	2
695	ее во	3	2
696	для тех	3	2
697	же это	5	2
698	свое имя	2	2
699	и еще	4	2
700	если она	11	2
701	то чтобы	3	2
702	по имени	7	2
703	сама по	7	2
704	то или	5	2
705	со всей	2	2
706	могущество и	2	2
707	подходит к	2	2
708	начиная от	2	2
709	жизнь и	2	2
710	при всем	2	2
711	как с	7	2
712	же когда	2	2
713	в параллель	2	2
714	это совершенно	4	2
715	не из	2	2
716	и можно	2	2
717	или ее	3	2
718	перестает быть	3	2
719	он есть	2	2
720	эти вещи	2	2
721	только одно	2	2
722	не к	3	2
723	с какой	2	2
724	к одному	3	2
725	себя это	4	2
726	и следовательно	20	2
727	и этого	3	2
728	можно и	3	2
729	явлений в	2	2
730	это однако	3	2
731	и таким	2	2
732	и кто	2	2
733	и прежде	2	2
734	отличаются от	2	2
735	меняется и	2	2
736	может и	3	2
737	то она	2	2
738	е на	2	2
739	ли в	3	2
740	раньше и	2	2
741	то с	3	2
742	нечто целое	2	2
743	из самых	3	2
744	мы возьмем	3	2
745	одно и	6	2
746	он ничего	2	2
747	е не	5	2
748	в данной	2	2
749	было ни	2	2
750	которые мы	2	2
751	в самой	3	2
752	или иных	2	2
753	чтобы она	3	2
754	она могла	2	2
755	сам по	4	2
756	и недостаточно	2	2
757	у всех	3	2
758	а тем	3	2
759	знания и	5	2
760	из дерева	2	2
761	она будет	2	2
762	что для	5	2
763	есть нечто	12	2
764	е если	2	2
765	что вы	4	2
766	или о	3	2
767	нужно было	3	2
768	нет никакого	3	2
769	но из	2	2
770	каких условиях	2	2
771	и свои	2	2
772	случае не	3	2
773	и со	2	2
774	есть просто	6	2
775	не знать	2	2
776	не нужно	3	2
777	как я	6	2
778	к делу	2	2
779	только это	4	2
780	имени нет	2	2
781	с полной	6	2
782	от одного	2	2
783	так но	2	2
784	образ в	2	2
785	она была	2	2
786	нет и	4	2
787	очень редко	3	2
788	ее имя	4	2
789	в и	4	2
790	знание и	3	2
791	функции и	2	2
792	другие виды	2	2
793	смысле и	4	2
794	говорить о	9	2
795	бы ни	3	2
796	исходят из	2	2
797	чем же	5	2
798	не значит	11	2
799	учение о	2	2
