N	2gram	Vinokur_Vv	Vvedenie
99	могут быть	6	5
100	в то	6	5
101	не столько	2	5
102	и на	3	5
103	говорить о	5	5
104	не было	2	5
105	в одном	4	5
106	как раз	4	5
107	как мы	11	5
108	о чем	4	4
109	но это	2	4
110	себя в	2	4
111	бы в	2	4
112	дело с	9	4
113	в целом	5	4
114	не менее	9	4
115	текста и	3	4
116	у нас	2	4
117	в центре	4	4
118	а с	2	4
119	не с	3	4
120	стороны и	3	4
121	не к	2	4
122	могло бы	2	4
123	может служить	3	4
124	не вполне	4	4
125	во втором	2	4
126	о них	2	4
127	внимание на	5	4
128	в них	5	4
129	которое в	2	4
130	в какой	6	4
131	было бы	7	4
132	же время	6	4
133	о которой	2	4
134	в слове	3	4
135	бы и	3	4
136	большей части	2	4
137	да и	4	3
138	ничего не	2	3
139	и вот	3	3
140	это только	4	3
141	другой стороны	5	3
142	во всяком	5	3
143	не до	2	3
144	в виду	5	3
145	в начале	3	3
146	тем более	2	3
147	при всей	2	3
148	к этому	3	3
149	в обоих	2	3
150	в этот	2	3
151	тем не	9	3
152	и даже	6	3
153	в конце	3	3
154	должен быть	4	3
155	в принципе	3	3
156	все это	6	3
157	и тем	5	3
158	в особенности	4	3
159	у них	2	3
160	а именно	6	3
161	обратим внимание	2	3
162	ни к	2	3
163	в первом	5	3
164	на то	2	3
165	один из	6	3
166	по своему	5	3
167	не имеет	4	3
168	подобно тому	2	3
169	в наиболее	2	3
170	а только	8	3
171	зависит от	3	3
172	времени в	3	3
173	между тем	10	3
174	будто бы	2	3
175	не существует	2	3
176	той же	4	3
177	мы видели	3	3
178	тому как	2	3
179	речь идет	2	3
180	ближе к	2	3
181	всяком случае	5	3
182	для них	2	3
183	и того	3	3
184	представляют собой	9	3
185	в сущности	3	3
186	не следует	3	3
187	должна быть	2	3
188	в конечном	3	2
189	для этого	3	2
190	что это	3	2
191	нашего времени	2	2
192	и с	2	2
193	хотя бы	6	2
194	о которых	2	2
195	и потому	2	2
196	так же	3	2
197	той мере	6	2
198	в строгом	3	2
199	как оно	3	2
200	можно было	8	2
201	жизни как	2	2
202	и ее	4	2
203	хотя в	2	2
204	что она	3	2
205	с их	5	2
206	не как	3	2
207	дело не	5	2
208	как о	4	2
209	которые не	2	2
210	в другом	3	2
211	по мере	4	2
212	в силу	3	2
213	мы можем	2	2
214	и как	9	2
215	но также	16	2
216	применительно к	2	2
217	тем что	6	2
218	так называемой	3	2
219	должен был	4	2
220	в их	12	2
221	от себя	3	2
222	как он	6	2
223	еще и	4	2
224	этого не	2	2
225	к своему	2	2
226	только на	3	2
227	все равно	2	2
228	что он	5	2
229	ясно что	11	2
230	в течение	5	2
231	как это	5	2
232	в текстах	3	2
233	в чем	4	2
234	мере в	6	2
235	и др	2	2
236	во всех	2	2
237	в разных	7	2
238	заключается в	4	2
239	на протяжении	2	2
240	на нее	3	2
241	так например	6	2
242	на этот	6	2
243	том чтобы	6	2
244	ни с	2	2
245	не есть	5	2
246	тому что	2	2
247	к нему	3	2
248	она была	2	2
249	это уже	2	2
250	в этой	3	2
251	уже в	5	2
252	из которой	2	2
253	или иначе	4	2
254	входит в	3	2
255	и к	3	2
256	в которых	6	2
257	ответ на	4	2
258	котором он	2	2
259	что не	5	2
260	в значительной	3	2
261	язык как	5	2
262	же касается	2	2
263	он и	2	2
264	что мы	2	2
265	представить себе	7	2
266	по себе	11	2
267	мог бы	2	2
268	несмотря на	2	2
269	того чтобы	22	2
270	в ряду	2	2
271	возникает и	2	2
272	здесь не	3	2
273	своей природе	3	2
274	прошлом и	3	2
275	и что	6	2
276	из него	2	2
277	связи с	3	2
278	не просто	5	2
279	что они	2	2
280	и есть	3	2
281	и сам	3	2
282	же самое	3	2
283	не мог	2	2
284	например в	2	2
285	и это	6	2
286	однако не	4	2
287	наряду с	3	2
288	и здесь	3	2
289	быть и	2	2
290	вместе с	6	2
291	этих случаях	2	2
