N	2gram	Losev_Prob	RusskieA
126	и о	8	6
127	что здесь	5	6
128	но они	4	6
129	и более	6	6
130	в таком	11	6
131	на самом	13	5
132	вопрос о	2	5
133	петра i	4	5
134	и потому	13	5
135	в тех	3	5
136	вплоть до	3	5
137	но если	12	5
138	на новый	2	5
139	нас к	2	5
140	что он	16	5
141	прежде всего	13	5
142	в разных	4	5
143	с этим	5	5
144	заметить что	2	5
145	в то	18	5
146	в целом	9	5
147	для них	4	5
148	в связи	9	5
149	не было	6	5
150	в его	10	5
151	по поводу	3	5
152	то и	9	5
153	можно было	7	5
154	ничего общего	7	5
155	в целях	6	5
156	и для	5	5
157	с другой	14	5
158	входит в	3	5
159	и к	9	5
160	отнюдь не	16	5
161	или даже	6	5
162	с ним	11	5
163	мы уже	4	5
164	в таких	3	4
165	воздействовать на	3	4
166	и ее	7	4
167	иное как	6	4
168	не был	3	4
169	не что	6	4
170	у них	2	4
171	и при	2	4
172	всякого рода	9	4
173	нас не	6	4
174	здесь мы	5	4
175	только тогда	2	4
176	или по	6	4
177	и там	2	4
178	отличие от	3	4
179	не столько	2	4
180	могут быть	2	4
181	и до	3	4
182	и тогда	3	4
183	не на	2	4
184	во всей	3	4
185	этого слова	5	4
186	во всяком	14	4
187	в основе	3	4
188	и от	11	4
189	по своему	6	4
190	а к	2	4
191	дело не	4	4
192	к ней	2	4
193	несмотря на	4	4
194	за ним	2	4
195	и здесь	8	4
196	не просто	36	4
197	кроме того	5	4
198	природы и	3	4
199	она в	2	4
200	что иное	6	4
201	в отличие	2	4
202	но все	5	4
203	что у	3	4
204	что для	4	4
205	именно в	4	4
206	в котором	3	4
207	в своих	2	4
208	как они	4	4
209	этот вопрос	3	4
210	уже в	5	4
211	в ней	12	4
212	которое в	3	4
213	всяком случае	8	4
214	то время	6	4
215	во всем	2	4
216	и после	2	4
217	никогда не	7	3
218	чтобы не	2	3
219	всех этих	6	3
220	ее и	2	3
221	том как	4	3
222	и поэтому	3	3
223	то есть	63	3
224	с той	5	3
225	сразу же	2	3
226	есть и	2	3
227	может рассматриваться	2	3
228	это и	11	3
229	в виду	20	3
230	или другие	3	3
231	тут же	12	3
232	как он	2	3
233	в одно	4	3
234	а наоборот	3	3
235	мы здесь	2	3
236	или менее	2	3
237	и такие	3	3
238	в отдельности	2	3
239	что все	2	3
240	и это	11	3
241	более или	2	3
242	точки зрения	14	3
243	с которой	2	3
244	же не	2	3
245	в области	2	3
246	совсем не	4	3
247	в ее	6	3
248	и во	5	3
249	в своей	8	3
250	в природе	2	3
251	до того	2	3
252	значение и	7	3
253	вся эта	3	3
254	хотя и	9	3
255	и то	17	3
256	независимо от	4	3
257	с другими	6	3
258	ее на	2	3
259	говорилось выше	2	3
260	это в	2	3
261	и еще	2	3
262	в которой	3	3
263	не имели	2	3
264	на него	3	3
265	если бы	9	3
266	на первый	6	3
267	много и	2	3
268	а именно	12	3
269	между собою	5	3
270	представлений о	2	3
271	сих пор	4	3
272	жизнь и	3	3
273	с одной	3	3
274	есть в	6	3
275	на этот	4	3
276	не к	2	3
277	на то	6	3
278	как символ	5	3
279	в самих	2	3
280	когда он	2	3
281	из которых	6	3
282	же деле	7	3
283	так чтобы	2	3
284	с точки	9	3
285	здесь не	11	3
286	только как	3	3
287	самом же	7	3
288	и его	12	3
289	же и	7	3
290	как на	2	3
291	как только	3	3
292	что именно	3	3
293	быть и	3	3
294	до сих	4	3
295	время и	2	2
296	и притом	7	2
297	что их	2	2
298	во все	3	2
299	в заключение	5	2
300	одна с	2	2
301	и следовательно	3	2
302	могло бы	3	2
303	не имеют	4	2
304	в себе	23	2
305	от него	2	2
306	и вообще	20	2
307	перед нами	8	2
308	само собой	3	2
309	не отличаются	2	2
310	но даже	7	2
311	этим не	2	2
312	не знали	2	2
313	в конце	7	2
314	и наконец	2	2
315	xx в	3	2
316	за счет	2	2
317	одним из	2	2
318	подобного рода	13	2
319	и тем	16	2
320	а как	2	2
321	и всегда	2	2
322	в частности	4	2
323	и за	2	2
324	на основании	2	2
325	самом деле	6	2
326	его от	3	2
327	там и	4	2
328	себе в	5	2
329	образом в	2	2
330	может иметь	4	2
331	не так	8	2
332	в него	2	2
333	на которую	3	2
334	при всех	2	2
335	только с	5	2
336	к этой	2	2
337	в ту	2	2
338	а мы	2	2
339	ни одна	2	2
340	и непосредственно	3	2
341	и без	9	2
342	одной стороны	2	2
343	между прочим	4	2
344	отличаются от	2	2
345	для чего	3	2
346	очень много	4	2
347	с нею	2	2
348	не всякий	4	2
349	не говорится	2	2
350	здесь в	3	2
351	когда в	4	2
352	и когда	4	2
353	иметь в	2	2
354	и всей	2	2
355	случае не	7	2
356	можно сказать	10	2
357	значение в	3	2
358	который в	2	2
359	для него	4	2
360	что чем	2	2
361	относится к	4	2
362	и состоит	2	2
363	сказать что	24	2
364	пока еще	3	2
365	он не	10	2
366	нет в	2	2
367	что если	3	2
368	когда мы	24	2
369	другой стороны	11	2
370	значит что	13	2
371	и он	3	2
372	как оно	3	2
373	в начале	3	2
374	ту или	3	2
375	тем более	8	2
376	дело в	6	2
377	его как	3	2
378	особенно в	2	2
379	в новое	3	2
380	и даже	21	2
381	мы можем	11	2
382	общего с	3	2
383	не будут	2	2
384	д и	5	2
385	не является	19	2
386	он есть	2	2
387	с этой	3	2
388	совершенно не	7	2
389	в пределах	3	2
390	нас в	5	2
391	какой-то особой	2	2
392	ни с	5	2
393	и является	6	2
394	дело здесь	4	2
395	в чем	5	2
396	что такое	4	2
397	или иную	3	2
398	если угодно	3	2
399	не значит	3	2
400	и если	11	2
401	это так	2	2
402	но на	2	2
403	но что	3	2
404	по себе	36	2
405	и действительно	2	2
406	равно как	2	2
407	раз и	6	2
408	в человеческом	2	2
409	к их	2	2
410	это значение	2	2
411	от нее	2	2
412	из этого	5	2
413	говорить о	7	2
414	и особенно	3	2
415	но оно	3	2
416	в нашем	13	2
417	но эта	4	2
418	о которой	2	2
419	что при	5	2
420	все в	4	2
421	однако не	4	2
422	и сами	3	2
