N	2gram	Tiupa_Anal	DiskursI
101	картина мира	5	9
102	в них	4	9
103	уже не	9	9
104	себя в	6	9
105	внимание на	4	9
106	сводится к	5	9
107	пока еще	3	9
108	художественного целого	9	9
109	человека в	3	8
110	в соответствии	5	8
111	этом отношении	3	8
112	как уже	4	8
113	к тому	10	8
114	хотя и	4	8
115	если в	3	8
116	очевидным образом	4	8
117	в противоположность	3	8
118	и даже	12	8
119	жизни в	4	8
120	в этих	2	8
121	не с	3	8
122	в себя	6	8
123	лирический герой	4	8
124	соответствии с	3	8
125	в одном	4	8
126	из них	4	8
127	совпадает с	4	8
128	он не	9	8
129	не следует	5	8
130	перед нами	7	7
131	его в	4	7
132	о чем	5	7
133	могут быть	4	7
134	и ее	3	7
135	приводит к	5	7
136	блудном сыне	12	7
137	в ходе	3	7
138	одной из	6	7
139	и для	4	7
140	но это	3	7
141	что и	10	7
142	в притче	4	7
143	коммуникативной ситуации	2	7
144	например в	2	7
145	в этой	10	7
146	жанровой традиции	3	7
147	другой стороны	7	7
148	к этому	3	7
149	в составе	2	7
150	иначе говоря	5	7
151	лишь в	9	7
152	в пределах	5	7
153	ни для	2	7
154	о блудном	13	7
155	я в	15	7
156	в русской	9	7
157	той же	7	7
158	присутствия в	5	7
159	и его	18	7
160	таким образом	4	7
161	нового времени	4	7
162	тому же	7	7
163	основе своей	2	7
164	никогда не	7	6
165	к его	2	6
166	жанр в	2	6
167	притча в	2	6
168	в одной	2	6
169	не как	3	6
170	отношение к	2	6
171	что он	5	6
172	не знает	2	6
173	одно из	3	6
174	в контексте	3	6
175	именно в	4	6
176	тому как	3	6
177	времени в	3	6
178	одного из	4	6
179	однако в	6	6
180	здесь не	8	6
181	крайней мере	5	6
182	в принципе	3	6
183	и может	2	6
184	в сущности	5	6
185	в ее	5	6
186	анекдота и	2	6
187	имеет место	3	6
188	и то	2	6
189	одна из	6	6
190	то в	4	6
191	притчи о	5	6
192	дело в	3	6
193	во всех	4	6
194	конечном счете	5	6
195	и одновременно	6	6
196	в особенности	4	6
197	героя и	7	6
198	по крайней	5	6
199	в конечном	5	6
200	однако при	3	6
201	с точки	2	6
202	и того	4	6
203	в противовес	2	6
204	жанровая форма	2	5
205	ничего не	3	5
206	в другом	3	5
207	ситуации рассказывания	2	5
208	в их	7	5
209	не всегда	4	5
210	свою очередь	7	5
211	претендует на	2	5
212	и потому	3	5
213	того что	4	5
214	в прошлом	2	5
215	для своего	3	5
216	сказания и	2	5
217	мира и	2	5
218	во втором	4	5
219	несмотря на	2	5
220	художественного дискурса	3	5
221	один из	6	5
222	не предполагает	2	5
223	здесь в	2	5
224	русской литературе	6	5
225	принадлежит к	4	5
226	сказать что	2	5
227	значительной степени	3	5
228	из этих	4	5
229	так сказать	2	5
230	подход к	2	5
231	за пределы	3	5
232	с ее	3	5
233	форма авторства	3	5
234	мысль о	3	5
235	во второй	8	5
236	я и	6	5
237	в значительной	3	5
238	эстетической деятельности	2	5
239	одного и	4	5
240	но они	2	5
241	что касается	5	5
242	известной степени	3	5
243	в свою	9	5
244	в литературе	3	5
245	сказания или	3	5
246	подобно тому	4	5
247	в акте	2	5
248	оно не	2	5
249	следует признать	3	5
250	может служить	2	5
251	на этом	2	5
252	в сторону	2	5
253	в той	3	5
254	как раз	8	5
255	перед ним	2	5
256	коммуникативной стратегии	4	5
257	говорить о	6	5
258	в ней	2	5
259	тем что	3	5
260	притчи в	2	5
261	не о	2	4
262	свое время	4	4
263	не могут	2	4
264	одну из	3	4
265	а на	2	4
266	более чем	2	4
267	с той	3	4
268	цикла в	4	4
269	и прежде	2	4
270	и тем	3	4
271	стороны адресата	2	4
272	жанровая стратегия	3	4
273	в свое	4	4
274	того или	6	4
275	по своему	3	4
276	объекта и	3	4
277	в произведении	3	4
278	как это	7	4
279	полной мере	3	4
280	в анекдоте	2	4
281	жизненной позиции	2	4
282	человеческой жизни	2	4
283	в полной	3	4
284	частной жизни	2	4
285	на его	3	4
286	что не	3	4
287	в году	5	4
288	к жизни	5	4
289	и до	2	4
290	что они	3	4
291	в первом	2	4
292	во всяком	6	4
293	или иного	5	4
294	а напротив	3	4
295	мы имеем	5	4
296	до известной	3	4
297	в равной	2	4
298	хотя в	2	4
299	однако и	3	4
300	составляет не	2	4
301	внутренней мерой	2	4
302	в результате	6	4
303	по преимуществу	3	4
304	тем не	3	4
305	я не	3	4
306	коммуникативным событием	2	4
307	и адресата	3	4
308	в становлении	2	4
309	тот или	3	4
310	в культуре	2	4
311	внутреннюю меру	2	4
312	для притчи	2	4
313	организации текста	3	4
314	есть в	2	4
315	в жизни	2	4
316	восходит к	4	4
317	в самом	7	4
318	не есть	6	4
319	и к	7	4
320	со своим	2	4
321	предстает как	2	4
322	по себе	6	4
323	не для	2	4
324	говорит о	3	4
325	на примере	2	4
326	не более	2	4
327	или в	4	4
328	с ним	2	4
329	в нарративном	2	4
330	текста в	8	4
331	еще и	4	3
332	истории в	2	3
333	в повестях	11	3
334	идет о	2	3
335	указывает на	3	3
336	в полном	2	3
337	в тех	2	3
338	вплоть до	5	3
339	в форме	2	3
340	притчи и	4	3
341	ли не	5	3
342	к которому	2	3
343	притча и	2	3
344	оказывается в	2	3
345	жанровые стратегии	2	3
346	как показывает	2	3
347	это и	4	3
348	в новом	5	3
349	повестях белкина	10	3
350	роли в	6	3
351	здесь как	2	3
352	в одно	2	3
353	причастности к	2	3
354	в действительности	2	3
355	в момент	3	3
356	литературного произведения	8	3
357	у пушкина	3	3
358	мере в	2	3
359	жанры как	2	3
360	но как	4	3
361	о котором	2	3
362	в точке	2	3
363	она не	3	3
364	они не	2	3
365	или притчи	2	3
366	об этом	3	3
367	в романе	3	3
368	в лирическом	3	3
369	художественной целостности	6	3
370	в миропорядке	10	3
371	которая в	2	3
372	уже о	2	3
373	что на	3	3
374	на себя	5	3
375	и он	4	3
376	в сочетании	4	3
377	или анекдота	2	3
378	о его	3	3
379	все эти	2	3
380	было бы	6	3
381	мы не	4	3
382	дело не	3	3
383	героем анекдота	2	3
384	жанровой стратегии	4	3
385	на языке	3	3
386	как мы	4	3
387	себе самому	2	3
388	в литературу	2	3
389	к миру	2	3
390	да и	3	3
391	и от	3	3
392	герой не	3	3
393	произведения как	4	3
394	с этим	4	3
395	в сцене	2	3
396	в начале	10	3
397	бы быть	2	3
398	его как	3	3
399	с их	3	3
400	уже говорилось	3	3
401	композиционная форма	2	3
402	который не	2	3
403	а о	2	3
404	дискурса в	2	3
405	и по	3	3
406	бы это	2	3
407	лирическое я	3	3
408	как у	3	3
409	на смену	5	3
410	автора и	5	3
411	перед лицом	4	3
412	дело с	3	3
413	имеет свою	2	3
414	петровича белкина	9	3
415	отношения к	6	3
416	не случайно	13	3
417	сочетании с	4	3
418	когда он	2	3
419	жизненных позиций	3	3
420	входит в	4	3
421	к содержанию	3	3
422	к чему	2	3
423	к анекдоту	2	3
424	личности в	5	3
425	на почве	3	3
426	уже в	5	3
427	ближе к	2	3
428	всяком случае	6	3
429	жизни и	2	3
430	к числу	4	3
431	из барышни-крестьянки	3	3
432	ивана петровича	11	3
433	слова в	2	3
434	место в	4	3
435	и сам	8	3
436	в большинстве	2	3
437	жизни но	4	3
438	о себе	4	3
439	в организации	3	3
440	и что	2	3
441	равной степени	2	3
442	однако не	2	3
443	белкина в	6	3
444	имеем дело	4	3
445	и без	3	3
446	вместе с	3	3
447	этом как	2	2
448	я с	7	2
449	от его	2	2
450	в отношении	2	2
451	к одному	2	2
452	очевидно что	2	2
453	своему происхождению	2	2
454	субъекта объекта	2	2
455	этого текста	4	2
456	от всего	2	2
457	для всех	5	2
458	всего лишь	13	2
459	вступает в	5	2
460	жанровая ситуация	2	2
461	этого момента	2	2
462	формы целого	2	2
463	каждый из	2	2
464	включает в	2	2
465	вопроса о	2	2
466	в каждом	4	2
467	рамках которого	2	2
468	или из	2	2
469	героем притчи	2	2
470	как формы	2	2
471	как к	2	2
472	едва ли	6	2
473	его из	2	2
474	в немалой	2	2
475	есть не	2	2
476	без учета	2	2
477	было сказано	2	2
478	в чистом	2	2
479	мыслится как	2	2
480	из уст	2	2
481	из трех	2	2
482	внутритекстовых дискурсов	2	2
483	от своего	3	2
484	высказывания как	2	2
485	о которых	2	2
486	возникает в	2	2
487	самом деле	2	2
488	с таким	5	2
489	анекдота не	2	2
490	одной и	2	2
491	в чем	2	2
492	его не	3	2
493	в центр	2	2
494	и тех	2	2
495	картине мира	2	2
496	себя не	2	2
497	повесть о	3	2
498	жизнь в	2	2
499	те же	3	2
500	воспринимающего сознания	3	2
501	говорит и	3	2
502	самим собой	3	2
503	характер в	2	2
504	так в	4	2
505	станционного смотрителя	13	2
506	ответ на	3	2
507	определенной жанровой	2	2
508	повести белкина	9	2
509	углом зрения	2	2
510	хоровое слово	2	2
511	в готовом	2	2
512	речь идет	3	2
513	речь пойдет	2	2
514	повествователя в	2	2
515	тем или	2	2
516	речевого замысла	2	2
517	ни столь	2	2
518	анекдота о	2	2
519	о своей	2	2
520	пушкина и	3	2
521	ритмических рядов	4	2
522	себя и	2	2
523	все это	5	2
524	мифологического предания	2	2
525	который в	4	2
526	этого слова	3	2
527	ср из	2	2
528	главного героя	2	2
529	отсюда и	2	2
530	и героя	2	2
531	вовсе не	2	2
532	но зато	2	2
533	по поводу	5	2
534	эстетического объекта	6	2
535	нашего времени	5	2
536	в стихах	2	2
537	не от	2	2
538	могла бы	3	2
539	удивительно что	2	2
540	тех же	2	2
541	том чтобы	2	2
542	вследствие которого	2	2
543	дистанция между	3	2
544	время в	2	2
545	тем более	3	2
546	т.е в	2	2
547	в первой	10	2
548	текста на	2	2
549	что она	3	2
550	это было	2	2
551	лично для	2	2
552	мы можем	2	2
553	о смерти	4	2
554	если бы	2	2
555	связаны с	2	2
556	не позволяет	2	2
557	и той	2	2
558	герой анекдота	2	2
559	не удивительно	2	2
560	художественное целое	7	2
561	художественного высказывания	3	2
562	и их	3	2
563	в придании	2	2
564	обратим внимание	2	2
565	легко может	2	2
566	такой же	2	2
567	к сообщаемому	2	2
568	немалой степени	2	2
569	сказание или	2	2
570	сверхличной заданности	4	2
571	на фоне	4	2
572	сюжета и	2	2
573	эстетического отношения	6	2
574	в заглавие	2	2
575	эстетическая модальность	4	2
576	целого в	3	2
577	у него	2	2
578	человека с	2	2
579	из наиболее	3	2
580	значение в	2	2
581	не должно	3	2
582	уже было	2	2
583	ее в	2	2
584	поэтому в	2	2
585	как эстетической	2	2
586	видеть в	2	2
587	и анекдот	2	2
588	путь к	4	2
589	или иным	2	2
590	жизни как	4	2
591	личности и	4	2
592	жанровых стратегий	2	2
593	из которых	2	2
594	произведения в	4	2
595	со своей	8	2
596	сказания это	2	2
597	тем кто	2	2
598	слово анекдота	2	2
599	в случае	6	2
600	он сам	2	2
601	индивидуального речевого	2	2
602	анна каренина	2	2
603	то ли	2	2
604	по его	4	2
605	одних и	2	2
606	во всем	5	2
607	в нашем	4	2
608	участников коммуникативного	3	2
609	этих двух	2	2
